sale_date,service_id,service_name,category,client_id,revenue,cost,gross_profit,gross_margin,profit_flag,margin_grade,source_file
2024-01-02,SVC-004,受付代行,スポット,CLI-004,124905,54718,70187,0.5619230615267603,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-004,受付代行,複合,CLI-005,123206,52325,70881,0.5753047741181436,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-005,IT保守,定期契約,CLI-001,440588,314318,126270,0.28659427855502195,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-005,IT保守,スポット,CLI-002,332579,157752,174827,0.5256705925509428,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-005,IT保守,複合,CLI-003,441650,326491,115159,0.260747198007472,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-005,IT保守,定期契約,CLI-004,274622,172969,101653,0.3701560690694846,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-005,IT保守,スポット,CLI-005,259400,114895,144505,0.5570740169622205,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-006,コールセンター,複合,CLI-001,164987,38131,126856,0.7688848212283392,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-006,コールセンター,定期契約,CLI-002,317138,149372,167766,0.5289999936935971,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-006,コールセンター,スポット,CLI-003,97662,69530,28132,0.2880547193381254,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-006,コールセンター,複合,CLI-004,74702,94518,-19816,-0.2652673288533105,赤字,低利益,service_revenue_styleA.csv
2024-01-02,SVC-006,コールセンター,定期契約,CLI-005,130132,102240,27892,0.21433621246119325,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-007,警備巡回,スポット,CLI-001,133876,109192,24684,0.18437957512922407,黒字,低利益,service_revenue_styleA.csv
2024-01-02,SVC-007,警備巡回,複合,CLI-002,271333,176345,94988,0.3500790541511722,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-007,警備巡回,定期契約,CLI-003,83306,45216,38090,0.45722997143062927,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-007,警備巡回,スポット,CLI-004,250078,176208,73870,0.2953878389942338,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-007,警備巡回,複合,CLI-005,295392,158704,136688,0.46273426497670894,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-008,施設管理,定期契約,CLI-001,181813,235042,-53229,-0.2927678438835507,赤字,低利益,service_revenue_styleA.csv
2024-01-02,SVC-008,施設管理,スポット,CLI-002,56019,42291,13728,0.24505971188346812,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-008,施設管理,複合,CLI-003,427865,80058,347807,0.8128895796571348,黒字,高利益,service_revenue_styleA.csv
2024-01-02,SVC-008,施設管理,定期契約,CLI-004,407412,301527,105885,0.25989661571087747,黒字,中利益,service_revenue_styleA.csv
2024-01-02,SVC-008,施設管理,スポット,CLI-005,443676,159893,283783,0.639617648914974,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-001,清掃,複合,CLI-001,452967,198349,254618,0.5621115887029298,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-001,清掃,定期契約,CLI-002,108485,58469,50016,0.4610406968705351,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-001,清掃,スポット,CLI-003,277942,61460,216482,0.7788747292600614,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-001,清掃,複合,CLI-004,287881,20850,267031,0.9275742407453079,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-001,清掃,定期契約,CLI-005,428584,158091,270493,0.6311318201332761,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-002,警備,スポット,CLI-001,312451,219743,92708,0.2967121244611155,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-002,警備,複合,CLI-002,143665,86542,57123,0.39761250130511955,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-002,警備,定期契約,CLI-003,105789,59117,46672,0.44118008488595223,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-002,警備,スポット,CLI-004,491277,286161,205116,0.41751598385432254,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-002,警備,複合,CLI-005,369275,124286,244989,0.6634324013269244,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-003,設備管理,定期契約,CLI-001,130131,69009,61122,0.4696959218018766,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-003,設備管理,スポット,CLI-002,449775,490428,-40653,-0.09038519259629815,赤字,低利益,service_revenue_styleA.csv
2024-01-03,SVC-003,設備管理,複合,CLI-003,458224,298058,160166,0.3495364712455044,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-003,設備管理,定期契約,CLI-004,50299,39626,10673,0.21219109723851368,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-003,設備管理,スポット,CLI-005,219951,148085,71866,0.326736409473019,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-004,受付代行,複合,CLI-001,60211,23665,36546,0.6069655046420089,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-004,受付代行,定期契約,CLI-002,240306,100612,139694,0.5813171539620318,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-004,受付代行,スポット,CLI-003,175541,27592,147949,0.842817347514256,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-004,受付代行,複合,CLI-004,176286,135082,41204,0.233733818907911,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-004,受付代行,定期契約,CLI-005,347458,61291,286167,0.8236017015006131,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-005,IT保守,スポット,CLI-001,94907,67966,26941,0.2838673648940542,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-005,IT保守,複合,CLI-002,304798,233915,70883,0.23255730024475227,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-005,IT保守,定期契約,CLI-003,86287,69846,16441,0.19053855157787383,黒字,低利益,service_revenue_styleA.csv
2024-01-03,SVC-005,IT保守,スポット,CLI-004,329291,220758,108533,0.32959601082325357,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-005,IT保守,複合,CLI-005,115934,36828,79106,0.6823365018027499,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-006,コールセンター,定期契約,CLI-001,395899,269184,126715,0.3200690074993875,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-006,コールセンター,スポット,CLI-002,338255,106574,231681,0.684930008425596,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-006,コールセンター,複合,CLI-003,188966,158326,30640,0.16214557116094958,黒字,低利益,service_revenue_styleA.csv
2024-01-03,SVC-006,コールセンター,定期契約,CLI-004,368029,425362,-57333,-0.1557839192020194,赤字,低利益,service_revenue_styleA.csv
2024-01-03,SVC-006,コールセンター,スポット,CLI-005,161043,90686,70357,0.4368833168781009,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-007,警備巡回,複合,CLI-001,445976,125461,320515,0.7186821712379141,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-007,警備巡回,定期契約,CLI-002,423790,183429,240361,0.5671700606432432,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-007,警備巡回,スポット,CLI-003,259186,196078,63108,0.24348537343838017,黒字,中利益,service_revenue_styleA.csv
2024-01-03,SVC-007,警備巡回,複合,CLI-004,390723,215779,174944,0.4477443099075304,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-007,警備巡回,定期契約,CLI-005,279690,155679,124011,0.4433873216775716,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-008,施設管理,スポット,CLI-001,286708,309716,-23008,-0.08024889434546646,赤字,低利益,service_revenue_styleA.csv
2024-01-03,SVC-008,施設管理,複合,CLI-002,167806,28392,139414,0.8308046196202757,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-008,施設管理,定期契約,CLI-003,227254,25514,201740,0.8877291488818678,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-008,施設管理,スポット,CLI-004,358443,140646,217797,0.607619621529783,黒字,高利益,service_revenue_styleA.csv
2024-01-03,SVC-008,施設管理,複合,CLI-005,358512,135457,223055,0.6221688534832864,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-001,清掃,定期契約,CLI-001,53770,22326,31444,0.5847870559791706,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-001,清掃,スポット,CLI-002,421112,50866,370246,0.8792102813503296,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-001,清掃,複合,CLI-003,170031,28834,141197,0.8304191588592669,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-001,清掃,定期契約,CLI-004,66469,41654,24815,0.37333192916998903,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-001,清掃,スポット,CLI-005,87149,53695,33454,0.3838713008755121,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-002,警備,複合,CLI-001,174782,56500,118282,0.676740167751828,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-002,警備,定期契約,CLI-002,400737,274496,126241,0.31502207183264835,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-002,警備,スポット,CLI-003,162321,90678,71643,0.4413661818249025,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-002,警備,複合,CLI-004,119369,94847,24522,0.2054302205765316,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-002,警備,定期契約,CLI-005,352100,267815,84285,0.23937801760863392,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-003,設備管理,スポット,CLI-001,177400,122841,54559,0.3075479143179256,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-003,設備管理,複合,CLI-002,297974,373025,-75051,-0.25187096860799935,赤字,低利益,service_revenue_styleA.csv
2024-01-04,SVC-003,設備管理,定期契約,CLI-003,149829,32363,117466,0.7840004271536218,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-003,設備管理,スポット,CLI-004,100819,76498,24321,0.24123429115543696,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-003,設備管理,複合,CLI-005,235753,131038,104715,0.4441725025768495,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-004,受付代行,定期契約,CLI-001,265535,142427,123108,0.46362249797578475,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-004,受付代行,スポット,CLI-002,432245,48401,383844,0.8880241529688024,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-004,受付代行,複合,CLI-003,403036,71599,331437,0.8223508569954049,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-004,受付代行,定期契約,CLI-004,81778,46386,35392,0.43278143265915037,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-004,受付代行,スポット,CLI-005,431793,197892,233901,0.5416970631761052,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-005,IT保守,複合,CLI-001,469741,77288,392453,0.8354667785013443,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-005,IT保守,定期契約,CLI-002,180367,70224,110143,0.6106604866743917,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-005,IT保守,スポット,CLI-003,149724,90292,59432,0.39694370975929044,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-005,IT保守,複合,CLI-004,285202,56747,228455,0.8010287445389583,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-005,IT保守,定期契約,CLI-005,271187,68100,203087,0.7488817679313536,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-006,コールセンター,スポット,CLI-001,196037,141275,54762,0.27934522564617903,黒字,中利益,service_revenue_styleA.csv
2024-01-04,SVC-006,コールセンター,複合,CLI-002,180970,39761,141209,0.7802895507542686,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-006,コールセンター,定期契約,CLI-003,282328,231818,50510,0.17890538664248676,黒字,低利益,service_revenue_styleA.csv
2024-01-04,SVC-006,コールセンター,スポット,CLI-004,498773,592333,-93560,-0.18758032211045908,赤字,低利益,service_revenue_styleA.csv
2024-01-04,SVC-006,コールセンター,複合,CLI-005,76522,62738,13784,0.18013120409816785,黒字,低利益,service_revenue_styleA.csv
2024-01-04,SVC-007,警備巡回,定期契約,CLI-001,333423,27737,305686,0.9168113777393881,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-007,警備巡回,スポット,CLI-002,98896,80710,18186,0.18389014722536806,黒字,低利益,service_revenue_styleA.csv
2024-01-04,SVC-007,警備巡回,複合,CLI-003,445085,143930,301155,0.6766235662850916,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-007,警備巡回,定期契約,CLI-004,137194,73269,63925,0.46594603262533346,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-007,警備巡回,スポット,CLI-005,304615,146185,158430,0.5200991415393201,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-008,施設管理,複合,CLI-001,162065,205200,-43135,-0.26615864005183104,赤字,低利益,service_revenue_styleA.csv
2024-01-04,SVC-008,施設管理,定期契約,CLI-002,80741,30789,49952,0.6186695730793526,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-008,施設管理,スポット,CLI-003,248691,20565,228126,0.9173070195543868,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-008,施設管理,複合,CLI-004,254693,89521,165172,0.6485140934379822,黒字,高利益,service_revenue_styleA.csv
2024-01-04,SVC-008,施設管理,定期契約,CLI-005,461078,258555,202523,0.43923804649104925,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-001,清掃,スポット,CLI-001,199552,130888,68664,0.344090763309814,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-001,清掃,複合,CLI-002,415214,311382,103832,0.2500686393040697,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-001,清掃,定期契約,CLI-003,397011,275155,121856,0.30693356103483277,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-001,清掃,スポット,CLI-004,131158,44890,86268,0.6577410451516491,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-001,清掃,複合,CLI-005,205560,77068,128492,0.6250827009145749,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-002,警備,定期契約,CLI-001,80662,57957,22705,0.28148322630234807,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-002,警備,スポット,CLI-002,435738,304266,131472,0.3017225947702519,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-002,警備,複合,CLI-003,81959,69019,12940,0.15788381995875986,黒字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-002,警備,定期契約,CLI-004,214419,34985,179434,0.8368381533352921,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-002,警備,スポット,CLI-005,76289,58284,18005,0.23601043400752403,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-003,設備管理,複合,CLI-001,299974,151819,148155,0.49389280404301705,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-003,設備管理,定期契約,CLI-002,497070,587925,-90855,-0.18278109722976643,赤字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-003,設備管理,スポット,CLI-003,79821,53281,26540,0.3324939552248155,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-003,設備管理,複合,CLI-004,92001,75793,16208,0.17617199813045512,黒字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-003,設備管理,定期契約,CLI-005,147425,28981,118444,0.8034186874682042,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-004,受付代行,スポット,CLI-001,361969,55631,306338,0.84631004312524,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-004,受付代行,複合,CLI-002,404005,143314,260691,0.6452667665004146,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-004,受付代行,定期契約,CLI-003,261694,51427,210267,0.8034842220303102,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-004,受付代行,スポット,CLI-004,348673,149087,199586,0.5724159886197095,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-004,受付代行,複合,CLI-005,353520,40836,312684,0.8844874405974202,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-005,IT保守,定期契約,CLI-001,374734,62982,311752,0.8319287814823315,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-005,IT保守,スポット,CLI-002,269794,192326,77468,0.28713759386791404,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-005,IT保守,複合,CLI-003,356012,294088,61924,0.17393795714751187,黒字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-005,IT保守,定期契約,CLI-004,215868,88358,127510,0.5906850482702393,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-005,IT保守,スポット,CLI-005,157090,107782,49308,0.3138837609013941,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-006,コールセンター,複合,CLI-001,425490,184722,240768,0.5658605372629204,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-006,コールセンター,定期契約,CLI-002,175140,54814,120326,0.6870275208404705,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-006,コールセンター,スポット,CLI-003,257505,54308,203197,0.7890992407914409,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-006,コールセンター,複合,CLI-004,402159,487165,-85006,-0.21137410825071676,赤字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-006,コールセンター,定期契約,CLI-005,289717,102883,186834,0.6448844907271579,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-007,警備巡回,スポット,CLI-001,444193,58033,386160,0.8693518358011044,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-007,警備巡回,複合,CLI-002,54883,35017,19866,0.3619700089280834,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-007,警備巡回,定期契約,CLI-003,375666,315170,60496,0.16103666554865226,黒字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-007,警備巡回,スポット,CLI-004,102418,29602,72816,0.710968775020016,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-007,警備巡回,複合,CLI-005,331875,75877,255998,0.7713687382297552,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-008,施設管理,定期契約,CLI-001,315229,351890,-36661,-0.11629957903619273,赤字,低利益,service_revenue_styleA.csv
2024-01-05,SVC-008,施設管理,スポット,CLI-002,232981,38033,194948,0.836754928513484,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-008,施設管理,複合,CLI-003,178075,116869,61206,0.343709111329496,黒字,中利益,service_revenue_styleA.csv
2024-01-05,SVC-008,施設管理,定期契約,CLI-004,199415,61352,138063,0.6923400947772234,黒字,高利益,service_revenue_styleA.csv
2024-01-05,SVC-008,施設管理,スポット,CLI-005,279734,162401,117333,0.4194449012275948,黒字,高利益,service_revenue_styleA.csv
2024-01-06,SVC-001,清掃,複合,CLI-001,418857,178606,240251,0.5735871669806163,黒字,高利益,service_revenue_styleA.csv
2024-01-06,SVC-001,清掃,定期契約,CLI-002,370695,297317,73378,0.19794709936740448,黒字,低利益,service_revenue_styleA.csv
2024-01-06,SVC-001,清掃,スポット,CLI-003,54101,41884,12217,0.22581837673980149,黒字,中利益,service_revenue_styleA.csv
2024-01-06,SVC-001,清掃,複合,CLI-004,478397,310771,167626,0.35039099325455636,黒字,中利益,service_revenue_styleA.csv
2024-01-06,SVC-001,清掃,定期契約,CLI-005,206960,47154,159806,0.7721588712794742,黒字,高利益,service_revenue_styleA.csv
2024-01-06,SVC-002,警備,スポット,CLI-001,120407,54664,65743,0.5460064614183561,黒字,高利益,service_revenue_styleA.csv
2024-01-06,SVC-002,警備,複合,CLI-002,110517,34029,76488,0.6920926192350498,黒字,高利益,service_revenue_styleA.csv
