order_date,order_id,shop_name,work_type,tech_id,estimated_days,actual_days,labor_cost,parts_cost,status,total_cost,delay_days,is_delayed,is_returned,efficiency_flag,source_file
2024-01-08,ORD-0062,西店,タイヤ交換,TECH-04,2,1,11057,16046,再入庫,27103,-1,0,1,効率的,orders_styleA.csv
2024-01-08,ORD-0063,北店,オイル交換,TECH-08,4,4,55328,32399,完了,87727,0,0,0,効率的,orders_styleA.csv
2024-01-08,ORD-0064,東店,オイル交換,TECH-02,4,4,28053,45607,完了,73660,0,0,0,効率的,orders_styleA.csv
2024-01-08,ORD-0065,東店,タイヤ交換,TECH-02,4,3,65901,43750,完了,109651,-1,0,0,効率的,orders_styleA.csv
2024-01-08,ORD-0066,北店,車検,TECH-08,5,7,76810,29223,作業中,106033,2,1,0,遅延,orders_styleA.csv
2024-01-08,ORD-0067,北店,一般修理,TECH-08,3,4,41347,34163,完了,75510,1,1,0,遅延,orders_styleA.csv
2024-01-09,ORD-0068,東店,車検,TECH-08,1,5,35735,17807,完了,53542,4,1,0,遅延,orders_styleA.csv
2024-01-09,ORD-0069,北店,オイル交換,TECH-03,2,4,55205,45478,完了,100683,2,1,0,遅延,orders_styleA.csv
2024-01-09,ORD-0070,東店,オイル交換,TECH-07,4,6,76121,30534,完了,106655,2,1,0,遅延,orders_styleA.csv
2024-01-09,ORD-0071,東店,一般修理,TECH-07,5,1,54857,31259,完了,86116,-4,0,0,効率的,orders_styleA.csv
2024-01-09,ORD-0072,西店,車検,TECH-07,4,4,68993,14380,完了,83373,0,0,0,効率的,orders_styleA.csv
2024-01-09,ORD-0073,西店,オイル交換,TECH-07,3,7,26632,30630,作業中,57262,4,1,0,遅延,orders_styleA.csv
2024-01-09,ORD-0074,北店,オイル交換,TECH-07,5,1,16003,42123,完了,58126,-4,0,0,効率的,orders_styleA.csv
2024-01-09,ORD-0075,西店,タイヤ交換,TECH-01,3,7,47906,13871,完了,61777,4,1,0,遅延,orders_styleA.csv
2024-01-09,ORD-0076,西店,一般修理,TECH-05,4,5,15735,30822,完了,46557,1,1,0,遅延,orders_styleA.csv
2024-01-10,ORD-0077,北店,オイル交換,TECH-06,2,2,10276,49429,完了,59705,0,0,0,効率的,orders_styleA.csv
2024-01-10,ORD-0078,東店,タイヤ交換,TECH-01,5,3,36266,8272,完了,44538,-2,0,0,効率的,orders_styleA.csv
2024-01-10,ORD-0079,東店,タイヤ交換,TECH-08,3,6,26992,39707,完了,66699,3,1,0,遅延,orders_styleA.csv
2024-01-10,ORD-0080,北店,オイル交換,TECH-03,3,2,8365,20444,完了,28809,-1,0,0,効率的,orders_styleA.csv
2024-01-10,ORD-0081,西店,一般修理,TECH-04,1,4,18356,45691,完了,64047,3,1,0,遅延,orders_styleA.csv
2024-01-10,ORD-0082,北店,オイル交換,TECH-10,1,6,74827,28074,完了,102901,5,1,0,遅延,orders_styleA.csv
2024-01-10,ORD-0083,東店,車検,TECH-01,4,8,18833,28411,再入庫,47244,4,1,1,遅延,orders_styleA.csv
2024-01-10,ORD-0084,北店,一般修理,TECH-03,4,3,73386,42628,完了,116014,-1,0,0,効率的,orders_styleA.csv
2024-01-11,ORD-0085,北店,一般修理,TECH-08,4,5,47245,16088,作業中,63333,1,1,0,遅延,orders_styleA.csv
2024-01-11,ORD-0086,東店,車検,TECH-08,2,8,79691,39998,完了,119689,6,1,0,遅延,orders_styleA.csv
2024-01-11,ORD-0087,西店,オイル交換,TECH-08,3,3,68904,13901,完了,82805,0,0,0,効率的,orders_styleA.csv
2024-01-11,ORD-0088,西店,車検,TECH-05,5,5,77848,665,完了,78513,0,0,0,効率的,orders_styleA.csv
2024-01-11,ORD-0089,東店,オイル交換,TECH-04,4,8,77768,49687,完了,127455,4,1,0,遅延,orders_styleA.csv
2024-01-11,ORD-0090,西店,一般修理,TECH-08,1,2,43566,14522,完了,58088,1,1,0,遅延,orders_styleA.csv
2024-01-11,ORD-0091,東店,車検,TECH-10,3,8,77544,34794,完了,112338,5,1,0,遅延,orders_styleA.csv
2024-01-11,ORD-0092,北店,車検,TECH-06,4,5,45189,16475,完了,61664,1,1,0,遅延,orders_styleA.csv
2024-01-11,ORD-0093,北店,タイヤ交換,TECH-06,1,3,30105,14180,完了,44285,2,1,0,遅延,orders_styleA.csv
2024-01-12,ORD-0094,西店,車検,TECH-02,2,5,34816,23650,完了,58466,3,1,0,遅延,orders_styleA.csv
2024-01-12,ORD-0095,東店,タイヤ交換,TECH-05,1,1,77529,19145,完了,96674,0,0,0,効率的,orders_styleA.csv
2024-01-12,ORD-0096,東店,一般修理,TECH-02,1,5,66524,31373,完了,97897,4,1,0,遅延,orders_styleA.csv
2024-01-12,ORD-0097,東店,オイル交換,TECH-05,4,2,13564,26260,完了,39824,-2,0,0,効率的,orders_styleA.csv
2024-01-12,ORD-0098,北店,オイル交換,TECH-03,2,5,16164,16265,完了,32429,3,1,0,遅延,orders_styleA.csv
2024-01-12,ORD-0099,西店,タイヤ交換,TECH-09,4,8,63028,19487,作業中,82515,4,1,0,遅延,orders_styleA.csv
2024-01-12,ORD-0100,西店,車検,TECH-10,5,1,18006,49986,完了,67992,-4,0,0,効率的,orders_styleA.csv
2024-01-12,ORD-0101,東店,車検,TECH-02,2,4,27782,36175,完了,63957,2,1,0,遅延,orders_styleA.csv
2024-01-13,ORD-0102,東店,一般修理,TECH-08,5,8,43175,2139,完了,45314,3,1,0,遅延,orders_styleA.csv
2024-01-13,ORD-0103,北店,車検,TECH-08,1,4,39675,40963,完了,80638,3,1,0,遅延,orders_styleA.csv
2024-01-13,ORD-0104,東店,一般修理,TECH-02,5,4,24528,17408,作業中,41936,-1,0,0,効率的,orders_styleA.csv
2024-01-13,ORD-0105,東店,オイル交換,TECH-03,3,5,62560,8149,完了,70709,2,1,0,遅延,orders_styleA.csv
2024-01-13,ORD-0106,西店,一般修理,TECH-05,5,8,62377,5271,完了,67648,3,1,0,遅延,orders_styleA.csv
2024-01-13,ORD-0107,西店,車検,TECH-10,3,1,16970,15002,再入庫,31972,-2,0,1,効率的,orders_styleA.csv
2024-01-13,ORD-0108,北店,オイル交換,TECH-05,5,1,27962,30834,完了,58796,-4,0,0,効率的,orders_styleA.csv
2024-01-13,ORD-0109,西店,車検,TECH-03,5,7,69451,5979,完了,75430,2,1,0,遅延,orders_styleA.csv
2024-01-14,ORD-0110,西店,車検,TECH-06,1,3,48228,26977,完了,75205,2,1,0,遅延,orders_styleA.csv
2024-01-14,ORD-0111,西店,一般修理,TECH-09,1,8,16542,20612,完了,37154,7,1,0,遅延,orders_styleA.csv
2024-01-14,ORD-0112,東店,一般修理,TECH-09,1,8,59165,3552,完了,62717,7,1,0,遅延,orders_styleA.csv
2024-01-14,ORD-0113,西店,一般修理,TECH-08,1,4,40003,35993,完了,75996,3,1,0,遅延,orders_styleA.csv
2024-01-14,ORD-0114,西店,一般修理,TECH-08,1,1,36365,46516,完了,82881,0,0,0,効率的,orders_styleA.csv
2024-01-14,ORD-0115,北店,オイル交換,TECH-09,4,2,34451,7435,完了,41886,-2,0,0,効率的,orders_styleA.csv
2024-01-14,ORD-0116,東店,タイヤ交換,TECH-08,3,5,59459,31621,再入庫,91080,2,1,1,遅延,orders_styleA.csv
2024-01-14,ORD-0117,東店,一般修理,TECH-09,2,7,29983,39280,完了,69263,5,1,0,遅延,orders_styleA.csv
2024-01-14,ORD-0118,東店,オイル交換,TECH-05,4,6,71550,17509,作業中,89059,2,1,0,遅延,orders_styleA.csv
2024-01-15,ORD-0119,西店,車検,TECH-10,5,8,24476,29264,完了,53740,3,1,0,遅延,orders_styleA.csv
2024-01-15,ORD-0120,西店,車検,TECH-09,5,7,64682,21088,作業中,85770,2,1,0,遅延,orders_styleA.csv
2024-01-15,ORD-0121,北店,タイヤ交換,TECH-10,4,4,58841,2860,完了,61701,0,0,0,効率的,orders_styleA.csv
2024-01-15,ORD-0122,西店,一般修理,TECH-07,2,8,9852,8273,完了,18125,6,1,0,遅延,orders_styleA.csv
2024-01-15,ORD-0123,北店,車検,TECH-02,4,2,73937,29945,完了,103882,-2,0,0,効率的,orders_styleA.csv
2024-01-15,ORD-0124,東店,一般修理,TECH-03,1,8,39737,22187,完了,61924,7,1,0,遅延,orders_styleA.csv
2024-01-15,ORD-0125,西店,オイル交換,TECH-06,5,7,46505,41077,完了,87582,2,1,0,遅延,orders_styleA.csv
2024-01-15,ORD-0126,西店,オイル交換,TECH-10,1,4,42667,14908,完了,57575,3,1,0,遅延,orders_styleA.csv
2024-01-16,ORD-0127,西店,オイル交換,TECH-02,4,3,44251,1897,完了,46148,-1,0,0,効率的,orders_styleA.csv
2024-01-16,ORD-0128,東店,車検,TECH-06,3,7,24080,16003,完了,40083,4,1,0,遅延,orders_styleA.csv
2024-01-16,ORD-0129,北店,タイヤ交換,TECH-03,2,2,55140,40613,完了,95753,0,0,0,効率的,orders_styleA.csv
2024-01-16,ORD-0130,西店,タイヤ交換,TECH-04,4,5,65236,16733,完了,81969,1,1,0,遅延,orders_styleA.csv
2024-01-16,ORD-0131,西店,車検,TECH-09,2,2,62898,22646,再入庫,85544,0,0,1,効率的,orders_styleA.csv
2024-01-16,ORD-0132,西店,一般修理,TECH-05,4,5,31111,25211,作業中,56322,1,1,0,遅延,orders_styleA.csv
2024-01-16,ORD-0133,東店,タイヤ交換,TECH-07,5,6,43780,45827,完了,89607,1,1,0,遅延,orders_styleA.csv
2024-01-16,ORD-0134,北店,一般修理,TECH-05,1,1,70107,18756,完了,88863,0,0,0,効率的,orders_styleA.csv
2024-01-17,ORD-0135,東店,車検,TECH-04,2,5,22927,41172,完了,64099,3,1,0,遅延,orders_styleA.csv
2024-01-17,ORD-0136,北店,オイル交換,TECH-05,4,1,52823,47995,完了,100818,-3,0,0,効率的,orders_styleA.csv
2024-01-17,ORD-0137,西店,車検,TECH-07,2,4,22322,35350,作業中,57672,2,1,0,遅延,orders_styleA.csv
2024-01-17,ORD-0138,西店,車検,TECH-03,3,8,43684,48926,作業中,92610,5,1,0,遅延,orders_styleA.csv
2024-01-17,ORD-0139,東店,一般修理,TECH-02,2,4,57089,36524,完了,93613,2,1,0,遅延,orders_styleA.csv
2024-01-17,ORD-0140,西店,オイル交換,TECH-05,5,2,64609,24155,完了,88764,-3,0,0,効率的,orders_styleA.csv
2024-01-17,ORD-0141,北店,車検,TECH-10,4,6,19201,44226,完了,63427,2,1,0,遅延,orders_styleA.csv
2024-01-17,ORD-0142,東店,車検,TECH-10,2,2,65852,45945,完了,111797,0,0,0,効率的,orders_styleA.csv
2024-01-17,ORD-0143,西店,オイル交換,TECH-03,1,1,44893,32284,完了,77177,0,0,0,効率的,orders_styleA.csv
2024-01-18,ORD-0144,東店,タイヤ交換,TECH-07,4,6,75804,27467,完了,103271,2,1,0,遅延,orders_styleA.csv
2024-01-18,ORD-0145,北店,タイヤ交換,TECH-07,1,8,58492,18333,完了,76825,7,1,0,遅延,orders_styleA.csv
2024-01-18,ORD-0146,西店,タイヤ交換,TECH-08,4,4,52537,6511,再入庫,59048,0,0,1,効率的,orders_styleA.csv
2024-01-18,ORD-0147,西店,車検,TECH-01,4,5,29878,8005,作業中,37883,1,1,0,遅延,orders_styleA.csv
2024-01-18,ORD-0148,西店,オイル交換,TECH-04,5,1,11629,21856,完了,33485,-4,0,0,効率的,orders_styleA.csv
2024-01-18,ORD-0149,東店,タイヤ交換,TECH-02,5,4,33305,15269,完了,48574,-1,0,0,効率的,orders_styleA.csv
2024-01-18,ORD-0150,東店,オイル交換,TECH-05,2,3,75807,16426,完了,92233,1,1,0,遅延,orders_styleA.csv
2024-01-18,ORD-0151,東店,オイル交換,TECH-03,1,6,36186,38591,完了,74777,5,1,0,遅延,orders_styleA.csv
2024-01-19,ORD-0152,東店,車検,TECH-01,2,7,73955,7448,完了,81403,5,1,0,遅延,orders_styleA.csv
2024-01-19,ORD-0153,西店,一般修理,TECH-06,5,2,64245,33019,完了,97264,-3,0,0,効率的,orders_styleA.csv
2024-01-19,ORD-0154,北店,オイル交換,TECH-09,3,8,9082,3986,再入庫,13068,5,1,1,遅延,orders_styleA.csv
2024-01-19,ORD-0155,西店,一般修理,TECH-02,4,8,14632,5294,完了,19926,4,1,0,遅延,orders_styleA.csv
2024-01-19,ORD-0156,東店,オイル交換,TECH-03,3,6,54925,39150,完了,94075,3,1,0,遅延,orders_styleA.csv
2024-01-19,ORD-0157,西店,一般修理,TECH-02,1,4,61370,29593,作業中,90963,3,1,0,遅延,orders_styleA.csv
2024-01-19,ORD-0158,西店,車検,TECH-08,4,7,17463,20483,完了,37946,3,1,0,遅延,orders_styleA.csv
2024-01-19,ORD-0159,北店,車検,TECH-06,2,8,13799,5978,作業中,19777,6,1,0,遅延,orders_styleA.csv
2024-01-20,ORD-0160,東店,一般修理,TECH-02,3,3,77924,3930,完了,81854,0,0,0,効率的,orders_styleA.csv
2024-01-01,ORD-0161,北店,車検,TECH-02,4,6,60435,47255,完了,107690,2,1,0,遅延,orders_styleB.csv
2024-01-01,ORD-0162,西店,車検,TECH-06,1,4,25280,43039,完了,68319,3,1,0,遅延,orders_styleB.csv
2024-01-01,ORD-0163,東店,車検,TECH-09,3,2,41512,37624,完了,79136,-1,0,0,効率的,orders_styleB.csv
2024-01-01,ORD-0164,西店,オイル交換,TECH-10,3,1,28647,17909,完了,46556,-2,0,0,効率的,orders_styleB.csv
2024-01-01,ORD-0165,西店,車検,TECH-06,1,3,23776,37114,完了,60890,2,1,0,遅延,orders_styleB.csv
2024-01-01,ORD-0166,東店,タイヤ交換,TECH-01,1,4,54308,27514,完了,81822,3,1,0,遅延,orders_styleB.csv
2024-01-01,ORD-0167,東店,車検,TECH-05,3,2,11895,10196,完了,22091,-1,0,0,効率的,orders_styleB.csv
2024-01-01,ORD-0168,北店,オイル交換,TECH-02,3,8,60576,31828,完了,92404,5,1,0,遅延,orders_styleB.csv
2024-01-01,ORD-0169,西店,車検,TECH-04,5,2,50242,28174,完了,78416,-3,0,0,効率的,orders_styleB.csv
2024-01-02,ORD-0170,北店,一般修理,TECH-09,3,1,33903,25903,再入庫,59806,-2,0,1,効率的,orders_styleB.csv
2024-01-02,ORD-0171,東店,オイル交換,TECH-04,3,4,22987,16745,完了,39732,1,1,0,遅延,orders_styleB.csv
2024-01-02,ORD-0172,東店,オイル交換,TECH-08,4,3,21932,24917,完了,46849,-1,0,0,効率的,orders_styleB.csv
2024-01-02,ORD-0173,東店,車検,TECH-02,4,1,62176,1228,完了,63404,-3,0,0,効率的,orders_styleB.csv
2024-01-02,ORD-0174,東店,車検,TECH-10,4,7,59747,18973,完了,78720,3,1,0,遅延,orders_styleB.csv
2024-01-02,ORD-0175,東店,車検,TECH-03,5,8,52428,5775,完了,58203,3,1,0,遅延,orders_styleB.csv
2024-01-02,ORD-0176,東店,タイヤ交換,TECH-07,5,7,73676,5154,完了,78830,2,1,0,遅延,orders_styleB.csv
2024-01-02,ORD-0177,西店,車検,TECH-04,3,3,15011,33455,完了,48466,0,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0178,北店,タイヤ交換,TECH-06,3,3,35968,6737,完了,42705,0,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0179,東店,タイヤ交換,TECH-10,2,2,28218,41153,完了,69371,0,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0180,北店,一般修理,TECH-10,5,6,46436,9893,完了,56329,1,1,0,遅延,orders_styleB.csv
2024-01-03,ORD-0181,西店,一般修理,TECH-05,3,1,51129,33248,完了,84377,-2,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0182,西店,一般修理,TECH-01,1,6,42627,5028,完了,47655,5,1,0,遅延,orders_styleB.csv
2024-01-03,ORD-0183,東店,一般修理,TECH-08,5,1,63947,37464,完了,101411,-4,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0184,西店,一般修理,TECH-09,2,1,64050,6783,作業中,70833,-1,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0185,西店,オイル交換,TECH-09,2,1,37472,46374,完了,83846,-1,0,0,効率的,orders_styleB.csv
2024-01-03,ORD-0186,西店,タイヤ交換,TECH-06,3,5,55779,26789,完了,82568,2,1,0,遅延,orders_styleB.csv
2024-01-04,ORD-0187,北店,オイル交換,TECH-06,1,6,17387,36566,完了,53953,5,1,0,遅延,orders_styleB.csv
2024-01-04,ORD-0188,西店,車検,TECH-10,2,6,15682,38190,完了,53872,4,1,0,遅延,orders_styleB.csv
2024-01-04,ORD-0189,西店,車検,TECH-07,2,2,45577,36629,完了,82206,0,0,0,効率的,orders_styleB.csv
2024-01-04,ORD-0190,西店,タイヤ交換,TECH-09,1,7,71648,23712,完了,95360,6,1,0,遅延,orders_styleB.csv
2024-01-04,ORD-0191,西店,タイヤ交換,TECH-04,3,8,30166,14846,再入庫,45012,5,1,1,遅延,orders_styleB.csv
2024-01-04,ORD-0192,東店,オイル交換,TECH-05,1,1,49140,40503,完了,89643,0,0,0,効率的,orders_styleB.csv
2024-01-04,ORD-0193,西店,タイヤ交換,TECH-03,2,3,62366,2863,完了,65229,1,1,0,遅延,orders_styleB.csv
2024-01-04,ORD-0194,北店,タイヤ交換,TECH-08,5,5,63841,15335,完了,79176,0,0,0,効率的,orders_styleB.csv
2024-01-05,ORD-0195,西店,一般修理,TECH-04,3,8,65513,18466,完了,83979,5,1,0,遅延,orders_styleB.csv
2024-01-05,ORD-0196,北店,一般修理,TECH-03,2,3,37768,3419,完了,41187,1,1,0,遅延,orders_styleB.csv
2024-01-05,ORD-0197,西店,オイル交換,TECH-09,1,5,15993,10506,完了,26499,4,1,0,遅延,orders_styleB.csv
2024-01-05,ORD-0198,北店,タイヤ交換,TECH-07,1,4,64130,22910,作業中,87040,3,1,0,遅延,orders_styleB.csv
2024-01-05,ORD-0199,西店,オイル交換,TECH-07,5,6,35903,25307,再入庫,61210,1,1,1,遅延,orders_styleB.csv
2024-01-05,ORD-0200,西店,タイヤ交換,TECH-01,3,2,48947,9571,完了,58518,-1,0,0,効率的,orders_styleB.csv
2024-01-05,ORD-0201,西店,一般修理,TECH-03,4,8,5688,5192,完了,10880,4,1,0,遅延,orders_styleB.csv
2024-01-05,ORD-0202,東店,タイヤ交換,TECH-09,5,7,19573,18881,完了,38454,2,1,0,遅延,orders_styleB.csv
2024-01-06,ORD-0203,東店,オイル交換,TECH-04,4,8,13232,7265,作業中,20497,4,1,0,遅延,orders_styleB.csv
2024-01-06,ORD-0204,西店,オイル交換,TECH-09,5,4,23818,19088,完了,42906,-1,0,0,効率的,orders_styleB.csv
2024-01-06,ORD-0205,北店,車検,TECH-04,5,7,29551,43540,完了,73091,2,1,0,遅延,orders_styleB.csv
2024-01-06,ORD-0206,北店,車検,TECH-02,5,1,56177,30810,完了,86987,-4,0,0,効率的,orders_styleB.csv
2024-01-06,ORD-0207,西店,車検,TECH-05,1,6,13855,22596,完了,36451,5,1,0,遅延,orders_styleB.csv
2024-01-06,ORD-0208,北店,オイル交換,TECH-10,3,3,10811,23088,完了,33899,0,0,0,効率的,orders_styleB.csv
2024-01-06,ORD-0209,北店,タイヤ交換,TECH-08,4,3,22675,4135,完了,26810,-1,0,0,効率的,orders_styleB.csv
2024-01-06,ORD-0210,西店,オイル交換,TECH-05,2,1,31144,2746,完了,33890,-1,0,0,効率的,orders_styleB.csv
2024-01-06,ORD-0211,西店,一般修理,TECH-09,4,5,9799,49367,完了,59166,1,1,0,遅延,orders_styleB.csv
2024-01-07,ORD-0212,西店,車検,TECH-01,3,5,21315,24118,完了,45433,2,1,0,遅延,orders_styleB.csv
2024-01-07,ORD-0213,西店,一般修理,TECH-07,3,3,70038,45355,完了,115393,0,0,0,効率的,orders_styleB.csv
