app_date,app_id,department,selection_method,region,result,score,interview_flag,decline_reason,is_enrolled,score_grade,source_file
2024-01-16,APP-0029,体育系,一般,東京,合格,77,1,,1,中得点,applications_styleA.csv
2024-01-14,APP-0030,体育系,AO,東京,不合格,91,1,面接低評価,0,高得点,applications_styleA.csv
2024-01-11,APP-0031,文系,一般,大阪,合格,78,1,,1,中得点,applications_styleA.csv
2024-01-06,APP-0032,芸術系,推薦,大阪,不合格,54,1,書類不備,0,低得点,applications_styleA.csv
2024-01-04,APP-0033,文系,AO,仙台,不合格,55,0,成績不足,0,低得点,applications_styleA.csv
2024-01-06,APP-0034,体育系,推薦,福岡,合格,75,0,,1,中得点,applications_styleA.csv
2024-01-06,APP-0035,体育系,一般,福岡,合格,100,0,,1,高得点,applications_styleA.csv
2024-01-10,APP-0036,体育系,AO,仙台,不合格,81,1,面接低評価,0,高得点,applications_styleA.csv
2024-01-07,APP-0037,文系,AO,仙台,合格,70,1,,1,中得点,applications_styleA.csv
2024-01-19,APP-0038,体育系,AO,仙台,合格,82,1,,1,高得点,applications_styleA.csv
2024-01-06,APP-0039,文系,AO,東京,不合格,65,1,書類不備,0,中得点,applications_styleA.csv
2024-01-08,APP-0040,文系,AO,東京,合格,87,1,,1,高得点,applications_styleA.csv
2024-01-11,APP-0041,芸術系,一般,名古屋,合格,75,1,,1,中得点,applications_styleA.csv
2024-01-10,APP-0042,体育系,推薦,東京,合格,89,0,,1,高得点,applications_styleA.csv
2024-01-04,APP-0043,文系,AO,大阪,合格,58,0,,1,低得点,applications_styleA.csv
2024-01-03,APP-0044,理系,推薦,名古屋,合格,84,0,,1,高得点,applications_styleA.csv
2024-01-20,APP-0045,文系,AO,仙台,合格,92,1,,1,高得点,applications_styleA.csv
2024-01-05,APP-0046,芸術系,一般,東京,不合格,59,1,書類不備,0,低得点,applications_styleA.csv
2024-01-07,APP-0047,芸術系,一般,名古屋,合格,66,0,,1,中得点,applications_styleA.csv
2024-01-02,APP-0048,文系,AO,福岡,不合格,52,1,成績不足,0,低得点,applications_styleA.csv
2024-01-09,APP-0049,理系,AO,福岡,不合格,77,1,成績不足,0,中得点,applications_styleA.csv
2024-01-03,APP-0050,理系,AO,東京,不合格,87,1,面接低評価,0,高得点,applications_styleA.csv
2024-01-05,APP-0051,文系,推薦,名古屋,不合格,100,0,成績不足,0,高得点,applications_styleA.csv
2024-01-12,APP-0052,理系,AO,大阪,不合格,72,0,面接低評価,0,中得点,applications_styleA.csv
2024-01-20,APP-0053,理系,一般,大阪,不合格,61,0,成績不足,0,低得点,applications_styleA.csv
2024-01-06,APP-0054,芸術系,推薦,大阪,合格,100,0,,1,高得点,applications_styleA.csv
2024-01-13,APP-0055,文系,推薦,大阪,合格,79,1,,1,中得点,applications_styleA.csv
2024-01-08,APP-0056,理系,一般,大阪,合格,67,0,,1,中得点,applications_styleA.csv
2024-01-09,APP-0057,芸術系,AO,仙台,合格,84,1,,1,高得点,applications_styleA.csv
2024-01-01,APP-0058,文系,推薦,大阪,不合格,66,1,書類不備,0,中得点,applications_styleA.csv
2024-01-14,APP-0059,芸術系,AO,名古屋,合格,82,1,,1,高得点,applications_styleA.csv
2024-01-19,APP-0060,理系,推薦,東京,不合格,50,1,書類不備,0,低得点,applications_styleA.csv
2024-01-07,APP-0061,芸術系,推薦,東京,不合格,71,0,書類不備,0,中得点,applications_styleA.csv
2024-01-04,APP-0062,芸術系,AO,名古屋,不合格,70,1,面接低評価,0,中得点,applications_styleA.csv
2024-01-18,APP-0063,理系,一般,福岡,不合格,74,0,成績不足,0,中得点,applications_styleA.csv
2024-01-20,APP-0064,芸術系,推薦,仙台,不合格,69,1,面接低評価,0,中得点,applications_styleA.csv
2024-01-19,APP-0065,芸術系,推薦,福岡,合格,63,1,,1,低得点,applications_styleA.csv
2024-01-06,APP-0066,文系,推薦,仙台,不合格,89,1,成績不足,0,高得点,applications_styleA.csv
2024-01-10,APP-0067,理系,一般,大阪,合格,65,0,,1,中得点,applications_styleA.csv
2024-01-20,APP-0068,文系,推薦,福岡,不合格,86,1,書類不備,0,高得点,applications_styleA.csv
2024-01-13,APP-0069,体育系,推薦,大阪,合格,94,1,,1,高得点,applications_styleA.csv
2024-01-04,APP-0070,体育系,一般,大阪,不合格,94,1,成績不足,0,高得点,applications_styleA.csv
2024-01-18,APP-0071,理系,一般,福岡,合格,79,0,,1,中得点,applications_styleA.csv
2024-01-18,APP-0072,芸術系,推薦,仙台,不合格,82,1,書類不備,0,高得点,applications_styleA.csv
2024-01-15,APP-0073,理系,AO,福岡,合格,98,1,,1,高得点,applications_styleA.csv
2024-01-09,APP-0074,体育系,AO,大阪,合格,54,0,,1,低得点,applications_styleA.csv
2024-01-08,APP-0075,芸術系,推薦,名古屋,不合格,55,1,成績不足,0,低得点,applications_styleA.csv
2024-01-13,APP-0076,理系,AO,大阪,合格,76,1,,1,中得点,applications_styleA.csv
2024-01-15,APP-0077,体育系,一般,大阪,不合格,74,0,書類不備,0,中得点,applications_styleA.csv
2024-01-01,APP-0078,体育系,推薦,東京,不合格,69,0,面接低評価,0,中得点,applications_styleA.csv
2024-01-18,APP-0079,理系,推薦,大阪,合格,81,1,,1,高得点,applications_styleA.csv
2024-01-11,APP-0080,体育系,AO,大阪,不合格,58,0,書類不備,0,低得点,applications_styleA.csv
2024-01-01,APP-0081,体育系,AO,仙台,不合格,55,0,成績不足,0,低得点,applications_styleA.csv
2024-01-15,APP-0082,理系,一般,名古屋,合格,63,1,,1,低得点,applications_styleA.csv
2024-01-11,APP-0083,体育系,推薦,福岡,合格,55,1,,1,低得点,applications_styleA.csv
2024-01-18,APP-0084,文系,推薦,大阪,不合格,99,0,成績不足,0,高得点,applications_styleA.csv
2024-01-01,APP-0085,理系,一般,東京,不合格,65,1,書類不備,0,中得点,applications_styleA.csv
2024-01-04,APP-0086,理系,推薦,名古屋,不合格,60,0,書類不備,0,低得点,applications_styleA.csv
2024-01-04,APP-0087,理系,推薦,東京,不合格,69,1,面接低評価,0,中得点,applications_styleA.csv
2024-01-13,APP-0088,理系,一般,仙台,不合格,90,1,書類不備,0,高得点,applications_styleA.csv
2024-01-10,APP-0089,文系,AO,東京,合格,77,0,,1,中得点,applications_styleA.csv
2024-01-03,APP-0090,芸術系,一般,福岡,不合格,56,1,面接低評価,0,低得点,applications_styleA.csv
2024-01-15,APP-0091,理系,推薦,大阪,不合格,91,1,書類不備,0,高得点,applications_styleA.csv
2024-01-16,APP-0092,体育系,推薦,仙台,合格,65,0,,1,中得点,applications_styleA.csv
2024-01-03,APP-0093,芸術系,推薦,大阪,不合格,86,0,面接低評価,0,高得点,applications_styleA.csv
2024-01-11,APP-0094,文系,推薦,名古屋,合格,63,1,,1,低得点,applications_styleA.csv
2024-01-09,APP-0095,芸術系,推薦,仙台,不合格,67,1,書類不備,0,中得点,applications_styleA.csv
2024-01-07,APP-0096,文系,一般,福岡,合格,98,1,,1,高得点,applications_styleA.csv
2024-01-16,APP-0097,体育系,推薦,東京,合格,64,1,,1,低得点,applications_styleA.csv
2024-01-08,APP-0098,芸術系,AO,仙台,合格,85,1,,1,高得点,applications_styleA.csv
2024-01-14,APP-0099,芸術系,推薦,福岡,合格,66,1,,1,中得点,applications_styleA.csv
2024-01-07,APP-0100,芸術系,一般,仙台,不合格,94,1,成績不足,0,高得点,applications_styleA.csv
2024-01-16,APP-0101,芸術系,AO,仙台,不合格,83,1,成績不足,0,高得点,applications_styleA.csv
2024-01-07,APP-0102,芸術系,一般,名古屋,合格,50,0,,1,低得点,applications_styleA.csv
2024-01-05,APP-0103,芸術系,一般,東京,不合格,94,0,書類不備,0,高得点,applications_styleA.csv
2024-01-16,APP-0104,文系,一般,仙台,合格,80,1,,1,高得点,applications_styleA.csv
2024-01-06,APP-0105,文系,推薦,福岡,合格,54,1,,1,低得点,applications_styleA.csv
2024-01-03,APP-0106,文系,一般,大阪,不合格,69,1,成績不足,0,中得点,applications_styleA.csv
2024-01-04,APP-0107,体育系,AO,仙台,不合格,64,0,面接低評価,0,低得点,applications_styleA.csv
2024-01-15,APP-0108,体育系,推薦,仙台,不合格,69,1,成績不足,0,中得点,applications_styleA.csv
2024-01-20,APP-0109,文系,一般,大阪,合格,55,1,,1,低得点,applications_styleA.csv
2024-01-06,APP-0110,文系,一般,東京,合格,94,1,,1,高得点,applications_styleA.csv
2024-01-10,APP-0111,文系,一般,名古屋,不合格,94,0,成績不足,0,高得点,applications_styleA.csv
2024-01-08,APP-0112,芸術系,AO,仙台,不合格,62,1,書類不備,0,低得点,applications_styleA.csv
2024-01-08,APP-0113,理系,推薦,大阪,合格,60,0,,1,低得点,applications_styleA.csv
2024-01-20,APP-0114,芸術系,推薦,東京,合格,69,0,,1,中得点,applications_styleA.csv
2024-01-09,APP-0115,体育系,推薦,東京,不合格,77,0,書類不備,0,中得点,applications_styleA.csv
2024-01-09,APP-0116,文系,一般,大阪,不合格,86,1,成績不足,0,高得点,applications_styleA.csv
2024-01-09,APP-0117,文系,一般,福岡,合格,78,0,,1,中得点,applications_styleA.csv
2024-01-06,APP-0118,体育系,AO,福岡,不合格,80,1,面接低評価,0,高得点,applications_styleA.csv
2024-01-11,APP-0119,文系,一般,名古屋,合格,81,1,,1,高得点,applications_styleA.csv
2024-01-13,APP-0120,文系,推薦,東京,合格,70,1,,1,中得点,applications_styleA.csv
2024-01-13,APP-0121,文系,AO,仙台,合格,53,1,,1,低得点,applications_styleA.csv
2024-01-12,APP-0122,体育系,AO,福岡,不合格,63,1,成績不足,0,低得点,applications_styleA.csv
2024-01-10,APP-0123,体育系,AO,福岡,合格,90,0,,1,高得点,applications_styleA.csv
2024-01-08,APP-0124,理系,推薦,仙台,合格,76,1,,1,中得点,applications_styleA.csv
2024-01-04,APP-0125,体育系,一般,大阪,合格,95,1,,1,高得点,applications_styleA.csv
2024-01-09,APP-0126,体育系,推薦,福岡,合格,85,1,,1,高得点,applications_styleA.csv
2024-01-07,APP-0127,理系,一般,名古屋,不合格,76,1,書類不備,0,中得点,applications_styleA.csv
2024-01-09,APP-0128,文系,推薦,名古屋,不合格,87,0,面接低評価,0,高得点,applications_styleA.csv
2024-01-05,APP-0129,体育系,AO,福岡,合格,85,0,,1,高得点,applications_styleA.csv
2024-01-13,APP-0130,体育系,推薦,大阪,不合格,65,1,成績不足,0,中得点,applications_styleA.csv
2024-01-14,APP-0131,文系,推薦,福岡,不合格,74,1,書類不備,0,中得点,applications_styleA.csv
2024-01-05,APP-0132,体育系,一般,大阪,合格,87,1,,1,高得点,applications_styleA.csv
2024-01-04,APP-0133,体育系,一般,仙台,不合格,50,0,面接低評価,0,低得点,applications_styleA.csv
2024-01-05,APP-0134,文系,推薦,名古屋,合格,94,1,,1,高得点,applications_styleA.csv
2024-01-03,APP-0135,芸術系,AO,仙台,合格,70,0,,1,中得点,applications_styleA.csv
2024-01-16,APP-0136,文系,AO,東京,合格,93,0,,1,高得点,applications_styleA.csv
2024-01-08,APP-0137,文系,推薦,東京,不合格,95,0,面接低評価,0,高得点,applications_styleA.csv
2024-01-06,APP-0138,芸術系,一般,東京,合格,53,1,,1,低得点,applications_styleA.csv
2024-01-12,APP-0139,体育系,一般,大阪,合格,86,0,,1,高得点,applications_styleA.csv
2024-01-06,APP-0140,理系,一般,東京,不合格,74,0,成績不足,0,中得点,applications_styleA.csv
2024-01-16,APP-0141,理系,一般,福岡,不合格,79,1,成績不足,0,中得点,applications_styleA.csv
2024-01-15,APP-0142,芸術系,AO,仙台,合格,78,0,,1,中得点,applications_styleA.csv
2024-01-19,APP-0143,芸術系,AO,福岡,不合格,79,0,成績不足,0,中得点,applications_styleA.csv
2024-01-13,APP-0144,体育系,一般,大阪,合格,72,1,,1,中得点,applications_styleA.csv
2024-01-10,APP-0145,文系,AO,福岡,合格,86,0,,1,高得点,applications_styleA.csv
2024-01-02,APP-0146,体育系,推薦,大阪,不合格,72,1,成績不足,0,中得点,applications_styleA.csv
2024-01-20,APP-0147,芸術系,AO,大阪,不合格,90,0,面接低評価,0,高得点,applications_styleA.csv
2024-01-15,APP-0148,文系,AO,名古屋,不合格,55,0,面接低評価,0,低得点,applications_styleA.csv
2024-01-14,APP-0149,理系,一般,大阪,不合格,73,1,面接低評価,0,中得点,applications_styleA.csv
2024-01-06,APP-0150,芸術系,推薦,名古屋,不合格,71,0,面接低評価,0,中得点,applications_styleA.csv
2024-01-03,APP-0151,理系,一般,福岡,不合格,85,1,面接低評価,0,高得点,applications_styleA.csv
2024-01-01,APP-0152,芸術系,AO,東京,合格,93,0,,1,高得点,applications_styleA.csv
2024-01-09,APP-0153,体育系,AO,名古屋,合格,64,1,,1,低得点,applications_styleA.csv
2024-01-20,APP-0154,芸術系,AO,大阪,不合格,90,0,書類不備,0,高得点,applications_styleA.csv
2024-01-10,APP-0155,体育系,一般,大阪,合格,52,1,,1,低得点,applications_styleA.csv
2024-01-16,APP-0156,文系,一般,大阪,不合格,58,1,面接低評価,0,低得点,applications_styleA.csv
2024-01-18,APP-0157,体育系,AO,大阪,不合格,91,1,面接低評価,0,高得点,applications_styleA.csv
2024-01-20,APP-0158,体育系,推薦,東京,不合格,63,1,成績不足,0,低得点,applications_styleA.csv
2024-01-12,APP-0159,文系,AO,名古屋,合格,91,1,,1,高得点,applications_styleA.csv
2024-01-13,APP-0160,芸術系,一般,東京,不合格,79,1,成績不足,0,中得点,applications_styleA.csv
2024-01-20,APP-0161,文系,一般,名古屋,合格,58,0,,1,低得点,applications_styleB.csv
2024-01-07,APP-0162,文系,AO,大阪,不合格,64,1,成績不足,0,低得点,applications_styleB.csv
2024-01-20,APP-0163,文系,推薦,大阪,不合格,84,1,成績不足,0,高得点,applications_styleB.csv
2024-01-04,APP-0164,文系,一般,東京,合格,100,1,,1,高得点,applications_styleB.csv
2024-01-11,APP-0165,文系,一般,名古屋,合格,97,1,,1,高得点,applications_styleB.csv
2024-01-04,APP-0166,文系,推薦,福岡,不合格,82,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-17,APP-0167,理系,AO,東京,不合格,92,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-01,APP-0168,文系,推薦,福岡,合格,56,1,,1,低得点,applications_styleB.csv
2024-01-15,APP-0169,文系,一般,名古屋,不合格,54,1,書類不備,0,低得点,applications_styleB.csv
2024-01-19,APP-0170,芸術系,推薦,仙台,合格,79,1,,1,中得点,applications_styleB.csv
2024-01-14,APP-0171,文系,AO,東京,不合格,91,0,書類不備,0,高得点,applications_styleB.csv
2024-01-07,APP-0172,体育系,推薦,大阪,合格,79,1,,1,中得点,applications_styleB.csv
2024-01-04,APP-0173,芸術系,推薦,名古屋,不合格,73,0,書類不備,0,中得点,applications_styleB.csv
2024-01-16,APP-0174,文系,一般,東京,合格,56,0,,1,低得点,applications_styleB.csv
2024-01-12,APP-0175,理系,AO,東京,不合格,85,1,書類不備,0,高得点,applications_styleB.csv
2024-01-04,APP-0176,体育系,推薦,福岡,不合格,96,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-20,APP-0177,芸術系,推薦,東京,不合格,63,1,面接低評価,0,低得点,applications_styleB.csv
2024-01-08,APP-0178,文系,推薦,仙台,合格,98,1,,1,高得点,applications_styleB.csv
2024-01-08,APP-0179,体育系,AO,仙台,不合格,91,1,書類不備,0,高得点,applications_styleB.csv
2024-01-09,APP-0180,文系,一般,名古屋,不合格,69,0,面接低評価,0,中得点,applications_styleB.csv
2024-01-01,APP-0181,理系,一般,仙台,不合格,54,1,書類不備,0,低得点,applications_styleB.csv
2024-01-01,APP-0182,文系,AO,仙台,合格,76,1,,1,中得点,applications_styleB.csv
2024-01-06,APP-0183,芸術系,推薦,名古屋,不合格,86,1,成績不足,0,高得点,applications_styleB.csv
2024-01-05,APP-0184,理系,AO,東京,不合格,67,1,面接低評価,0,中得点,applications_styleB.csv
2024-01-16,APP-0185,体育系,推薦,名古屋,合格,82,1,,1,高得点,applications_styleB.csv
2024-01-14,APP-0186,文系,推薦,仙台,合格,92,1,,1,高得点,applications_styleB.csv
2024-01-08,APP-0187,体育系,AO,東京,合格,69,0,,1,中得点,applications_styleB.csv
2024-01-05,APP-0188,芸術系,推薦,名古屋,合格,81,0,,1,高得点,applications_styleB.csv
2024-01-06,APP-0189,理系,推薦,仙台,不合格,82,1,書類不備,0,高得点,applications_styleB.csv
2024-01-12,APP-0190,文系,推薦,東京,合格,79,0,,1,中得点,applications_styleB.csv
2024-01-11,APP-0191,体育系,AO,福岡,不合格,76,1,面接低評価,0,中得点,applications_styleB.csv
2024-01-01,APP-0192,芸術系,一般,仙台,合格,94,0,,1,高得点,applications_styleB.csv
2024-01-03,APP-0193,体育系,一般,大阪,合格,75,1,,1,中得点,applications_styleB.csv
2024-01-13,APP-0194,芸術系,AO,名古屋,合格,99,1,,1,高得点,applications_styleB.csv
2024-01-17,APP-0195,文系,AO,仙台,合格,99,1,,1,高得点,applications_styleB.csv
2024-01-05,APP-0196,理系,一般,大阪,合格,61,0,,1,低得点,applications_styleB.csv
2024-01-03,APP-0197,理系,AO,福岡,合格,86,0,,1,高得点,applications_styleB.csv
2024-01-15,APP-0198,芸術系,AO,名古屋,合格,54,1,,1,低得点,applications_styleB.csv
2024-01-10,APP-0199,芸術系,AO,東京,合格,54,1,,1,低得点,applications_styleB.csv
2024-01-15,APP-0200,文系,一般,名古屋,不合格,54,0,成績不足,0,低得点,applications_styleB.csv
2024-01-20,APP-0201,体育系,推薦,仙台,不合格,100,0,成績不足,0,高得点,applications_styleB.csv
2024-01-15,APP-0202,理系,推薦,仙台,合格,59,0,,1,低得点,applications_styleB.csv
2024-01-15,APP-0203,文系,推薦,東京,合格,61,1,,1,低得点,applications_styleB.csv
2024-01-15,APP-0204,体育系,AO,仙台,不合格,73,1,面接低評価,0,中得点,applications_styleB.csv
2024-01-13,APP-0205,体育系,推薦,仙台,合格,90,0,,1,高得点,applications_styleB.csv
2024-01-03,APP-0206,芸術系,一般,仙台,不合格,68,1,書類不備,0,中得点,applications_styleB.csv
2024-01-20,APP-0207,理系,推薦,東京,不合格,59,0,面接低評価,0,低得点,applications_styleB.csv
2024-01-13,APP-0208,理系,AO,東京,合格,74,0,,1,中得点,applications_styleB.csv
2024-01-11,APP-0209,理系,AO,仙台,合格,92,1,,1,高得点,applications_styleB.csv
2024-01-12,APP-0210,文系,推薦,名古屋,合格,63,1,,1,低得点,applications_styleB.csv
2024-01-16,APP-0211,理系,一般,大阪,合格,68,0,,1,中得点,applications_styleB.csv
2024-01-04,APP-0212,文系,AO,名古屋,不合格,89,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-05,APP-0213,理系,一般,仙台,不合格,60,0,成績不足,0,低得点,applications_styleB.csv
2024-01-14,APP-0214,芸術系,AO,大阪,不合格,89,1,書類不備,0,高得点,applications_styleB.csv
2024-01-15,APP-0215,理系,AO,大阪,合格,100,1,,1,高得点,applications_styleB.csv
2024-01-07,APP-0216,芸術系,AO,仙台,不合格,79,0,面接低評価,0,中得点,applications_styleB.csv
2024-01-17,APP-0217,体育系,一般,大阪,不合格,58,0,成績不足,0,低得点,applications_styleB.csv
2024-01-16,APP-0218,芸術系,AO,東京,不合格,83,0,面接低評価,0,高得点,applications_styleB.csv
2024-01-03,APP-0219,理系,推薦,福岡,不合格,59,0,成績不足,0,低得点,applications_styleB.csv
2024-01-08,APP-0220,体育系,推薦,東京,合格,75,1,,1,中得点,applications_styleB.csv
2024-01-08,APP-0221,体育系,一般,名古屋,合格,70,0,,1,中得点,applications_styleB.csv
2024-01-11,APP-0222,理系,一般,東京,合格,80,0,,1,高得点,applications_styleB.csv
2024-01-05,APP-0223,体育系,推薦,仙台,合格,55,1,,1,低得点,applications_styleB.csv
2024-01-07,APP-0224,理系,AO,仙台,合格,57,0,,1,低得点,applications_styleB.csv
2024-01-08,APP-0225,芸術系,一般,東京,合格,90,0,,1,高得点,applications_styleB.csv
2024-01-15,APP-0226,文系,一般,福岡,不合格,51,0,書類不備,0,低得点,applications_styleB.csv
2024-01-08,APP-0227,理系,推薦,福岡,合格,72,1,,1,中得点,applications_styleB.csv
2024-01-14,APP-0228,理系,AO,東京,合格,73,1,,1,中得点,applications_styleB.csv
2024-01-17,APP-0229,文系,推薦,福岡,合格,74,0,,1,中得点,applications_styleB.csv
2024-01-09,APP-0230,文系,推薦,東京,合格,96,0,,1,高得点,applications_styleB.csv
2024-01-04,APP-0231,芸術系,一般,東京,合格,71,0,,1,中得点,applications_styleB.csv
2024-01-06,APP-0232,体育系,AO,福岡,不合格,58,1,面接低評価,0,低得点,applications_styleB.csv
2024-01-02,APP-0233,芸術系,一般,東京,不合格,52,1,面接低評価,0,低得点,applications_styleB.csv
2024-01-17,APP-0234,体育系,AO,福岡,合格,98,0,,1,高得点,applications_styleB.csv
2024-01-10,APP-0235,芸術系,一般,名古屋,合格,73,1,,1,中得点,applications_styleB.csv
2024-01-13,APP-0236,体育系,推薦,名古屋,不合格,81,0,面接低評価,0,高得点,applications_styleB.csv
2024-01-17,APP-0237,芸術系,一般,福岡,合格,88,0,,1,高得点,applications_styleB.csv
2024-01-06,APP-0238,芸術系,推薦,東京,合格,92,1,,1,高得点,applications_styleB.csv
2024-01-15,APP-0239,体育系,一般,福岡,合格,52,0,,1,低得点,applications_styleB.csv
2024-01-12,APP-0240,体育系,推薦,東京,合格,90,1,,1,高得点,applications_styleB.csv
2024-01-17,APP-0241,理系,一般,大阪,不合格,93,0,成績不足,0,高得点,applications_styleB.csv
2024-01-05,APP-0242,文系,一般,名古屋,合格,86,1,,1,高得点,applications_styleB.csv
2024-01-05,APP-0243,体育系,推薦,名古屋,合格,54,1,,1,低得点,applications_styleB.csv
2024-01-17,APP-0244,芸術系,推薦,名古屋,不合格,65,0,成績不足,0,中得点,applications_styleB.csv
2024-01-06,APP-0245,体育系,AO,福岡,不合格,57,1,面接低評価,0,低得点,applications_styleB.csv
2024-01-15,APP-0246,理系,AO,名古屋,不合格,81,1,成績不足,0,高得点,applications_styleB.csv
2024-01-03,APP-0247,体育系,一般,福岡,不合格,93,0,面接低評価,0,高得点,applications_styleB.csv
2024-01-12,APP-0248,文系,AO,仙台,合格,69,0,,1,中得点,applications_styleB.csv
2024-01-06,APP-0249,芸術系,AO,大阪,合格,62,0,,1,低得点,applications_styleB.csv
2024-01-08,APP-0250,体育系,一般,名古屋,不合格,73,1,書類不備,0,中得点,applications_styleB.csv
2024-01-05,APP-0251,文系,一般,名古屋,合格,95,0,,1,高得点,applications_styleB.csv
2024-01-17,APP-0252,体育系,推薦,仙台,合格,70,0,,1,中得点,applications_styleB.csv
2024-01-15,APP-0253,体育系,AO,仙台,合格,99,1,,1,高得点,applications_styleB.csv
2024-01-19,APP-0254,理系,一般,福岡,合格,53,0,,1,低得点,applications_styleB.csv
2024-01-17,APP-0255,理系,推薦,大阪,合格,95,1,,1,高得点,applications_styleB.csv
2024-01-17,APP-0256,芸術系,一般,名古屋,合格,85,1,,1,高得点,applications_styleB.csv
2024-01-10,APP-0257,文系,AO,大阪,不合格,87,1,書類不備,0,高得点,applications_styleB.csv
2024-01-20,APP-0258,芸術系,AO,東京,不合格,51,1,書類不備,0,低得点,applications_styleB.csv
2024-01-19,APP-0259,芸術系,AO,大阪,不合格,76,0,成績不足,0,中得点,applications_styleB.csv
2024-01-16,APP-0260,芸術系,AO,名古屋,合格,93,1,,1,高得点,applications_styleB.csv
2024-01-15,APP-0261,文系,AO,東京,合格,76,1,,1,中得点,applications_styleB.csv
2024-01-07,APP-0262,芸術系,AO,大阪,合格,95,1,,1,高得点,applications_styleB.csv
2024-01-12,APP-0263,体育系,一般,名古屋,合格,56,1,,1,低得点,applications_styleB.csv
2024-01-15,APP-0264,文系,推薦,福岡,合格,56,1,,1,低得点,applications_styleB.csv
2024-01-13,APP-0265,体育系,一般,大阪,不合格,86,0,成績不足,0,高得点,applications_styleB.csv
2024-01-06,APP-0266,体育系,AO,福岡,合格,69,1,,1,中得点,applications_styleB.csv
2024-01-03,APP-0267,体育系,AO,福岡,不合格,63,1,成績不足,0,低得点,applications_styleB.csv
2024-01-02,APP-0268,芸術系,推薦,仙台,不合格,91,0,面接低評価,0,高得点,applications_styleB.csv
2024-01-18,APP-0269,文系,一般,福岡,合格,66,0,,1,中得点,applications_styleB.csv
2024-01-13,APP-0270,芸術系,一般,福岡,合格,85,1,,1,高得点,applications_styleB.csv
2024-01-18,APP-0271,芸術系,一般,福岡,合格,98,1,,1,高得点,applications_styleB.csv
2024-01-20,APP-0272,文系,一般,東京,合格,100,0,,1,高得点,applications_styleB.csv
2024-01-18,APP-0273,芸術系,一般,大阪,不合格,75,1,成績不足,0,中得点,applications_styleB.csv
2024-01-02,APP-0274,理系,AO,名古屋,不合格,83,1,書類不備,0,高得点,applications_styleB.csv
