date,store_name,item_name,category,quantity,unit_price,sales_amount,waste_qty,waste_amount,sales_imputed,source_file
2024-01-19,渋谷店,ラーメン,麺類,8.0,900.0,7200.0,1.0,900.0,False,01_渋谷店_売上_202401.csv
2024-01-25,渋谷店,杏仁豆腐,デザート,3.0,380.0,1140.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-18,渋谷店,カレーライス,ご飯もの,7.0,800.0,5600.0,2.0,1600.0,False,01_渋谷店_売上_202401.csv
2024-01-18,渋谷店,天丼,ご飯もの,5.0,950.0,4750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,唐揚げ,副菜,8.0,550.0,4400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,担々麺,麺類,1.0,980.0,980.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,杏仁豆腐,デザート,1.0,380.0,380.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-21,渋谷店,つけ麺,麺類,2.0,1000.0,2000.0,2.0,2000.0,False,01_渋谷店_売上_202401.csv
2024-01-28,渋谷店,餃子,副菜,4.0,450.0,1800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-16,渋谷店,天丼,ご飯もの,3.0,950.0,2850.0,1.0,950.0,False,01_渋谷店_売上_202401.csv
2024-01-19,渋谷店,アイスクリーム,デザート,4.0,400.0,1600.0,1.0,400.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,ウーロン茶,ドリンク,2.0,250.0,500.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-14,渋谷店,唐揚げ,副菜,7.0,550.0,3850.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,ラーメン,麺類,1.0,900.0,900.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-11,渋谷店,つけ麺,麺類,4.0,1000.0,4000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-15,渋谷店,カレーライス,ご飯もの,3.0,800.0,2400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,塩ラーメン,麺類,2.0,880.0,1760.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-18,渋谷店,ラーメン,麺類,4.0,900.0,3600.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-16,渋谷店,ウーロン茶,ドリンク,7.0,250.0,1750.0,2.0,500.0,False,01_渋谷店_売上_202401.csv
2024-01-06,渋谷店,ウーロン茶,ドリンク,7.0,250.0,1750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,コーラ,ドリンク,7.0,300.0,2100.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,アイスクリーム,デザート,3.0,400.0,1200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,ラーメン,麺類,6.0,900.0,5400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-19,渋谷店,ビール,ドリンク,3.0,550.0,1650.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-17,渋谷店,つけ麺,麺類,2.0,1000.0,2000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,カレーライス,ご飯もの,2.0,800.0,1600.0,2.0,1600.0,False,01_渋谷店_売上_202401.csv
2024-01-19,渋谷店,天丼,ご飯もの,1.0,950.0,950.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-14,渋谷店,アイスクリーム,デザート,5.0,400.0,2000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-23,渋谷店,餃子,副菜,5.0,450.0,2250.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,唐揚げ,副菜,6.0,550.0,3300.0,2.0,1100.0,False,01_渋谷店_売上_202401.csv
2024-01-03,渋谷店,塩ラーメン,麺類,2.0,880.0,1760.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,アイスクリーム,デザート,3.0,400.0,1200.0,2.0,800.0,False,01_渋谷店_売上_202401.csv
2024-01-03,渋谷店,カレーライス,ご飯もの,5.0,800.0,4000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-27,渋谷店,アイスクリーム,デザート,1.0,400.0,400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-18,渋谷店,春巻き,副菜,2.0,400.0,800.0,2.0,800.0,False,01_渋谷店_売上_202401.csv
2024-01-05,渋谷店,餃子,副菜,2.0,450.0,900.0,1.0,450.0,False,01_渋谷店_売上_202401.csv
2024-01-05,渋谷店,唐揚げ,副菜,4.0,550.0,2200.0,1.0,550.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,春巻き,副菜,8.0,400.0,3200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-28,渋谷店,ラーメン,麺類,7.0,900.0,6300.0,1.0,900.0,False,01_渋谷店_売上_202401.csv
2024-01-02,渋谷店,担々麺,麺類,3.0,980.0,2940.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-09,渋谷店,天丼,ご飯もの,8.0,950.0,7600.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-14,渋谷店,杏仁豆腐,デザート,2.0,380.0,760.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-23,渋谷店,天丼,ご飯もの,1.0,950.0,950.0,1.0,950.0,False,01_渋谷店_売上_202401.csv
2024-01-19,渋谷店,杏仁豆腐,デザート,7.0,380.0,2660.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-10,渋谷店,餃子,副菜,6.0,450.0,2700.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,担々麺,麺類,7.0,980.0,6860.0,2.0,1960.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,チャーハン,ご飯もの,3.0,750.0,2250.0,2.0,1500.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,カレーライス,ご飯もの,1.0,800.0,800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-11,渋谷店,ビール,ドリンク,4.0,550.0,2200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,塩ラーメン,麺類,1.0,880.0,880.0,1.0,880.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,カレーライス,ご飯もの,6.0,800.0,4800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,チャーハン,ご飯もの,1.0,750.0,750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-13,渋谷店,唐揚げ,副菜,2.0,550.0,1100.0,2.0,1100.0,False,01_渋谷店_売上_202401.csv
2024-01-09,渋谷店,春巻き,副菜,7.0,400.0,2800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-09,渋谷店,天丼,ご飯もの,5.0,950.0,4750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-20,渋谷店,コーラ,ドリンク,6.0,300.0,1800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-17,渋谷店,塩ラーメン,麺類,4.0,880.0,3520.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-23,渋谷店,ウーロン茶,ドリンク,4.0,250.0,1000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-03,渋谷店,春巻き,副菜,6.0,400.0,2400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-04,渋谷店,春巻き,副菜,5.0,400.0,2000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-11,渋谷店,ビール,ドリンク,5.0,550.0,2750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,ビール,ドリンク,7.0,550.0,3850.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-06,渋谷店,アイスクリーム,デザート,7.0,400.0,2800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-01,渋谷店,唐揚げ,副菜,4.0,550.0,2200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-19,渋谷店,アイスクリーム,デザート,8.0,400.0,3200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,天丼,ご飯もの,8.0,950.0,7600.0,1.0,950.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,天丼,ご飯もの,2.0,950.0,1900.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,アイスクリーム,デザート,2.0,400.0,800.0,1.0,400.0,False,01_渋谷店_売上_202401.csv
2024-01-25,渋谷店,天丼,ご飯もの,5.0,950.0,4750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,チャーハン,ご飯もの,1.0,750.0,750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-16,渋谷店,杏仁豆腐,デザート,8.0,380.0,3040.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-21,渋谷店,杏仁豆腐,デザート,7.0,380.0,2660.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,天丼,ご飯もの,1.0,950.0,950.0,1.0,950.0,False,01_渋谷店_売上_202401.csv
2024-01-28,渋谷店,塩ラーメン,麺類,4.0,880.0,3520.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-23,渋谷店,アイスクリーム,デザート,1.0,400.0,400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-28,渋谷店,塩ラーメン,麺類,3.0,880.0,2640.0,1.0,880.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,アイスクリーム,デザート,8.0,400.0,3200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,アイスクリーム,デザート,8.0,400.0,3200.0,1.0,400.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,コーラ,ドリンク,5.0,300.0,1500.0,1.0,300.0,False,01_渋谷店_売上_202401.csv
2024-01-27,渋谷店,春巻き,副菜,8.0,400.0,3200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-09,渋谷店,ウーロン茶,ドリンク,5.0,250.0,1250.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-11,渋谷店,春巻き,副菜,2.0,400.0,800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-08,渋谷店,ビール,ドリンク,3.0,550.0,1650.0,1.0,550.0,False,01_渋谷店_売上_202401.csv
2024-01-03,渋谷店,コーラ,ドリンク,6.0,300.0,1800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-14,渋谷店,つけ麺,麺類,7.0,1000.0,7000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-25,渋谷店,杏仁豆腐,デザート,7.0,380.0,2660.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-12,渋谷店,唐揚げ,副菜,7.0,550.0,3850.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,杏仁豆腐,デザート,8.0,380.0,3040.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-14,渋谷店,ウーロン茶,ドリンク,7.0,250.0,1750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,ビール,ドリンク,3.0,550.0,1650.0,1.0,550.0,False,01_渋谷店_売上_202401.csv
2024-01-05,渋谷店,杏仁豆腐,デザート,7.0,380.0,2660.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,ラーメン,麺類,7.0,900.0,6300.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-15,渋谷店,チャーハン,ご飯もの,5.0,750.0,3750.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,コーラ,ドリンク,6.0,300.0,1800.0,1.0,300.0,False,01_渋谷店_売上_202401.csv
2024-01-13,渋谷店,唐揚げ,副菜,5.0,550.0,2750.0,1.0,550.0,False,01_渋谷店_売上_202401.csv
2024-01-16,渋谷店,ラーメン,麺類,6.0,900.0,5400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-03,渋谷店,ラーメン,麺類,4.0,900.0,3600.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-01,渋谷店,杏仁豆腐,デザート,4.0,380.0,1520.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,つけ麺,麺類,8.0,1000.0,8000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-25,渋谷店,餃子,副菜,2.0,450.0,900.0,1.0,450.0,False,01_渋谷店_売上_202401.csv
2024-01-06,渋谷店,餃子,副菜,1.0,450.0,450.0,2.0,900.0,False,01_渋谷店_売上_202401.csv
2024-01-19,渋谷店,コーラ,ドリンク,4.0,300.0,1200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-23,渋谷店,チャーハン,ご飯もの,5.0,750.0,3750.0,1.0,750.0,False,01_渋谷店_売上_202401.csv
2024-01-20,渋谷店,ラーメン,麺類,6.0,900.0,5400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-22,渋谷店,餃子,副菜,6.0,450.0,2700.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-14,渋谷店,ウーロン茶,ドリンク,7.0,250.0,1750.0,2.0,500.0,False,01_渋谷店_売上_202401.csv
2024-01-21,渋谷店,ビール,ドリンク,3.0,550.0,1650.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-24,渋谷店,アイスクリーム,デザート,8.0,400.0,3200.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-27,渋谷店,アイスクリーム,デザート,6.0,400.0,2400.0,1.0,400.0,False,01_渋谷店_売上_202401.csv
2024-01-27,渋谷店,担々麺,麺類,8.0,980.0,7840.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-15,渋谷店,アイスクリーム,デザート,6.0,400.0,2400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-28,渋谷店,餃子,副菜,8.0,450.0,3600.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-26,渋谷店,唐揚げ,副菜,5.0,550.0,2750.0,1.0,550.0,False,01_渋谷店_売上_202401.csv
2024-01-23,渋谷店,春巻き,副菜,1.0,400.0,400.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-07,渋谷店,つけ麺,麺類,7.0,1000.0,7000.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-25,渋谷店,天丼,ご飯もの,8.0,950.0,7600.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-16,渋谷店,ウーロン茶,ドリンク,2.0,250.0,500.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-13,渋谷店,カレーライス,ご飯もの,6.0,800.0,4800.0,0.0,0.0,False,01_渋谷店_売上_202401.csv
2024-01-12,新宿店,ビール,ドリンク,6.0,550.0,3300.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-15,新宿店,唐揚げ,副菜,5.0,550.0,2750.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-24,新宿店,カレーライス,ご飯もの,2.0,800.0,1600.0,1.0,800.0,False,02_新宿店_売上_202401.csv
2024-01-25,新宿店,チャーハン,ご飯もの,4.0,750.0,3000.0,1.0,750.0,False,02_新宿店_売上_202401.csv
2024-01-09,新宿店,アイスクリーム,デザート,2.0,400.0,800.0,1.0,400.0,False,02_新宿店_売上_202401.csv
2024-01-10,新宿店,カレーライス,ご飯もの,3.0,800.0,2400.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-23,新宿店,杏仁豆腐,デザート,5.0,380.0,1900.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-02,新宿店,アイスクリーム,デザート,3.0,400.0,1200.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-25,新宿店,ウーロン茶,ドリンク,1.0,250.0,250.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-16,新宿店,コーラ,ドリンク,6.0,300.0,1800.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-02,新宿店,唐揚げ,副菜,2.0,550.0,1100.0,1.0,550.0,False,02_新宿店_売上_202401.csv
2024-01-13,新宿店,ウーロン茶,ドリンク,1.0,250.0,250.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-26,新宿店,アイスクリーム,デザート,2.0,400.0,800.0,2.0,800.0,False,02_新宿店_売上_202401.csv
2024-01-04,新宿店,アイスクリーム,デザート,4.0,400.0,1600.0,1.0,400.0,False,02_新宿店_売上_202401.csv
2024-01-13,新宿店,コーラ,ドリンク,5.0,300.0,1500.0,1.0,300.0,False,02_新宿店_売上_202401.csv
2024-01-14,新宿店,春巻き,副菜,1.0,400.0,400.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-24,新宿店,つけ麺,麺類,4.0,1000.0,4000.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-03,新宿店,チャーハン,ご飯もの,3.0,750.0,2250.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-06,新宿店,塩ラーメン,麺類,8.0,880.0,7040.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-16,新宿店,餃子,副菜,4.0,450.0,1800.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-10,新宿店,ウーロン茶,ドリンク,4.0,250.0,1000.0,2.0,500.0,False,02_新宿店_売上_202401.csv
2024-01-26,新宿店,杏仁豆腐,デザート,7.0,380.0,2660.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-08,新宿店,カレーライス,ご飯もの,3.0,800.0,2400.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-06,新宿店,春巻き,副菜,5.0,400.0,2000.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-15,新宿店,春巻き,副菜,7.0,400.0,2800.0,2.0,800.0,False,02_新宿店_売上_202401.csv
2024-01-17,新宿店,アイスクリーム,デザート,8.0,400.0,3200.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-02,新宿店,ビール,ドリンク,6.0,550.0,3300.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-01,新宿店,つけ麺,麺類,1.0,1000.0,1000.0,2.0,2000.0,False,02_新宿店_売上_202401.csv
2024-01-22,新宿店,春巻き,副菜,1.0,400.0,400.0,1.0,400.0,False,02_新宿店_売上_202401.csv
2024-01-06,新宿店,ビール,ドリンク,8.0,550.0,4400.0,2.0,1100.0,False,02_新宿店_売上_202401.csv
2024-01-06,新宿店,アイスクリーム,デザート,8.0,400.0,3200.0,2.0,800.0,False,02_新宿店_売上_202401.csv
2024-01-16,新宿店,唐揚げ,副菜,6.0,550.0,3300.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-04,新宿店,カレーライス,ご飯もの,7.0,800.0,5600.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-10,新宿店,ビール,ドリンク,1.0,550.0,550.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-11,新宿店,唐揚げ,副菜,2.0,550.0,1100.0,2.0,1100.0,False,02_新宿店_売上_202401.csv
2024-01-13,新宿店,杏仁豆腐,デザート,8.0,380.0,3040.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-07,新宿店,アイスクリーム,デザート,8.0,400.0,3200.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-25,新宿店,つけ麺,麺類,5.0,1000.0,5000.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-10,新宿店,ビール,ドリンク,8.0,550.0,4400.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-21,新宿店,杏仁豆腐,デザート,3.0,380.0,1140.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-01,新宿店,アイスクリーム,デザート,2.0,400.0,800.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-27,新宿店,塩ラーメン,麺類,2.0,880.0,1760.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-05,新宿店,ビール,ドリンク,5.0,550.0,2750.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-09,新宿店,コーラ,ドリンク,8.0,300.0,2400.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-18,新宿店,カレーライス,ご飯もの,4.0,800.0,3200.0,2.0,1600.0,False,02_新宿店_売上_202401.csv
2024-01-17,新宿店,チャーハン,ご飯もの,5.0,750.0,3750.0,1.0,750.0,False,02_新宿店_売上_202401.csv
2024-01-28,新宿店,コーラ,ドリンク,5.0,300.0,1500.0,1.0,300.0,False,02_新宿店_売上_202401.csv
2024-01-10,新宿店,春巻き,副菜,8.0,400.0,3200.0,1.0,400.0,False,02_新宿店_売上_202401.csv
2024-01-15,新宿店,アイスクリーム,デザート,6.0,400.0,2400.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-25,新宿店,アイスクリーム,デザート,8.0,400.0,3200.0,2.0,800.0,False,02_新宿店_売上_202401.csv
2024-01-28,新宿店,天丼,ご飯もの,4.0,950.0,3800.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-08,新宿店,ウーロン茶,ドリンク,6.0,250.0,1500.0,1.0,250.0,False,02_新宿店_売上_202401.csv
2024-01-23,新宿店,コーラ,ドリンク,3.0,300.0,900.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-02,新宿店,天丼,ご飯もの,6.0,950.0,5700.0,1.0,950.0,False,02_新宿店_売上_202401.csv
2024-01-28,新宿店,ウーロン茶,ドリンク,8.0,250.0,2000.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-05,新宿店,ビール,ドリンク,3.0,550.0,1650.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-26,新宿店,唐揚げ,副菜,7.0,550.0,3850.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-28,新宿店,春巻き,副菜,7.0,400.0,2800.0,2.0,800.0,False,02_新宿店_売上_202401.csv
2024-01-21,新宿店,ビール,ドリンク,1.0,550.0,550.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-08,新宿店,餃子,副菜,2.0,450.0,900.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-04,新宿店,塩ラーメン,麺類,3.0,880.0,2640.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-01,新宿店,担々麺,麺類,1.0,980.0,980.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-12,新宿店,ウーロン茶,ドリンク,4.0,250.0,1000.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-19,新宿店,チャーハン,ご飯もの,3.0,750.0,2250.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-28,新宿店,ビール,ドリンク,4.0,550.0,2200.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-19,新宿店,チャーハン,ご飯もの,8.0,750.0,6000.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-15,新宿店,春巻き,副菜,1.0,400.0,400.0,1.0,400.0,False,02_新宿店_売上_202401.csv
2024-01-15,新宿店,春巻き,副菜,3.0,400.0,1200.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-12,新宿店,アイスクリーム,デザート,7.0,400.0,2800.0,0.0,0.0,False,02_新宿店_売上_202401.csv
2024-01-15,新宿店,餃子,副菜,7.0,450.0,3150.0,1.0,450.0,False,02_新宿店_売上_202401.csv
