work_date,record_id,staff_id,work_type,crop,work_hours,target_qty,actual_qty,is_target_met,achievement_rate,productivity,efficiency_grade,source_file
2024-01-07,AGR-0105,STAFF-08,収穫,ホウレンソウ,9.8,637,610,0,0.957613814756672,62.24489795918367,中効率,farm_work_styleA.csv
2024-01-04,AGR-0106,STAFF-04,収穫,キュウリ,4.9,409,249,0,0.60880195599022,50.816326530612244,中効率,farm_work_styleA.csv
2024-01-18,AGR-0107,STAFF-03,収穫,トマト,9.8,666,516,0,0.7747747747747747,52.65306122448979,中効率,farm_work_styleA.csv
2024-01-05,AGR-0108,STAFF-08,播種,トマト,6.6,580,515,0,0.8879310344827587,78.03030303030303,中効率,farm_work_styleA.csv
2024-01-11,AGR-0109,STAFF-03,播種,レタス,9.5,589,394,0,0.6689303904923599,41.473684210526315,低効率,farm_work_styleA.csv
2024-01-03,AGR-0110,STAFF-07,管理作業,トマト,6.6,802,507,0,0.6321695760598504,76.81818181818183,中効率,farm_work_styleA.csv
2024-01-05,AGR-0111,STAFF-10,収穫,トマト,10.0,221,207,0,0.9366515837104072,20.7,低効率,farm_work_styleA.csv
2024-01-14,AGR-0112,STAFF-10,施肥,ホウレンソウ,5.0,553,430,0,0.7775768535262206,86.0,高効率,farm_work_styleA.csv
2024-01-19,AGR-0113,STAFF-07,収穫,ホウレンソウ,7.0,724,851,1,1.175414364640884,121.57142857142857,高効率,farm_work_styleA.csv
2024-01-04,AGR-0114,STAFF-04,施肥,レタス,7.3,260,193,0,0.7423076923076923,26.438356164383563,低効率,farm_work_styleA.csv
2024-01-18,AGR-0115,STAFF-02,施肥,トマト,5.3,805,770,0,0.9565217391304348,145.28301886792454,高効率,farm_work_styleA.csv
2024-01-10,AGR-0116,STAFF-01,施肥,レタス,7.7,819,914,1,1.115995115995116,118.7012987012987,高効率,farm_work_styleA.csv
2024-01-03,AGR-0117,STAFF-04,収穫,ホウレンソウ,7.3,302,258,0,0.8543046357615894,35.342465753424655,低効率,farm_work_styleA.csv
2024-01-18,AGR-0118,STAFF-04,施肥,レタス,8.6,173,110,0,0.6358381502890174,12.790697674418606,低効率,farm_work_styleA.csv
2024-01-10,AGR-0119,STAFF-10,収穫,イチゴ,3.0,805,630,0,0.782608695652174,210.0,高効率,farm_work_styleA.csv
2024-01-13,AGR-0120,STAFF-05,管理作業,イチゴ,2.6,140,159,1,1.1357142857142857,61.15384615384615,中効率,farm_work_styleA.csv
2024-01-11,AGR-0121,STAFF-10,収穫,トマト,2.7,790,870,1,1.1012658227848102,322.22222222222223,高効率,farm_work_styleA.csv
2024-01-19,AGR-0122,STAFF-10,播種,レタス,6.6,881,928,1,1.0533484676503972,140.60606060606062,高効率,farm_work_styleA.csv
2024-01-16,AGR-0123,STAFF-09,管理作業,レタス,3.5,699,602,0,0.8612303290414879,172.0,高効率,farm_work_styleA.csv
2024-01-16,AGR-0124,STAFF-02,管理作業,レタス,5.3,428,429,1,1.0023364485981308,80.9433962264151,高効率,farm_work_styleA.csv
2024-01-06,AGR-0125,STAFF-06,管理作業,イチゴ,4.3,510,555,1,1.088235294117647,129.06976744186048,高効率,farm_work_styleA.csv
2024-01-18,AGR-0126,STAFF-01,管理作業,トマト,4.5,431,289,0,0.6705336426914154,64.22222222222223,中効率,farm_work_styleA.csv
2024-01-13,AGR-0127,STAFF-09,播種,ホウレンソウ,5.7,155,110,0,0.7096774193548387,19.298245614035086,低効率,farm_work_styleA.csv
2024-01-12,AGR-0128,STAFF-10,管理作業,イチゴ,8.1,308,234,0,0.7597402597402597,28.88888888888889,低効率,farm_work_styleA.csv
2024-01-05,AGR-0129,STAFF-05,管理作業,イチゴ,3.0,745,719,0,0.9651006711409396,239.66666666666666,高効率,farm_work_styleA.csv
2024-01-08,AGR-0130,STAFF-03,収穫,ホウレンソウ,2.1,517,339,0,0.655705996131528,161.42857142857142,高効率,farm_work_styleA.csv
2024-01-04,AGR-0131,STAFF-08,播種,キュウリ,6.0,833,646,0,0.7755102040816326,107.66666666666667,高効率,farm_work_styleA.csv
2024-01-09,AGR-0132,STAFF-07,管理作業,イチゴ,3.9,664,456,0,0.6867469879518072,116.92307692307692,高効率,farm_work_styleA.csv
2024-01-07,AGR-0133,STAFF-10,施肥,トマト,4.2,908,1010,1,1.1123348017621146,240.47619047619045,高効率,farm_work_styleA.csv
2024-01-11,AGR-0134,STAFF-09,収穫,トマト,4.3,405,447,1,1.1037037037037036,103.95348837209303,高効率,farm_work_styleA.csv
2024-01-19,AGR-0135,STAFF-08,施肥,イチゴ,6.3,453,362,0,0.7991169977924945,57.46031746031746,中効率,farm_work_styleA.csv
2024-01-18,AGR-0136,STAFF-07,管理作業,レタス,9.0,814,605,0,0.7432432432432432,67.22222222222223,中効率,farm_work_styleA.csv
2024-01-13,AGR-0137,STAFF-04,管理作業,トマト,4.5,584,598,1,1.023972602739726,132.88888888888889,高効率,farm_work_styleA.csv
2024-01-13,AGR-0138,STAFF-07,施肥,イチゴ,9.7,229,206,0,0.8995633187772926,21.23711340206186,低効率,farm_work_styleA.csv
2024-01-19,AGR-0139,STAFF-06,播種,イチゴ,2.8,567,345,0,0.6084656084656085,123.21428571428572,高効率,farm_work_styleA.csv
2024-01-05,AGR-0140,STAFF-07,施肥,トマト,5.8,371,298,0,0.8032345013477089,51.37931034482759,中効率,farm_work_styleA.csv
2024-01-13,AGR-0141,STAFF-02,収穫,ホウレンソウ,5.0,424,414,0,0.9764150943396226,82.8,高効率,farm_work_styleA.csv
2024-01-16,AGR-0142,STAFF-09,播種,ホウレンソウ,2.5,746,754,1,1.0107238605898123,301.6,高効率,farm_work_styleA.csv
2024-01-10,AGR-0143,STAFF-04,播種,イチゴ,9.8,878,861,0,0.9806378132118451,87.85714285714285,高効率,farm_work_styleA.csv
2024-01-04,AGR-0144,STAFF-08,施肥,レタス,9.2,147,117,0,0.7959183673469388,12.717391304347828,低効率,farm_work_styleA.csv
2024-01-02,AGR-0145,STAFF-05,収穫,レタス,5.4,350,322,0,0.92,59.629629629629626,中効率,farm_work_styleA.csv
2024-01-19,AGR-0146,STAFF-03,施肥,キュウリ,2.6,991,822,0,0.829465186680121,316.15384615384613,高効率,farm_work_styleA.csv
2024-01-08,AGR-0147,STAFF-08,施肥,キュウリ,5.7,360,315,0,0.875,55.26315789473684,中効率,farm_work_styleA.csv
2024-01-01,AGR-0148,STAFF-08,収穫,ホウレンソウ,3.3,552,644,1,1.1666666666666667,195.15151515151516,高効率,farm_work_styleA.csv
2024-01-19,AGR-0149,STAFF-05,管理作業,レタス,5.7,409,294,0,0.7188264058679706,51.57894736842105,中効率,farm_work_styleA.csv
2024-01-13,AGR-0150,STAFF-08,播種,キュウリ,5.1,467,441,0,0.9443254817987152,86.47058823529413,高効率,farm_work_styleA.csv
2024-01-10,AGR-0151,STAFF-01,管理作業,レタス,2.1,985,996,1,1.0111675126903554,474.2857142857143,高効率,farm_work_styleA.csv
2024-01-02,AGR-0152,STAFF-10,管理作業,レタス,8.2,335,323,0,0.9641791044776119,39.390243902439025,低効率,farm_work_styleA.csv
2024-01-12,AGR-0153,STAFF-04,施肥,ホウレンソウ,4.0,873,901,1,1.032073310423826,225.25,高効率,farm_work_styleA.csv
2024-01-05,AGR-0154,STAFF-02,播種,レタス,8.3,134,127,0,0.9477611940298507,15.301204819277107,低効率,farm_work_styleA.csv
2024-01-05,AGR-0155,STAFF-02,収穫,レタス,8.0,279,201,0,0.7204301075268817,25.125,低効率,farm_work_styleA.csv
2024-01-18,AGR-0156,STAFF-06,収穫,キュウリ,4.1,944,1101,1,1.166313559322034,268.5365853658537,高効率,farm_work_styleA.csv
2024-01-10,AGR-0157,STAFF-06,播種,イチゴ,9.7,244,257,1,1.0532786885245902,26.494845360824744,低効率,farm_work_styleA.csv
2024-01-08,AGR-0158,STAFF-07,収穫,トマト,8.3,114,86,0,0.7543859649122807,10.36144578313253,低効率,farm_work_styleA.csv
2024-01-04,AGR-0159,STAFF-08,収穫,レタス,6.7,942,926,0,0.9830148619957537,138.2089552238806,高効率,farm_work_styleA.csv
2024-01-12,AGR-0160,STAFF-02,施肥,イチゴ,2.2,674,537,0,0.7967359050445104,244.09090909090907,高効率,farm_work_styleA.csv
2024-01-20,AGR-0161,STAFF-04,播種,イチゴ,9.3,409,405,0,0.9902200488997555,43.54838709677419,低効率,farm_work_styleB.csv
2024-01-04,AGR-0162,STAFF-03,播種,トマト,4.4,604,404,0,0.6688741721854304,91.81818181818181,高効率,farm_work_styleB.csv
2024-01-08,AGR-0163,STAFF-09,施肥,イチゴ,5.6,786,919,1,1.1692111959287532,164.10714285714286,高効率,farm_work_styleB.csv
2024-01-18,AGR-0164,STAFF-07,施肥,イチゴ,7.2,953,852,0,0.8940188877229801,118.33333333333333,高効率,farm_work_styleB.csv
2024-01-14,AGR-0165,STAFF-05,播種,レタス,3.7,555,650,1,1.1711711711711712,175.67567567567568,高効率,farm_work_styleB.csv
2024-01-12,AGR-0166,STAFF-02,収穫,ホウレンソウ,9.2,760,620,0,0.8157894736842105,67.3913043478261,中効率,farm_work_styleB.csv
2024-01-13,AGR-0167,STAFF-05,施肥,トマト,9.6,943,823,0,0.8727465535524921,85.72916666666667,高効率,farm_work_styleB.csv
2024-01-07,AGR-0168,STAFF-10,播種,トマト,8.3,349,416,1,1.191977077363897,50.12048192771084,中効率,farm_work_styleB.csv
2024-01-19,AGR-0169,STAFF-04,播種,ホウレンソウ,3.7,321,349,1,1.087227414330218,94.32432432432432,高効率,farm_work_styleB.csv
2024-01-08,AGR-0170,STAFF-06,施肥,ホウレンソウ,2.0,979,1165,1,1.1899897854954036,582.5,高効率,farm_work_styleB.csv
2024-01-05,AGR-0171,STAFF-09,収穫,キュウリ,2.9,987,607,0,0.6149949341438703,209.31034482758622,高効率,farm_work_styleB.csv
2024-01-01,AGR-0172,STAFF-06,施肥,ホウレンソウ,4.6,278,211,0,0.7589928057553957,45.869565217391305,低効率,farm_work_styleB.csv
2024-01-05,AGR-0173,STAFF-07,播種,トマト,5.8,896,732,0,0.8169642857142857,126.20689655172414,高効率,farm_work_styleB.csv
2024-01-19,AGR-0174,STAFF-02,管理作業,ホウレンソウ,3.8,729,456,0,0.6255144032921811,120.0,高効率,farm_work_styleB.csv
2024-01-17,AGR-0175,STAFF-05,管理作業,トマト,2.5,590,654,1,1.1084745762711865,261.6,高効率,farm_work_styleB.csv
2024-01-14,AGR-0176,STAFF-02,管理作業,イチゴ,2.6,182,144,0,0.7912087912087912,55.38461538461538,中効率,farm_work_styleB.csv
2024-01-05,AGR-0177,STAFF-02,施肥,レタス,7.0,699,649,0,0.9284692417739628,92.71428571428571,高効率,farm_work_styleB.csv
2024-01-11,AGR-0178,STAFF-07,収穫,イチゴ,6.0,540,356,0,0.6592592592592592,59.333333333333336,中効率,farm_work_styleB.csv
2024-01-04,AGR-0179,STAFF-09,施肥,イチゴ,5.6,333,282,0,0.8468468468468469,50.35714285714286,中効率,farm_work_styleB.csv
2024-01-15,AGR-0180,STAFF-07,管理作業,トマト,4.5,420,420,1,1.0,93.33333333333333,高効率,farm_work_styleB.csv
2024-01-12,AGR-0181,STAFF-03,管理作業,トマト,2.7,187,123,0,0.6577540106951871,45.55555555555555,低効率,farm_work_styleB.csv
2024-01-04,AGR-0182,STAFF-06,施肥,ホウレンソウ,2.5,675,632,0,0.9362962962962963,252.8,高効率,farm_work_styleB.csv
2024-01-04,AGR-0183,STAFF-07,収穫,イチゴ,8.9,838,529,0,0.6312649164677804,59.43820224719101,中効率,farm_work_styleB.csv
2024-01-10,AGR-0184,STAFF-10,収穫,レタス,2.8,619,450,0,0.7269789983844911,160.71428571428572,高効率,farm_work_styleB.csv
2024-01-16,AGR-0185,STAFF-04,播種,レタス,8.8,476,318,0,0.6680672268907563,36.13636363636363,低効率,farm_work_styleB.csv
2024-01-09,AGR-0186,STAFF-10,施肥,イチゴ,8.8,885,966,1,1.0915254237288134,109.77272727272727,高効率,farm_work_styleB.csv
2024-01-20,AGR-0187,STAFF-09,播種,ホウレンソウ,9.4,949,964,1,1.0158061116965227,102.5531914893617,高効率,farm_work_styleB.csv
2024-01-01,AGR-0188,STAFF-03,収穫,レタス,9.4,459,277,0,0.6034858387799564,29.46808510638298,低効率,farm_work_styleB.csv
2024-01-05,AGR-0189,STAFF-10,管理作業,トマト,3.1,748,885,1,1.1831550802139037,285.48387096774195,高効率,farm_work_styleB.csv
2024-01-03,AGR-0190,STAFF-09,施肥,イチゴ,5.4,449,312,0,0.6948775055679287,57.77777777777777,中効率,farm_work_styleB.csv
