計測時刻,機番,機器名称,温度,振動値,圧力値,回転数,稼働フラグ
2024/01/09 02:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/09 03:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/09 04:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/09 05:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/09 06:00,E-005,コンプレッサE,90.89,1.997,1.514,1414.0,1
2024/01/09 07:00,E-005,コンプレッサE,88.28,2.404,1.635,1423.3,1
2024/01/09 08:00,E-005,コンプレッサE,86.25,2.803,1.269,1437.1,1
2024/01/09 09:00,E-005,コンプレッサE,83.13,2.243,1.334,1484.5,1
2024/01/09 10:00,E-005,コンプレッサE,80.81,2.783,1.447,1384.1,1
2024/01/09 11:00,E-005,コンプレッサE,88.63,1.793,1.494,1419.7,1
2024/01/09 12:00,E-005,コンプレッサE,85.06,1.853,1.418,1477.1,1
2024/01/09 13:00,E-005,コンプレッサE,79.35,2.196,1.468,1459.2,1
2024/01/09 14:00,E-005,コンプレッサE,67.96,3.508,1.479,1467.9,1
2024/01/09 15:00,E-005,コンプレッサE,84.0,1.572,1.501,1417.4,1
2024/01/09 16:00,E-005,コンプレッサE,88.81,2.391,1.436,1409.0,1
2024/01/09 17:00,E-005,コンプレッサE,91.05,1.906,1.737,1529.5,1
2024/01/09 18:00,E-005,コンプレッサE,96.43,3.138,1.387,1486.7,1
2024/01/09 19:00,E-005,コンプレッサE,84.33,1.723,1.625,1485.2,1
2024/01/09 20:00,E-005,コンプレッサE,84.78,1.887,1.312,1367.2,1
2024/01/09 21:00,E-005,コンプレッサE,91.62,1.698,1.443,1406.3,1
2024/01/09 22:00,E-005,コンプレッサE,75.01,2.619,1.35,1473.5,1
2024/01/09 23:00,E-005,コンプレッサE,76.13,2.121,1.042,1352.6,1
2024/01/10 00:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/10 01:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/10 02:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/10 03:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/10 04:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/10 05:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/10 06:00,E-005,コンプレッサE,97.59,3.542,1.414,1407.0,1
2024/01/10 07:00,E-005,コンプレッサE,82.91,2.937,1.323,1449.5,1
2024/01/10 08:00,E-005,コンプレッサE,84.91,2.216,1.321,1451.7,1
2024/01/10 09:00,E-005,コンプレッサE,78.16,2.726,1.329,1445.1,1
2024/01/10 10:00,E-005,コンプレッサE,94.69,2.416,1.538,1368.3,1
2024/01/10 11:00,E-005,コンプレッサE,81.71,2.514,1.688,1361.6,1
2024/01/10 12:00,E-005,コンプレッサE,84.33,3.228,1.282,1431.5,1
2024/01/10 13:00,E-005,コンプレッサE,87.32,2.592,1.635,1457.9,1
2024/01/10 14:00,E-005,コンプレッサE,94.29,2.32,1.289,1431.0,1
2024/01/10 15:00,E-005,コンプレッサE,76.89,2.742,1.342,1413.1,1
2024/01/10 16:00,E-005,コンプレッサE,88.49,1.928,1.516,1420.9,1
2024/01/10 17:00,E-005,コンプレッサE,93.11,2.304,1.495,1447.2,1
2024/01/10 18:00,E-005,コンプレッサE,90.21,2.555,1.15,1480.4,1
2024/01/10 19:00,E-005,コンプレッサE,84.39,2.895,1.504,1409.1,1
2024/01/10 20:00,E-005,コンプレッサE,78.6,2.828,1.355,1477.5,1
2024/01/10 21:00,E-005,コンプレッサE,83.75,3.012,1.463,1451.5,1
2024/01/10 22:00,E-005,コンプレッサE,82.38,2.616,1.579,1437.8,1
2024/01/10 23:00,E-005,コンプレッサE,88.72,2.523,1.419,1508.9,1
2024/01/11 00:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/11 01:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/11 02:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/11 03:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/11 04:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/11 05:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/11 06:00,E-005,コンプレッサE,93.41,2.54,1.432,1411.9,1
2024/01/11 07:00,E-005,コンプレッサE,83.79,2.655,1.528,1470.0,1
2024/01/11 08:00,E-005,コンプレッサE,77.24,2.988,1.387,1400.5,1
2024/01/11 09:00,E-005,コンプレッサE,94.35,3.232,1.44,1468.4,1
2024/01/11 10:00,E-005,コンプレッサE,90.37,3.198,1.509,1386.9,1
2024/01/11 11:00,E-005,コンプレッサE,99.07,3.033,1.324,1398.8,1
2024/01/11 12:00,E-005,コンプレッサE,88.53,2.361,1.449,1469.7,1
2024/01/11 13:00,E-005,コンプレッサE,81.03,1.942,1.458,1418.7,1
2024/01/11 14:00,E-005,コンプレッサE,86.02,1.828,1.362,1468.6,1
2024/01/11 15:00,E-005,コンプレッサE,89.24,2.106,1.225,1440.6,1
2024/01/11 16:00,E-005,コンプレッサE,88.93,2.703,1.323,1451.9,1
2024/01/11 17:00,E-005,コンプレッサE,95.52,2.603,1.155,1448.1,1
2024/01/11 18:00,E-005,コンプレッサE,99.31,1.856,1.404,1430.9,1
2024/01/11 19:00,E-005,コンプレッサE,85.67,2.597,1.571,1443.4,1
2024/01/11 20:00,E-005,コンプレッサE,93.94,2.441,1.347,1413.2,1
2024/01/11 21:00,E-005,コンプレッサE,72.28,2.638,1.708,1458.3,1
2024/01/11 22:00,E-005,コンプレッサE,89.81,2.293,1.363,1479.4,1
2024/01/11 23:00,E-005,コンプレッサE,99.06,3.244,1.521,1441.4,1
2024/01/12 00:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/12 01:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/12 02:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/12 03:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/12 04:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/12 05:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/12 06:00,E-005,コンプレッサE,86.47,2.123,1.183,1394.9,1
2024/01/12 07:00,E-005,コンプレッサE,85.35,2.354,1.18,1438.5,1
2024/01/12 08:00,E-005,コンプレッサE,82.77,1.914,1.344,1427.2,1
2024/01/12 09:00,E-005,コンプレッサE,80.68,2.963,1.115,1360.6,1
2024/01/12 10:00,E-005,コンプレッサE,85.02,2.548,1.461,1418.4,1
2024/01/12 11:00,E-005,コンプレッサE,78.57,2.496,1.334,1502.0,1
2024/01/12 12:00,E-005,コンプレッサE,82.73,2.473,1.771,1432.2,1
2024/01/12 13:00,E-005,コンプレッサE,88.89,2.823,1.51,1451.6,1
2024/01/12 14:00,E-005,コンプレッサE,86.36,2.55,1.314,1453.0,1
2024/01/12 15:00,E-005,コンプレッサE,99.2,3.105,1.446,1474.2,1
2024/01/12 16:00,E-005,コンプレッサE,78.92,2.37,1.542,1499.5,1
2024/01/12 17:00,E-005,コンプレッサE,79.6,2.258,1.727,1443.9,1
2024/01/12 18:00,E-005,コンプレッサE,97.76,2.603,1.437,1427.8,1
2024/01/12 19:00,E-005,コンプレッサE,91.6,3.179,1.245,1425.9,1
2024/01/12 20:00,E-005,コンプレッサE,91.41,2.435,1.326,1480.4,1
2024/01/12 21:00,E-005,コンプレッサE,92.72,2.275,1.432,1391.7,1
2024/01/12 22:00,E-005,コンプレッサE,78.73,2.562,1.405,1401.3,1
2024/01/12 23:00,E-005,コンプレッサE,79.99,1.967,1.468,1361.3,1
2024/01/13 00:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/13 01:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/13 02:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/13 03:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/13 04:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/13 05:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/13 06:00,E-005,コンプレッサE,77.92,1.569,1.463,1367.9,1
2024/01/13 07:00,E-005,コンプレッサE,85.22,3.32,1.651,1367.8,1
2024/01/13 08:00,E-005,コンプレッサE,87.09,2.006,1.221,1435.5,1
2024/01/13 09:00,E-005,コンプレッサE,93.6,2.8,1.293,1468.2,1
2024/01/13 10:00,E-005,コンプレッサE,69.29,2.124,1.276,1443.1,1
2024/01/13 11:00,E-005,コンプレッサE,83.58,2.429,1.374,1440.9,1
2024/01/13 12:00,E-005,コンプレッサE,88.78,2.575,1.357,1456.1,1
2024/01/13 13:00,E-005,コンプレッサE,90.78,2.222,1.391,1486.5,1
2024/01/13 14:00,E-005,コンプレッサE,77.28,3.402,1.199,1426.2,1
2024/01/13 15:00,E-005,コンプレッサE,78.35,3.594,1.324,1420.0,1
2024/01/13 16:00,E-005,コンプレッサE,82.4,2.548,1.351,1434.7,1
2024/01/13 17:00,E-005,コンプレッサE,60.3,2.529,1.403,1481.5,1
2024/01/13 18:00,E-005,コンプレッサE,94.16,2.406,1.522,1395.9,1
2024/01/13 19:00,E-005,コンプレッサE,90.37,2.214,1.222,1432.6,1
2024/01/13 20:00,E-005,コンプレッサE,94.8,2.591,1.624,1410.1,1
2024/01/13 21:00,E-005,コンプレッサE,92.33,2.174,1.434,1448.7,1
2024/01/13 22:00,E-005,コンプレッサE,89.63,2.625,1.289,1475.2,1
2024/01/13 23:00,E-005,コンプレッサE,97.12,2.208,1.125,1460.0,1
2024/01/14 00:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 01:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 02:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 03:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 04:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 05:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 06:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 07:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 08:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 09:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 10:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 11:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 12:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 13:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 14:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 15:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 16:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 17:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 18:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 19:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 20:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
2024/01/14 21:00,E-005,コンプレッサE,0.0,0.0,0.0,0.0,0
