計測時刻,機番,機器名称,温度,振動値,圧力値,回転数,稼働フラグ
2024/01/02 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/02 06:00,E-004,旋盤機D,70.87,2.278,1.362,1497.1,1
2024/01/02 07:00,E-004,旋盤機D,70.3,1.746,1.253,1501.0,1
2024/01/02 08:00,E-004,旋盤機D,68.23,1.848,1.245,1479.7,1
2024/01/02 09:00,E-004,旋盤機D,67.03,2.398,1.471,1447.8,1
2024/01/02 10:00,E-004,旋盤機D,62.96,1.465,1.19,1521.4,1
2024/01/02 11:00,E-004,旋盤機D,70.37,1.86,1.253,1465.8,1
2024/01/02 12:00,E-004,旋盤機D,67.02,1.793,1.042,1449.4,1
2024/01/02 13:00,E-004,旋盤機D,63.51,2.067,1.225,1511.4,1
2024/01/02 14:00,E-004,旋盤機D,60.64,1.281,1.266,1392.7,1
2024/01/02 15:00,E-004,旋盤機D,72.9,1.162,1.284,1458.9,1
2024/01/02 16:00,E-004,旋盤機D,72.2,2.923,0.973,1514.3,1
2024/01/02 17:00,E-004,旋盤機D,60.77,1.949,1.179,1494.5,1
2024/01/02 18:00,E-004,旋盤機D,64.35,2.073,1.055,1533.5,1
2024/01/02 19:00,E-004,旋盤機D,66.36,1.309,1.359,1487.6,1
2024/01/02 20:00,E-004,旋盤機D,75.63,2.227,1.12,1487.0,1
2024/01/02 21:00,E-004,旋盤機D,68.48,2.334,1.244,1496.2,1
2024/01/02 22:00,E-004,旋盤機D,67.2,1.782,1.33,1490.1,1
2024/01/02 23:00,E-004,旋盤機D,66.42,1.602,1.145,1440.9,1
2024/01/03 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/03 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/03 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/03 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/03 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/03 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/03 06:00,E-004,旋盤機D,65.0,2.324,1.179,1514.7,1
2024/01/03 07:00,E-004,旋盤機D,58.08,1.999,1.184,1473.1,1
2024/01/03 08:00,E-004,旋盤機D,68.72,1.626,0.988,1522.3,1
2024/01/03 09:00,E-004,旋盤機D,68.97,1.69,1.103,1438.6,1
2024/01/03 10:00,E-004,旋盤機D,68.9,2.365,1.22,1441.6,1
2024/01/03 11:00,E-004,旋盤機D,68.9,1.781,1.286,1511.2,1
2024/01/03 12:00,E-004,旋盤機D,56.06,1.991,1.1,1440.2,1
2024/01/03 13:00,E-004,旋盤機D,67.25,1.944,1.036,1514.7,1
2024/01/03 14:00,E-004,旋盤機D,71.05,1.816,1.113,1455.7,1
2024/01/03 15:00,E-004,旋盤機D,72.1,1.271,1.306,1484.2,1
2024/01/03 16:00,E-004,旋盤機D,67.62,1.202,1.185,1511.5,1
2024/01/03 17:00,E-004,旋盤機D,62.65,1.975,1.209,1467.5,1
2024/01/03 18:00,E-004,旋盤機D,71.42,1.029,1.235,1546.7,1
2024/01/03 19:00,E-004,旋盤機D,73.76,1.936,1.17,1467.7,1
2024/01/03 20:00,E-004,旋盤機D,66.79,1.99,1.119,1516.5,1
2024/01/03 21:00,E-004,旋盤機D,76.53,1.778,1.066,1442.9,1
2024/01/03 22:00,E-004,旋盤機D,71.11,1.779,1.288,1471.3,1
2024/01/03 23:00,E-004,旋盤機D,71.32,1.745,1.127,1476.0,1
2024/01/04 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/04 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/04 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/04 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/04 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/04 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/04 06:00,E-004,旋盤機D,63.21,2.496,1.19,1512.6,1
2024/01/04 07:00,E-004,旋盤機D,65.85,1.432,1.177,1528.5,1
2024/01/04 08:00,E-004,旋盤機D,65.92,1.495,1.216,1507.5,1
2024/01/04 09:00,E-004,旋盤機D,74.57,1.924,1.264,1515.2,1
2024/01/04 10:00,E-004,旋盤機D,63.39,1.463,1.092,1443.4,1
2024/01/04 11:00,E-004,旋盤機D,71.18,1.902,1.208,1399.3,1
2024/01/04 12:00,E-004,旋盤機D,76.22,1.487,1.405,1439.3,1
2024/01/04 13:00,E-004,旋盤機D,64.75,1.029,1.236,1451.5,1
2024/01/04 14:00,E-004,旋盤機D,63.71,1.32,1.278,1514.9,1
2024/01/04 15:00,E-004,旋盤機D,75.25,1.56,1.222,1444.9,1
2024/01/04 16:00,E-004,旋盤機D,66.66,1.618,1.246,1525.6,1
2024/01/04 17:00,E-004,旋盤機D,71.96,1.505,1.3,1488.5,1
2024/01/04 18:00,E-004,旋盤機D,66.7,1.552,1.144,1551.0,1
2024/01/04 19:00,E-004,旋盤機D,69.23,1.861,1.174,1575.6,1
2024/01/04 20:00,E-004,旋盤機D,73.22,1.548,1.173,1482.5,1
2024/01/04 21:00,E-004,旋盤機D,68.58,1.555,1.244,1540.8,1
2024/01/04 22:00,E-004,旋盤機D,62.75,1.405,1.152,1474.7,1
2024/01/04 23:00,E-004,旋盤機D,75.99,2.151,1.294,1480.7,1
2024/01/05 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/05 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/05 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/05 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/05 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/05 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/05 06:00,E-004,旋盤機D,66.85,1.292,1.278,1507.2,1
2024/01/05 07:00,E-004,旋盤機D,73.14,1.726,1.186,1496.0,1
2024/01/05 08:00,E-004,旋盤機D,71.57,1.285,1.274,1489.3,1
2024/01/05 09:00,E-004,旋盤機D,63.77,1.07,1.186,1540.7,1
2024/01/05 10:00,E-004,旋盤機D,74.7,1.924,1.396,1488.5,1
2024/01/05 11:00,E-004,旋盤機D,71.81,1.642,1.149,1466.3,1
2024/01/05 12:00,E-004,旋盤機D,59.76,2.25,1.136,1461.9,1
2024/01/05 13:00,E-004,旋盤機D,63.28,1.728,1.376,1563.3,1
2024/01/05 14:00,E-004,旋盤機D,61.36,1.676,1.097,1524.6,1
2024/01/05 15:00,E-004,旋盤機D,69.15,1.577,1.207,1473.3,1
2024/01/05 16:00,E-004,旋盤機D,74.46,1.991,1.267,1396.7,1
2024/01/05 17:00,E-004,旋盤機D,67.73,2.529,1.333,1425.4,1
2024/01/05 18:00,E-004,旋盤機D,66.75,1.379,1.371,1498.5,1
2024/01/05 19:00,E-004,旋盤機D,64.93,1.812,0.939,1452.0,1
2024/01/05 20:00,E-004,旋盤機D,68.15,2.096,1.006,1476.7,1
2024/01/05 21:00,E-004,旋盤機D,72.04,1.292,1.223,1492.3,1
2024/01/05 22:00,E-004,旋盤機D,74.86,1.719,1.183,1519.9,1
2024/01/05 23:00,E-004,旋盤機D,62.69,1.723,1.154,1485.1,1
2024/01/06 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/06 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/06 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/06 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/06 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/06 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/06 06:00,E-004,旋盤機D,71.39,1.994,1.125,1494.8,1
2024/01/06 07:00,E-004,旋盤機D,73.96,1.509,1.215,1483.2,1
2024/01/06 08:00,E-004,旋盤機D,67.75,1.229,1.341,1462.9,1
2024/01/06 09:00,E-004,旋盤機D,72.1,1.583,1.137,1532.5,1
2024/01/06 10:00,E-004,旋盤機D,71.98,1.873,1.276,1479.9,1
2024/01/06 11:00,E-004,旋盤機D,67.97,1.568,1.29,1465.7,1
2024/01/06 12:00,E-004,旋盤機D,73.94,1.689,1.202,1516.6,1
2024/01/06 13:00,E-004,旋盤機D,68.1,1.696,1.197,1521.3,1
2024/01/06 14:00,E-004,旋盤機D,65.35,1.756,1.201,1520.3,1
2024/01/06 15:00,E-004,旋盤機D,67.6,2.433,1.184,1481.7,1
2024/01/06 16:00,E-004,旋盤機D,67.32,1.339,1.096,1471.4,1
2024/01/06 17:00,E-004,旋盤機D,72.54,1.788,1.152,1532.9,1
2024/01/06 18:00,E-004,旋盤機D,74.2,2.239,1.115,1472.7,1
2024/01/06 19:00,E-004,旋盤機D,75.25,1.884,1.173,1515.1,1
2024/01/06 20:00,E-004,旋盤機D,72.03,1.6,1.222,1522.4,1
2024/01/06 21:00,E-004,旋盤機D,63.36,1.804,1.089,1455.6,1
2024/01/06 22:00,E-004,旋盤機D,65.75,1.967,1.168,1467.3,1
2024/01/06 23:00,E-004,旋盤機D,68.21,1.399,1.243,1529.6,1
2024/01/07 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 06:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 07:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 08:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 09:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 10:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 11:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 12:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 13:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 14:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 15:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 16:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 17:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 18:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 19:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 20:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 21:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 22:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/07 23:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/08 06:00,E-004,旋盤機D,67.68,1.729,1.237,1419.0,1
2024/01/08 07:00,E-004,旋盤機D,70.15,2.886,1.188,1485.8,1
2024/01/08 08:00,E-004,旋盤機D,70.97,2.376,1.297,1414.6,1
2024/01/08 09:00,E-004,旋盤機D,70.25,2.7,1.262,1449.6,1
2024/01/08 10:00,E-004,旋盤機D,69.13,1.352,1.323,1456.5,1
2024/01/08 11:00,E-004,旋盤機D,68.3,1.5,1.145,1542.0,1
2024/01/08 12:00,E-004,旋盤機D,68.41,1.604,1.085,1424.5,1
2024/01/08 13:00,E-004,旋盤機D,62.99,1.839,1.298,1470.4,1
2024/01/08 14:00,E-004,旋盤機D,74.28,1.549,1.176,1452.2,1
2024/01/08 15:00,E-004,旋盤機D,71.96,2.534,1.024,1477.9,1
2024/01/08 16:00,E-004,旋盤機D,73.06,1.294,1.257,1532.8,1
2024/01/08 17:00,E-004,旋盤機D,68.31,1.993,1.376,1558.2,1
2024/01/08 18:00,E-004,旋盤機D,67.75,1.614,1.108,1524.2,1
2024/01/08 19:00,E-004,旋盤機D,62.51,1.712,1.21,1472.4,1
2024/01/08 20:00,E-004,旋盤機D,69.12,2.698,1.188,1474.8,1
2024/01/08 21:00,E-004,旋盤機D,72.06,1.884,1.344,1495.8,1
2024/01/08 22:00,E-004,旋盤機D,67.01,1.176,1.038,1425.8,1
2024/01/08 23:00,E-004,旋盤機D,69.52,1.323,1.326,1491.1,1
2024/01/09 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/09 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/09 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/09 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/09 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/09 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/09 06:00,E-004,旋盤機D,67.02,1.505,1.262,1461.8,1
2024/01/09 07:00,E-004,旋盤機D,64.06,2.216,1.235,1481.8,1
2024/01/09 08:00,E-004,旋盤機D,70.57,1.803,1.238,1461.4,1
2024/01/09 09:00,E-004,旋盤機D,76.28,1.597,1.356,1483.4,1
2024/01/09 10:00,E-004,旋盤機D,71.23,2.057,1.315,1460.6,1
2024/01/09 11:00,E-004,旋盤機D,72.3,2.446,1.174,1491.2,1
2024/01/09 12:00,E-004,旋盤機D,65.91,1.679,1.371,1454.9,1
2024/01/09 13:00,E-004,旋盤機D,64.23,2.364,1.262,1564.2,1
2024/01/09 14:00,E-004,旋盤機D,66.2,1.844,1.134,1495.0,1
2024/01/09 15:00,E-004,旋盤機D,60.9,2.04,1.232,1488.0,1
2024/01/09 16:00,E-004,旋盤機D,66.44,1.487,1.273,1449.0,1
2024/01/09 17:00,E-004,旋盤機D,70.05,2.526,1.349,1437.3,1
2024/01/09 18:00,E-004,旋盤機D,65.85,1.948,1.193,1441.0,1
2024/01/09 19:00,E-004,旋盤機D,69.54,1.796,1.391,1481.1,1
2024/01/09 20:00,E-004,旋盤機D,72.67,1.357,1.097,1515.3,1
2024/01/09 21:00,E-004,旋盤機D,72.33,1.465,1.202,1441.6,1
2024/01/09 22:00,E-004,旋盤機D,67.28,2.093,1.157,1481.3,1
2024/01/09 23:00,E-004,旋盤機D,63.48,1.573,1.376,1492.6,1
2024/01/10 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/10 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/10 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/10 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/10 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/10 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/10 06:00,E-004,旋盤機D,63.99,1.69,1.04,1454.5,1
2024/01/10 07:00,E-004,旋盤機D,73.44,1.75,1.389,1486.7,1
2024/01/10 08:00,E-004,旋盤機D,67.86,2.024,0.933,1497.2,1
2024/01/10 09:00,E-004,旋盤機D,67.8,2.32,1.296,1450.3,1
2024/01/10 10:00,E-004,旋盤機D,72.97,1.708,1.11,1496.9,1
2024/01/10 11:00,E-004,旋盤機D,67.19,2.338,1.234,1497.2,1
2024/01/10 12:00,E-004,旋盤機D,71.6,2.183,1.278,1539.7,1
2024/01/10 13:00,E-004,旋盤機D,70.43,1.859,1.324,1486.8,1
2024/01/10 14:00,E-004,旋盤機D,68.13,2.403,1.362,1489.7,1
2024/01/10 15:00,E-004,旋盤機D,66.19,2.312,1.28,1501.0,1
2024/01/10 16:00,E-004,旋盤機D,66.71,1.916,1.198,1466.7,1
2024/01/10 17:00,E-004,旋盤機D,68.52,1.893,1.162,1521.6,1
2024/01/10 18:00,E-004,旋盤機D,73.16,2.139,1.172,1516.5,1
2024/01/10 19:00,E-004,旋盤機D,68.31,1.367,1.267,1495.1,1
2024/01/10 20:00,E-004,旋盤機D,78.37,2.31,1.271,1498.7,1
2024/01/10 21:00,E-004,旋盤機D,68.65,1.449,1.026,1459.5,1
2024/01/10 22:00,E-004,旋盤機D,67.81,1.063,1.146,1481.3,1
2024/01/10 23:00,E-004,旋盤機D,67.14,1.568,1.166,1550.3,1
2024/01/11 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/11 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/11 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/11 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/11 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/11 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/11 06:00,E-004,旋盤機D,70.65,1.604,1.193,1489.0,1
2024/01/11 07:00,E-004,旋盤機D,64.93,1.531,1.301,1475.3,1
2024/01/11 08:00,E-004,旋盤機D,63.62,1.785,1.212,1421.0,1
2024/01/11 09:00,E-004,旋盤機D,67.84,2.104,1.245,1568.0,1
2024/01/11 10:00,E-004,旋盤機D,73.0,2.307,1.48,1516.5,1
2024/01/11 11:00,E-004,旋盤機D,68.65,2.141,1.144,1493.8,1
2024/01/11 12:00,E-004,旋盤機D,65.41,1.939,1.135,1466.0,1
2024/01/11 13:00,E-004,旋盤機D,69.65,1.752,1.007,1439.1,1
2024/01/11 14:00,E-004,旋盤機D,63.41,1.491,1.241,1497.7,1
2024/01/11 15:00,E-004,旋盤機D,72.26,2.063,1.307,1511.3,1
2024/01/11 16:00,E-004,旋盤機D,68.84,2.185,1.292,1503.2,1
2024/01/11 17:00,E-004,旋盤機D,73.08,0.979,1.171,1479.3,1
2024/01/11 18:00,E-004,旋盤機D,72.61,2.35,1.055,1539.4,1
2024/01/11 19:00,E-004,旋盤機D,63.31,1.401,1.177,1478.9,1
2024/01/11 20:00,E-004,旋盤機D,61.77,2.027,1.268,1526.9,1
2024/01/11 21:00,E-004,旋盤機D,66.27,1.786,1.197,1549.1,1
2024/01/11 22:00,E-004,旋盤機D,56.66,1.465,1.201,1452.0,1
2024/01/11 23:00,E-004,旋盤機D,66.97,1.756,1.134,1492.3,1
2024/01/12 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/12 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/12 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/12 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/12 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/12 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/12 06:00,E-004,旋盤機D,70.51,1.717,1.155,1484.2,1
2024/01/12 07:00,E-004,旋盤機D,67.97,1.191,1.246,1474.2,1
2024/01/12 08:00,E-004,旋盤機D,73.05,2.007,1.317,1454.6,1
2024/01/12 09:00,E-004,旋盤機D,66.51,1.365,1.129,1533.8,1
2024/01/12 10:00,E-004,旋盤機D,73.95,1.398,1.154,1487.3,1
2024/01/12 11:00,E-004,旋盤機D,70.34,1.184,1.04,1507.1,1
2024/01/12 12:00,E-004,旋盤機D,60.2,1.644,1.216,1504.5,1
2024/01/12 13:00,E-004,旋盤機D,67.43,1.672,1.284,1500.0,1
2024/01/12 14:00,E-004,旋盤機D,65.41,1.813,1.238,1550.1,1
2024/01/12 15:00,E-004,旋盤機D,71.15,2.225,1.139,1471.7,1
2024/01/12 16:00,E-004,旋盤機D,67.06,1.75,1.099,1534.3,1
2024/01/12 17:00,E-004,旋盤機D,71.53,1.693,1.264,1497.8,1
2024/01/12 18:00,E-004,旋盤機D,70.88,1.329,1.185,1488.0,1
2024/01/12 19:00,E-004,旋盤機D,70.49,1.58,0.95,1452.1,1
2024/01/12 20:00,E-004,旋盤機D,67.76,1.822,1.368,1510.4,1
2024/01/12 21:00,E-004,旋盤機D,68.33,1.789,1.31,1469.3,1
2024/01/12 22:00,E-004,旋盤機D,67.44,1.419,1.342,1503.7,1
2024/01/12 23:00,E-004,旋盤機D,65.17,1.76,1.251,1481.2,1
2024/01/13 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/13 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/13 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/13 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/13 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/13 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/13 06:00,E-004,旋盤機D,65.86,1.571,1.234,1477.5,1
2024/01/13 07:00,E-004,旋盤機D,66.18,1.332,1.208,1483.7,1
2024/01/13 08:00,E-004,旋盤機D,66.71,1.87,1.275,1514.6,1
2024/01/13 09:00,E-004,旋盤機D,70.21,1.716,1.143,1453.5,1
2024/01/13 10:00,E-004,旋盤機D,65.63,1.807,1.121,1493.4,1
2024/01/13 11:00,E-004,旋盤機D,64.14,1.219,1.282,1473.4,1
2024/01/13 12:00,E-004,旋盤機D,64.65,1.417,1.242,1538.1,1
2024/01/13 13:00,E-004,旋盤機D,66.39,1.725,1.307,1426.6,1
2024/01/13 14:00,E-004,旋盤機D,75.87,2.655,0.929,1486.6,1
2024/01/13 15:00,E-004,旋盤機D,65.12,1.707,1.158,1518.4,1
2024/01/13 16:00,E-004,旋盤機D,67.55,1.481,1.183,1508.0,1
2024/01/13 17:00,E-004,旋盤機D,63.27,1.224,1.399,1467.5,1
2024/01/13 18:00,E-004,旋盤機D,67.45,1.661,1.255,1552.0,1
2024/01/13 19:00,E-004,旋盤機D,70.32,1.269,1.062,1476.0,1
2024/01/13 20:00,E-004,旋盤機D,66.93,1.197,1.282,1452.0,1
2024/01/13 21:00,E-004,旋盤機D,73.97,2.437,1.175,1505.4,1
2024/01/13 22:00,E-004,旋盤機D,63.07,2.018,1.15,1451.9,1
2024/01/13 23:00,E-004,旋盤機D,66.84,1.637,1.167,1523.2,1
2024/01/14 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 06:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 07:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 08:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 09:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 10:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 11:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 12:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 13:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 14:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 15:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 16:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 17:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 18:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 19:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 20:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 21:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 22:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/14 23:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/15 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/15 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/15 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/15 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/15 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/15 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
