Timestamp,EquipmentID,EquipmentName,Temperature,Vibration,Pressure,RPM,OperationStatus
2024/01/02 12:00,E-002,プレス機B,91.5,1.695,1.135,1455.1,1
2024/01/02 13:00,E-002,プレス機B,83.96,2.199,1.312,1451.9,1
2024/01/02 14:00,E-002,プレス機B,84.6,1.51,1.439,1551.4,1
2024/01/02 15:00,E-002,プレス機B,82.2,2.233,1.241,1434.7,1
2024/01/02 16:00,E-002,プレス機B,76.38,1.563,1.126,1523.1,1
2024/01/02 17:00,E-002,プレス機B,81.64,2.152,1.263,1475.7,1
2024/01/02 18:00,E-002,プレス機B,85.79,1.987,1.364,1475.1,1
2024/01/02 19:00,E-002,プレス機B,77.95,1.437,1.063,1473.5,1
2024/01/02 20:00,E-002,プレス機B,80.34,1.486,1.296,1481.3,1
2024/01/02 21:00,E-002,プレス機B,67.06,1.634,1.349,1489.7,1
2024/01/02 22:00,E-002,プレス機B,73.08,2.063,1.423,1499.4,1
2024/01/02 23:00,E-002,プレス機B,79.43,1.813,1.224,1491.7,1
2024/01/03 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/03 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/03 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/03 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/03 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/03 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/03 06:00,E-002,プレス機B,81.17,2.252,1.316,1500.5,1
2024/01/03 07:00,E-002,プレス機B,80.57,2.314,1.404,1459.9,1
2024/01/03 08:00,E-002,プレス機B,69.15,2.617,1.331,1437.1,1
2024/01/03 09:00,E-002,プレス機B,75.72,2.309,1.266,1467.2,1
2024/01/03 10:00,E-002,プレス機B,88.41,1.581,1.204,1485.3,1
2024/01/03 11:00,E-002,プレス機B,82.34,2.199,1.409,1485.0,1
2024/01/03 12:00,E-002,プレス機B,82.94,1.896,1.308,1482.7,1
2024/01/03 13:00,E-002,プレス機B,81.29,2.309,1.367,1481.1,1
2024/01/03 14:00,E-002,プレス機B,75.15,2.027,1.297,1484.8,1
2024/01/03 15:00,E-002,プレス機B,93.24,1.79,1.351,1506.7,1
2024/01/03 16:00,E-002,プレス機B,80.59,2.935,1.255,1488.1,1
2024/01/03 17:00,E-002,プレス機B,75.21,1.859,1.33,1501.2,1
2024/01/03 18:00,E-002,プレス機B,81.91,2.504,1.289,1471.7,1
2024/01/03 19:00,E-002,プレス機B,96.22,2.158,1.214,1462.6,1
2024/01/03 20:00,E-002,プレス機B,74.34,2.375,1.256,1483.2,1
2024/01/03 21:00,E-002,プレス機B,79.62,2.293,1.198,1453.1,1
2024/01/03 22:00,E-002,プレス機B,81.35,2.24,1.34,1459.8,1
2024/01/03 23:00,E-002,プレス機B,84.06,1.702,1.237,1456.4,1
2024/01/04 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/04 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/04 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/04 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/04 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/04 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/04 06:00,E-002,プレス機B,87.81,2.253,1.373,1511.2,1
2024/01/04 07:00,E-002,プレス機B,96.88,1.316,1.211,1464.6,1
2024/01/04 08:00,E-002,プレス機B,74.9,1.569,1.264,1449.6,1
2024/01/04 09:00,E-002,プレス機B,82.01,2.021,1.358,1492.7,1
2024/01/04 10:00,E-002,プレス機B,83.62,1.851,1.555,1485.9,1
2024/01/04 11:00,E-002,プレス機B,68.83,1.599,1.091,1480.4,1
2024/01/04 12:00,E-002,プレス機B,79.27,1.813,1.541,1493.7,1
2024/01/04 13:00,E-002,プレス機B,84.36,1.628,1.18,1480.9,1
2024/01/04 14:00,E-002,プレス機B,81.04,1.257,1.278,1480.4,1
2024/01/04 15:00,E-002,プレス機B,78.71,1.675,1.235,1475.6,1
2024/01/04 16:00,E-002,プレス機B,80.54,2.242,1.43,1472.6,1
2024/01/04 17:00,E-002,プレス機B,77.26,2.175,1.373,1469.1,1
2024/01/04 18:00,E-002,プレス機B,84.74,2.392,1.455,1524.5,1
2024/01/04 19:00,E-002,プレス機B,74.8,2.006,1.301,1477.5,1
2024/01/04 20:00,E-002,プレス機B,76.1,1.406,1.311,1460.8,1
2024/01/04 21:00,E-002,プレス機B,80.52,1.682,1.168,1485.9,1
2024/01/04 22:00,E-002,プレス機B,80.91,2.232,1.562,1486.9,1
2024/01/04 23:00,E-002,プレス機B,82.91,1.569,1.146,1519.6,1
2024/01/05 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/05 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/05 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/05 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/05 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/05 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/05 06:00,E-002,プレス機B,74.46,1.582,1.295,1477.7,1
2024/01/05 07:00,E-002,プレス機B,74.58,1.878,1.448,1459.9,1
2024/01/05 08:00,E-002,プレス機B,71.64,2.377,1.359,1464.5,1
2024/01/05 09:00,E-002,プレス機B,70.51,1.702,1.293,1509.1,1
2024/01/05 10:00,E-002,プレス機B,73.78,1.966,1.381,1420.5,1
2024/01/05 11:00,E-002,プレス機B,86.2,1.527,1.34,1486.2,1
2024/01/05 12:00,E-002,プレス機B,86.51,2.22,1.015,1460.4,1
2024/01/05 13:00,E-002,プレス機B,80.83,1.922,1.357,1499.7,1
2024/01/05 14:00,E-002,プレス機B,83.65,1.914,1.078,1468.6,1
2024/01/05 15:00,E-002,プレス機B,82.5,1.564,1.376,1502.7,1
2024/01/05 16:00,E-002,プレス機B,80.76,0.774,1.147,1527.2,1
2024/01/05 17:00,E-002,プレス機B,76.72,1.206,1.448,1480.3,1
2024/01/05 18:00,E-002,プレス機B,86.63,2.111,1.355,1489.1,1
2024/01/05 19:00,E-002,プレス機B,84.18,2.911,1.417,1440.5,1
2024/01/05 20:00,E-002,プレス機B,82.68,2.457,1.444,1469.3,1
2024/01/05 21:00,E-002,プレス機B,86.99,2.371,1.609,1461.2,1
2024/01/05 22:00,E-002,プレス機B,76.96,1.878,1.241,1457.7,1
2024/01/05 23:00,E-002,プレス機B,63.42,1.826,1.344,1467.7,1
2024/01/06 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/06 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/06 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/06 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/06 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/06 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/06 06:00,E-002,プレス機B,91.61,2.005,1.455,1486.5,1
2024/01/06 07:00,E-002,プレス機B,84.96,2.112,1.464,1481.4,1
2024/01/06 08:00,E-002,プレス機B,82.98,2.147,1.265,1490.1,1
2024/01/06 09:00,E-002,プレス機B,93.41,1.892,1.35,1511.4,1
2024/01/06 10:00,E-002,プレス機B,86.84,2.005,1.014,1492.9,1
2024/01/06 11:00,E-002,プレス機B,66.68,2.588,1.32,1505.0,1
2024/01/06 12:00,E-002,プレス機B,74.59,1.379,1.331,1479.2,1
2024/01/06 13:00,E-002,プレス機B,77.05,2.034,1.632,1500.9,1
2024/01/06 14:00,E-002,プレス機B,86.3,2.338,1.478,1475.2,1
2024/01/06 15:00,E-002,プレス機B,67.67,1.925,1.397,1455.8,1
2024/01/06 16:00,E-002,プレス機B,78.94,1.723,1.48,1498.7,1
2024/01/06 17:00,E-002,プレス機B,83.91,2.249,1.296,1484.9,1
2024/01/06 18:00,E-002,プレス機B,72.89,1.125,1.318,1488.1,1
2024/01/06 19:00,E-002,プレス機B,87.26,2.629,1.488,1455.0,1
2024/01/06 20:00,E-002,プレス機B,77.89,2.192,1.604,1517.0,1
2024/01/06 21:00,E-002,プレス機B,86.72,1.845,1.194,1499.7,1
2024/01/06 22:00,E-002,プレス機B,73.4,1.905,1.286,1519.8,1
2024/01/06 23:00,E-002,プレス機B,77.87,1.024,1.361,1462.5,1
2024/01/07 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 06:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 07:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 08:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 09:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 10:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 11:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 12:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 13:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 14:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 15:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 16:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 17:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 18:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 19:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 20:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 21:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 22:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/07 23:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/08 06:00,E-002,プレス機B,80.26,1.965,1.267,1499.8,1
2024/01/08 07:00,E-002,プレス機B,70.8,1.793,1.382,1464.6,1
2024/01/08 08:00,E-002,プレス機B,70.35,2.267,1.435,1478.9,1
2024/01/08 09:00,E-002,プレス機B,68.23,2.282,1.101,1487.7,1
2024/01/08 10:00,E-002,プレス機B,74.68,1.536,1.247,1475.4,1
2024/01/08 11:00,E-002,プレス機B,76.13,2.235,1.246,1504.5,1
2024/01/08 12:00,E-002,プレス機B,81.69,1.721,1.196,1438.8,1
2024/01/08 13:00,E-002,プレス機B,81.74,1.858,1.015,1466.6,1
2024/01/08 14:00,E-002,プレス機B,74.59,2.63,1.096,1444.0,1
2024/01/08 15:00,E-002,プレス機B,86.66,2.543,1.211,1464.2,1
2024/01/08 16:00,E-002,プレス機B,83.7,1.069,1.077,1473.0,1
2024/01/08 17:00,E-002,プレス機B,89.3,1.826,1.312,1508.3,1
2024/01/08 18:00,E-002,プレス機B,92.64,1.769,1.298,1525.6,1
2024/01/08 19:00,E-002,プレス機B,70.87,2.411,1.178,1482.6,1
2024/01/08 20:00,E-002,プレス機B,78.54,1.617,1.182,1486.9,1
2024/01/08 21:00,E-002,プレス機B,85.97,1.948,1.308,1494.3,1
2024/01/08 22:00,E-002,プレス機B,74.17,2.296,1.398,1545.1,1
2024/01/08 23:00,E-002,プレス機B,77.74,1.817,1.392,1500.5,1
2024/01/09 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/09 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/09 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/09 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/09 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/09 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/09 06:00,E-002,プレス機B,76.79,1.839,1.365,1459.3,1
2024/01/09 07:00,E-002,プレス機B,77.54,2.036,1.42,1464.9,1
2024/01/09 08:00,E-002,プレス機B,68.95,1.233,1.149,1447.2,1
2024/01/09 09:00,E-002,プレス機B,79.07,1.524,1.216,1460.6,1
2024/01/09 10:00,E-002,プレス機B,77.36,2.529,1.379,1480.4,1
2024/01/09 11:00,E-002,プレス機B,77.23,1.827,1.339,1494.6,1
2024/01/09 12:00,E-002,プレス機B,74.55,2.015,1.056,1485.3,1
2024/01/09 13:00,E-002,プレス機B,84.57,1.888,1.518,1458.0,1
2024/01/09 14:00,E-002,プレス機B,81.3,1.986,1.288,1477.1,1
2024/01/09 15:00,E-002,プレス機B,80.64,2.339,1.465,1479.9,1
2024/01/09 16:00,E-002,プレス機B,84.89,1.719,1.392,1461.0,1
2024/01/09 17:00,E-002,プレス機B,86.54,2.884,1.285,1425.2,1
2024/01/09 18:00,E-002,プレス機B,76.71,2.493,1.366,1486.2,1
2024/01/09 19:00,E-002,プレス機B,86.05,2.194,1.446,1503.0,1
2024/01/09 20:00,E-002,プレス機B,89.13,2.144,1.409,1472.3,1
2024/01/09 21:00,E-002,プレス機B,76.39,2.683,1.326,1500.1,1
2024/01/09 22:00,E-002,プレス機B,80.74,1.765,1.301,1515.9,1
2024/01/09 23:00,E-002,プレス機B,83.33,1.315,1.274,1524.6,1
2024/01/10 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/10 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/10 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/10 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/10 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/10 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/10 06:00,E-002,プレス機B,78.72,1.28,1.527,1497.1,1
2024/01/10 07:00,E-002,プレス機B,79.58,1.851,1.43,1466.5,1
2024/01/10 08:00,E-002,プレス機B,86.89,2.217,1.329,1483.6,1
2024/01/10 09:00,E-002,プレス機B,78.95,2.418,1.196,1439.5,1
2024/01/10 10:00,E-002,プレス機B,83.69,2.252,1.358,1490.2,1
2024/01/10 11:00,E-002,プレス機B,78.08,2.315,1.295,1467.8,1
2024/01/10 12:00,E-002,プレス機B,78.13,2.808,1.092,1492.5,1
2024/01/10 13:00,E-002,プレス機B,69.93,1.957,1.248,1427.9,1
2024/01/10 14:00,E-002,プレス機B,82.33,1.848,1.048,1501.0,1
2024/01/10 15:00,E-002,プレス機B,88.61,2.596,1.343,1481.2,1
2024/01/10 16:00,E-002,プレス機B,87.97,2.673,1.436,1456.5,1
2024/01/10 17:00,E-002,プレス機B,81.21,2.176,1.083,1491.7,1
2024/01/10 18:00,E-002,プレス機B,93.64,2.256,1.477,1484.6,1
2024/01/10 19:00,E-002,プレス機B,79.56,2.153,1.202,1455.9,1
2024/01/10 20:00,E-002,プレス機B,87.6,2.549,1.181,1504.2,1
2024/01/10 21:00,E-002,プレス機B,79.48,2.136,1.355,1504.9,1
2024/01/10 22:00,E-002,プレス機B,80.5,2.564,1.337,1495.6,1
2024/01/10 23:00,E-002,プレス機B,75.0,2.863,1.356,1497.8,1
2024/01/11 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/11 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/11 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/11 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/11 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/11 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/11 06:00,E-002,プレス機B,70.35,1.671,1.449,1487.2,1
2024/01/11 07:00,E-002,プレス機B,68.52,2.415,1.235,1515.3,1
2024/01/11 08:00,E-002,プレス機B,79.47,2.082,1.441,1457.6,1
2024/01/11 09:00,E-002,プレス機B,74.04,1.921,1.399,1446.7,1
2024/01/11 10:00,E-002,プレス機B,69.99,2.329,1.228,1470.2,1
2024/01/11 11:00,E-002,プレス機B,68.86,1.728,1.299,1503.3,1
2024/01/11 12:00,E-002,プレス機B,75.37,2.663,1.218,1462.9,1
2024/01/11 13:00,E-002,プレス機B,89.22,2.085,1.234,1476.1,1
2024/01/11 14:00,E-002,プレス機B,88.12,2.586,1.202,1478.9,1
2024/01/11 15:00,E-002,プレス機B,80.54,1.606,1.293,1480.1,1
2024/01/11 16:00,E-002,プレス機B,86.84,2.483,1.26,1474.7,1
2024/01/11 17:00,E-002,プレス機B,83.99,1.766,1.371,1477.8,1
2024/01/11 18:00,E-002,プレス機B,74.18,1.617,1.474,1476.1,1
2024/01/11 19:00,E-002,プレス機B,89.84,1.795,1.335,1539.8,1
2024/01/11 20:00,E-002,プレス機B,73.66,1.241,1.454,1459.3,1
2024/01/11 21:00,E-002,プレス機B,79.88,1.766,1.332,1456.2,1
2024/01/11 22:00,E-002,プレス機B,78.92,2.18,1.179,1462.5,1
2024/01/11 23:00,E-002,プレス機B,77.92,1.428,1.249,1483.0,1
2024/01/12 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/12 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/12 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/12 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/12 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/12 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/12 06:00,E-002,プレス機B,77.6,1.891,1.298,1463.6,1
2024/01/12 07:00,E-002,プレス機B,84.15,2.574,1.244,1492.1,1
2024/01/12 08:00,E-002,プレス機B,78.56,2.146,1.488,1492.7,1
2024/01/12 09:00,E-002,プレス機B,69.36,2.182,1.448,1474.5,1
2024/01/12 10:00,E-002,プレス機B,85.97,1.724,1.122,1483.5,1
2024/01/12 11:00,E-002,プレス機B,69.46,1.904,1.454,1432.3,1
2024/01/12 12:00,E-002,プレス機B,72.32,1.587,1.292,1470.9,1
2024/01/12 13:00,E-002,プレス機B,88.39,2.382,1.359,1483.6,1
2024/01/12 14:00,E-002,プレス機B,82.36,1.655,1.403,1452.2,1
2024/01/12 15:00,E-002,プレス機B,85.01,2.474,1.325,1475.6,1
2024/01/12 16:00,E-002,プレス機B,82.4,0.855,1.336,1477.2,1
2024/01/12 17:00,E-002,プレス機B,79.7,2.283,1.291,1451.5,1
2024/01/12 18:00,E-002,プレス機B,79.15,2.027,1.314,1484.0,1
2024/01/12 19:00,E-002,プレス機B,86.24,1.566,1.321,1512.2,1
2024/01/12 20:00,E-002,プレス機B,69.59,2.072,1.23,1470.7,1
2024/01/12 21:00,E-002,プレス機B,74.57,1.932,1.521,1448.4,1
2024/01/12 22:00,E-002,プレス機B,72.98,1.479,1.507,1468.4,1
2024/01/12 23:00,E-002,プレス機B,79.85,1.839,1.187,1474.1,1
2024/01/13 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/13 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/13 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/13 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/13 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/13 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/13 06:00,E-002,プレス機B,94.75,2.557,1.198,1496.2,1
2024/01/13 07:00,E-002,プレス機B,75.01,1.289,1.422,1509.0,1
2024/01/13 08:00,E-002,プレス機B,86.28,1.812,1.28,1498.7,1
2024/01/13 09:00,E-002,プレス機B,82.35,1.843,1.106,1482.8,1
2024/01/13 10:00,E-002,プレス機B,86.47,1.521,1.377,1488.3,1
2024/01/13 11:00,E-002,プレス機B,84.5,2.349,1.217,1439.6,1
2024/01/13 12:00,E-002,プレス機B,76.8,2.356,1.235,1462.6,1
2024/01/13 13:00,E-002,プレス機B,69.07,2.701,1.399,1499.2,1
2024/01/13 14:00,E-002,プレス機B,85.81,2.231,1.271,1475.9,1
2024/01/13 15:00,E-002,プレス機B,77.43,3.054,1.367,1468.4,1
2024/01/13 16:00,E-002,プレス機B,82.79,1.596,1.481,1463.5,1
2024/01/13 17:00,E-002,プレス機B,83.01,2.426,1.346,1482.4,1
2024/01/13 18:00,E-002,プレス機B,80.06,1.977,1.231,1468.8,1
2024/01/13 19:00,E-002,プレス機B,88.88,1.957,1.206,1467.1,1
2024/01/13 20:00,E-002,プレス機B,86.6,2.27,1.367,1473.6,1
2024/01/13 21:00,E-002,プレス機B,83.44,1.743,1.269,1504.2,1
2024/01/13 22:00,E-002,プレス機B,85.25,1.607,1.197,1482.7,1
2024/01/13 23:00,E-002,プレス機B,90.36,1.234,1.333,1445.6,1
2024/01/14 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 06:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 07:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 08:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 09:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 10:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 11:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 12:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 13:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 14:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 15:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 16:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 17:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 18:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 19:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 20:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 21:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 22:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/14 23:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 00:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 01:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 02:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 03:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 04:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 05:00,E-002,プレス機B,0.0,0.0,0.0,0.0,0
2024/01/15 06:00,E-002,プレス機B,76.19,1.854,1.25,1466.7,1
2024/01/15 07:00,E-002,プレス機B,80.04,1.786,1.125,1499.5,1
2024/01/15 08:00,E-002,プレス機B,84.52,2.337,1.115,1487.5,1
2024/01/15 09:00,E-002,プレス機B,84.06,1.588,1.301,1477.1,1
2024/01/15 10:00,E-002,プレス機B,91.05,2.77,1.1,1542.3,1
2024/01/15 11:00,E-002,プレス機B,74.51,2.392,1.416,1455.1,1
2024/01/15 12:00,E-002,プレス機B,82.96,1.957,1.367,1485.8,1
2024/01/15 13:00,E-002,プレス機B,87.18,2.03,1.28,1507.4,1
