日時,設備ID,設備名,温度(°C),振動(mm/s),圧力(MPa),回転数(rpm),稼働状態
2024/01/03 18:00,E-003,溶接機C,73.15,1.457,0.998,1503.6,1
2024/01/03 19:00,E-003,溶接機C,66.42,1.09,1.06,1565.5,1
2024/01/03 20:00,E-003,溶接機C,75.31,1.009,0.905,1531.0,1
2024/01/03 21:00,E-003,溶接機C,66.18,1.338,1.065,1528.7,1
2024/01/03 22:00,E-003,溶接機C,73.9,1.341,1.014,1504.4,1
2024/01/03 23:00,E-003,溶接機C,84.25,1.112,1.062,1471.6,1
2024/01/04 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/04 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/04 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/04 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/04 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/04 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/04 06:00,E-003,溶接機C,81.38,1.567,1.002,1531.2,1
2024/01/04 07:00,E-003,溶接機C,77.79,1.039,1.044,1503.8,1
2024/01/04 08:00,E-003,溶接機C,71.96,1.482,1.078,1505.9,1
2024/01/04 09:00,E-003,溶接機C,71.33,1.039,1.059,1500.0,1
2024/01/04 10:00,E-003,溶接機C,76.78,1.387,0.993,1540.2,1
2024/01/04 11:00,E-003,溶接機C,73.48,1.147,0.922,1540.3,1
2024/01/04 12:00,E-003,溶接機C,71.17,1.287,0.994,1498.9,1
2024/01/04 13:00,E-003,溶接機C,71.95,1.546,1.016,1499.8,1
2024/01/04 14:00,E-003,溶接機C,76.53,1.163,1.276,1525.7,1
2024/01/04 15:00,E-003,溶接機C,73.1,1.555,0.853,1521.9,1
2024/01/04 16:00,E-003,溶接機C,84.97,1.171,0.861,1512.1,1
2024/01/04 17:00,E-003,溶接機C,82.27,1.294,0.933,1506.3,1
2024/01/04 18:00,E-003,溶接機C,72.2,1.29,1.107,1541.0,1
2024/01/04 19:00,E-003,溶接機C,77.28,0.867,0.894,1530.7,1
2024/01/04 20:00,E-003,溶接機C,68.27,1.144,1.024,1497.2,1
2024/01/04 21:00,E-003,溶接機C,69.88,1.176,1.04,1541.2,1
2024/01/04 22:00,E-003,溶接機C,78.04,1.218,0.94,1498.6,1
2024/01/04 23:00,E-003,溶接機C,72.45,1.302,1.027,1478.0,1
2024/01/05 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/05 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/05 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/05 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/05 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/05 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/05 06:00,E-003,溶接機C,71.07,1.501,1.006,1491.7,1
2024/01/05 07:00,E-003,溶接機C,86.78,1.193,1.031,1528.0,1
2024/01/05 08:00,E-003,溶接機C,73.16,1.018,1.17,1540.1,1
2024/01/05 09:00,E-003,溶接機C,79.11,1.344,0.92,1545.6,1
2024/01/05 10:00,E-003,溶接機C,72.35,1.333,0.869,1479.2,1
2024/01/05 11:00,E-003,溶接機C,79.72,1.123,0.841,1530.8,1
2024/01/05 12:00,E-003,溶接機C,90.29,1.735,0.979,1520.2,1
2024/01/05 13:00,E-003,溶接機C,85.69,1.731,0.973,1520.7,1
2024/01/05 14:00,E-003,溶接機C,84.32,1.651,0.989,1517.6,1
2024/01/05 15:00,E-003,溶接機C,91.27,1.877,1.038,1554.4,1
2024/01/05 16:00,E-003,溶接機C,84.01,2.043,1.043,1585.4,1
2024/01/05 17:00,E-003,溶接機C,81.54,1.528,1.034,1527.9,1
2024/01/05 18:00,E-003,溶接機C,98.81,1.595,1.072,1543.2,1
2024/01/05 19:00,E-003,溶接機C,94.15,1.585,1.113,1544.6,1
2024/01/05 20:00,E-003,溶接機C,95.19,1.939,1.018,1518.4,1
2024/01/05 21:00,E-003,溶接機C,96.95,1.958,0.932,1499.0,1
2024/01/05 22:00,E-003,溶接機C,91.55,2.068,0.998,1524.3,1
2024/01/05 23:00,E-003,溶接機C,99.38,1.918,1.117,1514.6,1
2024/01/06 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/06 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/06 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/06 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/06 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/06 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/06 06:00,E-003,溶接機C,72.83,1.321,0.853,1504.2,1
2024/01/06 07:00,E-003,溶接機C,79.91,0.766,1.089,1550.2,1
2024/01/06 08:00,E-003,溶接機C,73.15,1.273,1.09,1510.7,1
2024/01/06 09:00,E-003,溶接機C,79.34,1.032,0.962,1504.0,1
2024/01/06 10:00,E-003,溶接機C,76.71,1.489,0.985,1494.6,1
2024/01/06 11:00,E-003,溶接機C,69.59,1.299,1.148,1527.9,1
2024/01/06 12:00,E-003,溶接機C,73.07,1.392,0.981,1512.4,1
2024/01/06 13:00,E-003,溶接機C,70.21,1.552,0.797,1536.0,1
2024/01/06 14:00,E-003,溶接機C,72.68,1.097,1.135,1505.7,1
2024/01/06 15:00,E-003,溶接機C,71.6,1.167,1.033,1511.2,1
2024/01/06 16:00,E-003,溶接機C,67.13,0.984,1.103,1521.5,1
2024/01/06 17:00,E-003,溶接機C,77.26,1.135,0.947,1553.6,1
2024/01/06 18:00,E-003,溶接機C,74.06,1.089,1.088,1505.6,1
2024/01/06 19:00,E-003,溶接機C,72.03,1.203,1.0,1525.2,1
2024/01/06 20:00,E-003,溶接機C,85.46,1.284,0.81,1526.5,1
2024/01/06 21:00,E-003,溶接機C,75.19,1.211,1.02,1519.4,1
2024/01/06 22:00,E-003,溶接機C,74.74,1.353,0.957,1501.0,1
2024/01/06 23:00,E-003,溶接機C,90.12,1.021,1.008,1490.1,1
2024/01/07 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 06:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 07:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 08:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 09:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 10:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 11:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 12:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 13:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 14:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 15:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 16:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 17:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 18:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 19:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 20:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 21:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 22:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/07 23:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/08 06:00,E-003,溶接機C,75.58,0.967,0.965,1540.9,1
2024/01/08 07:00,E-003,溶接機C,77.36,1.342,0.858,1556.7,1
2024/01/08 08:00,E-003,溶接機C,69.04,1.582,1.082,1531.5,1
2024/01/08 09:00,E-003,溶接機C,70.73,1.238,0.962,1520.6,1
2024/01/08 10:00,E-003,溶接機C,73.75,0.69,1.09,1518.4,1
2024/01/08 11:00,E-003,溶接機C,72.58,1.06,1.029,1502.1,1
2024/01/08 12:00,E-003,溶接機C,63.72,1.302,1.042,1516.0,1
2024/01/08 13:00,E-003,溶接機C,69.26,1.222,0.883,1499.5,1
2024/01/08 14:00,E-003,溶接機C,71.25,1.411,0.971,1511.0,1
2024/01/08 15:00,E-003,溶接機C,84.77,1.288,1.027,1512.6,1
2024/01/08 16:00,E-003,溶接機C,72.02,0.653,1.077,1529.0,1
2024/01/08 17:00,E-003,溶接機C,74.1,1.166,1.059,1488.9,1
2024/01/08 18:00,E-003,溶接機C,72.05,0.916,1.142,1537.5,1
2024/01/08 19:00,E-003,溶接機C,63.99,0.822,0.989,1510.6,1
2024/01/08 20:00,E-003,溶接機C,68.38,1.686,1.025,1529.5,1
2024/01/08 21:00,E-003,溶接機C,71.54,1.381,0.97,1514.3,1
2024/01/08 22:00,E-003,溶接機C,78.06,0.793,1.128,1523.6,1
2024/01/08 23:00,E-003,溶接機C,81.4,0.931,0.926,1496.8,1
2024/01/09 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/09 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/09 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/09 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/09 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/09 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/09 06:00,E-003,溶接機C,76.25,1.216,0.963,1499.7,1
2024/01/09 07:00,E-003,溶接機C,68.67,1.188,0.963,1506.3,1
2024/01/09 08:00,E-003,溶接機C,82.74,1.179,1.102,1509.3,1
2024/01/09 09:00,E-003,溶接機C,76.22,1.186,0.864,1548.6,1
2024/01/09 10:00,E-003,溶接機C,74.32,1.387,0.94,1516.7,1
2024/01/09 11:00,E-003,溶接機C,70.67,1.509,1.025,1527.3,1
2024/01/09 12:00,E-003,溶接機C,81.79,1.489,1.061,1491.6,1
2024/01/09 13:00,E-003,溶接機C,71.52,0.949,1.058,1523.4,1
2024/01/09 14:00,E-003,溶接機C,68.05,1.153,0.88,1518.9,1
2024/01/09 15:00,E-003,溶接機C,66.72,1.332,1.03,1558.2,1
2024/01/09 16:00,E-003,溶接機C,79.24,1.094,1.065,1492.0,1
2024/01/09 17:00,E-003,溶接機C,70.19,1.283,0.827,1519.3,1
2024/01/09 18:00,E-003,溶接機C,69.9,1.225,0.914,1528.5,1
2024/01/09 19:00,E-003,溶接機C,75.1,1.55,1.001,1504.6,1
2024/01/09 20:00,E-003,溶接機C,73.77,0.864,1.032,1531.8,1
2024/01/09 21:00,E-003,溶接機C,87.35,1.045,0.979,1508.5,1
2024/01/09 22:00,E-003,溶接機C,76.06,1.295,0.996,1541.7,1
2024/01/09 23:00,E-003,溶接機C,71.92,1.447,1.043,1519.8,1
2024/01/10 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/10 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/10 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/10 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/10 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/10 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/10 06:00,E-003,溶接機C,73.43,1.807,0.935,1526.0,1
2024/01/10 07:00,E-003,溶接機C,71.25,1.646,1.071,1506.4,1
2024/01/10 08:00,E-003,溶接機C,77.56,1.264,0.959,1535.2,1
2024/01/10 09:00,E-003,溶接機C,76.95,1.254,0.997,1528.6,1
2024/01/10 10:00,E-003,溶接機C,76.15,1.215,0.949,1553.9,1
2024/01/10 11:00,E-003,溶接機C,69.75,1.307,0.974,1555.2,1
2024/01/10 12:00,E-003,溶接機C,70.48,1.016,0.922,1526.5,1
2024/01/10 13:00,E-003,溶接機C,68.13,1.08,0.828,1524.8,1
2024/01/10 14:00,E-003,溶接機C,72.5,0.828,1.087,1493.8,1
2024/01/10 15:00,E-003,溶接機C,78.98,1.025,1.128,1535.0,1
2024/01/10 16:00,E-003,溶接機C,69.96,0.971,1.048,1514.8,1
2024/01/10 17:00,E-003,溶接機C,74.15,1.518,0.94,1521.8,1
2024/01/10 18:00,E-003,溶接機C,79.77,1.402,0.987,1514.2,1
2024/01/10 19:00,E-003,溶接機C,66.31,0.936,1.025,1517.2,1
2024/01/10 20:00,E-003,溶接機C,75.37,1.46,0.905,1515.3,1
2024/01/10 21:00,E-003,溶接機C,75.94,1.024,1.115,1538.2,1
2024/01/10 22:00,E-003,溶接機C,76.45,1.649,0.88,1519.8,1
2024/01/10 23:00,E-003,溶接機C,76.83,0.971,1.024,1497.9,1
2024/01/11 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/11 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/11 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/11 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/11 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/11 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/11 06:00,E-003,溶接機C,78.45,1.464,1.022,1482.9,1
2024/01/11 07:00,E-003,溶接機C,70.17,1.341,1.002,1466.1,1
2024/01/11 08:00,E-003,溶接機C,81.21,1.234,0.934,1539.9,1
2024/01/11 09:00,E-003,溶接機C,71.61,1.028,1.029,1555.6,1
2024/01/11 10:00,E-003,溶接機C,83.12,1.29,1.037,1535.8,1
2024/01/11 11:00,E-003,溶接機C,68.72,1.361,0.941,1526.4,1
2024/01/11 12:00,E-003,溶接機C,73.86,1.325,1.009,1458.5,1
2024/01/11 13:00,E-003,溶接機C,75.89,1.361,1.036,1517.9,1
2024/01/11 14:00,E-003,溶接機C,83.21,1.278,1.035,1540.9,1
2024/01/11 15:00,E-003,溶接機C,76.81,0.975,0.805,1510.5,1
2024/01/11 16:00,E-003,溶接機C,78.8,1.112,1.064,1523.0,1
2024/01/11 17:00,E-003,溶接機C,81.44,1.126,1.037,1530.1,1
2024/01/11 18:00,E-003,溶接機C,82.51,0.773,0.963,1537.0,1
2024/01/11 19:00,E-003,溶接機C,82.73,1.26,0.977,1535.1,1
2024/01/11 20:00,E-003,溶接機C,79.34,1.11,1.026,1543.6,1
2024/01/11 21:00,E-003,溶接機C,84.45,1.386,1.004,1518.9,1
2024/01/11 22:00,E-003,溶接機C,77.79,1.171,1.015,1498.8,1
2024/01/11 23:00,E-003,溶接機C,81.49,0.915,0.965,1522.0,1
2024/01/12 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/12 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/12 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/12 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/12 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/12 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/12 06:00,E-003,溶接機C,84.95,1.094,0.947,1509.0,1
2024/01/12 07:00,E-003,溶接機C,83.29,0.497,0.92,1574.6,1
2024/01/12 08:00,E-003,溶接機C,77.95,0.924,0.997,1521.3,1
2024/01/12 09:00,E-003,溶接機C,79.23,1.66,1.031,1509.2,1
2024/01/12 10:00,E-003,溶接機C,78.94,1.025,0.917,1484.8,1
2024/01/12 11:00,E-003,溶接機C,67.17,0.976,0.906,1526.3,1
2024/01/12 12:00,E-003,溶接機C,69.0,0.414,0.916,1510.6,1
2024/01/12 13:00,E-003,溶接機C,71.97,1.58,0.951,1537.6,1
2024/01/12 14:00,E-003,溶接機C,74.91,1.189,0.933,1518.8,1
2024/01/12 15:00,E-003,溶接機C,71.17,1.243,0.981,1501.1,1
2024/01/12 16:00,E-003,溶接機C,79.96,1.307,0.964,1522.9,1
2024/01/12 17:00,E-003,溶接機C,74.58,0.983,1.006,1507.6,1
2024/01/12 18:00,E-003,溶接機C,70.28,0.794,0.971,1531.3,1
2024/01/12 19:00,E-003,溶接機C,71.53,1.83,1.071,1546.1,1
2024/01/12 20:00,E-003,溶接機C,78.98,1.663,0.937,1468.8,1
2024/01/12 21:00,E-003,溶接機C,72.77,1.34,1.012,1525.5,1
2024/01/12 22:00,E-003,溶接機C,81.6,1.296,1.064,1501.2,1
2024/01/12 23:00,E-003,溶接機C,69.52,1.604,1.008,1507.5,1
2024/01/13 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/13 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/13 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/13 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/13 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/13 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/13 06:00,E-003,溶接機C,71.89,1.038,0.943,1494.3,1
2024/01/13 07:00,E-003,溶接機C,67.5,1.151,0.953,1542.1,1
2024/01/13 08:00,E-003,溶接機C,76.47,1.266,0.941,1517.6,1
2024/01/13 09:00,E-003,溶接機C,76.81,1.379,0.992,1541.6,1
2024/01/13 10:00,E-003,溶接機C,75.04,1.398,0.961,1483.7,1
2024/01/13 11:00,E-003,溶接機C,76.34,1.381,1.046,1528.4,1
2024/01/13 12:00,E-003,溶接機C,73.26,0.998,1.044,1528.5,1
2024/01/13 13:00,E-003,溶接機C,72.2,1.477,0.929,1508.3,1
2024/01/13 14:00,E-003,溶接機C,83.18,1.417,0.971,1525.7,1
2024/01/13 15:00,E-003,溶接機C,75.77,0.514,0.927,1519.0,1
2024/01/13 16:00,E-003,溶接機C,73.22,1.262,1.09,1513.6,1
2024/01/13 17:00,E-003,溶接機C,69.71,1.281,0.974,1516.9,1
2024/01/13 18:00,E-003,溶接機C,73.54,1.76,0.821,1512.2,1
2024/01/13 19:00,E-003,溶接機C,74.98,1.005,1.072,1536.3,1
2024/01/13 20:00,E-003,溶接機C,74.76,1.132,0.991,1517.9,1
2024/01/13 21:00,E-003,溶接機C,74.61,1.153,1.02,1535.1,1
2024/01/13 22:00,E-003,溶接機C,68.85,0.937,0.86,1537.3,1
2024/01/13 23:00,E-003,溶接機C,76.25,1.326,0.886,1555.7,1
2024/01/14 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 06:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 07:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 08:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 09:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 10:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 11:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 12:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 13:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 14:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 15:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 16:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 17:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 18:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 19:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 20:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 21:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 22:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/14 23:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/15 06:00,E-003,溶接機C,71.96,1.242,1.068,1500.3,1
2024/01/15 07:00,E-003,溶接機C,72.27,1.245,1.229,1526.0,1
2024/01/15 08:00,E-003,溶接機C,83.03,1.501,1.029,1500.2,1
2024/01/15 09:00,E-003,溶接機C,80.3,0.825,1.128,1524.0,1
2024/01/15 10:00,E-003,溶接機C,61.75,1.115,1.052,1515.3,1
2024/01/15 11:00,E-003,溶接機C,78.58,0.987,0.896,1518.6,1
2024/01/15 12:00,E-003,溶接機C,75.16,1.113,1.098,1503.0,1
2024/01/15 13:00,E-003,溶接機C,76.57,1.217,0.875,1493.6,1
