date,product_id,product_name,category,sales_qty,stock_qty,reorder_point,order_qty,lead_time_days,source_file
2023-11-10,P-F001,コーヒー豆 200g,食品,27,190,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-11,P-F001,コーヒー豆 200g,食品,39,151,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-12,P-F001,コーヒー豆 200g,食品,36,115,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-13,P-F001,コーヒー豆 200g,食品,24,441,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-14,P-F001,コーヒー豆 200g,食品,26,415,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-15,P-F001,コーヒー豆 200g,食品,25,390,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-16,P-F001,コーヒー豆 200g,食品,29,361,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-17,P-F001,コーヒー豆 200g,食品,31,330,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-18,P-F001,コーヒー豆 200g,食品,40,290,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-19,P-F001,コーヒー豆 200g,食品,39,251,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-20,P-F001,コーヒー豆 200g,食品,16,235,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-21,P-F001,コーヒー豆 200g,食品,20,215,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-22,P-F001,コーヒー豆 200g,食品,22,193,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-23,P-F001,コーヒー豆 200g,食品,22,171,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-24,P-F001,コーヒー豆 200g,食品,29,142,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-25,P-F001,コーヒー豆 200g,食品,46,446,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-26,P-F001,コーヒー豆 200g,食品,32,414,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-27,P-F001,コーヒー豆 200g,食品,28,386,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-28,P-F001,コーヒー豆 200g,食品,13,373,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-29,P-F001,コーヒー豆 200g,食品,23,350,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-30,P-F001,コーヒー豆 200g,食品,26,324,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-01,P-F001,コーヒー豆 200g,食品,34,290,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-02,P-F001,コーヒー豆 200g,食品,42,248,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-03,P-F001,コーヒー豆 200g,食品,40,208,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-04,P-F001,コーヒー豆 200g,食品,21,187,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-05,P-F001,コーヒー豆 200g,食品,19,168,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-06,P-F001,コーヒー豆 200g,食品,29,139,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-07,P-F001,コーヒー豆 200g,食品,25,114,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-08,P-F001,コーヒー豆 200g,食品,25,439,112,350,3,01_食品_日次売上_2023Q4.csv
2023-12-09,P-F001,コーヒー豆 200g,食品,33,406,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-10,P-F001,コーヒー豆 200g,食品,32,374,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-11,P-F001,コーヒー豆 200g,食品,26,348,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-12,P-F001,コーヒー豆 200g,食品,23,325,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-13,P-F001,コーヒー豆 200g,食品,28,297,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-14,P-F001,コーヒー豆 200g,食品,24,273,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-15,P-F001,コーヒー豆 200g,食品,32,241,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-16,P-F001,コーヒー豆 200g,食品,42,199,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-17,P-F001,コーヒー豆 200g,食品,35,164,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-18,P-F001,コーヒー豆 200g,食品,26,138,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-19,P-F001,コーヒー豆 200g,食品,19,119,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-20,P-F001,コーヒー豆 200g,食品,23,446,112,350,3,01_食品_日次売上_2023Q4.csv
2023-12-21,P-F001,コーヒー豆 200g,食品,24,422,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-22,P-F001,コーヒー豆 200g,食品,25,397,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-23,P-F001,コーヒー豆 200g,食品,42,355,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-24,P-F001,コーヒー豆 200g,食品,34,321,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-25,P-F001,コーヒー豆 200g,食品,23,298,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-26,P-F001,コーヒー豆 200g,食品,24,274,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-27,P-F001,コーヒー豆 200g,食品,27,247,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-28,P-F001,コーヒー豆 200g,食品,29,218,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-29,P-F001,コーヒー豆 200g,食品,31,187,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-30,P-F001,コーヒー豆 200g,食品,37,150,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-31,P-F001,コーヒー豆 200g,食品,36,114,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-01,P-F002,緑茶パック,食品,27,244,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-02,P-F002,緑茶パック,食品,15,229,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-03,P-F002,緑茶パック,食品,16,213,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-04,P-F002,緑茶パック,食品,25,188,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-05,P-F002,緑茶パック,食品,20,168,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-06,P-F002,緑茶パック,食品,28,140,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-07,P-F002,緑茶パック,食品,44,446,112,350,3,01_食品_日次売上_2023Q4.csv
2023-10-08,P-F002,緑茶パック,食品,33,413,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-09,P-F002,緑茶パック,食品,26,387,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-10,P-F002,緑茶パック,食品,16,371,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-11,P-F002,緑茶パック,食品,22,349,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-12,P-F002,緑茶パック,食品,20,329,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-13,P-F002,緑茶パック,食品,28,301,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-14,P-F002,緑茶パック,食品,41,260,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-15,P-F002,緑茶パック,食品,26,234,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-16,P-F002,緑茶パック,食品,24,210,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-17,P-F002,緑茶パック,食品,22,188,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-18,P-F002,緑茶パック,食品,20,168,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-19,P-F002,緑茶パック,食品,17,151,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-20,P-F002,緑茶パック,食品,30,121,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-21,P-F002,緑茶パック,食品,34,437,112,350,3,01_食品_日次売上_2023Q4.csv
2023-10-22,P-F002,緑茶パック,食品,36,401,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-23,P-F002,緑茶パック,食品,22,379,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-24,P-F002,緑茶パック,食品,29,350,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-25,P-F002,緑茶パック,食品,22,328,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-26,P-F002,緑茶パック,食品,19,309,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-27,P-F002,緑茶パック,食品,30,279,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-28,P-F002,緑茶パック,食品,38,241,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-29,P-F002,緑茶パック,食品,41,200,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-30,P-F002,緑茶パック,食品,26,174,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-31,P-F002,緑茶パック,食品,23,151,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-01,P-F002,緑茶パック,食品,31,120,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-02,P-F002,緑茶パック,食品,19,451,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-03,P-F002,緑茶パック,食品,26,425,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-04,P-F002,緑茶パック,食品,32,393,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-05,P-F002,緑茶パック,食品,33,360,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-06,P-F002,緑茶パック,食品,15,345,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-07,P-F002,緑茶パック,食品,24,321,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-08,P-F002,緑茶パック,食品,22,299,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-09,P-F002,緑茶パック,食品,17,282,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-10,P-F002,緑茶パック,食品,24,258,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-11,P-F002,緑茶パック,食品,39,219,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-12,P-F002,緑茶パック,食品,39,180,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-13,P-F002,緑茶パック,食品,32,148,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-14,P-F002,緑茶パック,食品,35,113,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-15,P-F002,緑茶パック,食品,25,438,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-16,P-F002,緑茶パック,食品,20,418,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-17,P-F002,緑茶パック,食品,19,399,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-18,P-F002,緑茶パック,食品,38,361,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-19,P-F002,緑茶パック,食品,31,330,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-20,P-F002,緑茶パック,食品,20,310,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-21,P-F002,緑茶パック,食品,18,292,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-22,P-F002,緑茶パック,食品,23,269,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-23,P-F002,緑茶パック,食品,30,239,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-24,P-F002,緑茶パック,食品,30,209,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-25,P-F002,緑茶パック,食品,36,173,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-26,P-F002,緑茶パック,食品,29,144,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-27,P-F002,緑茶パック,食品,14,130,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-28,P-F002,緑茶パック,食品,18,112,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-29,P-F002,緑茶パック,食品,23,439,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-30,P-F002,緑茶パック,食品,33,406,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-01,P-F002,緑茶パック,食品,30,376,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-02,P-F002,緑茶パック,食品,42,334,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-03,P-F002,緑茶パック,食品,32,302,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-04,P-F002,緑茶パック,食品,16,286,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-05,P-F002,緑茶パック,食品,16,270,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-06,P-F002,緑茶パック,食品,20,250,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-07,P-F002,緑茶パック,食品,35,215,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-08,P-F002,緑茶パック,食品,25,190,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-09,P-F002,緑茶パック,食品,41,149,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-10,P-F002,緑茶パック,食品,30,119,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-11,P-F002,緑茶パック,食品,27,442,112,350,3,01_食品_日次売上_2023Q4.csv
2023-12-12,P-F002,緑茶パック,食品,23,419,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-13,P-F002,緑茶パック,食品,23,396,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-14,P-F002,緑茶パック,食品,24,372,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-15,P-F002,緑茶パック,食品,26,346,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-16,P-F002,緑茶パック,食品,39,307,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-17,P-F002,緑茶パック,食品,32,275,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-18,P-F002,緑茶パック,食品,16,259,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-19,P-F002,緑茶パック,食品,14,245,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-20,P-F002,緑茶パック,食品,24,221,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-21,P-F002,緑茶パック,食品,32,189,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-22,P-F002,緑茶パック,食品,30,159,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-23,P-F002,緑茶パック,食品,37,122,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-24,P-F002,緑茶パック,食品,36,436,112,350,3,01_食品_日次売上_2023Q4.csv
2023-12-25,P-F002,緑茶パック,食品,29,407,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-26,P-F002,緑茶パック,食品,22,385,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-27,P-F002,緑茶パック,食品,21,364,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-28,P-F002,緑茶パック,食品,30,334,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-29,P-F002,緑茶パック,食品,32,302,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-30,P-F002,緑茶パック,食品,45,257,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-31,P-F002,緑茶パック,食品,36,221,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-01,P-F003,即席ラーメン,食品,43,254,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-02,P-F003,即席ラーメン,食品,31,223,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-03,P-F003,即席ラーメン,食品,20,203,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-04,P-F003,即席ラーメン,食品,21,182,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-05,P-F003,即席ラーメン,食品,32,150,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-06,P-F003,即席ラーメン,食品,24,126,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-07,P-F003,即席ラーメン,食品,33,443,112,350,3,01_食品_日次売上_2023Q4.csv
2023-10-08,P-F003,即席ラーメン,食品,38,405,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-09,P-F003,即席ラーメン,食品,20,385,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-10,P-F003,即席ラーメン,食品,21,364,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-11,P-F003,即席ラーメン,食品,23,341,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-12,P-F003,即席ラーメン,食品,26,315,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-13,P-F003,即席ラーメン,食品,37,278,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-14,P-F003,即席ラーメン,食品,38,240,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-15,P-F003,即席ラーメン,食品,38,202,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-16,P-F003,即席ラーメン,食品,12,190,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-17,P-F003,即席ラーメン,食品,21,169,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-18,P-F003,即席ラーメン,食品,19,150,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-19,P-F003,即席ラーメン,食品,19,131,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-20,P-F003,即席ラーメン,食品,26,455,112,350,3,01_食品_日次売上_2023Q4.csv
2023-10-21,P-F003,即席ラーメン,食品,36,419,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-22,P-F003,即席ラーメン,食品,40,379,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-23,P-F003,即席ラーメン,食品,16,363,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-24,P-F003,即席ラーメン,食品,21,342,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-25,P-F003,即席ラーメン,食品,21,321,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-26,P-F003,即席ラーメン,食品,23,298,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-27,P-F003,即席ラーメン,食品,35,263,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-28,P-F003,即席ラーメン,食品,41,222,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-29,P-F003,即席ラーメン,食品,42,180,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-30,P-F003,即席ラーメン,食品,22,158,112,0,3,01_食品_日次売上_2023Q4.csv
2023-10-31,P-F003,即席ラーメン,食品,18,140,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-01,P-F003,即席ラーメン,食品,23,117,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-02,P-F003,即席ラーメン,食品,26,441,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-03,P-F003,即席ラーメン,食品,31,410,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-04,P-F003,即席ラーメン,食品,33,377,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-05,P-F003,即席ラーメン,食品,36,341,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-06,P-F003,即席ラーメン,食品,24,317,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-07,P-F003,即席ラーメン,食品,34,283,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-08,P-F003,即席ラーメン,食品,34,249,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-09,P-F003,即席ラーメン,食品,21,228,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-10,P-F003,即席ラーメン,食品,29,199,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-11,P-F003,即席ラーメン,食品,31,168,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-12,P-F003,即席ラーメン,食品,33,135,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-13,P-F003,即席ラーメン,食品,25,460,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-14,P-F003,即席ラーメン,食品,28,432,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-15,P-F003,即席ラーメン,食品,21,411,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-16,P-F003,即席ラーメン,食品,22,389,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-17,P-F003,即席ラーメン,食品,20,369,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-18,P-F003,即席ラーメン,食品,38,331,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-19,P-F003,即席ラーメン,食品,31,300,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-20,P-F003,即席ラーメン,食品,20,280,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-21,P-F003,即席ラーメン,食品,17,263,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-22,P-F003,即席ラーメン,食品,24,239,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-23,P-F003,即席ラーメン,食品,17,222,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-24,P-F003,即席ラーメン,食品,24,198,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-25,P-F003,即席ラーメン,食品,50,148,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-26,P-F003,即席ラーメン,食品,30,118,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-27,P-F003,即席ラーメン,食品,18,450,112,350,3,01_食品_日次売上_2023Q4.csv
2023-11-28,P-F003,即席ラーメン,食品,31,419,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-29,P-F003,即席ラーメン,食品,39,380,112,0,3,01_食品_日次売上_2023Q4.csv
2023-11-30,P-F003,即席ラーメン,食品,20,360,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-01,P-F003,即席ラーメン,食品,29,331,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-02,P-F003,即席ラーメン,食品,41,290,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-03,P-F003,即席ラーメン,食品,45,245,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-04,P-F003,即席ラーメン,食品,18,227,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-05,P-F003,即席ラーメン,食品,21,206,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-06,P-F003,即席ラーメン,食品,29,177,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-07,P-F003,即席ラーメン,食品,28,149,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-08,P-F003,即席ラーメン,食品,30,119,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-09,P-F003,即席ラーメン,食品,39,430,112,350,3,01_食品_日次売上_2023Q4.csv
2023-12-10,P-F003,即席ラーメン,食品,30,400,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-11,P-F003,即席ラーメン,食品,22,378,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-12,P-F003,即席ラーメン,食品,21,357,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-13,P-F003,即席ラーメン,食品,26,331,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-14,P-F003,即席ラーメン,食品,24,307,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-15,P-F003,即席ラーメン,食品,34,273,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-16,P-F003,即席ラーメン,食品,45,228,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-17,P-F003,即席ラーメン,食品,38,190,112,0,3,01_食品_日次売上_2023Q4.csv
2023-12-18,P-F003,即席ラーメン,食品,25,165,112,0,3,01_食品_日次売上_2023Q4.csv
