date,product_code,product_name,process,lot_no,inspection_value,lower_limit,upper_limit,unit,inspector,result,is_defect,value_imputed,source_file
2024-01-03,P-001,シャフトA型,切削工程,LOT-20240103-194,50.215,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-04,P-001,シャフトA型,切削工程,LOT-20240104-467,49.797,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-04,P-003,ギアC型,切削工程,LOT-20240104-370,49.593,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-04,P-003,ギアC型,切削工程,LOT-20240104-570,50.564,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-04,P-001,シャフトA型,切削工程,LOT-20240104-487,49.58,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-04,P-003,ギアC型,切削工程,LOT-20240104-400,50.325,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-05,P-002,シャフトB型,切削工程,LOT-20240105-691,50.272,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-05,P-003,ギアC型,切削工程,LOT-20240105-171,50.116,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-05,P-003,ギアC型,切削工程,LOT-20240105-333,50.109,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-05,P-001,シャフトA型,切削工程,LOT-20240105-975,50.112,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-05,P-001,シャフトA型,切削工程,LOT-20240105-489,50.034,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-08,P-002,シャフトB型,切削工程,LOT-20240108-750,50.316,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-08,P-001,シャフトA型,切削工程,LOT-20240108-479,49.84,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-08,P-001,シャフトA型,切削工程,LOT-20240108-786,49.681,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-08,P-003,ギアC型,切削工程,LOT-20240108-799,50.747,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-08,P-003,ギアC型,切削工程,LOT-20240108-750,50.484,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-09,P-003,ギアC型,切削工程,LOT-20240109-846,49.833,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-09,P-001,シャフトA型,切削工程,LOT-20240109-573,50.293,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-09,P-002,シャフトB型,切削工程,LOT-20240109-755,50.397,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-09,P-001,シャフトA型,切削工程,LOT-20240109-801,48.207,49.0,51.0,mm,佐藤,NG,True,False,01_切削工程_検査_202401.csv
2024-01-09,P-001,シャフトA型,切削工程,LOT-20240109-334,49.362,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-10,P-002,シャフトB型,切削工程,LOT-20240110-510,49.54,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-10,P-001,シャフトA型,切削工程,LOT-20240110-316,50.071,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-10,P-003,ギアC型,切削工程,LOT-20240110-422,49.786,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-10,P-003,ギアC型,切削工程,LOT-20240110-611,50.313,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-10,P-003,ギアC型,切削工程,LOT-20240110-569,50.228,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-11,P-002,シャフトB型,切削工程,LOT-20240111-242,49.818,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-11,P-003,ギアC型,切削工程,LOT-20240111-674,49.402,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-11,P-002,シャフトB型,切削工程,LOT-20240111-864,49.765,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-11,P-002,シャフトB型,切削工程,LOT-20240111-697,50.24,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-11,P-002,シャフトB型,切削工程,LOT-20240111-324,50.333,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-12,P-003,ギアC型,切削工程,LOT-20240112-605,49.788,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-12,P-001,シャフトA型,切削工程,LOT-20240112-981,49.156,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-12,P-001,シャフトA型,切削工程,LOT-20240112-742,49.339,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-12,P-003,ギアC型,切削工程,LOT-20240112-532,50.2,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-12,P-001,シャフトA型,切削工程,LOT-20240112-494,49.811,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-15,P-003,ギアC型,切削工程,LOT-20240115-579,49.822,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-15,P-002,シャフトB型,切削工程,LOT-20240115-666,49.533,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-15,P-003,ギアC型,切削工程,LOT-20240115-838,49.525,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-15,P-003,ギアC型,切削工程,LOT-20240115-649,50.42,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-15,P-003,ギアC型,切削工程,LOT-20240115-448,50.217,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-16,P-002,シャフトB型,切削工程,LOT-20240116-545,49.703,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-16,P-002,シャフトB型,切削工程,LOT-20240116-103,50.036,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-16,P-003,ギアC型,切削工程,LOT-20240116-880,50.116,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-16,P-003,ギアC型,切削工程,LOT-20240116-208,50.801,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-16,P-003,ギアC型,切削工程,LOT-20240116-619,49.488,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-17,P-001,シャフトA型,切削工程,LOT-20240117-256,50.11,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-17,P-001,シャフトA型,切削工程,LOT-20240117-652,50.418,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-17,P-001,シャフトA型,切削工程,LOT-20240117-713,50.732,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-17,P-002,シャフトB型,切削工程,LOT-20240117-119,49.68,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-17,P-002,シャフトB型,切削工程,LOT-20240117-999,49.805,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-18,P-001,シャフトA型,切削工程,LOT-20240118-159,50.318,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-18,P-003,ギアC型,切削工程,LOT-20240118-180,47.537,49.0,51.0,mm,田中,NG,True,False,01_切削工程_検査_202401.csv
2024-01-18,P-003,ギアC型,切削工程,LOT-20240118-597,50.157,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-18,P-003,ギアC型,切削工程,LOT-20240118-884,50.998,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-18,P-001,シャフトA型,切削工程,LOT-20240118-775,50.207,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-19,P-003,ギアC型,切削工程,LOT-20240119-269,48.934,49.0,51.0,mm,佐藤,NG,True,False,01_切削工程_検査_202401.csv
2024-01-19,P-003,ギアC型,切削工程,LOT-20240119-993,49.594,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-19,P-002,シャフトB型,切削工程,LOT-20240119-316,49.694,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-19,P-003,ギアC型,切削工程,LOT-20240119-806,47.593,49.0,51.0,mm,鈴木,NG,True,False,01_切削工程_検査_202401.csv
2024-01-19,P-003,ギアC型,切削工程,LOT-20240119-419,49.482,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-22,P-003,ギアC型,切削工程,LOT-20240122-765,49.757,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-22,P-002,シャフトB型,切削工程,LOT-20240122-629,50.14,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-22,P-001,シャフトA型,切削工程,LOT-20240122-353,50.065,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-22,P-001,シャフトA型,切削工程,LOT-20240122-446,49.75,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-22,P-003,ギアC型,切削工程,LOT-20240122-667,49.517,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-23,P-003,ギアC型,切削工程,LOT-20240123-325,51.064,49.0,51.0,mm,田中,NG,True,False,01_切削工程_検査_202401.csv
2024-01-23,P-001,シャフトA型,切削工程,LOT-20240123-824,50.419,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-23,P-001,シャフトA型,切削工程,LOT-20240123-169,50.466,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-23,P-002,シャフトB型,切削工程,LOT-20240123-172,49.922,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-23,P-001,シャフトA型,切削工程,LOT-20240123-385,49.673,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-24,P-001,シャフトA型,切削工程,LOT-20240124-652,49.773,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-24,P-003,ギアC型,切削工程,LOT-20240124-684,49.361,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-24,P-002,シャフトB型,切削工程,LOT-20240124-348,50.79,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-24,P-002,シャフトB型,切削工程,LOT-20240124-294,49.941,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-24,P-001,シャフトA型,切削工程,LOT-20240124-774,50.653,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-25,P-002,シャフトB型,切削工程,LOT-20240125-533,49.795,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-25,P-002,シャフトB型,切削工程,LOT-20240125-984,50.214,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-25,P-003,ギアC型,切削工程,LOT-20240125-769,50.092,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-25,P-001,シャフトA型,切削工程,LOT-20240125-512,49.316,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-25,P-001,シャフトA型,切削工程,LOT-20240125-354,50.862,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-26,P-001,シャフトA型,切削工程,LOT-20240126-649,49.808,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-26,P-001,シャフトA型,切削工程,LOT-20240126-532,49.446,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-26,P-002,シャフトB型,切削工程,LOT-20240126-573,50.322,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-26,P-001,シャフトA型,切削工程,LOT-20240126-553,49.997,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-26,P-001,シャフトA型,切削工程,LOT-20240126-151,50.169,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-29,P-001,シャフトA型,切削工程,LOT-20240129-195,50.045,49.0,51.0,mm,鈴木,OK,False,False,01_切削工程_検査_202401.csv
2024-01-29,P-001,シャフトA型,切削工程,LOT-20240129-516,48.975,49.0,51.0,mm,山田,NG,True,False,01_切削工程_検査_202401.csv
2024-01-29,P-002,シャフトB型,切削工程,LOT-20240129-318,49.578,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-29,P-001,シャフトA型,切削工程,LOT-20240129-268,49.561,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-29,P-001,シャフトA型,切削工程,LOT-20240129-499,50.458,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-30,P-002,シャフトB型,切削工程,LOT-20240130-392,50.015,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-30,P-003,ギアC型,切削工程,LOT-20240130-848,50.244,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-30,P-003,ギアC型,切削工程,LOT-20240130-835,49.836,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-30,P-001,シャフトA型,切削工程,LOT-20240130-294,50.269,49.0,51.0,mm,佐藤,OK,False,False,01_切削工程_検査_202401.csv
2024-01-30,P-001,シャフトA型,切削工程,LOT-20240130-159,49.923,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-31,P-003,ギアC型,切削工程,LOT-20240131-655,49.888,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-31,P-003,ギアC型,切削工程,LOT-20240131-421,50.088,49.0,51.0,mm,田中,OK,False,False,01_切削工程_検査_202401.csv
2024-01-31,P-001,シャフトA型,切削工程,LOT-20240131-698,50.045,49.0,51.0,mm,山田,OK,False,False,01_切削工程_検査_202401.csv
2024-01-31,P-003,ギアC型,切削工程,LOT-20240131-973,51.259,49.0,51.0,mm,中村,NG,True,False,01_切削工程_検査_202401.csv
2024-01-31,P-001,シャフトA型,切削工程,LOT-20240131-158,49.573,49.0,51.0,mm,中村,OK,False,False,01_切削工程_検査_202401.csv
2024-01-01,P-004,フレームX,溶接工程,LOT-20240101-971,195.61,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-01,P-004,フレームX,溶接工程,LOT-20240101-709,200.947,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-01,P-006,ブラケット,溶接工程,LOT-20240101-982,197.813,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-01,P-005,フレームY,溶接工程,LOT-20240101-222,193.558,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-01,P-004,フレームX,溶接工程,LOT-20240101-692,196.813,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-02,P-004,フレームX,溶接工程,LOT-20240102-734,206.633,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-02,P-005,フレームY,溶接工程,LOT-20240102-773,197.369,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-02,P-006,ブラケット,溶接工程,LOT-20240102-635,194.727,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-02,P-005,フレームY,溶接工程,LOT-20240102-309,206.388,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-02,P-004,フレームX,溶接工程,LOT-20240102-371,196.71,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-03,P-004,フレームX,溶接工程,LOT-20240103-787,208.715,192.0,208.0,N,佐藤,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-03,P-005,フレームY,溶接工程,LOT-20240103-423,198.895,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-03,P-004,フレームX,溶接工程,LOT-20240103-569,205.186,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-03,P-006,ブラケット,溶接工程,LOT-20240103-202,199.264,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-03,P-006,ブラケット,溶接工程,LOT-20240103-318,201.304,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-04,P-005,フレームY,溶接工程,LOT-20240104-235,199.599,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-04,P-004,フレームX,溶接工程,LOT-20240104-350,199.285,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-04,P-005,フレームY,溶接工程,LOT-20240104-261,200.697,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-04,P-006,ブラケット,溶接工程,LOT-20240104-820,201.415,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-04,P-006,ブラケット,溶接工程,LOT-20240104-926,200.466,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-05,P-004,フレームX,溶接工程,LOT-20240105-783,200.159,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-05,P-005,フレームY,溶接工程,LOT-20240105-779,197.835,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-05,P-004,フレームX,溶接工程,LOT-20240105-370,210.58,192.0,208.0,N,田中,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-05,P-004,フレームX,溶接工程,LOT-20240105-860,206.28,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-05,P-004,フレームX,溶接工程,LOT-20240105-378,201.158,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-08,P-006,ブラケット,溶接工程,LOT-20240108-315,187.572,192.0,208.0,N,佐藤,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-08,P-004,フレームX,溶接工程,LOT-20240108-803,203.573,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-08,P-006,ブラケット,溶接工程,LOT-20240108-600,201.44,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-08,P-004,フレームX,溶接工程,LOT-20240108-194,202.782,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-08,P-005,フレームY,溶接工程,LOT-20240108-145,196.669,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-09,P-005,フレームY,溶接工程,LOT-20240109-889,200.791,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-09,P-006,ブラケット,溶接工程,LOT-20240109-368,199.123,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-09,P-006,ブラケット,溶接工程,LOT-20240109-552,199.244,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-09,P-006,ブラケット,溶接工程,LOT-20240109-537,204.414,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-09,P-004,フレームX,溶接工程,LOT-20240109-214,199.289,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-10,P-006,ブラケット,溶接工程,LOT-20240110-252,200.888,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-10,P-004,フレームX,溶接工程,LOT-20240110-954,194.73,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-10,P-006,ブラケット,溶接工程,LOT-20240110-665,205.182,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-10,P-005,フレームY,溶接工程,LOT-20240110-230,202.591,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-10,P-005,フレームY,溶接工程,LOT-20240110-473,199.816,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-11,P-005,フレームY,溶接工程,LOT-20240111-315,198.997,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-11,P-006,ブラケット,溶接工程,LOT-20240111-205,201.748,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-11,P-006,ブラケット,溶接工程,LOT-20240111-995,203.532,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-11,P-006,ブラケット,溶接工程,LOT-20240111-867,205.232,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-11,P-004,フレームX,溶接工程,LOT-20240111-985,202.484,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-12,P-004,フレームX,溶接工程,LOT-20240112-522,200.2,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-12,P-004,フレームX,溶接工程,LOT-20240112-854,202.969,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-12,P-005,フレームY,溶接工程,LOT-20240112-921,202.347,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-12,P-005,フレームY,溶接工程,LOT-20240112-263,200.211,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-12,P-005,フレームY,溶接工程,LOT-20240112-993,202.253,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-15,P-005,フレームY,溶接工程,LOT-20240115-327,202.192,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-15,P-005,フレームY,溶接工程,LOT-20240115-458,199.799,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-15,P-004,フレームX,溶接工程,LOT-20240115-328,198.445,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-15,P-006,ブラケット,溶接工程,LOT-20240115-297,201.913,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-15,P-005,フレームY,溶接工程,LOT-20240115-385,196.959,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-16,P-005,フレームY,溶接工程,LOT-20240116-459,196.35,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-16,P-005,フレームY,溶接工程,LOT-20240116-795,200.936,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-16,P-005,フレームY,溶接工程,LOT-20240116-128,201.826,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-16,P-005,フレームY,溶接工程,LOT-20240116-282,200.913,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-16,P-005,フレームY,溶接工程,LOT-20240116-139,201.242,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-17,P-006,ブラケット,溶接工程,LOT-20240117-544,193.81,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-17,P-006,ブラケット,溶接工程,LOT-20240117-905,201.773,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-17,P-005,フレームY,溶接工程,LOT-20240117-720,204.428,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-17,P-004,フレームX,溶接工程,LOT-20240117-494,202.54,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-17,P-004,フレームX,溶接工程,LOT-20240117-360,202.441,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-18,P-006,ブラケット,溶接工程,LOT-20240118-546,200.699,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-18,P-006,ブラケット,溶接工程,LOT-20240118-925,200.811,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-18,P-006,ブラケット,溶接工程,LOT-20240118-836,199.557,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-18,P-005,フレームY,溶接工程,LOT-20240118-541,201.15,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-18,P-006,ブラケット,溶接工程,LOT-20240118-438,196.824,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
