year_month,department,employment_type,head_count,budget_cost,actual_cost,overtime_cost,variance_amount,variance_rate,cost_per_person,variance_flag,source_file
2024-04,開発部,パート,3,300000,266908,50799,-33092,-0.11030666666666666,88969.33333333333,正常,labor_cost_styleA_202401.csv
2024-04,物流部,正社員,10,4000000,3967205,665272,-32795,-0.00819875,396720.5,正常,labor_cost_styleA_202401.csv
2024-04,物流部,契約社員,6,1800000,1632821,105381,-167179,-0.09287722222222222,272136.8333333333,正常,labor_cost_styleA_202401.csv
2024-04,物流部,パート,15,1500000,1465610,175951,-34390,-0.022926666666666668,97707.33333333333,正常,labor_cost_styleA_202401.csv
2024-05,営業部,正社員,10,5000000,5260046,1039515,260046,0.0520092,526004.6,正常,labor_cost_styleA_202401.csv
2024-05,営業部,契約社員,5,1500000,1815589,183184,315589,0.21039266666666667,363117.8,超過,labor_cost_styleA_202401.csv
2024-05,営業部,パート,8,800000,739677,58087,-60323,-0.07540375,92459.625,正常,labor_cost_styleA_202401.csv
2024-05,製造部,正社員,15,6000000,5859386,537784,-140614,-0.023435666666666667,390625.73333333334,正常,labor_cost_styleA_202401.csv
2024-05,製造部,契約社員,8,2000000,2253959,262517,253959,0.1269795,281744.875,正常,labor_cost_styleA_202401.csv
2024-05,製造部,パート,12,1200000,1218117,70149,18117,0.0150975,101509.75,正常,labor_cost_styleA_202401.csv
2024-05,管理部,正社員,8,3000000,3302424,645126,302424,0.100808,412803.0,正常,labor_cost_styleA_202401.csv
2024-05,管理部,契約社員,3,900000,994147,74508,94147,0.10460777777777777,331382.3333333333,正常,labor_cost_styleA_202401.csv
2024-05,管理部,パート,4,400000,365649,40278,-34351,-0.0858775,91412.25,正常,labor_cost_styleA_202401.csv
2024-05,開発部,正社員,18,7000000,8447921,1670967,1447921,0.20684585714285714,469328.94444444444,超過,labor_cost_styleA_202401.csv
2024-05,開発部,契約社員,7,2500000,2713052,320821,213052,0.0852208,387578.85714285716,正常,labor_cost_styleA_202401.csv
2024-05,開発部,パート,3,300000,341158,67997,41158,0.13719333333333333,113719.33333333333,正常,labor_cost_styleA_202401.csv
2024-05,物流部,正社員,10,4000000,4262089,312068,262089,0.06552225,426208.9,正常,labor_cost_styleA_202401.csv
2024-05,物流部,契約社員,6,1800000,2053103,281022,253103,0.14061277777777778,342183.8333333333,正常,labor_cost_styleA_202401.csv
2024-05,物流部,パート,15,1500000,1611589,94398,111589,0.07439266666666666,107439.26666666666,正常,labor_cost_styleA_202401.csv
2024-06,営業部,正社員,10,5000000,5004275,890300,4275,0.000855,500427.5,正常,labor_cost_styleA_202401.csv
2024-06,営業部,契約社員,5,1500000,1707350,105884,207350,0.13823333333333335,341470.0,正常,labor_cost_styleA_202401.csv
2024-06,営業部,パート,8,800000,822808,124475,22808,0.02851,102851.0,正常,labor_cost_styleA_202401.csv
2024-06,製造部,正社員,15,6000000,5315795,975677,-684205,-0.11403416666666667,354386.3333333333,正常,labor_cost_styleA_202401.csv
2024-06,製造部,契約社員,8,2000000,2056711,293918,56711,0.0283555,257088.875,正常,labor_cost_styleA_202401.csv
2024-06,製造部,パート,12,1200000,1230122,157969,30122,0.025101666666666668,102510.16666666667,正常,labor_cost_styleA_202401.csv
2024-06,管理部,正社員,8,3000000,2733833,430383,-266167,-0.08872233333333333,341729.125,正常,labor_cost_styleA_202401.csv
2024-06,管理部,契約社員,3,900000,871862,131436,-28138,-0.03126444444444444,290620.6666666667,正常,labor_cost_styleA_202401.csv
2024-06,管理部,パート,4,400000,377941,61521,-22059,-0.0551475,94485.25,正常,labor_cost_styleA_202401.csv
2024-06,開発部,正社員,18,7000000,8531199,1704261,1531199,0.2187427142857143,473955.5,超過,labor_cost_styleA_202401.csv
2024-06,開発部,契約社員,7,2500000,2179945,178696,-320055,-0.128022,311420.71428571426,正常,labor_cost_styleA_202401.csv
2024-06,開発部,パート,3,300000,338993,61740,38993,0.12997666666666666,112997.66666666667,正常,labor_cost_styleA_202401.csv
2024-06,物流部,正社員,10,4000000,3843432,283114,-156568,-0.039142,384343.2,正常,labor_cost_styleA_202401.csv
2024-06,物流部,契約社員,6,1800000,1909911,270733,109911,0.06106166666666667,318318.5,正常,labor_cost_styleA_202401.csv
2024-06,物流部,パート,15,1500000,1569289,80305,69289,0.04619266666666667,104619.26666666666,正常,labor_cost_styleA_202401.csv
2024-07,営業部,正社員,10,5000000,4934021,737677,-65979,-0.0131958,493402.1,正常,labor_cost_styleA_202401.csv
2024-07,営業部,契約社員,5,1500000,1402202,94388,-97798,-0.06519866666666667,280440.4,正常,labor_cost_styleA_202401.csv
2024-07,営業部,パート,8,800000,853412,77534,53412,0.066765,106676.5,正常,labor_cost_styleA_202401.csv
2024-07,製造部,正社員,15,6000000,6711287,540524,711287,0.11854783333333334,447419.13333333336,正常,labor_cost_styleA_202401.csv
2024-07,製造部,契約社員,8,2000000,1951309,240556,-48691,-0.0243455,243913.625,正常,labor_cost_styleA_202401.csv
2024-07,製造部,パート,12,1200000,1390827,88797,190827,0.1590225,115902.25,超過,labor_cost_styleA_202401.csv
2024-07,管理部,正社員,8,3000000,2938962,148511,-61038,-0.020346,367370.25,正常,labor_cost_styleA_202401.csv
2024-07,管理部,契約社員,3,900000,983871,87853,83871,0.09319,327957.0,正常,labor_cost_styleA_202401.csv
2024-07,管理部,パート,4,400000,426511,48687,26511,0.0662775,106627.75,正常,labor_cost_styleA_202401.csv
2024-07,開発部,正社員,18,7000000,8535456,1557430,1535456,0.21935085714285715,474192.0,超過,labor_cost_styleA_202401.csv
2024-07,開発部,契約社員,7,2500000,2660902,466161,160902,0.0643608,380128.85714285716,正常,labor_cost_styleA_202401.csv
2024-07,開発部,パート,3,300000,281744,19473,-18256,-0.060853333333333336,93914.66666666667,正常,labor_cost_styleA_202401.csv
2024-07,物流部,正社員,10,4000000,4702716,796726,702716,0.175679,470271.6,超過,labor_cost_styleA_202401.csv
2024-07,物流部,契約社員,6,1800000,2116190,172493,316190,0.1756611111111111,352698.3333333333,超過,labor_cost_styleA_202401.csv
2024-07,物流部,パート,15,1500000,1387319,231706,-112681,-0.07512066666666667,92487.93333333333,正常,labor_cost_styleA_202401.csv
2024-08,営業部,正社員,10,5000000,5102544,730170,102544,0.0205088,510254.4,正常,labor_cost_styleA_202401.csv
2024-08,営業部,契約社員,5,1500000,1778118,319511,278118,0.185412,355623.6,超過,labor_cost_styleA_202401.csv
2024-08,営業部,パート,8,800000,918314,167328,118314,0.1478925,114789.25,正常,labor_cost_styleA_202401.csv
2024-08,製造部,正社員,15,6000000,7941053,792738,1941053,0.32350883333333336,529403.5333333333,超過,labor_cost_styleA_202401.csv
2024-08,製造部,契約社員,8,2000000,2290408,411379,290408,0.145204,286301.0,正常,labor_cost_styleA_202401.csv
2024-08,製造部,パート,12,1200000,1171852,196995,-28148,-0.023456666666666667,97654.33333333333,正常,labor_cost_styleA_202401.csv
2024-08,管理部,正社員,8,3000000,3501697,626064,501697,0.16723233333333334,437712.125,超過,labor_cost_styleA_202401.csv
2024-08,管理部,契約社員,3,900000,1034752,123182,134752,0.14972444444444444,344917.3333333333,正常,labor_cost_styleA_202401.csv
2024-08,管理部,パート,4,400000,457213,38469,57213,0.1430325,114303.25,正常,labor_cost_styleA_202401.csv
2024-08,開発部,正社員,18,7000000,8665425,859950,1665425,0.23791785714285715,481412.5,超過,labor_cost_styleA_202401.csv
2024-08,開発部,契約社員,7,2500000,2992675,274933,492675,0.19707,427525.0,超過,labor_cost_styleA_202401.csv
2024-08,開発部,パート,3,300000,305519,60239,5519,0.018396666666666665,101839.66666666667,正常,labor_cost_styleA_202401.csv
2024-08,物流部,正社員,10,4000000,4753438,319912,753438,0.1883595,475343.8,超過,labor_cost_styleA_202401.csv
2024-08,物流部,契約社員,6,1800000,1707747,331952,-92253,-0.05125166666666667,284624.5,正常,labor_cost_styleA_202401.csv
2024-08,物流部,パート,15,1500000,1389970,160103,-110030,-0.07335333333333334,92664.66666666667,正常,labor_cost_styleA_202401.csv
2024-09,営業部,正社員,10,5000000,4720515,665268,-279485,-0.055897,472051.5,正常,labor_cost_styleA_202401.csv
2024-09,営業部,契約社員,5,1500000,1448337,197680,-51663,-0.034442,289667.4,正常,labor_cost_styleA_202401.csv
2024-09,営業部,パート,8,800000,850108,42721,50108,0.062635,106263.5,正常,labor_cost_styleA_202401.csv
2024-09,製造部,正社員,15,6000000,6069213,958416,69213,0.0115355,404614.2,正常,labor_cost_styleA_202401.csv
2024-09,製造部,契約社員,8,2000000,2102377,219978,102377,0.0511885,262797.125,正常,labor_cost_styleA_202401.csv
2024-09,製造部,パート,12,1200000,1499562,149251,299562,0.249635,124963.5,超過,labor_cost_styleA_202401.csv
2024-09,管理部,正社員,8,3000000,3313213,523365,313213,0.10440433333333334,414151.625,正常,labor_cost_styleA_202401.csv
2024-09,管理部,契約社員,3,900000,848506,94403,-51494,-0.057215555555555554,282835.3333333333,正常,labor_cost_styleA_202401.csv
2024-09,管理部,パート,4,400000,375478,25942,-24522,-0.061305,93869.5,正常,labor_cost_styleA_202401.csv
2024-09,開発部,正社員,18,7000000,7924763,1201375,924763,0.132109,440264.6111111111,正常,labor_cost_styleA_202401.csv
2024-09,開発部,契約社員,7,2500000,2586636,246098,86636,0.0346544,369519.4285714286,正常,labor_cost_styleA_202401.csv
2024-09,開発部,パート,3,300000,255036,23727,-44964,-0.14988,85012.0,正常,labor_cost_styleA_202401.csv
2024-09,物流部,正社員,10,4000000,4095981,607048,95981,0.02399525,409598.1,正常,labor_cost_styleA_202401.csv
2024-09,物流部,契約社員,6,1800000,1768766,145136,-31234,-0.017352222222222224,294794.3333333333,正常,labor_cost_styleA_202401.csv
2024-09,物流部,パート,15,1500000,1680531,284688,180531,0.120354,112035.4,正常,labor_cost_styleA_202401.csv
2024-10,営業部,正社員,10,5000000,4377193,557294,-622807,-0.1245614,437719.3,正常,labor_cost_styleA_202401.csv
2024-10,営業部,契約社員,5,1500000,1425834,246332,-74166,-0.049444,285166.8,正常,labor_cost_styleA_202401.csv
2024-10,営業部,パート,8,800000,841470,70427,41470,0.0518375,105183.75,正常,labor_cost_styleA_202401.csv
2024-10,製造部,正社員,15,6000000,5143965,446117,-856035,-0.1426725,342931.0,正常,labor_cost_styleA_202401.csv
2024-10,製造部,契約社員,8,2000000,2209842,134632,209842,0.104921,276230.25,正常,labor_cost_styleA_202401.csv
2024-10,製造部,パート,12,1200000,1246715,98696,46715,0.03892916666666667,103892.91666666667,正常,labor_cost_styleA_202401.csv
2024-10,管理部,正社員,8,3000000,2994939,259354,-5061,-0.001687,374367.375,正常,labor_cost_styleA_202401.csv
2024-10,管理部,契約社員,3,900000,766497,124666,-133503,-0.14833666666666667,255499.0,正常,labor_cost_styleA_202401.csv
2024-10,管理部,パート,4,400000,352790,40137,-47210,-0.118025,88197.5,正常,labor_cost_styleA_202401.csv
2024-10,開発部,正社員,18,7000000,7961728,1016662,961728,0.13738971428571428,442318.22222222225,正常,labor_cost_styleA_202401.csv
2024-10,開発部,契約社員,7,2500000,2968449,526158,468449,0.1873796,424064.14285714284,超過,labor_cost_styleA_202401.csv
2024-10,開発部,パート,3,300000,327127,49113,27127,0.09042333333333333,109042.33333333333,正常,labor_cost_styleA_202401.csv
2024-10,物流部,正社員,10,4000000,4114542,792073,114542,0.0286355,411454.2,正常,labor_cost_styleA_202401.csv
2024-10,物流部,契約社員,6,1800000,1860832,293808,60832,0.03379555555555556,310138.6666666667,正常,labor_cost_styleA_202401.csv
2024-10,物流部,パート,15,1500000,1648756,217933,148756,0.09917066666666667,109917.06666666667,正常,labor_cost_styleA_202401.csv
2024-11,営業部,正社員,10,5000000,5365483,650302,365483,0.0730966,536548.3,正常,labor_cost_styleA_202401.csv
2024-11,営業部,契約社員,5,1500000,1386257,201907,-113743,-0.07582866666666667,277251.4,正常,labor_cost_styleA_202401.csv
2024-11,営業部,パート,8,800000,805111,115945,5111,0.00638875,100638.875,正常,labor_cost_styleA_202401.csv
2024-11,製造部,正社員,15,6000000,5239470,486533,-760530,-0.126755,349298.0,正常,labor_cost_styleA_202401.csv
2024-11,製造部,契約社員,8,2000000,1891825,247872,-108175,-0.0540875,236478.125,正常,labor_cost_styleA_202401.csv
2024-11,製造部,パート,12,1200000,1103254,170003,-96746,-0.08062166666666666,91937.83333333333,正常,labor_cost_styleA_202401.csv
2024-11,管理部,正社員,8,3000000,2607805,289831,-392195,-0.13073166666666666,325975.625,正常,labor_cost_styleA_202401.csv
2024-11,管理部,契約社員,3,900000,877259,71080,-22741,-0.025267777777777778,292419.6666666667,正常,labor_cost_styleA_202401.csv
2024-11,管理部,パート,4,400000,448580,61729,48580,0.12145,112145.0,正常,labor_cost_styleA_202401.csv
2024-11,開発部,正社員,18,7000000,7749137,1277361,749137,0.10701957142857142,430507.6111111111,正常,labor_cost_styleA_202401.csv
2024-11,開発部,契約社員,7,2500000,2129422,218827,-370578,-0.1482312,304203.14285714284,正常,labor_cost_styleA_202401.csv
2024-11,開発部,パート,3,300000,331810,64044,31810,0.10603333333333333,110603.33333333333,正常,labor_cost_styleA_202401.csv
2024-11,物流部,正社員,10,4000000,4297018,566861,297018,0.0742545,429701.8,正常,labor_cost_styleA_202401.csv
2024-11,物流部,契約社員,6,1800000,1649090,136731,-150910,-0.0838388888888889,274848.3333333333,正常,labor_cost_styleA_202401.csv
2024-11,物流部,パート,15,1500000,1288061,129346,-211939,-0.14129266666666668,85870.73333333334,正常,labor_cost_styleA_202401.csv
2024-12,営業部,正社員,10,5000000,5099298,381206,99298,0.0198596,509929.8,正常,labor_cost_styleA_202401.csv
2024-12,営業部,契約社員,5,1500000,1399054,200538,-100946,-0.06729733333333333,279810.8,正常,labor_cost_styleA_202401.csv
2024-12,営業部,パート,8,800000,1015646,136765,215646,0.2695575,126955.75,超過,labor_cost_styleA_202401.csv
2024-12,製造部,正社員,15,6000000,7852398,552454,1852398,0.308733,523493.2,超過,labor_cost_styleA_202401.csv
2024-12,製造部,契約社員,8,2000000,1816679,194140,-183321,-0.0916605,227084.875,正常,labor_cost_styleA_202401.csv
2024-12,製造部,パート,12,1200000,1194547,196126,-5453,-0.004544166666666667,99545.58333333333,正常,labor_cost_styleA_202401.csv
2024-12,管理部,正社員,8,3000000,3388149,592209,388149,0.129383,423518.625,正常,labor_cost_styleA_202401.csv
2024-12,管理部,契約社員,3,900000,826470,43726,-73530,-0.0817,275490.0,正常,labor_cost_styleA_202401.csv
2024-12,管理部,パート,4,400000,482988,49503,82988,0.20747,120747.0,超過,labor_cost_styleA_202401.csv
2024-12,開発部,正社員,18,7000000,7970118,1177690,970118,0.13858828571428572,442784.3333333333,正常,labor_cost_styleA_202401.csv
2024-12,開発部,契約社員,7,2500000,2979069,238039,479069,0.1916276,425581.28571428574,超過,labor_cost_styleA_202401.csv
2024-12,開発部,パート,3,300000,369450,25467,69450,0.2315,123150.0,超過,labor_cost_styleA_202401.csv
2024-12,物流部,正社員,10,4000000,4280601,353982,280601,0.07015025,428060.1,正常,labor_cost_styleA_202401.csv
2024-12,物流部,契約社員,6,1800000,2041331,153443,241331,0.1340727777777778,340221.8333333333,正常,labor_cost_styleA_202401.csv
2024-12,物流部,パート,15,1500000,1692144,113678,192144,0.128096,112809.6,正常,labor_cost_styleA_202401.csv
2024-01,営業部,正社員,10,5000000,5697081,377231,697081,0.1394162,569708.1,正常,labor_cost_styleB_202401.csv
2024-01,営業部,契約社員,5,1500000,1795190,272154,295190,0.19679333333333332,359038.0,超過,labor_cost_styleB_202401.csv
2024-01,営業部,パート,8,800000,775197,121901,-24803,-0.03100375,96899.625,正常,labor_cost_styleB_202401.csv
2024-01,製造部,正社員,15,6000000,7521552,1083753,1521552,0.253592,501436.8,超過,labor_cost_styleB_202401.csv
2024-01,製造部,契約社員,8,2000000,2163488,384114,163488,0.081744,270436.0,正常,labor_cost_styleB_202401.csv
2024-01,製造部,パート,12,1200000,1063579,210138,-136421,-0.11368416666666667,88631.58333333333,正常,labor_cost_styleB_202401.csv
2024-01,管理部,正社員,8,3000000,2862483,327057,-137517,-0.045839,357810.375,正常,labor_cost_styleB_202401.csv
2024-01,管理部,契約社員,3,900000,901609,91229,1609,0.0017877777777777777,300536.3333333333,正常,labor_cost_styleB_202401.csv
2024-01,管理部,パート,4,400000,438679,28878,38679,0.0966975,109669.75,正常,labor_cost_styleB_202401.csv
2024-01,開発部,正社員,18,7000000,7284728,1269772,284728,0.04067542857142857,404707.1111111111,正常,labor_cost_styleB_202401.csv
2024-01,開発部,契約社員,7,2500000,2451615,392428,-48385,-0.019354,350230.71428571426,正常,labor_cost_styleB_202401.csv
2024-01,開発部,パート,3,300000,279307,47825,-20693,-0.06897666666666667,93102.33333333333,正常,labor_cost_styleB_202401.csv
2024-01,物流部,正社員,10,4000000,3980197,459060,-19803,-0.00495075,398019.7,正常,labor_cost_styleB_202401.csv
2024-01,物流部,契約社員,6,1800000,1674933,297731,-125067,-0.06948166666666666,279155.5,正常,labor_cost_styleB_202401.csv
2024-01,物流部,パート,15,1500000,1313998,239469,-186002,-0.12400133333333334,87599.86666666667,正常,labor_cost_styleB_202401.csv
2024-02,営業部,正社員,10,5000000,4947062,700255,-52938,-0.0105876,494706.2,正常,labor_cost_styleB_202401.csv
2024-02,営業部,契約社員,5,1500000,1287914,228788,-212086,-0.14139066666666666,257582.8,正常,labor_cost_styleB_202401.csv
2024-02,営業部,パート,8,800000,730908,124016,-69092,-0.086365,91363.5,正常,labor_cost_styleB_202401.csv
2024-02,製造部,正社員,15,6000000,6684575,1037296,684575,0.11409583333333333,445638.3333333333,正常,labor_cost_styleB_202401.csv
2024-02,製造部,契約社員,8,2000000,1706090,327926,-293910,-0.146955,213261.25,正常,labor_cost_styleB_202401.csv
2024-02,製造部,パート,12,1200000,1509613,186115,309613,0.25801083333333336,125801.08333333333,超過,labor_cost_styleB_202401.csv
2024-02,管理部,正社員,8,3000000,3171548,465854,171548,0.057182666666666666,396443.5,正常,labor_cost_styleB_202401.csv
2024-02,管理部,契約社員,3,900000,979091,62620,79091,0.0878788888888889,326363.6666666667,正常,labor_cost_styleB_202401.csv
2024-02,管理部,パート,4,400000,423014,40580,23014,0.057535,105753.5,正常,labor_cost_styleB_202401.csv
2024-02,開発部,正社員,18,7000000,6943847,900188,-56153,-0.008021857142857143,385769.27777777775,正常,labor_cost_styleB_202401.csv
2024-02,開発部,契約社員,7,2500000,2684451,267421,184451,0.0737804,383493.0,正常,labor_cost_styleB_202401.csv
2024-02,開発部,パート,3,300000,279382,24504,-20618,-0.06872666666666667,93127.33333333333,正常,labor_cost_styleB_202401.csv
2024-02,物流部,正社員,10,4000000,3631101,246672,-368899,-0.09222475,363110.1,正常,labor_cost_styleB_202401.csv
2024-02,物流部,契約社員,6,1800000,1941582,151001,141582,0.07865666666666667,323597.0,正常,labor_cost_styleB_202401.csv
2024-02,物流部,パート,15,1500000,1492889,236903,-7111,-0.0047406666666666665,99525.93333333333,正常,labor_cost_styleB_202401.csv
2024-03,営業部,正社員,10,5000000,5036955,465665,36955,0.007391,503695.5,正常,labor_cost_styleB_202401.csv
2024-03,営業部,契約社員,5,1500000,1362352,114604,-137648,-0.09176533333333334,272470.4,正常,labor_cost_styleB_202401.csv
2024-03,営業部,パート,8,800000,683395,88923,-116605,-0.14575625,85424.375,正常,labor_cost_styleB_202401.csv
2024-03,製造部,正社員,15,6000000,6853730,911572,853730,0.14228833333333332,456915.3333333333,正常,labor_cost_styleB_202401.csv
2024-03,製造部,契約社員,8,2000000,1775767,320116,-224233,-0.1121165,221970.875,正常,labor_cost_styleB_202401.csv
2024-03,製造部,パート,12,1200000,1334179,181594,134179,0.11181583333333334,111181.58333333333,正常,labor_cost_styleB_202401.csv
2024-03,管理部,正社員,8,3000000,2946421,228802,-53579,-0.017859666666666666,368302.625,正常,labor_cost_styleB_202401.csv
2024-03,管理部,契約社員,3,900000,1162043,141373,262043,0.2911588888888889,387347.6666666667,超過,labor_cost_styleB_202401.csv
2024-03,管理部,パート,4,400000,388084,23716,-11916,-0.02979,97021.0,正常,labor_cost_styleB_202401.csv
2024-03,開発部,正社員,18,7000000,6062579,438807,-937421,-0.1339172857142857,336809.94444444444,正常,labor_cost_styleB_202401.csv
2024-03,開発部,契約社員,7,2500000,2352876,468428,-147124,-0.0588496,336125.14285714284,正常,labor_cost_styleB_202401.csv
2024-03,開発部,パート,3,300000,323799,45638,23799,0.07933,107933.0,正常,labor_cost_styleB_202401.csv
2024-03,物流部,正社員,10,4000000,3670824,471281,-329176,-0.082294,367082.4,正常,labor_cost_styleB_202401.csv
2024-03,物流部,契約社員,6,1800000,1769069,316707,-30931,-0.017183888888888887,294844.8333333333,正常,labor_cost_styleB_202401.csv
