reserv_date,reserv_no,store_name,course,guest_count,amount,status,cancel_reason,source_file,is_cancel,loss_amount,day_of_week
2024-01-18,A00055,銀座店,飲み放題,10,30000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-24,A00056,新宿店,ランチ,3,9000,キャンセル,急用,reservations_styleA_202401.csv,1,9000,水
2024-01-23,A00057,銀座店,ディナー,5,45000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-28,A00058,新宿店,ディナー,5,60000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-25,A00059,渋谷店,ランチ,7,21000,キャンセル,天候,reservations_styleA_202401.csv,1,21000,木
2024-01-14,A00060,渋谷店,飲み放題,3,18000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-23,A00061,銀座店,ランチ,2,4000,予約済み,,reservations_styleA_202401.csv,0,0,火
2024-01-14,A00062,渋谷店,ランチ,6,24000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-26,A00063,渋谷店,ランチ,5,15000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-12,A00064,渋谷店,飲み放題,4,16000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-28,A00065,銀座店,個室コース,10,190000,キャンセル,体調不良,reservations_styleA_202401.csv,1,190000,日
2024-01-26,A00066,渋谷店,ディナー,7,35000,キャンセル,天候,reservations_styleA_202401.csv,1,35000,金
2024-01-04,A00067,新宿店,ディナー,5,35000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-12,A00068,新宿店,ランチ,8,16000,キャンセル,忘れ,reservations_styleA_202401.csv,1,16000,金
2024-01-13,A00069,新宿店,ディナー,4,20000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-17,A00070,新宿店,飲み放題,2,10000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-09,A00071,新宿店,飲み放題,1,3000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-12,A00072,渋谷店,飲み放題,1,3000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-19,A00073,銀座店,飲み放題,7,21000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-22,A00074,渋谷店,飲み放題,1,6000,キャンセル,その他,reservations_styleA_202401.csv,1,6000,月
2024-01-20,A00075,銀座店,ディナー,6,66000,キャンセル,天候,reservations_styleA_202401.csv,1,66000,土
2024-01-14,A00076,新宿店,ランチ,5,20000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-22,A00077,新宿店,個室コース,5,80000,キャンセル,忘れ,reservations_styleA_202401.csv,1,80000,月
2024-01-27,A00078,新宿店,ディナー,10,90000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-19,A00079,渋谷店,飲み放題,5,20000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-07,A00080,銀座店,飲み放題,8,48000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-22,A00081,銀座店,個室コース,3,54000,キャンセル,その他,reservations_styleA_202401.csv,1,54000,月
2024-01-08,A00082,銀座店,飲み放題,2,8000,来店済み,,reservations_styleA_202401.csv,0,0,月
2024-01-16,A00083,渋谷店,ディナー,1,5000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-19,A00084,銀座店,ランチ,8,24000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-21,A00085,渋谷店,個室コース,8,112000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-26,A00086,銀座店,ランチ,2,6000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-28,A00087,銀座店,個室コース,1,16000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-17,A00088,渋谷店,個室コース,3,60000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-18,A00089,銀座店,飲み放題,8,48000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-08,A00090,新宿店,ディナー,8,96000,来店済み,,reservations_styleA_202401.csv,0,0,月
2024-01-09,A00091,銀座店,飲み放題,9,54000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-11,A00092,新宿店,ランチ,5,10000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-23,A00093,銀座店,ランチ,3,6000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-18,A00094,渋谷店,ディナー,2,22000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-13,A00095,新宿店,個室コース,1,11000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-12,A00096,銀座店,ランチ,10,30000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-18,A00097,新宿店,個室コース,7,112000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-16,A00098,銀座店,ディナー,8,64000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-13,A00099,渋谷店,個室コース,6,108000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-18,A00100,銀座店,ディナー,8,56000,予約済み,,reservations_styleA_202401.csv,0,0,木
2024-01-03,A00101,渋谷店,個室コース,10,170000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-13,A00102,銀座店,個室コース,3,45000,キャンセル,天候,reservations_styleA_202401.csv,1,45000,土
2024-01-13,A00103,新宿店,ディナー,8,80000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-24,A00104,新宿店,個室コース,5,45000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-25,A00105,銀座店,ランチ,6,12000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-20,A00106,銀座店,ランチ,1,2000,キャンセル,急用,reservations_styleA_202401.csv,1,2000,土
2024-01-19,A00107,渋谷店,ディナー,3,36000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-20,A00108,渋谷店,個室コース,5,100000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-10,A00109,銀座店,ランチ,3,9000,キャンセル,急用,reservations_styleA_202401.csv,1,9000,水
2024-01-23,A00110,銀座店,個室コース,7,133000,キャンセル,その他,reservations_styleA_202401.csv,1,133000,火
2024-01-20,A00111,銀座店,ディナー,2,18000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-12,A00112,渋谷店,ランチ,6,24000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-04,A00113,渋谷店,飲み放題,1,6000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-24,A00114,新宿店,飲み放題,8,32000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-27,A00115,銀座店,飲み放題,10,60000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-03,A00116,銀座店,飲み放題,6,24000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-20,A00117,新宿店,個室コース,4,80000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-11,A00118,銀座店,個室コース,6,48000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-11,A00119,渋谷店,個室コース,4,52000,来店済み,,reservations_styleA_202401.csv,0,0,木
2024-01-07,A00120,新宿店,飲み放題,9,27000,来店済み,,reservations_styleA_202401.csv,0,0,日
2024-01-08,A00121,渋谷店,ディナー,7,84000,来店済み,,reservations_styleA_202401.csv,0,0,月
2024-01-03,A00122,銀座店,個室コース,8,120000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-19,A00123,新宿店,ディナー,7,56000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-24,A00124,新宿店,個室コース,9,144000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-09,A00125,銀座店,飲み放題,6,36000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-25,A00126,渋谷店,ランチ,4,12000,キャンセル,その他,reservations_styleA_202401.csv,1,12000,木
2024-01-09,A00127,銀座店,ディナー,4,32000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-12,A00128,銀座店,飲み放題,2,8000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-02,A00129,渋谷店,飲み放題,1,4000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-19,A00130,銀座店,飲み放題,3,18000,キャンセル,急用,reservations_styleA_202401.csv,1,18000,金
2024-01-02,A00131,新宿店,個室コース,8,120000,来店済み,,reservations_styleA_202401.csv,0,0,火
2024-01-03,A00132,新宿店,個室コース,2,18000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-10,A00133,銀座店,ランチ,3,6000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-26,A00134,渋谷店,ディナー,2,22000,来店済み,,reservations_styleA_202401.csv,0,0,金
2024-01-15,A00135,銀座店,ディナー,9,99000,来店済み,,reservations_styleA_202401.csv,0,0,月
2024-01-20,A00136,新宿店,個室コース,5,85000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-22,A00137,銀座店,ランチ,4,16000,来店済み,,reservations_styleA_202401.csv,0,0,月
2024-01-06,A00138,渋谷店,ディナー,4,28000,来店済み,,reservations_styleA_202401.csv,0,0,土
2024-01-10,A00139,渋谷店,個室コース,8,152000,来店済み,,reservations_styleA_202401.csv,0,0,水
2024-01-15,A00140,渋谷店,ディナー,5,45000,来店済み,,reservations_styleA_202401.csv,0,0,月
2024-01-18,B00001,渋谷店,ディナー,5,40000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-26,B00002,渋谷店,ディナー,5,35000,キャンセル,体調不良,reservations_styleB_202401.csv,1,35000,金
2024-01-10,B00003,新宿店,飲み放題,8,24000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-15,B00004,銀座店,個室コース,5,80000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-09,B00005,渋谷店,ランチ,7,28000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-19,B00006,渋谷店,ランチ,4,16000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-16,B00007,銀座店,ランチ,5,20000,キャンセル,体調不良,reservations_styleB_202401.csv,1,20000,火
2024-01-14,B00008,銀座店,個室コース,5,50000,予約済み,,reservations_styleB_202401.csv,0,0,日
2024-01-11,B00009,銀座店,個室コース,2,30000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-16,B00010,新宿店,ランチ,3,9000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-11,B00011,新宿店,個室コース,9,72000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-27,B00012,新宿店,飲み放題,2,12000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-20,B00013,渋谷店,個室コース,7,56000,キャンセル,天候,reservations_styleB_202401.csv,1,56000,土
2024-01-05,B00014,新宿店,個室コース,1,11000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-26,B00015,新宿店,個室コース,8,72000,キャンセル,その他,reservations_styleB_202401.csv,1,72000,金
2024-01-03,B00016,渋谷店,ディナー,5,25000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-05,B00017,渋谷店,ランチ,8,16000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-16,B00018,新宿店,飲み放題,9,45000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-20,B00019,新宿店,ディナー,8,56000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-28,B00020,銀座店,ディナー,2,18000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-10,B00021,新宿店,飲み放題,9,45000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-15,B00022,銀座店,飲み放題,10,60000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-18,B00023,銀座店,個室コース,6,78000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-08,B00024,新宿店,個室コース,6,66000,予約済み,,reservations_styleB_202401.csv,0,0,月
2024-01-11,B00025,銀座店,個室コース,4,80000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-26,B00026,銀座店,個室コース,7,98000,予約済み,,reservations_styleB_202401.csv,0,0,金
2024-01-11,B00027,銀座店,ディナー,8,40000,キャンセル,その他,reservations_styleB_202401.csv,1,40000,木
2024-01-01,B00028,渋谷店,個室コース,2,32000,予約済み,,reservations_styleB_202401.csv,0,0,月
2024-01-11,B00029,銀座店,ディナー,7,49000,キャンセル,天候,reservations_styleB_202401.csv,1,49000,木
2024-01-28,B00030,銀座店,個室コース,2,26000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-25,B00031,銀座店,個室コース,6,108000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-22,B00032,新宿店,ランチ,10,20000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-25,B00033,新宿店,ディナー,2,22000,予約済み,,reservations_styleB_202401.csv,0,0,木
2024-01-01,B00034,銀座店,ランチ,8,16000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-14,B00035,渋谷店,飲み放題,1,5000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-26,B00036,渋谷店,ディナー,9,99000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-13,B00037,渋谷店,ディナー,3,18000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-21,B00038,銀座店,ディナー,8,56000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-10,B00039,新宿店,個室コース,5,90000,キャンセル,忘れ,reservations_styleB_202401.csv,1,90000,水
2024-01-19,B00040,銀座店,ディナー,2,24000,予約済み,,reservations_styleB_202401.csv,0,0,金
2024-01-07,B00041,新宿店,個室コース,5,75000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-12,B00042,新宿店,個室コース,2,22000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-22,B00043,銀座店,飲み放題,5,15000,予約済み,,reservations_styleB_202401.csv,0,0,月
2024-01-24,B00044,新宿店,飲み放題,1,3000,予約済み,,reservations_styleB_202401.csv,0,0,水
2024-01-07,B00045,新宿店,飲み放題,4,20000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-21,B00046,銀座店,飲み放題,3,9000,予約済み,,reservations_styleB_202401.csv,0,0,日
2024-01-24,B00047,渋谷店,飲み放題,8,24000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-06,B00048,渋谷店,ランチ,5,15000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-09,B00049,渋谷店,ディナー,9,90000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-11,B00050,渋谷店,飲み放題,8,40000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-08,B00051,渋谷店,個室コース,2,20000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-01,B00052,銀座店,個室コース,9,117000,キャンセル,忘れ,reservations_styleB_202401.csv,1,117000,月
2024-01-22,B00053,新宿店,ランチ,8,24000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-16,B00054,新宿店,個室コース,6,54000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-21,B00055,渋谷店,飲み放題,10,40000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-10,B00056,新宿店,飲み放題,7,21000,キャンセル,急用,reservations_styleB_202401.csv,1,21000,水
2024-01-05,B00057,新宿店,ランチ,2,4000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-23,B00058,新宿店,個室コース,6,108000,予約済み,,reservations_styleB_202401.csv,0,0,火
2024-01-14,B00059,銀座店,個室コース,10,190000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-09,B00060,銀座店,ランチ,8,32000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-08,B00061,渋谷店,飲み放題,4,24000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-21,B00062,新宿店,ランチ,6,24000,予約済み,,reservations_styleB_202401.csv,0,0,日
2024-01-28,B00063,新宿店,ランチ,7,21000,キャンセル,急用,reservations_styleB_202401.csv,1,21000,日
2024-01-01,B00064,新宿店,ランチ,4,16000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-07,B00065,渋谷店,飲み放題,4,16000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-08,B00066,渋谷店,ディナー,10,80000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-05,B00067,新宿店,ディナー,10,50000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-01,B00068,渋谷店,飲み放題,3,9000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-01,B00069,渋谷店,ランチ,6,12000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-17,B00070,渋谷店,飲み放題,1,4000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-17,B00071,渋谷店,ランチ,8,24000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-20,B00072,銀座店,ランチ,8,32000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-28,B00073,渋谷店,飲み放題,8,24000,キャンセル,忘れ,reservations_styleB_202401.csv,1,24000,日
2024-01-15,B00074,新宿店,個室コース,2,30000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-09,B00075,渋谷店,ランチ,6,24000,キャンセル,体調不良,reservations_styleB_202401.csv,1,24000,火
2024-01-20,B00076,銀座店,飲み放題,7,35000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-25,B00077,新宿店,ランチ,2,8000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-14,B00078,銀座店,ディナー,7,84000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-11,B00079,新宿店,個室コース,7,98000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-22,B00080,新宿店,飲み放題,5,25000,予約済み,,reservations_styleB_202401.csv,0,0,月
2024-01-24,B00081,新宿店,ランチ,2,4000,キャンセル,急用,reservations_styleB_202401.csv,1,4000,水
2024-01-18,B00082,銀座店,飲み放題,3,9000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-22,B00083,銀座店,飲み放題,2,12000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-04,B00084,新宿店,ランチ,5,20000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-04,B00085,銀座店,ディナー,3,36000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-26,B00086,新宿店,飲み放題,2,10000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-09,B00087,新宿店,ランチ,10,40000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-12,B00088,渋谷店,ディナー,5,45000,予約済み,,reservations_styleB_202401.csv,0,0,金
2024-01-03,B00089,渋谷店,ディナー,3,33000,キャンセル,急用,reservations_styleB_202401.csv,1,33000,水
2024-01-06,B00090,銀座店,ディナー,7,77000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-05,B00091,新宿店,飲み放題,6,18000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-14,B00092,渋谷店,ランチ,2,6000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-17,B00093,新宿店,個室コース,7,84000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-22,B00094,渋谷店,飲み放題,7,21000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-08,B00095,銀座店,個室コース,9,162000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-07,B00096,新宿店,ランチ,1,2000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-24,B00097,渋谷店,飲み放題,5,25000,キャンセル,忘れ,reservations_styleB_202401.csv,1,25000,水
2024-01-08,B00098,新宿店,ディナー,3,33000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-02,B00099,銀座店,飲み放題,2,12000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-19,B00100,新宿店,ランチ,8,16000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-11,B00101,新宿店,個室コース,7,84000,キャンセル,急用,reservations_styleB_202401.csv,1,84000,木
2024-01-04,B00102,渋谷店,個室コース,6,54000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-13,B00103,渋谷店,個室コース,10,140000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-03,B00104,新宿店,飲み放題,4,20000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-12,B00105,銀座店,ランチ,9,36000,キャンセル,天候,reservations_styleB_202401.csv,1,36000,金
2024-01-06,B00106,銀座店,ディナー,4,24000,キャンセル,体調不良,reservations_styleB_202401.csv,1,24000,土
2024-01-21,B00107,銀座店,ディナー,2,14000,予約済み,,reservations_styleB_202401.csv,0,0,日
2024-01-22,B00108,新宿店,個室コース,10,200000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-16,B00109,銀座店,飲み放題,6,24000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-03,B00110,新宿店,飲み放題,5,15000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-03,B00111,新宿店,個室コース,8,64000,キャンセル,天候,reservations_styleB_202401.csv,1,64000,水
2024-01-15,B00112,銀座店,ランチ,10,40000,来店済み,,reservations_styleB_202401.csv,0,0,月
2024-01-11,B00113,銀座店,ランチ,8,32000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-15,B00114,銀座店,個室コース,9,90000,予約済み,,reservations_styleB_202401.csv,0,0,月
2024-01-15,B00115,渋谷店,飲み放題,2,8000,キャンセル,忘れ,reservations_styleB_202401.csv,1,8000,月
2024-01-13,B00116,銀座店,ディナー,6,60000,予約済み,,reservations_styleB_202401.csv,0,0,土
2024-01-21,B00117,新宿店,飲み放題,10,30000,来店済み,,reservations_styleB_202401.csv,0,0,日
2024-01-13,B00118,新宿店,ランチ,6,12000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-19,B00119,新宿店,飲み放題,10,40000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-23,B00120,銀座店,ディナー,6,54000,予約済み,,reservations_styleB_202401.csv,0,0,火
