receipt_date,case_no,store_name,category,claim_type,return_amount,response_days,resolved_flag,source_file,is_resolved,response_level
2024-01-18,A-0048,池袋店,雑貨,品質不良,33493,27,1,claims_styleA_202401.csv,1,遅延
2024-01-22,A-0049,渋谷店,日用品,破損,6037,30,1,claims_styleA_202401.csv,1,遅延
2024-01-05,A-0050,池袋店,衣料品,サイズ不一致,35965,18,1,claims_styleA_202401.csv,1,遅延
2024-01-28,A-0051,池袋店,雑貨,その他,12781,21,1,claims_styleA_202401.csv,1,遅延
2024-01-03,A-0052,銀座店,衣料品,品質不良,476,18,0,claims_styleA_202401.csv,0,遅延
2024-01-09,A-0053,新宿店,家電,その他,28177,21,1,claims_styleA_202401.csv,1,遅延
2024-01-23,A-0054,新宿店,雑貨,品質不良,41779,29,1,claims_styleA_202401.csv,1,遅延
2024-01-14,A-0055,新宿店,食料品,破損,18423,5,1,claims_styleA_202401.csv,1,標準
2024-01-29,A-0056,池袋店,日用品,サイズ不一致,33447,17,0,claims_styleA_202401.csv,0,遅延
2024-01-29,A-0057,銀座店,雑貨,サイズ不一致,46310,18,1,claims_styleA_202401.csv,1,遅延
2024-01-26,A-0058,新宿店,家電,品質不良,9214,6,1,claims_styleA_202401.csv,1,標準
2024-01-26,A-0059,新宿店,衣料品,サイズ不一致,39433,41,0,claims_styleA_202401.csv,0,遅延
2024-01-02,A-0060,銀座店,日用品,サイズ不一致,40884,28,1,claims_styleA_202401.csv,1,遅延
2024-01-27,A-0061,新宿店,日用品,品質不良,33104,10,1,claims_styleA_202401.csv,1,標準
2024-01-28,A-0062,渋谷店,衣料品,破損,32182,9,1,claims_styleA_202401.csv,1,標準
2024-01-18,A-0063,池袋店,食料品,品質不良,43889,27,1,claims_styleA_202401.csv,1,遅延
2024-01-31,A-0064,池袋店,食料品,品質不良,29950,19,1,claims_styleA_202401.csv,1,遅延
2024-01-11,A-0065,銀座店,雑貨,品質不良,19444,26,1,claims_styleA_202401.csv,1,遅延
2024-01-02,A-0066,銀座店,食料品,サイズ不一致,18402,9,1,claims_styleA_202401.csv,1,標準
2024-01-30,A-0067,池袋店,雑貨,破損,33270,22,1,claims_styleA_202401.csv,1,遅延
2024-01-10,A-0068,上野店,衣料品,その他,16511,29,1,claims_styleA_202401.csv,1,遅延
2024-01-05,A-0069,新宿店,家電,その他,33963,18,1,claims_styleA_202401.csv,1,遅延
2024-01-19,A-0070,池袋店,家電,品質不良,15403,54,0,claims_styleA_202401.csv,0,遅延
2024-01-19,A-0071,上野店,衣料品,その他,22257,26,1,claims_styleA_202401.csv,1,遅延
2024-01-16,A-0072,新宿店,食料品,破損,25918,17,1,claims_styleA_202401.csv,1,遅延
2024-01-03,A-0073,新宿店,衣料品,サイズ不一致,40386,11,1,claims_styleA_202401.csv,1,遅延
2024-01-08,A-0074,銀座店,雑貨,品質不良,22934,2,1,claims_styleA_202401.csv,1,迅速
2024-01-07,A-0075,銀座店,家電,その他,12426,51,0,claims_styleA_202401.csv,0,遅延
2024-01-29,A-0076,渋谷店,家電,サイズ不一致,9042,1,1,claims_styleA_202401.csv,1,迅速
2024-01-15,A-0077,渋谷店,雑貨,サイズ不一致,45898,48,0,claims_styleA_202401.csv,0,遅延
2024-01-26,A-0078,銀座店,雑貨,破損,47517,5,1,claims_styleA_202401.csv,1,標準
2024-01-27,A-0079,上野店,家電,その他,44891,54,0,claims_styleA_202401.csv,0,遅延
2024-01-15,A-0080,池袋店,日用品,破損,38361,16,1,claims_styleA_202401.csv,1,遅延
2024-01-08,A-0081,池袋店,家電,品質不良,35763,21,1,claims_styleA_202401.csv,1,遅延
2024-01-11,A-0082,上野店,食料品,サイズ不一致,7796,11,1,claims_styleA_202401.csv,1,遅延
2024-01-23,A-0083,新宿店,食料品,その他,20558,5,1,claims_styleA_202401.csv,1,標準
2024-01-02,A-0084,新宿店,家電,その他,45270,14,1,claims_styleA_202401.csv,1,遅延
2024-01-01,A-0085,上野店,家電,その他,593,23,1,claims_styleA_202401.csv,1,遅延
2024-01-13,A-0086,銀座店,雑貨,サイズ不一致,24565,25,1,claims_styleA_202401.csv,1,遅延
2024-01-01,A-0087,銀座店,衣料品,その他,36292,16,1,claims_styleA_202401.csv,1,遅延
2024-01-05,A-0088,上野店,雑貨,品質不良,45374,30,1,claims_styleA_202401.csv,1,遅延
2024-01-01,A-0089,渋谷店,家電,サイズ不一致,43383,22,1,claims_styleA_202401.csv,1,遅延
2024-01-13,A-0090,池袋店,日用品,その他,16544,9,1,claims_styleA_202401.csv,1,標準
2024-01-09,A-0091,銀座店,衣料品,品質不良,23674,13,1,claims_styleA_202401.csv,1,遅延
2024-01-31,A-0092,池袋店,日用品,品質不良,39127,2,1,claims_styleA_202401.csv,1,迅速
2024-01-01,A-0093,新宿店,日用品,品質不良,31180,25,1,claims_styleA_202401.csv,1,遅延
2024-01-22,A-0094,渋谷店,雑貨,サイズ不一致,23412,16,1,claims_styleA_202401.csv,1,遅延
2024-01-06,A-0095,上野店,雑貨,品質不良,38956,12,1,claims_styleA_202401.csv,1,遅延
2024-01-04,A-0096,上野店,食料品,破損,28917,10,1,claims_styleA_202401.csv,1,標準
2024-01-13,A-0097,新宿店,食料品,サイズ不一致,5364,39,0,claims_styleA_202401.csv,0,遅延
2024-01-22,A-0098,上野店,食料品,品質不良,17556,28,1,claims_styleA_202401.csv,1,遅延
2024-01-03,A-0099,上野店,衣料品,品質不良,42524,12,1,claims_styleA_202401.csv,1,遅延
2024-01-14,A-0100,池袋店,家電,サイズ不一致,21944,4,1,claims_styleA_202401.csv,1,標準
2024-01-09,A-0101,上野店,雑貨,その他,23404,21,1,claims_styleA_202401.csv,1,遅延
2024-01-09,A-0102,池袋店,日用品,品質不良,14163,19,1,claims_styleA_202401.csv,1,遅延
2024-01-15,A-0103,上野店,雑貨,その他,17019,25,1,claims_styleA_202401.csv,1,遅延
2024-01-06,A-0104,銀座店,日用品,破損,39952,11,1,claims_styleA_202401.csv,1,遅延
2024-01-20,A-0105,池袋店,雑貨,品質不良,25976,29,1,claims_styleA_202401.csv,1,遅延
2024-01-24,A-0106,銀座店,家電,サイズ不一致,34623,8,1,claims_styleA_202401.csv,1,標準
2024-01-15,A-0107,渋谷店,食料品,破損,11313,16,1,claims_styleA_202401.csv,1,遅延
2024-01-22,A-0108,上野店,衣料品,その他,27808,10,1,claims_styleA_202401.csv,1,標準
2024-01-18,A-0109,池袋店,衣料品,その他,13765,24,1,claims_styleA_202401.csv,1,遅延
2024-01-24,A-0110,新宿店,衣料品,品質不良,37221,4,1,claims_styleA_202401.csv,1,標準
2024-01-06,A-0111,新宿店,日用品,その他,14042,59,0,claims_styleA_202401.csv,0,遅延
2024-01-17,A-0112,上野店,衣料品,品質不良,41682,25,1,claims_styleA_202401.csv,1,遅延
2024-01-06,A-0113,池袋店,食料品,サイズ不一致,13933,12,1,claims_styleA_202401.csv,1,遅延
2024-01-10,A-0114,新宿店,家電,品質不良,43674,50,0,claims_styleA_202401.csv,0,遅延
2024-01-16,A-0115,銀座店,衣料品,サイズ不一致,48285,16,1,claims_styleA_202401.csv,1,遅延
2024-01-16,A-0116,渋谷店,食料品,その他,24740,28,1,claims_styleA_202401.csv,1,遅延
2024-01-02,A-0117,新宿店,日用品,破損,4533,22,1,claims_styleA_202401.csv,1,遅延
2024-01-25,A-0118,銀座店,雑貨,サイズ不一致,38852,18,1,claims_styleA_202401.csv,1,遅延
2024-01-15,A-0119,池袋店,雑貨,その他,15477,30,1,claims_styleA_202401.csv,1,遅延
2024-01-31,A-0120,渋谷店,日用品,サイズ不一致,13453,20,1,claims_styleA_202401.csv,1,遅延
2024-01-06,A-0121,上野店,食料品,サイズ不一致,433,8,1,claims_styleA_202401.csv,1,標準
2024-01-16,A-0122,池袋店,食料品,サイズ不一致,14619,20,1,claims_styleA_202401.csv,1,遅延
2024-01-15,A-0123,渋谷店,日用品,破損,39455,28,1,claims_styleA_202401.csv,1,遅延
2024-01-26,A-0124,新宿店,家電,品質不良,27365,22,1,claims_styleA_202401.csv,1,遅延
2024-01-09,A-0125,新宿店,食料品,品質不良,8546,30,1,claims_styleA_202401.csv,1,遅延
2024-01-27,A-0126,上野店,衣料品,その他,6480,24,1,claims_styleA_202401.csv,1,遅延
2024-01-13,A-0127,池袋店,雑貨,その他,22057,23,1,claims_styleA_202401.csv,1,遅延
2024-01-14,A-0128,池袋店,雑貨,破損,1585,29,1,claims_styleA_202401.csv,1,遅延
2024-01-27,A-0129,上野店,雑貨,品質不良,49979,22,1,claims_styleA_202401.csv,1,遅延
2024-01-19,A-0130,渋谷店,日用品,その他,26093,9,1,claims_styleA_202401.csv,1,標準
2024-01-06,A-0131,上野店,家電,その他,48462,9,1,claims_styleA_202401.csv,1,標準
2024-01-11,A-0132,池袋店,食料品,サイズ不一致,16691,14,1,claims_styleA_202401.csv,1,遅延
2024-01-22,A-0133,銀座店,雑貨,品質不良,22905,10,1,claims_styleA_202401.csv,1,標準
2024-01-04,A-0134,銀座店,雑貨,品質不良,32986,11,1,claims_styleA_202401.csv,1,遅延
2024-01-02,A-0135,新宿店,雑貨,破損,31245,14,1,claims_styleA_202401.csv,1,遅延
2024-01-25,A-0136,渋谷店,日用品,破損,27596,15,1,claims_styleA_202401.csv,1,遅延
2024-01-29,A-0137,銀座店,食料品,品質不良,48665,43,0,claims_styleA_202401.csv,0,遅延
2024-01-23,A-0138,新宿店,衣料品,品質不良,27747,8,1,claims_styleA_202401.csv,1,標準
2024-01-30,A-0139,渋谷店,家電,品質不良,32491,27,1,claims_styleA_202401.csv,1,遅延
2024-01-23,A-0140,池袋店,雑貨,破損,20950,30,1,claims_styleA_202401.csv,1,遅延
2024-01-08,B-0001,銀座店,雑貨,サイズ不一致,19364,16,1,claims_styleB_202401.csv,1,遅延
2024-01-24,B-0002,新宿店,食料品,破損,38702,47,0,claims_styleB_202401.csv,0,遅延
2024-01-30,B-0003,上野店,衣料品,品質不良,14357,36,0,claims_styleB_202401.csv,0,遅延
2024-01-19,B-0004,銀座店,日用品,その他,27067,19,1,claims_styleB_202401.csv,1,遅延
2024-01-25,B-0005,上野店,家電,その他,46663,18,1,claims_styleB_202401.csv,1,遅延
2024-01-08,B-0006,上野店,家電,サイズ不一致,42844,59,0,claims_styleB_202401.csv,0,遅延
2024-01-24,B-0007,銀座店,家電,その他,49424,11,1,claims_styleB_202401.csv,1,遅延
2024-01-05,B-0008,銀座店,食料品,サイズ不一致,25264,21,1,claims_styleB_202401.csv,1,遅延
2024-01-04,B-0009,銀座店,食料品,その他,1063,28,1,claims_styleB_202401.csv,1,遅延
2024-01-21,B-0010,新宿店,食料品,その他,39142,28,1,claims_styleB_202401.csv,1,遅延
2024-01-23,B-0011,銀座店,食料品,破損,42661,20,1,claims_styleB_202401.csv,1,遅延
2024-01-31,B-0012,池袋店,家電,品質不良,30988,39,0,claims_styleB_202401.csv,0,遅延
2024-01-30,B-0013,池袋店,日用品,品質不良,21868,22,1,claims_styleB_202401.csv,1,遅延
2024-01-23,B-0014,渋谷店,家電,サイズ不一致,34792,21,1,claims_styleB_202401.csv,1,遅延
2024-01-11,B-0015,渋谷店,衣料品,破損,18930,17,0,claims_styleB_202401.csv,0,遅延
2024-01-14,B-0016,上野店,日用品,サイズ不一致,9001,17,1,claims_styleB_202401.csv,1,遅延
2024-01-20,B-0017,新宿店,家電,サイズ不一致,11840,13,1,claims_styleB_202401.csv,1,遅延
2024-01-09,B-0018,渋谷店,家電,破損,33977,15,1,claims_styleB_202401.csv,1,遅延
2024-01-31,B-0019,池袋店,雑貨,破損,32055,15,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0020,池袋店,日用品,その他,42711,9,1,claims_styleB_202401.csv,1,標準
2024-01-19,B-0021,池袋店,雑貨,破損,49637,13,1,claims_styleB_202401.csv,1,遅延
2024-01-22,B-0022,銀座店,衣料品,品質不良,28427,27,1,claims_styleB_202401.csv,1,遅延
2024-01-02,B-0023,上野店,家電,破損,38854,24,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0024,新宿店,日用品,破損,33985,26,1,claims_styleB_202401.csv,1,遅延
2024-01-22,B-0025,新宿店,食料品,品質不良,15654,22,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0026,新宿店,食料品,破損,16538,19,1,claims_styleB_202401.csv,1,遅延
2024-01-05,B-0027,上野店,衣料品,破損,41574,7,1,claims_styleB_202401.csv,1,標準
2024-01-31,B-0028,銀座店,衣料品,破損,40270,27,1,claims_styleB_202401.csv,1,遅延
2024-01-05,B-0029,新宿店,家電,破損,4788,3,1,claims_styleB_202401.csv,1,迅速
2024-01-18,B-0030,渋谷店,家電,破損,33740,9,1,claims_styleB_202401.csv,1,標準
2024-01-13,B-0031,池袋店,食料品,サイズ不一致,23732,19,1,claims_styleB_202401.csv,1,遅延
2024-01-11,B-0032,上野店,日用品,品質不良,31880,18,1,claims_styleB_202401.csv,1,遅延
2024-01-10,B-0033,銀座店,食料品,サイズ不一致,2554,23,1,claims_styleB_202401.csv,1,遅延
2024-01-04,B-0034,渋谷店,日用品,サイズ不一致,19616,16,1,claims_styleB_202401.csv,1,遅延
2024-01-23,B-0035,上野店,家電,サイズ不一致,44305,24,1,claims_styleB_202401.csv,1,遅延
2024-01-16,B-0036,上野店,家電,破損,1926,27,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0037,新宿店,衣料品,品質不良,49052,15,1,claims_styleB_202401.csv,1,遅延
2024-01-21,B-0038,池袋店,食料品,その他,14011,29,1,claims_styleB_202401.csv,1,遅延
2024-01-03,B-0039,新宿店,雑貨,品質不良,2814,44,0,claims_styleB_202401.csv,0,遅延
2024-01-26,B-0040,上野店,日用品,品質不良,41542,5,1,claims_styleB_202401.csv,1,標準
2024-01-07,B-0041,新宿店,衣料品,サイズ不一致,39496,19,1,claims_styleB_202401.csv,1,遅延
2024-01-28,B-0042,新宿店,日用品,破損,39986,9,1,claims_styleB_202401.csv,1,標準
2024-01-01,B-0043,新宿店,食料品,破損,39562,28,1,claims_styleB_202401.csv,1,遅延
2024-01-01,B-0044,新宿店,衣料品,品質不良,6600,11,1,claims_styleB_202401.csv,1,遅延
2024-01-24,B-0045,渋谷店,家電,その他,38967,4,1,claims_styleB_202401.csv,1,標準
2024-01-15,B-0046,上野店,日用品,品質不良,36444,4,1,claims_styleB_202401.csv,1,標準
2024-01-17,B-0047,池袋店,家電,品質不良,3323,57,0,claims_styleB_202401.csv,0,遅延
2024-01-14,B-0048,渋谷店,家電,その他,3952,13,1,claims_styleB_202401.csv,1,遅延
2024-01-05,B-0049,渋谷店,日用品,破損,31329,20,1,claims_styleB_202401.csv,1,遅延
2024-01-11,B-0050,銀座店,雑貨,破損,22850,23,1,claims_styleB_202401.csv,1,遅延
2024-01-26,B-0051,渋谷店,雑貨,サイズ不一致,21674,4,1,claims_styleB_202401.csv,1,標準
2024-01-11,B-0052,銀座店,家電,その他,36562,41,0,claims_styleB_202401.csv,0,遅延
2024-01-22,B-0053,池袋店,衣料品,サイズ不一致,34435,11,1,claims_styleB_202401.csv,1,遅延
2024-01-27,B-0054,渋谷店,食料品,その他,5099,3,1,claims_styleB_202401.csv,1,迅速
2024-01-05,B-0055,上野店,食料品,破損,33600,26,1,claims_styleB_202401.csv,1,遅延
2024-01-22,B-0056,銀座店,食料品,破損,30140,28,1,claims_styleB_202401.csv,1,遅延
2024-01-17,B-0057,新宿店,日用品,その他,11445,19,1,claims_styleB_202401.csv,1,遅延
2024-01-18,B-0058,池袋店,食料品,破損,28833,28,1,claims_styleB_202401.csv,1,遅延
2024-01-18,B-0059,上野店,雑貨,品質不良,30567,28,1,claims_styleB_202401.csv,1,遅延
2024-01-09,B-0060,渋谷店,日用品,破損,35224,23,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0061,渋谷店,日用品,サイズ不一致,28446,11,1,claims_styleB_202401.csv,1,遅延
2024-01-24,B-0062,渋谷店,食料品,サイズ不一致,18997,5,1,claims_styleB_202401.csv,1,標準
2024-01-12,B-0063,池袋店,衣料品,品質不良,44202,6,1,claims_styleB_202401.csv,1,標準
2024-01-20,B-0064,渋谷店,食料品,破損,22323,25,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0065,銀座店,衣料品,サイズ不一致,37821,20,1,claims_styleB_202401.csv,1,遅延
2024-01-04,B-0066,池袋店,雑貨,その他,26489,14,1,claims_styleB_202401.csv,1,遅延
2024-01-13,B-0067,上野店,食料品,品質不良,10460,8,1,claims_styleB_202401.csv,1,標準
2024-01-25,B-0068,池袋店,衣料品,破損,6263,23,0,claims_styleB_202401.csv,0,遅延
2024-01-06,B-0069,新宿店,家電,サイズ不一致,25163,14,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0070,渋谷店,家電,品質不良,21980,26,1,claims_styleB_202401.csv,1,遅延
2024-01-28,B-0071,池袋店,雑貨,その他,28798,3,1,claims_styleB_202401.csv,1,迅速
2024-01-10,B-0072,渋谷店,家電,品質不良,48320,14,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0073,池袋店,食料品,その他,42271,20,1,claims_styleB_202401.csv,1,遅延
2024-01-13,B-0074,上野店,食料品,その他,43565,19,1,claims_styleB_202401.csv,1,遅延
2024-01-11,B-0075,新宿店,食料品,品質不良,26671,8,1,claims_styleB_202401.csv,1,標準
2024-01-12,B-0076,池袋店,日用品,サイズ不一致,5409,25,1,claims_styleB_202401.csv,1,遅延
2024-01-20,B-0077,新宿店,食料品,サイズ不一致,47579,6,1,claims_styleB_202401.csv,1,標準
2024-01-25,B-0078,上野店,雑貨,その他,34152,15,1,claims_styleB_202401.csv,1,遅延
2024-01-21,B-0079,上野店,衣料品,破損,7803,56,0,claims_styleB_202401.csv,0,遅延
2024-01-21,B-0080,池袋店,衣料品,品質不良,17792,15,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0081,渋谷店,食料品,破損,41635,15,1,claims_styleB_202401.csv,1,遅延
2024-01-28,B-0082,渋谷店,雑貨,その他,23297,28,1,claims_styleB_202401.csv,1,遅延
2024-01-24,B-0083,渋谷店,家電,サイズ不一致,16280,26,1,claims_styleB_202401.csv,1,遅延
2024-01-31,B-0084,渋谷店,家電,品質不良,40605,5,1,claims_styleB_202401.csv,1,標準
2024-01-03,B-0085,上野店,日用品,品質不良,12613,23,1,claims_styleB_202401.csv,1,遅延
2024-01-17,B-0086,上野店,雑貨,サイズ不一致,18386,15,1,claims_styleB_202401.csv,1,遅延
2024-01-14,B-0087,池袋店,雑貨,品質不良,39525,39,0,claims_styleB_202401.csv,0,遅延
2024-01-11,B-0088,渋谷店,雑貨,その他,14422,3,1,claims_styleB_202401.csv,1,迅速
2024-01-31,B-0089,上野店,日用品,破損,4351,22,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0090,池袋店,家電,サイズ不一致,29874,30,1,claims_styleB_202401.csv,1,遅延
2024-01-18,B-0091,銀座店,衣料品,サイズ不一致,33605,34,0,claims_styleB_202401.csv,0,遅延
2024-01-22,B-0092,上野店,食料品,その他,25572,24,1,claims_styleB_202401.csv,1,遅延
2024-01-06,B-0093,新宿店,衣料品,その他,9843,10,1,claims_styleB_202401.csv,1,標準
2024-01-03,B-0094,池袋店,食料品,品質不良,33198,24,0,claims_styleB_202401.csv,0,遅延
2024-01-05,B-0095,上野店,家電,サイズ不一致,8364,54,0,claims_styleB_202401.csv,0,遅延
2024-01-20,B-0096,新宿店,家電,品質不良,20720,25,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0097,上野店,衣料品,その他,11930,8,1,claims_styleB_202401.csv,1,標準
2024-01-26,B-0098,銀座店,日用品,破損,34012,26,1,claims_styleB_202401.csv,1,遅延
2024-01-15,B-0099,池袋店,家電,その他,48324,15,1,claims_styleB_202401.csv,1,遅延
2024-01-20,B-0100,新宿店,衣料品,品質不良,32167,26,1,claims_styleB_202401.csv,1,遅延
2024-01-30,B-0101,渋谷店,雑貨,品質不良,14468,50,0,claims_styleB_202401.csv,0,遅延
2024-01-15,B-0102,上野店,日用品,その他,4858,9,1,claims_styleB_202401.csv,1,標準
2024-01-29,B-0103,池袋店,食料品,その他,2947,43,0,claims_styleB_202401.csv,0,遅延
2024-01-13,B-0104,渋谷店,衣料品,サイズ不一致,1701,8,1,claims_styleB_202401.csv,1,標準
2024-01-21,B-0105,池袋店,日用品,サイズ不一致,2204,60,0,claims_styleB_202401.csv,0,遅延
2024-01-23,B-0106,新宿店,家電,その他,30883,45,0,claims_styleB_202401.csv,0,遅延
2024-01-09,B-0107,新宿店,日用品,その他,5826,16,0,claims_styleB_202401.csv,0,遅延
2024-01-04,B-0108,渋谷店,日用品,その他,32056,10,1,claims_styleB_202401.csv,1,標準
2024-01-04,B-0109,銀座店,雑貨,品質不良,31708,3,1,claims_styleB_202401.csv,1,迅速
2024-01-05,B-0110,池袋店,家電,品質不良,30856,23,1,claims_styleB_202401.csv,1,遅延
2024-01-06,B-0111,渋谷店,雑貨,破損,3664,14,1,claims_styleB_202401.csv,1,遅延
2024-01-26,B-0112,上野店,雑貨,品質不良,19706,17,1,claims_styleB_202401.csv,1,遅延
2024-01-13,B-0113,池袋店,衣料品,品質不良,18048,21,1,claims_styleB_202401.csv,1,遅延
2024-01-24,B-0114,渋谷店,雑貨,破損,6930,8,1,claims_styleB_202401.csv,1,標準
2024-01-27,B-0115,新宿店,家電,その他,31697,11,1,claims_styleB_202401.csv,1,遅延
2024-01-23,B-0116,銀座店,食料品,破損,10319,3,1,claims_styleB_202401.csv,1,迅速
2024-01-02,B-0117,池袋店,衣料品,その他,49459,29,1,claims_styleB_202401.csv,1,遅延
2024-01-02,B-0118,新宿店,衣料品,破損,43148,9,1,claims_styleB_202401.csv,1,標準
2024-01-11,B-0119,池袋店,食料品,破損,22016,21,1,claims_styleB_202401.csv,1,遅延
2024-01-29,B-0120,銀座店,衣料品,サイズ不一致,24961,15,1,claims_styleB_202401.csv,1,遅延
2024-01-26,B-0121,上野店,衣料品,品質不良,36436,30,1,claims_styleB_202401.csv,1,遅延
2024-01-27,B-0122,新宿店,雑貨,破損,16264,20,1,claims_styleB_202401.csv,1,遅延
2024-01-10,B-0123,池袋店,家電,その他,8582,22,1,claims_styleB_202401.csv,1,遅延
2024-01-02,B-0124,池袋店,雑貨,その他,13945,15,1,claims_styleB_202401.csv,1,遅延
2024-01-03,B-0125,銀座店,衣料品,サイズ不一致,47654,18,0,claims_styleB_202401.csv,0,遅延
2024-01-22,B-0126,銀座店,食料品,サイズ不一致,3641,20,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0127,銀座店,雑貨,品質不良,30373,12,1,claims_styleB_202401.csv,1,遅延
2024-01-12,B-0128,銀座店,食料品,サイズ不一致,26614,12,1,claims_styleB_202401.csv,1,遅延
