work_date,worker_id,line,process,production_qty,defect_qty,work_hours,overtime_hours,defect_rate,productivity,performance_flag,source_file
2024-01-01,WRK-025,LINE-D,溶接,107,8,9.5,1.3,0.07476635514018691,11.263157894736842,低生産性,worker_prod_styleA_202401.csv
2024-01-01,WRK-026,LINE-B,溶接,119,6,10.0,1.9,0.05042016806722689,11.9,低生産性,worker_prod_styleA_202401.csv
2024-01-01,WRK-027,LINE-D,梱包,70,3,6.9,1.0,0.04285714285714286,10.144927536231883,低生産性,worker_prod_styleA_202401.csv
2024-01-01,WRK-028,LINE-B,溶接,41,0,8.8,0.2,0.0,4.659090909090908,低生産性,worker_prod_styleA_202401.csv
2024-01-01,WRK-029,LINE-A,組立,124,1,8.1,0.8,0.008064516129032258,15.308641975308642,低生産性,worker_prod_styleA_202401.csv
2024-01-01,WRK-030,LINE-D,溶接,178,4,8.9,2.6,0.02247191011235955,20.0,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-001,LINE-D,溶接,161,13,6.8,0.3,0.08074534161490683,23.676470588235293,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-002,LINE-D,検査,148,6,7.9,2.2,0.04054054054054054,18.734177215189874,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-003,LINE-A,組立,143,11,7.4,2.6,0.07692307692307693,19.324324324324323,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-004,LINE-B,溶接,88,8,7.8,1.3,0.09090909090909091,11.282051282051283,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-005,LINE-C,梱包,103,1,7.8,2.6,0.009708737864077669,13.205128205128206,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-006,LINE-A,組立,178,0,9.9,2.8,0.0,17.97979797979798,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-007,LINE-B,溶接,144,7,7.9,2.6,0.04861111111111111,18.22784810126582,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-008,LINE-A,溶接,137,0,9.9,0.8,0.0,13.838383838383837,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-009,LINE-D,検査,148,11,9.8,3.0,0.07432432432432433,15.102040816326529,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-010,LINE-D,溶接,88,4,6.9,0.2,0.045454545454545456,12.753623188405797,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-011,LINE-A,検査,54,0,8.3,1.5,0.0,6.506024096385541,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-012,LINE-B,組立,170,2,9.4,0.2,0.011764705882352941,18.085106382978722,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-013,LINE-A,溶接,143,1,9.8,1.7,0.006993006993006993,14.591836734693876,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-014,LINE-A,組立,147,10,8.3,1.6,0.06802721088435375,17.710843373493976,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-015,LINE-C,溶接,120,3,7.1,0.4,0.025,16.901408450704228,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-016,LINE-C,梱包,120,12,9.7,0.0,0.1,12.371134020618557,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-017,LINE-A,組立,177,6,8.0,0.4,0.03389830508474576,22.125,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-018,LINE-C,組立,102,5,7.1,1.3,0.049019607843137254,14.366197183098592,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-019,LINE-C,組立,181,9,9.7,0.3,0.049723756906077346,18.65979381443299,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-020,LINE-B,検査,69,0,9.0,0.5,0.0,7.666666666666667,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-021,LINE-C,溶接,127,3,8.7,2.6,0.023622047244094488,14.597701149425289,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-022,LINE-D,検査,53,0,8.5,2.5,0.0,6.235294117647059,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-023,LINE-A,組立,125,12,6.5,2.9,0.096,19.23076923076923,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-024,LINE-B,梱包,181,13,8.2,0.3,0.0718232044198895,22.073170731707318,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-025,LINE-B,組立,134,9,8.2,1.3,0.06716417910447761,16.34146341463415,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-026,LINE-A,検査,133,12,9.9,0.1,0.09022556390977443,13.434343434343434,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-027,LINE-C,溶接,103,10,6.4,2.3,0.0970873786407767,16.09375,高生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-028,LINE-D,溶接,100,2,9.9,2.4,0.02,10.1010101010101,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-029,LINE-D,組立,85,5,9.1,1.2,0.058823529411764705,9.340659340659341,低生産性,worker_prod_styleA_202401.csv
2024-01-02,WRK-030,LINE-B,検査,80,1,7.5,0.1,0.0125,10.666666666666666,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-001,LINE-D,溶接,91,7,7.4,2.5,0.07692307692307693,12.297297297297296,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-002,LINE-B,溶接,46,1,7.6,0.8,0.021739130434782608,6.052631578947369,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-003,LINE-A,検査,129,10,8.0,2.0,0.07751937984496124,16.125,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-004,LINE-C,組立,69,2,6.7,2.9,0.028985507246376812,10.298507462686567,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-005,LINE-C,組立,67,4,7.7,2.2,0.05970149253731343,8.7012987012987,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-006,LINE-C,梱包,195,16,6.5,2.7,0.08205128205128205,30.0,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-007,LINE-B,検査,51,5,7.7,1.6,0.09803921568627451,6.623376623376624,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-008,LINE-B,検査,150,2,9.8,2.8,0.013333333333333334,15.306122448979592,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-009,LINE-C,組立,116,8,7.2,1.2,0.06896551724137931,16.11111111111111,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-010,LINE-D,検査,181,4,6.8,2.0,0.022099447513812154,26.61764705882353,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-011,LINE-D,溶接,197,18,7.2,1.6,0.09137055837563451,27.36111111111111,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-012,LINE-A,検査,113,3,7.7,1.7,0.02654867256637168,14.675324675324674,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-013,LINE-C,梱包,153,14,8.7,1.5,0.0915032679738562,17.586206896551726,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-014,LINE-B,組立,112,8,8.7,1.9,0.07142857142857142,12.873563218390805,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-015,LINE-A,溶接,119,3,9.2,0.4,0.025210084033613446,12.934782608695652,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-016,LINE-A,溶接,161,2,7.8,2.7,0.012422360248447204,20.641025641025642,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-017,LINE-B,梱包,166,12,7.0,2.0,0.07228915662650602,23.714285714285715,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-018,LINE-A,組立,148,3,6.7,2.9,0.02027027027027027,22.089552238805968,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-019,LINE-D,組立,182,7,9.7,0.4,0.038461538461538464,18.762886597938145,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-020,LINE-B,梱包,175,17,8.4,2.9,0.09714285714285714,20.833333333333332,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-021,LINE-D,梱包,180,14,9.6,2.2,0.07777777777777778,18.75,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-022,LINE-D,梱包,106,3,9.4,0.8,0.02830188679245283,11.27659574468085,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-023,LINE-D,溶接,110,7,6.3,0.9,0.06363636363636363,17.460317460317462,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-024,LINE-C,検査,121,8,6.3,0.5,0.06611570247933884,19.206349206349206,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-025,LINE-D,溶接,94,1,7.7,1.0,0.010638297872340425,12.207792207792208,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-026,LINE-D,梱包,55,1,9.3,1.2,0.01818181818181818,5.913978494623655,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-027,LINE-A,梱包,162,0,9.8,0.9,0.0,16.53061224489796,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-028,LINE-D,梱包,177,17,9.2,2.7,0.096045197740113,19.23913043478261,高生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-029,LINE-D,溶接,109,6,7.9,1.2,0.05504587155963303,13.797468354430379,低生産性,worker_prod_styleA_202401.csv
2024-01-03,WRK-030,LINE-D,溶接,159,4,9.9,1.6,0.025157232704402517,16.06060606060606,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-001,LINE-D,組立,61,5,7.7,2.6,0.08196721311475409,7.922077922077922,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-002,LINE-B,組立,106,6,7.3,1.4,0.05660377358490566,14.52054794520548,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-003,LINE-C,梱包,111,6,7.0,0.2,0.05405405405405406,15.857142857142858,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-004,LINE-A,組立,129,3,8.6,2.3,0.023255813953488372,15.0,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-005,LINE-A,組立,103,3,9.4,1.9,0.02912621359223301,10.957446808510637,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-006,LINE-B,溶接,161,3,8.3,0.7,0.018633540372670808,19.397590361445783,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-007,LINE-C,検査,82,1,9.1,0.5,0.012195121951219513,9.010989010989011,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-008,LINE-C,組立,188,0,9.7,1.7,0.0,19.381443298969074,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-009,LINE-D,梱包,90,1,8.4,2.5,0.011111111111111112,10.714285714285714,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-010,LINE-B,組立,117,10,8.4,0.4,0.08547008547008547,13.928571428571429,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-011,LINE-A,検査,176,13,8.6,0.2,0.07386363636363637,20.46511627906977,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-012,LINE-C,組立,147,13,8.0,1.3,0.08843537414965986,18.375,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-013,LINE-C,梱包,79,6,6.7,1.6,0.0759493670886076,11.791044776119403,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-014,LINE-C,梱包,159,13,9.3,1.8,0.08176100628930817,17.096774193548384,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-015,LINE-C,溶接,62,2,9.5,0.7,0.03225806451612903,6.526315789473684,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-016,LINE-D,梱包,126,0,8.0,1.0,0.0,15.75,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-017,LINE-D,溶接,130,12,7.0,0.8,0.09230769230769231,18.571428571428573,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-018,LINE-C,組立,172,6,6.3,2.2,0.03488372093023256,27.301587301587304,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-019,LINE-D,溶接,161,15,7.8,0.1,0.09316770186335403,20.641025641025642,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-020,LINE-C,溶接,143,11,7.0,2.0,0.07692307692307693,20.428571428571427,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-021,LINE-C,梱包,181,16,7.4,3.0,0.08839779005524862,24.45945945945946,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-022,LINE-C,検査,156,8,7.2,0.7,0.05128205128205128,21.666666666666668,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-023,LINE-B,検査,70,2,6.8,2.2,0.02857142857142857,10.294117647058824,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-024,LINE-C,検査,65,6,6.8,0.7,0.09230769230769231,9.558823529411764,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-025,LINE-B,検査,43,4,6.5,0.1,0.09302325581395349,6.615384615384615,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-026,LINE-A,検査,72,7,6.4,0.0,0.09722222222222222,11.25,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-027,LINE-C,梱包,162,14,7.4,2.9,0.08641975308641975,21.89189189189189,高生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-028,LINE-C,梱包,69,6,6.3,1.5,0.08695652173913043,10.952380952380953,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-029,LINE-A,溶接,78,4,6.3,0.7,0.05128205128205128,12.380952380952381,低生産性,worker_prod_styleA_202401.csv
2024-01-04,WRK-030,LINE-D,溶接,173,12,7.8,1.3,0.06936416184971098,22.17948717948718,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-001,LINE-D,検査,185,1,8.4,2.2,0.005405405405405406,22.023809523809522,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-002,LINE-B,溶接,107,10,6.3,0.7,0.09345794392523364,16.984126984126984,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-003,LINE-A,溶接,40,3,7.8,1.8,0.075,5.128205128205129,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-004,LINE-C,組立,99,4,8.8,2.1,0.04040404040404041,11.249999999999998,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-005,LINE-D,組立,99,4,9.2,1.9,0.04040404040404041,10.760869565217392,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-006,LINE-B,梱包,69,4,6.9,0.4,0.057971014492753624,10.0,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-007,LINE-C,溶接,58,0,6.7,0.9,0.0,8.656716417910447,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-008,LINE-C,梱包,71,7,8.8,2.1,0.09859154929577464,8.068181818181818,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-009,LINE-C,梱包,152,2,8.4,2.7,0.013157894736842105,18.095238095238095,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-010,LINE-C,検査,46,0,6.9,2.0,0.0,6.666666666666666,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-011,LINE-A,検査,187,1,9.1,0.5,0.0053475935828877,20.54945054945055,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-012,LINE-D,検査,86,6,8.5,1.5,0.06976744186046512,10.117647058823529,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-013,LINE-A,梱包,129,6,7.3,2.0,0.046511627906976744,17.671232876712327,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-014,LINE-B,検査,145,11,8.0,2.0,0.07586206896551724,18.125,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-015,LINE-D,組立,156,2,7.3,1.0,0.01282051282051282,21.36986301369863,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-016,LINE-D,組立,178,14,7.7,0.6,0.07865168539325842,23.116883116883116,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-017,LINE-C,梱包,200,14,9.0,0.6,0.07,22.22222222222222,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-018,LINE-B,検査,152,15,6.5,2.9,0.09868421052631579,23.384615384615383,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-019,LINE-B,溶接,119,8,6.1,1.2,0.06722689075630252,19.508196721311478,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-020,LINE-B,組立,158,3,8.6,0.5,0.0189873417721519,18.372093023255815,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-021,LINE-C,検査,146,13,7.9,1.4,0.08904109589041095,18.481012658227847,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-022,LINE-D,溶接,138,3,9.7,1.5,0.021739130434782608,14.226804123711341,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-023,LINE-B,組立,110,6,7.4,2.4,0.05454545454545454,14.864864864864865,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-024,LINE-C,組立,112,11,7.2,1.8,0.09821428571428571,15.555555555555555,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-025,LINE-D,溶接,154,15,7.4,1.7,0.09740259740259741,20.81081081081081,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-026,LINE-D,梱包,122,3,9.9,0.7,0.02459016393442623,12.323232323232324,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-027,LINE-D,溶接,145,0,7.3,1.4,0.0,19.863013698630137,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-028,LINE-D,梱包,78,7,9.9,0.4,0.08974358974358974,7.878787878787879,低生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-029,LINE-C,組立,152,3,8.1,1.4,0.019736842105263157,18.765432098765434,高生産性,worker_prod_styleA_202401.csv
2024-01-05,WRK-030,LINE-B,梱包,79,1,7.9,2.9,0.012658227848101266,10.0,低生産性,worker_prod_styleA_202401.csv
2024-01-06,WRK-001,LINE-C,梱包,60,6,7.3,2.0,0.1,8.219178082191782,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-002,LINE-D,検査,200,15,9.5,0.1,0.075,21.05263157894737,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-003,LINE-A,溶接,113,3,9.0,1.3,0.02654867256637168,12.555555555555555,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-004,LINE-A,組立,153,5,8.8,2.7,0.032679738562091505,17.386363636363637,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-005,LINE-A,検査,54,2,7.4,1.3,0.037037037037037035,7.297297297297297,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-006,LINE-B,梱包,184,5,6.7,0.2,0.02717391304347826,27.462686567164177,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-007,LINE-D,溶接,167,4,6.9,1.9,0.023952095808383235,24.202898550724637,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-008,LINE-D,検査,42,3,9.6,2.0,0.07142857142857142,4.375,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-009,LINE-B,組立,153,11,10.0,0.9,0.0718954248366013,15.3,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-010,LINE-D,検査,156,9,6.8,1.2,0.057692307692307696,22.941176470588236,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-011,LINE-D,組立,100,6,8.3,1.7,0.06,12.048192771084336,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-012,LINE-C,組立,141,4,6.0,2.6,0.028368794326241134,23.5,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-013,LINE-A,梱包,113,3,8.4,1.1,0.02654867256637168,13.452380952380953,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-014,LINE-B,検査,75,1,9.6,1.9,0.013333333333333334,7.8125,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-015,LINE-C,梱包,48,4,7.5,0.4,0.08333333333333333,6.4,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-016,LINE-C,検査,146,2,6.8,2.4,0.0136986301369863,21.47058823529412,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-017,LINE-C,検査,82,4,9.7,2.8,0.04878048780487805,8.45360824742268,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-018,LINE-C,検査,69,3,9.9,0.4,0.043478260869565216,6.96969696969697,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-019,LINE-B,梱包,182,11,6.4,1.2,0.06043956043956044,28.4375,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-020,LINE-C,組立,156,11,8.7,2.0,0.07051282051282051,17.931034482758623,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-021,LINE-D,検査,67,5,6.9,0.1,0.07462686567164178,9.71014492753623,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-022,LINE-C,溶接,56,5,9.3,2.7,0.08928571428571429,6.021505376344086,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-023,LINE-C,梱包,69,1,6.2,0.1,0.014492753623188406,11.129032258064516,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-024,LINE-D,組立,64,1,9.5,0.4,0.015625,6.7368421052631575,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-025,LINE-D,検査,178,13,8.3,2.2,0.07303370786516854,21.445783132530117,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-026,LINE-D,組立,165,13,9.8,0.8,0.07878787878787878,16.83673469387755,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-027,LINE-C,溶接,153,14,9.8,2.6,0.0915032679738562,15.612244897959183,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-028,LINE-A,検査,179,11,6.2,0.8,0.061452513966480445,28.870967741935484,高生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-029,LINE-A,梱包,63,5,6.8,1.9,0.07936507936507936,9.264705882352942,低生産性,worker_prod_styleB_202401.csv
2024-01-06,WRK-030,LINE-A,組立,125,3,10.0,2.4,0.024,12.5,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-001,LINE-B,組立,181,6,8.3,2.4,0.03314917127071823,21.807228915662648,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-002,LINE-B,検査,77,0,7.1,3.0,0.0,10.845070422535212,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-003,LINE-B,検査,84,1,8.6,0.1,0.011904761904761904,9.767441860465116,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-004,LINE-A,検査,100,9,7.3,0.5,0.09,13.698630136986301,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-005,LINE-A,溶接,147,8,6.5,0.2,0.05442176870748299,22.615384615384617,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-006,LINE-D,検査,171,3,7.8,0.7,0.017543859649122806,21.923076923076923,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-007,LINE-A,検査,157,0,6.2,1.4,0.0,25.32258064516129,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-008,LINE-D,梱包,67,3,8.8,1.3,0.04477611940298507,7.613636363636363,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-009,LINE-A,検査,195,4,6.3,0.8,0.020512820512820513,30.952380952380953,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-010,LINE-C,梱包,192,16,7.2,1.5,0.08333333333333333,26.666666666666664,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-011,LINE-D,組立,69,6,8.6,2.6,0.08695652173913043,8.023255813953488,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-012,LINE-B,梱包,155,7,7.7,2.5,0.04516129032258064,20.12987012987013,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-013,LINE-D,梱包,64,2,7.7,2.0,0.03125,8.311688311688311,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-014,LINE-C,溶接,161,2,6.4,0.3,0.012422360248447204,25.15625,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-015,LINE-D,組立,135,12,6.5,0.2,0.08888888888888889,20.76923076923077,高生産性,worker_prod_styleB_202401.csv
