work_date,worker_id,zone,task_type,processed_qty,error_qty,work_hours,overtime_hours,error_rate,throughput,kpi_flag,source_file
2024-01-02,WRK-017,検品,フォークリフト,250,7,9.2,0.6,0.028,27.17391304347826,標準,worker_kpi_styleA.csv
2024-01-02,WRK-018,入荷,仕分け,160,5,7.7,1.4,0.03125,20.77922077922078,標準,worker_kpi_styleA.csv
2024-01-02,WRK-019,入荷,仕分け,217,10,6.4,1.2,0.04608294930875576,33.90625,優秀,worker_kpi_styleA.csv
2024-01-02,WRK-020,出荷,フォークリフト,113,3,6.8,1.3,0.02654867256637168,16.61764705882353,標準,worker_kpi_styleA.csv
2024-01-03,WRK-001,検品,フォークリフト,121,7,7.0,2.8,0.05785123966942149,17.285714285714285,標準,worker_kpi_styleA.csv
2024-01-03,WRK-002,検品,仕分け,75,0,8.6,1.6,0.0,8.720930232558139,標準,worker_kpi_styleA.csv
2024-01-03,WRK-003,入荷,フォークリフト,287,3,6.7,1.5,0.010452961672473868,42.83582089552239,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-004,保管,ピッキング,281,0,6.7,0.0,0.0,41.940298507462686,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-005,検品,ピッキング,287,7,7.1,2.1,0.024390243902439025,40.42253521126761,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-006,検品,フォークリフト,98,4,6.9,0.2,0.04081632653061224,14.202898550724637,標準,worker_kpi_styleA.csv
2024-01-03,WRK-007,入荷,仕分け,130,0,6.2,1.4,0.0,20.967741935483872,標準,worker_kpi_styleA.csv
2024-01-03,WRK-008,保管,フォークリフト,295,8,6.3,0.6,0.02711864406779661,46.82539682539683,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-009,入荷,仕分け,270,3,7.6,2.8,0.011111111111111112,35.526315789473685,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-010,保管,仕分け,202,0,8.5,1.3,0.0,23.764705882352942,標準,worker_kpi_styleA.csv
2024-01-03,WRK-011,出荷,ピッキング,102,10,8.9,0.7,0.09803921568627451,11.46067415730337,標準,worker_kpi_styleA.csv
2024-01-03,WRK-012,検品,フォークリフト,221,10,7.2,0.9,0.04524886877828054,30.694444444444443,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-013,入荷,フォークリフト,167,9,10.0,3.0,0.05389221556886228,16.7,標準,worker_kpi_styleA.csv
2024-01-03,WRK-014,入荷,仕分け,104,8,7.1,2.8,0.07692307692307693,14.647887323943662,標準,worker_kpi_styleA.csv
2024-01-03,WRK-015,入荷,フォークリフト,144,4,6.6,2.5,0.027777777777777776,21.81818181818182,標準,worker_kpi_styleA.csv
2024-01-03,WRK-016,出荷,仕分け,256,10,8.1,2.0,0.0390625,31.60493827160494,優秀,worker_kpi_styleA.csv
2024-01-03,WRK-017,出荷,仕分け,76,2,7.1,2.7,0.02631578947368421,10.704225352112676,標準,worker_kpi_styleA.csv
2024-01-03,WRK-018,保管,ピッキング,122,9,6.8,1.0,0.07377049180327869,17.941176470588236,標準,worker_kpi_styleA.csv
2024-01-03,WRK-019,出荷,仕分け,175,4,9.6,2.5,0.022857142857142857,18.229166666666668,標準,worker_kpi_styleA.csv
2024-01-03,WRK-020,入荷,仕分け,158,4,6.2,1.0,0.02531645569620253,25.483870967741936,標準,worker_kpi_styleA.csv
2024-01-04,WRK-001,保管,仕分け,300,4,6.6,1.3,0.013333333333333334,45.45454545454546,優秀,worker_kpi_styleA.csv
2024-01-04,WRK-002,検品,仕分け,52,1,6.3,2.6,0.019230769230769232,8.253968253968255,標準,worker_kpi_styleA.csv
2024-01-04,WRK-003,保管,仕分け,59,5,8.3,0.4,0.0847457627118644,7.108433734939759,標準,worker_kpi_styleA.csv
2024-01-04,WRK-004,保管,フォークリフト,128,5,9.6,2.4,0.0390625,13.333333333333334,標準,worker_kpi_styleA.csv
2024-01-04,WRK-005,入荷,ピッキング,103,10,7.0,0.3,0.0970873786407767,14.714285714285714,標準,worker_kpi_styleA.csv
2024-01-04,WRK-006,検品,仕分け,241,2,9.7,0.7,0.008298755186721992,24.84536082474227,標準,worker_kpi_styleA.csv
2024-01-04,WRK-007,保管,フォークリフト,275,6,6.1,2.2,0.02181818181818182,45.08196721311476,優秀,worker_kpi_styleA.csv
2024-01-04,WRK-008,出荷,ピッキング,255,10,9.5,2.4,0.0392156862745098,26.842105263157894,標準,worker_kpi_styleA.csv
2024-01-04,WRK-009,出荷,フォークリフト,251,1,7.5,0.1,0.00398406374501992,33.46666666666667,優秀,worker_kpi_styleA.csv
2024-01-04,WRK-010,検品,フォークリフト,101,7,7.4,2.5,0.06930693069306931,13.648648648648647,標準,worker_kpi_styleA.csv
2024-01-04,WRK-011,保管,フォークリフト,56,10,6.8,1.0,0.17857142857142858,8.23529411764706,標準,worker_kpi_styleA.csv
2024-01-04,WRK-012,入荷,ピッキング,139,10,8.0,2.0,0.07194244604316546,17.375,標準,worker_kpi_styleA.csv
2024-01-04,WRK-013,出荷,フォークリフト,79,4,6.7,2.9,0.05063291139240506,11.791044776119403,標準,worker_kpi_styleA.csv
2024-01-04,WRK-014,出荷,フォークリフト,77,9,7.7,2.2,0.11688311688311688,10.0,標準,worker_kpi_styleA.csv
2024-01-04,WRK-015,出荷,ピッキング,205,8,6.5,2.7,0.03902439024390244,31.53846153846154,優秀,worker_kpi_styleA.csv
2024-01-04,WRK-016,保管,ピッキング,61,6,6.0,2.8,0.09836065573770492,10.166666666666666,標準,worker_kpi_styleA.csv
2024-01-04,WRK-017,保管,ピッキング,160,1,9.8,2.8,0.00625,16.3265306122449,標準,worker_kpi_styleA.csv
2024-01-04,WRK-018,出荷,仕分け,267,1,8.9,0.9,0.003745318352059925,30.0,標準,worker_kpi_styleA.csv
2024-01-04,WRK-019,出荷,仕分け,154,5,7.6,0.9,0.032467532467532464,20.263157894736842,標準,worker_kpi_styleA.csv
2024-01-04,WRK-020,保管,フォークリフト,157,10,9.8,2.0,0.06369426751592357,16.020408163265305,標準,worker_kpi_styleA.csv
2024-01-05,WRK-001,保管,仕分け,195,4,7.6,2.5,0.020512820512820513,25.657894736842106,標準,worker_kpi_styleA.csv
2024-01-05,WRK-002,出荷,ピッキング,103,6,9.1,1.8,0.05825242718446602,11.31868131868132,標準,worker_kpi_styleA.csv
2024-01-05,WRK-003,出荷,ピッキング,163,7,8.7,1.5,0.04294478527607362,18.73563218390805,標準,worker_kpi_styleA.csv
2024-01-05,WRK-004,保管,仕分け,71,4,8.1,1.9,0.056338028169014086,8.765432098765432,標準,worker_kpi_styleA.csv
2024-01-05,WRK-005,出荷,フォークリフト,259,3,8.7,0.7,0.011583011583011582,29.77011494252874,標準,worker_kpi_styleA.csv
2024-01-05,WRK-006,保管,フォークリフト,56,0,7.0,1.4,0.0,8.0,標準,worker_kpi_styleA.csv
2024-01-05,WRK-007,入荷,ピッキング,156,10,8.3,2.2,0.0641025641025641,18.795180722891565,標準,worker_kpi_styleA.csv
2024-01-05,WRK-008,検品,ピッキング,152,3,6.6,2.1,0.019736842105263157,23.03030303030303,標準,worker_kpi_styleA.csv
2024-01-05,WRK-009,入荷,ピッキング,106,2,9.2,2.1,0.018867924528301886,11.521739130434783,標準,worker_kpi_styleA.csv
2024-01-05,WRK-010,検品,フォークリフト,192,3,9.7,0.4,0.015625,19.79381443298969,標準,worker_kpi_styleA.csv
2024-01-05,WRK-011,保管,ピッキング,220,8,10.0,1.8,0.03636363636363636,22.0,標準,worker_kpi_styleA.csv
2024-01-05,WRK-012,検品,仕分け,258,8,7.7,2.7,0.031007751937984496,33.506493506493506,優秀,worker_kpi_styleA.csv
2024-01-05,WRK-013,検品,フォークリフト,240,7,7.8,2.3,0.029166666666666667,30.76923076923077,優秀,worker_kpi_styleA.csv
2024-01-05,WRK-014,出荷,仕分け,174,10,7.0,1.3,0.05747126436781609,24.857142857142858,標準,worker_kpi_styleA.csv
2024-01-05,WRK-015,出荷,フォークリフト,119,5,7.3,1.6,0.04201680672268908,16.3013698630137,標準,worker_kpi_styleA.csv
2024-01-05,WRK-016,保管,フォークリフト,109,6,8.8,2.1,0.05504587155963303,12.386363636363635,標準,worker_kpi_styleA.csv
2024-01-05,WRK-017,入荷,ピッキング,154,5,8.2,1.2,0.032467532467532464,18.78048780487805,標準,worker_kpi_styleA.csv
2024-01-05,WRK-018,保管,ピッキング,149,9,9.8,0.1,0.06040268456375839,15.204081632653061,標準,worker_kpi_styleA.csv
2024-01-05,WRK-019,検品,ピッキング,51,5,7.2,1.2,0.09803921568627451,7.083333333333333,標準,worker_kpi_styleA.csv
2024-01-05,WRK-020,検品,仕分け,241,8,9.2,2.7,0.03319502074688797,26.195652173913047,標準,worker_kpi_styleA.csv
2024-01-06,WRK-001,検品,フォークリフト,119,6,7.9,1.2,0.05042016806722689,15.063291139240505,標準,worker_kpi_styleA.csv
2024-01-06,WRK-002,検品,仕分け,92,7,9.7,2.9,0.07608695652173914,9.484536082474227,標準,worker_kpi_styleA.csv
2024-01-06,WRK-003,入荷,ピッキング,201,9,8.7,0.3,0.04477611940298507,23.10344827586207,標準,worker_kpi_styleA.csv
2024-01-06,WRK-004,検品,フォークリフト,271,7,6.7,0.8,0.025830258302583026,40.44776119402985,優秀,worker_kpi_styleA.csv
2024-01-06,WRK-005,出荷,フォークリフト,166,5,7.4,2.6,0.030120481927710843,22.43243243243243,標準,worker_kpi_styleA.csv
2024-01-06,WRK-006,出荷,ピッキング,114,1,7.9,2.2,0.008771929824561403,14.430379746835442,標準,worker_kpi_styleA.csv
2024-01-06,WRK-007,入荷,ピッキング,107,10,6.3,2.9,0.09345794392523364,16.984126984126984,標準,worker_kpi_styleA.csv
2024-01-06,WRK-008,入荷,フォークリフト,293,3,6.8,0.1,0.010238907849829351,43.088235294117645,優秀,worker_kpi_styleA.csv
2024-01-06,WRK-009,保管,フォークリフト,82,7,8.7,1.7,0.08536585365853659,9.42528735632184,標準,worker_kpi_styleA.csv
2024-01-06,WRK-010,保管,ピッキング,229,4,9.1,0.5,0.017467248908296942,25.164835164835164,標準,worker_kpi_styleA.csv
2024-01-06,WRK-011,入荷,フォークリフト,296,4,6.4,0.1,0.013513513513513514,46.25,優秀,worker_kpi_styleA.csv
2024-01-06,WRK-012,出荷,仕分け,223,6,7.6,2.1,0.026905829596412557,29.342105263157897,標準,worker_kpi_styleA.csv
2024-01-06,WRK-013,入荷,仕分け,226,10,7.0,2.1,0.04424778761061947,32.285714285714285,優秀,worker_kpi_styleA.csv
2024-01-06,WRK-014,出荷,仕分け,203,1,9.2,1.7,0.0049261083743842365,22.06521739130435,標準,worker_kpi_styleA.csv
2024-01-06,WRK-015,入荷,ピッキング,186,6,8.6,0.2,0.03225806451612903,21.627906976744185,標準,worker_kpi_styleA.csv
2024-01-06,WRK-016,出荷,フォークリフト,267,6,9.3,0.3,0.02247191011235955,28.709677419354836,標準,worker_kpi_styleA.csv
2024-01-06,WRK-017,出荷,仕分け,278,7,8.8,1.3,0.025179856115107913,31.59090909090909,優秀,worker_kpi_styleA.csv
2024-01-06,WRK-018,出荷,仕分け,256,8,9.1,1.4,0.03125,28.13186813186813,標準,worker_kpi_styleA.csv
2024-01-06,WRK-019,出荷,ピッキング,268,3,9.3,0.3,0.011194029850746268,28.817204301075268,標準,worker_kpi_styleA.csv
2024-01-06,WRK-020,検品,フォークリフト,242,7,8.3,2.0,0.028925619834710745,29.156626506024093,標準,worker_kpi_styleA.csv
2024-01-07,WRK-001,出荷,フォークリフト,176,5,6.7,0.6,0.028409090909090908,26.268656716417908,標準,worker_kpi_styleA.csv
2024-01-07,WRK-002,出荷,ピッキング,121,9,8.8,0.8,0.0743801652892562,13.749999999999998,標準,worker_kpi_styleA.csv
2024-01-07,WRK-003,入荷,仕分け,292,3,6.3,2.2,0.010273972602739725,46.34920634920635,優秀,worker_kpi_styleA.csv
2024-01-07,WRK-004,検品,仕分け,244,3,8.8,1.9,0.012295081967213115,27.727272727272727,標準,worker_kpi_styleA.csv
2024-01-07,WRK-005,検品,ピッキング,252,0,6.4,0.7,0.0,39.375,優秀,worker_kpi_styleA.csv
2024-01-07,WRK-006,保管,ピッキング,219,9,7.5,1.7,0.0410958904109589,29.2,標準,worker_kpi_styleA.csv
2024-01-07,WRK-007,出荷,ピッキング,240,8,7.3,2.1,0.03333333333333333,32.87671232876713,優秀,worker_kpi_styleA.csv
2024-01-07,WRK-008,出荷,ピッキング,114,3,6.5,0.6,0.02631578947368421,17.53846153846154,標準,worker_kpi_styleA.csv
2024-01-07,WRK-009,入荷,仕分け,187,2,6.8,2.2,0.0106951871657754,27.5,標準,worker_kpi_styleA.csv
2024-01-07,WRK-010,出荷,仕分け,200,8,8.4,2.9,0.04,23.80952380952381,標準,worker_kpi_styleA.csv
2024-01-07,WRK-011,保管,ピッキング,108,5,6.7,0.0,0.046296296296296294,16.119402985074625,標準,worker_kpi_styleA.csv
2024-01-07,WRK-012,保管,ピッキング,61,0,8.2,2.1,0.0,7.439024390243903,標準,worker_kpi_styleA.csv
2024-01-07,WRK-013,保管,仕分け,272,7,6.4,0.0,0.025735294117647058,42.5,優秀,worker_kpi_styleA.csv
2024-01-07,WRK-014,出荷,ピッキング,172,7,7.4,2.9,0.040697674418604654,23.243243243243242,標準,worker_kpi_styleA.csv
2024-01-07,WRK-015,出荷,ピッキング,79,1,7.6,0.2,0.012658227848101266,10.394736842105264,標準,worker_kpi_styleA.csv
2024-01-07,WRK-016,入荷,フォークリフト,88,9,9.8,0.3,0.10227272727272728,8.979591836734693,標準,worker_kpi_styleA.csv
2024-01-07,WRK-017,保管,フォークリフト,192,6,8.4,2.4,0.03125,22.857142857142858,標準,worker_kpi_styleA.csv
2024-01-07,WRK-018,保管,仕分け,147,7,9.6,0.9,0.047619047619047616,15.3125,標準,worker_kpi_styleA.csv
2024-01-07,WRK-019,検品,ピッキング,195,9,6.2,2.9,0.046153846153846156,31.451612903225804,優秀,worker_kpi_styleA.csv
2024-01-07,WRK-020,入荷,フォークリフト,210,3,7.1,0.2,0.014285714285714285,29.577464788732396,標準,worker_kpi_styleA.csv
2024-01-08,WRK-001,保管,フォークリフト,191,1,6.6,1.2,0.005235602094240838,28.93939393939394,標準,worker_kpi_styleA.csv
2024-01-08,WRK-002,検品,ピッキング,58,3,7.2,0.8,0.05172413793103448,8.055555555555555,標準,worker_kpi_styleA.csv
2024-01-08,WRK-003,検品,フォークリフト,225,3,9.7,2.4,0.013333333333333334,23.195876288659797,標準,worker_kpi_styleA.csv
2024-01-08,WRK-004,保管,ピッキング,79,8,6.9,0.4,0.10126582278481013,11.44927536231884,標準,worker_kpi_styleA.csv
2024-01-08,WRK-005,出荷,フォークリフト,68,0,6.7,0.9,0.0,10.149253731343283,標準,worker_kpi_styleA.csv
2024-01-08,WRK-006,出荷,ピッキング,81,7,8.8,2.1,0.08641975308641975,9.204545454545453,標準,worker_kpi_styleA.csv
2024-01-08,WRK-007,出荷,仕分け,188,7,7.8,1.8,0.03723404255319149,24.102564102564102,標準,worker_kpi_styleA.csv
2024-01-08,WRK-008,検品,仕分け,132,9,7.0,0.3,0.06818181818181818,18.857142857142858,標準,worker_kpi_styleA.csv
2024-01-08,WRK-009,入荷,仕分け,260,4,8.3,2.3,0.015384615384615385,31.325301204819276,優秀,worker_kpi_styleA.csv
2024-01-08,WRK-010,保管,ピッキング,182,10,7.8,0.8,0.054945054945054944,23.333333333333332,標準,worker_kpi_styleA.csv
2024-01-08,WRK-011,検品,仕分け,258,7,9.9,1.4,0.027131782945736434,26.06060606060606,標準,worker_kpi_styleA.csv
2024-01-08,WRK-012,検品,ピッキング,132,10,6.4,0.5,0.07575757575757576,20.625,標準,worker_kpi_styleA.csv
2024-01-08,WRK-013,検品,仕分け,176,4,8.7,1.2,0.022727272727272728,20.229885057471265,標準,worker_kpi_styleA.csv
2024-01-08,WRK-014,入荷,ピッキング,72,5,7.0,0.3,0.06944444444444445,10.285714285714286,標準,worker_kpi_styleA.csv
2024-01-08,WRK-015,検品,仕分け,261,0,8.6,1.6,0.0,30.348837209302328,優秀,worker_kpi_styleA.csv
2024-01-08,WRK-016,検品,フォークリフト,98,8,7.4,2.3,0.08163265306122448,13.243243243243242,標準,worker_kpi_styleA.csv
2024-01-08,WRK-017,検品,フォークリフト,102,4,8.2,2.8,0.0392156862745098,12.439024390243903,標準,worker_kpi_styleA.csv
2024-01-08,WRK-018,検品,仕分け,174,1,6.1,1.9,0.005747126436781609,28.524590163934427,標準,worker_kpi_styleA.csv
2024-01-08,WRK-019,保管,仕分け,90,4,8.2,1.7,0.044444444444444446,10.975609756097562,標準,worker_kpi_styleA.csv
2024-01-08,WRK-020,入荷,フォークリフト,265,1,7.8,0.4,0.0037735849056603774,33.97435897435898,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-001,保管,ピッキング,288,4,8.0,0.8,0.013888888888888888,36.0,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-002,検品,ピッキング,112,7,8.2,1.2,0.0625,13.658536585365855,標準,worker_kpi_styleA.csv
2024-01-09,WRK-003,保管,フォークリフト,120,6,7.4,2.4,0.05,16.216216216216214,標準,worker_kpi_styleA.csv
2024-01-09,WRK-004,出荷,フォークリフト,122,4,9.3,1.7,0.03278688524590164,13.118279569892472,標準,worker_kpi_styleA.csv
2024-01-09,WRK-005,検品,フォークリフト,164,8,7.9,1.0,0.04878048780487805,20.759493670886076,標準,worker_kpi_styleA.csv
2024-01-09,WRK-006,検品,ピッキング,288,5,9.5,2.9,0.017361111111111112,30.31578947368421,標準,worker_kpi_styleA.csv
2024-01-09,WRK-007,保管,仕分け,148,3,9.4,1.2,0.02027027027027027,15.74468085106383,標準,worker_kpi_styleA.csv
2024-01-09,WRK-008,出荷,仕分け,171,6,7.5,2.0,0.03508771929824561,22.8,標準,worker_kpi_styleA.csv
2024-01-09,WRK-009,保管,ピッキング,296,0,6.5,2.9,0.0,45.53846153846154,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-010,出荷,フォークリフト,273,7,6.4,2.7,0.02564102564102564,42.65625,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-011,入荷,仕分け,86,6,9.5,2.9,0.06976744186046512,9.052631578947368,標準,worker_kpi_styleA.csv
2024-01-09,WRK-012,入荷,ピッキング,250,4,7.4,2.1,0.016,33.78378378378378,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-013,入荷,ピッキング,268,10,9.4,1.1,0.03731343283582089,28.51063829787234,標準,worker_kpi_styleA.csv
2024-01-09,WRK-014,出荷,仕分け,233,7,9.5,0.1,0.030042918454935622,24.526315789473685,標準,worker_kpi_styleA.csv
2024-01-09,WRK-015,入荷,フォークリフト,211,10,9.7,3.0,0.04739336492890995,21.75257731958763,標準,worker_kpi_styleA.csv
2024-01-09,WRK-016,入荷,ピッキング,300,1,9.0,2.1,0.0033333333333333335,33.333333333333336,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-017,入荷,ピッキング,92,4,9.6,0.1,0.043478260869565216,9.583333333333334,標準,worker_kpi_styleA.csv
2024-01-09,WRK-018,入荷,ピッキング,141,5,7.7,0.7,0.03546099290780142,18.31168831168831,標準,worker_kpi_styleA.csv
2024-01-09,WRK-019,検品,仕分け,224,2,6.7,0.2,0.008928571428571428,33.43283582089552,優秀,worker_kpi_styleA.csv
2024-01-09,WRK-020,検品,仕分け,224,3,8.0,1.7,0.013392857142857142,28.0,標準,worker_kpi_styleA.csv
2024-01-10,WRK-001,保管,ピッキング,213,4,7.8,2.0,0.018779342723004695,27.307692307692307,標準,worker_kpi_styleA.csv
2024-01-10,WRK-002,検品,ピッキング,223,8,6.6,1.3,0.03587443946188341,33.78787878787879,優秀,worker_kpi_styleA.csv
2024-01-10,WRK-003,出荷,仕分け,126,10,9.8,2.1,0.07936507936507936,12.857142857142856,標準,worker_kpi_styleA.csv
2024-01-10,WRK-004,検品,ピッキング,100,6,9.4,0.3,0.06,10.638297872340425,標準,worker_kpi_styleA.csv
2024-01-10,WRK-005,検品,仕分け,141,9,7.2,2.1,0.06382978723404255,19.583333333333332,標準,worker_kpi_styleA.csv
2024-01-10,WRK-006,入荷,仕分け,151,4,6.0,2.6,0.026490066225165563,25.166666666666668,標準,worker_kpi_styleA.csv
2024-01-10,WRK-007,入荷,仕分け,240,7,9.3,2.7,0.029166666666666667,25.806451612903224,標準,worker_kpi_styleA.csv
2024-01-10,WRK-008,保管,仕分け,255,5,6.9,0.6,0.0196078431372549,36.95652173913043,優秀,worker_kpi_styleA.csv
2024-01-10,WRK-009,出荷,仕分け,243,10,8.7,0.4,0.0411522633744856,27.931034482758623,標準,worker_kpi_styleA.csv
2024-01-10,WRK-010,入荷,仕分け,215,0,7.2,1.3,0.0,29.86111111111111,標準,worker_kpi_styleA.csv
2024-01-10,WRK-011,出荷,仕分け,83,1,9.6,1.0,0.012048192771084338,8.645833333333334,標準,worker_kpi_styleA.csv
2024-01-10,WRK-012,検品,フォークリフト,101,2,9.1,2.6,0.019801980198019802,11.098901098901099,標準,worker_kpi_styleA.csv
2024-01-10,WRK-013,出荷,仕分け,178,4,9.3,0.8,0.02247191011235955,19.139784946236556,標準,worker_kpi_styleA.csv
2024-01-10,WRK-014,検品,ピッキング,241,5,9.2,1.4,0.02074688796680498,26.195652173913047,標準,worker_kpi_styleA.csv
2024-01-10,WRK-015,入荷,フォークリフト,243,3,9.4,2.2,0.012345679012345678,25.851063829787233,標準,worker_kpi_styleA.csv
2024-01-10,WRK-016,検品,仕分け,143,1,9.2,0.0,0.006993006993006993,15.543478260869566,標準,worker_kpi_styleA.csv
2024-01-10,WRK-017,入荷,ピッキング,144,10,9.0,0.8,0.06944444444444445,16.0,標準,worker_kpi_styleA.csv
2024-01-10,WRK-018,検品,仕分け,290,5,6.4,0.7,0.017241379310344827,45.3125,優秀,worker_kpi_styleA.csv
2024-01-10,WRK-019,入荷,仕分け,276,8,7.3,1.8,0.028985507246376812,37.80821917808219,優秀,worker_kpi_styleA.csv
2024-01-10,WRK-020,入荷,仕分け,260,7,9.6,0.9,0.026923076923076925,27.083333333333336,標準,worker_kpi_styleA.csv
2024-01-11,WRK-001,検品,フォークリフト,85,0,9.8,0.9,0.0,8.673469387755102,標準,worker_kpi_styleA.csv
2024-01-11,WRK-002,検品,フォークリフト,74,3,9.5,0.4,0.04054054054054054,7.7894736842105265,標準,worker_kpi_styleA.csv
2024-01-11,WRK-003,検品,ピッキング,221,8,7.7,2.2,0.03619909502262444,28.7012987012987,標準,worker_kpi_styleA.csv
2024-01-11,WRK-004,保管,ピッキング,217,1,9.3,1.8,0.004608294930875576,23.333333333333332,標準,worker_kpi_styleA.csv
2024-01-11,WRK-005,出荷,フォークリフト,226,5,6.9,1.3,0.022123893805309734,32.7536231884058,優秀,worker_kpi_styleA.csv
