property_id,property_name,area,property_type,cost_category,occurrence_date,cost_amount,vendor_name,is_urgent,cost_per_unit_flag,is_repair,source_file
P009,目黒区アパート009号,目黒区,アパート,設備点検,2024-01-05,60374,グリーン清掃,False,少額,False,maintenance_A_202401.csv
P009,目黒区アパート009号,目黒区,アパート,緊急修繕,2024-01-26,521722,ABC修繕,False,高額,True,maintenance_A_202401.csv
P009,目黒区アパート009号,目黒区,アパート,緊急修繕,2024-01-22,1139919,ハウスケア,False,高額,True,maintenance_A_202401.csv
P009,目黒区アパート009号,目黒区,アパート,管理費,2024-01-19,74195,フジ設備管理,False,少額,False,maintenance_A_202401.csv
P009,目黒区アパート009号,目黒区,アパート,清掃費,2024-01-31,66265,山田建設,False,少額,False,maintenance_A_202401.csv
P009,目黒区アパート009号,目黒区,アパート,管理費,2024-01-21,137439,クリーンプロ,False,中額,False,maintenance_A_202401.csv
P009,目黒区アパート009号,目黒区,アパート,定期修繕,2024-01-01,768061,グリーン清掃,False,高額,True,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,設備点検,2024-01-23,112420,東京管理サービス,False,中額,False,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,清掃費,2024-01-18,46704,山田建設,False,少額,False,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,緊急修繕,2024-01-14,844729,クリーンプロ,False,高額,True,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,管理費,2024-01-01,143797,ABC修繕,False,中額,False,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,定期修繕,2024-01-03,799330,鈴木メンテナンス,False,高額,True,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,緊急修繕,2024-01-28,932235,東和修繕,False,高額,True,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,定期修繕,2024-01-29,348237,ニッケン建設,False,中額,True,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,定期修繕,2024-01-17,285652,ハウスケア,False,中額,True,maintenance_A_202401.csv
P010,渋谷区テナントビル010号,渋谷区,テナントビル,清掃費,2024-01-26,33248,東京管理サービス,False,少額,False,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,定期修繕,2024-01-25,582662,田中設備,False,高額,True,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,緊急修繕,2024-01-13,557302,フジ設備管理,False,高額,True,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,定期修繕,2024-01-21,517821,田中設備,False,高額,True,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,緊急修繕,2024-01-23,225585,グリーン清掃,False,中額,True,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,緊急修繕,2024-01-08,1148301,ニッケン建設,False,高額,True,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,設備点検,2024-01-05,83404,山田建設,False,少額,False,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,管理費,2024-01-22,118475,東京管理サービス,False,中額,False,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,設備点検,2024-01-12,74795,山田建設,False,少額,False,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,管理費,2024-01-02,163918,田中設備,False,中額,False,maintenance_A_202401.csv
P011,新宿区戸建て011号,新宿区,戸建て,緊急修繕,2024-01-15,995184,関東メンテ,False,高額,True,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,定期修繕,2024-01-12,481913,ミドリ建築,False,中額,True,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,管理費,2024-01-18,136559,スターハウス,False,中額,False,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,緊急修繕,2024-01-08,341358,グリーン清掃,False,中額,True,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,設備点検,2024-01-22,80538,フジ設備管理,False,少額,False,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,清掃費,2024-01-01,72753,ミドリ建築,False,少額,False,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,緊急修繕,2024-01-29,346941,フジ設備管理,True,中額,True,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,清掃費,2024-01-17,52810,スターハウス,False,少額,False,maintenance_A_202401.csv
P012,港区マンション012号,港区,マンション,設備点検,2024-01-23,79446,ミドリ建築,False,少額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,管理費,2024-01-26,124392,関東メンテ,False,中額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,設備点検,2024-01-10,83933,鈴木メンテナンス,False,少額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,定期修繕,2024-01-07,425498,ABC修繕,False,中額,True,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,定期修繕,2024-01-25,254511,山田建設,False,中額,True,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,管理費,2024-01-19,114184,サンライズ不動産管理,False,中額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,設備点検,2024-01-10,140727,鈴木メンテナンス,False,中額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,清掃費,2024-01-14,84321,ハウスケア,False,少額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,設備点検,2024-01-21,65485,東和修繕,False,少額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,清掃費,2024-01-16,94799,ミドリ建築,False,少額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,定期修繕,2024-01-25,254739,フジ設備管理,False,中額,True,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,管理費,2024-01-30,77941,クリーンプロ,False,少額,False,maintenance_A_202401.csv
P013,品川区アパート013号,品川区,アパート,清掃費,2024-01-23,58683,東京管理サービス,False,少額,False,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,設備点検,2024-01-15,95933,ニッケン建設,False,少額,False,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,設備点検,2024-01-18,98446,ハウスケア,False,少額,False,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,定期修繕,2024-01-29,597732,サンライズ不動産管理,False,高額,True,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,緊急修繕,2024-01-04,598499,グリーン清掃,False,高額,True,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,設備点検,2024-01-05,103517,フジ設備管理,False,中額,False,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,定期修繕,2024-01-15,387936,サンライズ不動産管理,False,中額,True,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,管理費,2024-01-17,124901,ABC修繕,False,中額,False,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,緊急修繕,2024-01-18,784323,関東メンテ,False,高額,True,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,管理費,2024-01-10,86273,東京管理サービス,False,少額,False,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,定期修繕,2024-01-24,501641,東和修繕,False,高額,True,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,定期修繕,2024-01-14,324345,鈴木メンテナンス,False,中額,True,maintenance_A_202401.csv
P014,目黒区テナントビル014号,目黒区,テナントビル,清掃費,2024-01-26,83424,田中設備,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,清掃費,2024-01-15,84921,関東メンテ,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,設備点検,2024-01-02,144840,スターハウス,False,中額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,定期修繕,2024-01-26,611945,ABC修繕,False,高額,True,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,緊急修繕,2024-01-13,994014,ミドリ建築,False,高額,True,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,緊急修繕,2024-01-24,927913,ニッケン建設,False,高額,True,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,清掃費,2024-01-30,46728,スターハウス,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,設備点検,2024-01-01,43534,ハウスケア,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,清掃費,2024-01-28,33552,鈴木メンテナンス,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,清掃費,2024-01-18,47786,ニッケン建設,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,清掃費,2024-01-15,53819,山田建設,False,少額,False,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,緊急修繕,2024-01-30,875038,サンライズ不動産管理,False,高額,True,maintenance_A_202401.csv
P015,渋谷区戸建て015号,渋谷区,戸建て,緊急修繕,2024-01-10,787789,ミドリ建築,False,高額,True,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,管理費,2024-01-24,58134,ABC修繕,False,少額,False,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,定期修繕,2024-01-26,121369,スターハウス,False,中額,True,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,定期修繕,2024-01-08,350132,東京管理サービス,False,中額,True,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,清掃費,2024-01-03,44993,スターハウス,False,少額,False,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,定期修繕,2024-01-01,587623,東和修繕,False,高額,True,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,緊急修繕,2024-01-17,853629,スターハウス,True,高額,True,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,管理費,2024-01-31,92930,グリーン清掃,False,少額,False,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,管理費,2024-01-11,56731,ハウスケア,False,少額,False,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,緊急修繕,2024-01-21,867075,東和修繕,False,高額,True,maintenance_A_202401.csv
P016,新宿区マンション016号,新宿区,マンション,定期修繕,2024-01-25,179688,スターハウス,False,中額,True,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,緊急修繕,2024-01-04,224612,田中設備,False,中額,True,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,管理費,2024-01-24,160115,ニッケン建設,False,中額,False,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,清掃費,2024-01-27,43833,ミドリ建築,False,少額,False,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,緊急修繕,2024-01-19,1044143,ミドリ建築,False,高額,True,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,定期修繕,2024-01-04,647091,フジ設備管理,False,高額,True,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,緊急修繕,2024-01-31,1093967,ニッケン建設,False,高額,True,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,設備点検,2024-01-25,75179,田中設備,False,少額,False,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,定期修繕,2024-01-11,190872,グリーン清掃,False,中額,True,maintenance_A_202401.csv
P017,港区アパート017号,港区,アパート,清掃費,2024-01-14,61963,クリーンプロ,False,少額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,設備点検,2024-01-18,41330,関東メンテ,False,少額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,定期修繕,2024-01-21,189771,ABC修繕,False,中額,True,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,清掃費,2024-01-11,94038,関東メンテ,False,少額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,定期修繕,2024-01-16,599219,フジ設備管理,False,高額,True,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,清掃費,2024-01-11,88743,クリーンプロ,False,少額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,管理費,2024-01-16,74393,グリーン清掃,False,少額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,定期修繕,2024-01-11,524045,東和修繕,False,高額,True,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,定期修繕,2024-01-09,421080,フジ設備管理,False,中額,True,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,設備点検,2024-01-09,88368,サンライズ不動産管理,False,少額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,設備点検,2024-01-19,109588,田中設備,False,中額,False,maintenance_A_202401.csv
P018,品川区テナントビル018号,品川区,テナントビル,清掃費,2024-01-28,73357,田中設備,False,少額,False,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,設備点検,2024-01-09,118222,グリーン清掃,False,中額,False,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,管理費,2024-01-08,100886,グリーン清掃,False,中額,False,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,定期修繕,2024-01-04,478411,東京管理サービス,False,中額,True,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,緊急修繕,2024-01-06,109671,東京管理サービス,False,中額,True,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,緊急修繕,2024-01-04,175453,関東メンテ,False,中額,True,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,緊急修繕,2024-01-17,344827,クリーンプロ,False,中額,True,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,清掃費,2024-01-24,43446,ニッケン建設,False,少額,False,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,管理費,2024-01-06,124537,サンライズ不動産管理,False,中額,False,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,清掃費,2024-01-07,87733,田中設備,False,少額,False,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,定期修繕,2024-01-16,153872,グリーン清掃,False,中額,True,maintenance_A_202401.csv
P019,目黒区戸建て019号,目黒区,戸建て,清掃費,2024-01-23,44953,ニッケン建設,False,少額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,管理費,2024-01-13,196295,クリーンプロ,False,中額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,清掃費,2024-01-03,59581,クリーンプロ,False,少額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,設備点検,2024-01-20,89856,サンライズ不動産管理,False,少額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,清掃費,2024-01-02,68974,ニッケン建設,False,少額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,設備点検,2024-01-05,96207,グリーン清掃,False,少額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,設備点検,2024-01-18,121399,山田建設,False,中額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,設備点検,2024-01-10,137004,鈴木メンテナンス,False,中額,False,maintenance_A_202401.csv
P020,渋谷区マンション020号,渋谷区,マンション,定期修繕,2024-01-31,755900,ABC修繕,False,高額,True,maintenance_A_202401.csv
P021,新宿区アパート021号,新宿区,アパート,清掃費,2024-01-21,39329,フジ設備管理,False,少額,False,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,定期修繕,2024-01-05,377405,クリーンプロ,False,中額,True,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,設備点検,2024-01-06,126662,クリーンプロ,False,中額,False,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,定期修繕,2024-01-03,545790,鈴木メンテナンス,False,高額,True,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,設備点検,2024-01-01,69466,フジ設備管理,False,少額,False,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,定期修繕,2024-01-14,378535,ニッケン建設,False,中額,True,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,定期修繕,2024-01-19,174878,山田建設,False,中額,True,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,定期修繕,2024-01-10,422554,スターハウス,False,中額,True,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,設備点検,2024-01-08,77828,サンライズ不動産管理,False,少額,False,maintenance_B_202401.csv
P021,新宿区アパート021号,新宿区,アパート,管理費,2024-01-22,172866,東和修繕,False,中額,False,maintenance_B_202401.csv
P022,港区テナントビル022号,港区,テナントビル,設備点検,2024-01-22,116955,山田建設,False,中額,False,maintenance_B_202401.csv
