harvest_date,record_id,farm_id,farm_name,crop,harvest_qty,grade_a_qty,defect_qty,inspector_id,grade_a_rate,defect_rate,quality_flag,source_file
2024-01-04,REC-0119,FARM-A,農場A,ほうれん草,409.7,290.8,12.7,INS-01,0.7097876494996339,0.030998291432755672,合格,harvest_styleA.csv
2024-01-18,REC-0120,FARM-D,農場D,トマト,151.1,127.1,1.7,INS-01,0.8411647915287889,0.011250827266710787,優良,harvest_styleA.csv
2024-01-05,REC-0121,FARM-D,農場D,ピーマン,279.0,76.3,23.3,INS-04,0.27347670250896056,0.08351254480286739,要改善,harvest_styleA.csv
2024-01-08,REC-0122,FARM-D,農場D,ほうれん草,115.1,21.9,6.9,INS-02,0.1902693310165074,0.05994787141615987,要改善,harvest_styleA.csv
2024-01-03,REC-0123,FARM-C,農場C,レタス,202.9,159.8,5.4,INS-01,0.787580088713652,0.02661409561360276,合格,harvest_styleA.csv
2024-01-10,REC-0124,FARM-C,農場C,ほうれん草,311.0,205.2,26.9,INS-04,0.6598070739549838,0.08649517684887459,合格,harvest_styleA.csv
2024-01-18,REC-0125,FARM-D,農場D,ピーマン,199.6,152.3,7.5,INS-03,0.7630260521042085,0.037575150300601205,合格,harvest_styleA.csv
2024-01-07,REC-0126,FARM-B,農場B,ほうれん草,222.3,190.3,9.1,INS-03,0.8560503823661718,0.04093567251461988,優良,harvest_styleA.csv
2024-01-16,REC-0127,FARM-D,農場D,レタス,494.8,392.1,32.3,INS-02,0.7924413904607923,0.0652789005658852,合格,harvest_styleA.csv
2024-01-16,REC-0128,FARM-A,農場A,キュウリ,276.0,162.9,24.0,INS-04,0.5902173913043478,0.08695652173913043,要改善,harvest_styleA.csv
2024-01-04,REC-0129,FARM-D,農場D,トマト,375.1,153.8,24.6,INS-02,0.4100239936017062,0.06558251133031191,要改善,harvest_styleA.csv
2024-01-03,REC-0130,FARM-D,農場D,ピーマン,202.4,140.2,13.2,INS-03,0.692687747035573,0.06521739130434782,合格,harvest_styleA.csv
2024-01-18,REC-0131,FARM-D,農場D,ピーマン,332.1,294.7,16.2,INS-05,0.8873833182776272,0.048780487804878044,優良,harvest_styleA.csv
2024-01-02,REC-0132,FARM-A,農場A,キュウリ,334.0,307.6,33.3,INS-01,0.9209580838323354,0.09970059880239521,優良,harvest_styleA.csv
2024-01-14,REC-0133,FARM-A,農場A,トマト,249.7,173.3,22.6,INS-01,0.6940328394072888,0.09050861033239889,合格,harvest_styleA.csv
2024-01-11,REC-0134,FARM-A,農場A,ピーマン,211.3,91.0,5.2,INS-04,0.43066729768102224,0.024609559867486985,要改善,harvest_styleA.csv
2024-01-19,REC-0135,FARM-B,農場B,キュウリ,128.8,78.5,4.9,INS-02,0.6094720496894409,0.03804347826086957,合格,harvest_styleA.csv
2024-01-16,REC-0136,FARM-B,農場B,キュウリ,257.5,65.4,6.6,INS-01,0.25398058252427186,0.025631067961165047,要改善,harvest_styleA.csv
2024-01-15,REC-0137,FARM-C,農場C,ほうれん草,121.1,53.5,4.2,INS-05,0.44178364987613544,0.034682080924855495,要改善,harvest_styleA.csv
2024-01-10,REC-0138,FARM-D,農場D,ピーマン,255.6,77.2,25.5,INS-04,0.3020344287949922,0.09976525821596244,要改善,harvest_styleA.csv
2024-01-04,REC-0139,FARM-B,農場B,レタス,307.4,176.7,30.5,INS-03,0.5748210800260247,0.09921925829538061,要改善,harvest_styleA.csv
2024-01-01,REC-0140,FARM-D,農場D,ピーマン,53.6,46.4,4.2,INS-01,0.8656716417910447,0.07835820895522388,優良,harvest_styleA.csv
2024-01-20,REC-0141,FARM-D,農場D,ピーマン,399.1,91.8,32.0,INS-02,0.23001753946379352,0.08018040591330493,要改善,harvest_styleA.csv
2024-01-07,REC-0142,FARM-C,農場C,キュウリ,332.7,300.6,21.5,INS-03,0.903516681695221,0.06462278328824768,優良,harvest_styleA.csv
2024-01-15,REC-0143,FARM-A,農場A,ほうれん草,214.2,28.1,19.5,INS-03,0.1311858076563959,0.09103641456582634,要改善,harvest_styleA.csv
2024-01-14,REC-0144,FARM-B,農場B,キュウリ,109.5,59.1,10.6,INS-05,0.5397260273972603,0.09680365296803653,要改善,harvest_styleA.csv
2024-01-17,REC-0145,FARM-C,農場C,キュウリ,165.6,136.6,8.0,INS-03,0.8248792270531401,0.04830917874396135,優良,harvest_styleA.csv
2024-01-11,REC-0146,FARM-A,農場A,レタス,483.3,68.0,46.7,INS-04,0.14069935857645355,0.09662735361059384,要改善,harvest_styleA.csv
2024-01-18,REC-0147,FARM-C,農場C,トマト,405.8,5.6,21.8,INS-04,0.013799901429275504,0.05372104484967965,要改善,harvest_styleA.csv
2024-01-12,REC-0148,FARM-C,農場C,ほうれん草,221.5,141.4,8.2,INS-02,0.6383747178329572,0.03702031602708803,合格,harvest_styleA.csv
2024-01-16,REC-0149,FARM-A,農場A,ほうれん草,447.9,251.5,41.0,INS-02,0.5615092654610404,0.09153828979682965,要改善,harvest_styleA.csv
2024-01-03,REC-0150,FARM-D,農場D,ピーマン,342.2,39.9,1.6,INS-01,0.11659848042080655,0.00467562828755114,要改善,harvest_styleA.csv
2024-01-10,REC-0151,FARM-D,農場D,トマト,93.7,83.1,1.3,INS-04,0.8868729989327641,0.013874066168623266,優良,harvest_styleA.csv
2024-01-12,REC-0152,FARM-D,農場D,ほうれん草,384.0,59.3,15.9,INS-01,0.15442708333333333,0.04140625,要改善,harvest_styleA.csv
2024-01-16,REC-0153,FARM-D,農場D,ピーマン,64.7,24.0,2.9,INS-02,0.3709428129829984,0.04482225656877897,要改善,harvest_styleA.csv
2024-01-12,REC-0154,FARM-A,農場A,ピーマン,295.0,288.5,10.6,INS-04,0.9779661016949153,0.035932203389830504,優良,harvest_styleA.csv
2024-01-09,REC-0155,FARM-B,農場B,トマト,477.1,393.2,4.4,INS-02,0.8241458813665897,0.00922238524418361,優良,harvest_styleA.csv
2024-01-20,REC-0156,FARM-A,農場A,トマト,404.1,98.4,5.1,INS-05,0.24350408314773572,0.012620638455827764,要改善,harvest_styleA.csv
2024-01-07,REC-0157,FARM-A,農場A,ほうれん草,143.2,30.9,12.5,INS-03,0.21578212290502793,0.0872905027932961,要改善,harvest_styleA.csv
2024-01-05,REC-0158,FARM-A,農場A,ピーマン,436.3,63.1,5.7,INS-03,0.14462525785010313,0.01306440522576209,要改善,harvest_styleA.csv
2024-01-06,REC-0159,FARM-A,農場A,トマト,109.3,39.2,8.6,INS-05,0.3586459286367795,0.07868252516010979,要改善,harvest_styleA.csv
2024-01-11,REC-0160,FARM-A,農場A,キュウリ,169.4,21.5,7.1,INS-01,0.1269185360094451,0.04191263282172373,要改善,harvest_styleA.csv
2024-01-03,REC-0161,FARM-D,農場D,レタス,400.1,205.3,4.4,INS-05,0.5131217195701074,0.010997250687328168,要改善,harvest_styleB.csv
2024-01-08,REC-0162,FARM-A,農場A,ほうれん草,185.7,119.5,0.6,INS-04,0.6435110393107163,0.0032310177705977385,合格,harvest_styleB.csv
2024-01-13,REC-0163,FARM-D,農場D,トマト,270.6,246.2,2.0,INS-01,0.9098300073909829,0.007390983000739097,優良,harvest_styleB.csv
2024-01-11,REC-0164,FARM-B,農場B,トマト,106.8,66.7,6.3,INS-03,0.6245318352059925,0.05898876404494382,合格,harvest_styleB.csv
2024-01-13,REC-0165,FARM-C,農場C,レタス,277.5,119.4,22.0,INS-01,0.4302702702702703,0.07927927927927927,要改善,harvest_styleB.csv
2024-01-18,REC-0166,FARM-B,農場B,レタス,253.2,57.9,8.6,INS-04,0.22867298578199052,0.0339652448657188,要改善,harvest_styleB.csv
2024-01-13,REC-0167,FARM-D,農場D,トマト,190.6,59.6,4.9,INS-02,0.3126967471143757,0.025708289611752363,要改善,harvest_styleB.csv
2024-01-16,REC-0168,FARM-A,農場A,トマト,424.3,39.6,4.1,INS-03,0.09333019090266322,0.00966297431062927,要改善,harvest_styleB.csv
2024-01-05,REC-0169,FARM-A,農場A,ほうれん草,480.5,269.9,32.2,INS-04,0.5617065556711758,0.06701352757544225,要改善,harvest_styleB.csv
2024-01-12,REC-0170,FARM-D,農場D,トマト,485.8,291.7,17.1,INS-05,0.6004528612597777,0.035199670646356526,合格,harvest_styleB.csv
2024-01-17,REC-0171,FARM-B,農場B,キュウリ,345.5,77.5,3.7,INS-05,0.22431259044862517,0.010709117221418235,要改善,harvest_styleB.csv
2024-01-12,REC-0172,FARM-A,農場A,ピーマン,308.3,248.9,26.1,INS-05,0.8073305222186182,0.08465780084333442,優良,harvest_styleB.csv
2024-01-20,REC-0173,FARM-A,農場A,ほうれん草,468.1,388.3,12.5,INS-02,0.8295236060670796,0.02670369579149754,優良,harvest_styleB.csv
2024-01-09,REC-0174,FARM-C,農場C,ピーマン,208.0,37.7,3.0,INS-04,0.18125000000000002,0.014423076923076924,要改善,harvest_styleB.csv
2024-01-03,REC-0175,FARM-B,農場B,トマト,91.3,48.4,3.4,INS-04,0.5301204819277109,0.03723986856516977,要改善,harvest_styleB.csv
2024-01-11,REC-0176,FARM-B,農場B,ピーマン,190.2,61.7,17.9,INS-05,0.3243953732912724,0.09411146161934805,要改善,harvest_styleB.csv
2024-01-03,REC-0177,FARM-A,農場A,キュウリ,120.8,74.6,8.1,INS-03,0.6175496688741722,0.06705298013245033,合格,harvest_styleB.csv
