日付,社員ID,氏名,部門,出勤時刻,退勤時刻,休憩(分),有給フラグ
2024/01/04,EMP-321,社員003,総務部,09:03,18:07,60,0
2024/01/05,EMP-321,社員003,総務部,09:24,18:45,60,0
2024/01/08,EMP-321,社員003,総務部,08:20,18:07,60,0
2024/01/09,EMP-321,社員003,総務部,09:21,18:14,60,0
2024/01/10,EMP-321,社員003,総務部,09:06,17:57,60,0
2024/01/11,EMP-321,社員003,総務部,09:05,17:43,60,0
2024/01/12,EMP-321,社員003,総務部,09:16,19:43,60,0
2024/01/15,EMP-321,社員003,総務部,09:22,19:06,60,0
2024/01/16,EMP-321,社員003,総務部,08:04,18:12,60,0
2024/01/17,EMP-321,社員003,総務部,09:03,17:53,60,0
2024/01/18,EMP-321,社員003,総務部,09:24,19:25,60,0
2024/01/19,EMP-321,社員003,総務部,09:15,19:17,60,0
2024/01/22,EMP-321,社員003,総務部,08:16,18:31,60,0
2024/01/23,EMP-321,社員003,総務部,08:06,19:03,60,0
2024/01/24,EMP-321,社員003,総務部,08:11,18:38,60,0
2024/01/25,EMP-321,社員003,総務部,08:48,17:42,60,0
2024/01/26,EMP-321,社員003,総務部,09:06,18:42,60,0
2024/01/29,EMP-321,社員003,総務部,09:00,17:30,60,1
2024/01/30,EMP-321,社員003,総務部,09:28,17:24,60,0
2024/01/31,EMP-321,社員003,総務部,09:14,17:02,60,0
2024/01/01,EMP-714,社員004,総務部,09:28,19:10,60,0
2024/01/02,EMP-714,社員004,総務部,09:15,17:36,60,0
2024/01/03,EMP-714,社員004,総務部,09:15,19:54,60,0
2024/01/04,EMP-714,社員004,総務部,09:15,19:24,60,0
2024/01/05,EMP-714,社員004,総務部,09:10,17:01,60,0
2024/01/08,EMP-714,社員004,総務部,09:00,17:30,60,1
2024/01/09,EMP-714,社員004,総務部,09:12,17:27,60,0
2024/01/10,EMP-714,社員004,総務部,09:01,19:15,60,0
2024/01/11,EMP-714,社員004,総務部,08:58,19:04,60,0
2024/01/12,EMP-714,社員004,総務部,09:00,17:30,60,1
2024/01/15,EMP-714,社員004,総務部,09:18,19:57,60,0
2024/01/16,EMP-714,社員004,総務部,09:18,17:20,60,0
2024/01/17,EMP-714,社員004,総務部,08:51,18:06,60,0
2024/01/18,EMP-714,社員004,総務部,09:16,19:21,60,0
2024/01/19,EMP-714,社員004,総務部,09:06,18:40,60,0
2024/01/22,EMP-714,社員004,総務部,08:18,18:03,60,0
2024/01/23,EMP-714,社員004,総務部,08:39,19:05,60,0
2024/01/24,EMP-714,社員004,総務部,09:08,17:36,60,0
2024/01/25,EMP-714,社員004,総務部,08:22,17:41,60,0
2024/01/26,EMP-714,社員004,総務部,09:13,19:34,60,0
2024/01/29,EMP-714,社員004,総務部,09:19,19:29,60,0
2024/01/30,EMP-714,社員004,総務部,08:40,19:33,60,0
2024/01/31,EMP-714,社員004,総務部,08:42,19:29,60,0
2024/01/01,EMP-920,社員005,総務部,09:29,19:46,60,0
2024/01/02,EMP-920,社員005,総務部,09:14,17:15,60,0
2024/01/03,EMP-920,社員005,総務部,09:27,18:26,60,0
2024/01/04,EMP-920,社員005,総務部,08:40,17:54,60,0
2024/01/05,EMP-920,社員005,総務部,08:16,19:38,60,0
2024/01/08,EMP-920,社員005,総務部,08:12,17:15,60,0
2024/01/09,EMP-920,社員005,総務部,09:17,18:27,60,0
2024/01/10,EMP-920,社員005,総務部,08:17,17:01,60,0
2024/01/11,EMP-920,社員005,総務部,08:41,17:46,60,0
2024/01/15,EMP-920,社員005,総務部,08:20,19:19,60,0
2024/01/16,EMP-920,社員005,総務部,09:28,18:42,60,0
2024/01/17,EMP-920,社員005,総務部,08:15,17:36,60,0
2024/01/18,EMP-920,社員005,総務部,09:15,17:15,60,0
2024/01/19,EMP-920,社員005,総務部,09:10,19:47,60,0
2024/01/22,EMP-920,社員005,総務部,08:59,18:13,60,0
2024/01/23,EMP-920,社員005,総務部,09:14,18:16,60,0
2024/01/24,EMP-920,社員005,総務部,09:22,17:20,60,0
2024/01/25,EMP-920,社員005,総務部,08:17,17:23,60,0
2024/01/26,EMP-920,社員005,総務部,09:00,19:57,60,0
2024/01/29,EMP-920,社員005,総務部,08:44,19:15,60,0
2024/01/30,EMP-920,社員005,総務部,09:28,19:07,60,0
2024/01/31,EMP-920,社員005,総務部,09:12,17:58,60,0
2024/01/01,EMP-314,社員006,総務部,09:09,17:59,60,0
2024/01/02,EMP-314,社員006,総務部,08:55,17:58,60,0
2024/01/03,EMP-314,社員006,総務部,09:25,17:17,60,0
2024/01/04,EMP-314,社員006,総務部,09:15,19:26,60,0
2024/01/05,EMP-314,社員006,総務部,09:28,17:52,60,0
2024/01/08,EMP-314,社員006,総務部,08:22,18:38,60,0
2024/01/09,EMP-314,社員006,総務部,09:14,19:01,60,0
2024/01/10,EMP-314,社員006,総務部,08:40,18:50,60,0
2024/01/12,EMP-314,社員006,総務部,09:10,19:05,60,0
2024/01/15,EMP-314,社員006,総務部,08:54,19:43,60,0
2024/01/16,EMP-314,社員006,総務部,09:15,19:08,60,0
2024/01/17,EMP-314,社員006,総務部,09:25,18:12,60,0
2024/01/18,EMP-314,社員006,総務部,09:28,18:53,60,0
2024/01/19,EMP-314,社員006,総務部,08:59,19:41,60,0
2024/01/22,EMP-314,社員006,総務部,08:29,17:16,60,0
2024/01/23,EMP-314,社員006,総務部,09:19,18:38,60,0
2024/01/24,EMP-314,社員006,総務部,09:00,17:30,60,1
2024/01/25,EMP-314,社員006,総務部,09:26,19:31,60,0
2024/01/26,EMP-314,社員006,総務部,08:55,18:18,60,0
2024/01/29,EMP-314,社員006,総務部,09:27,17:38,60,0
2024/01/30,EMP-314,社員006,総務部,08:26,17:26,60,0
2024/01/31,EMP-314,社員006,総務部,09:07,19:28,60,0
2024/01/01,EMP-884,社員007,総務部,09:02,17:30,60,0
2024/01/02,EMP-884,社員007,総務部,09:21,17:45,60,0
2024/01/03,EMP-884,社員007,総務部,09:02,17:35,60,0
2024/01/04,EMP-884,社員007,総務部,08:30,18:38,60,0
2024/01/05,EMP-884,社員007,総務部,08:00,18:32,60,0
2024/01/08,EMP-884,社員007,総務部,09:21,18:08,60,0
2024/01/09,EMP-884,社員007,総務部,08:16,17:32,60,0
2024/01/10,EMP-884,社員007,総務部,09:04,17:20,60,0
2024/01/11,EMP-884,社員007,総務部,09:03,18:02,60,0
2024/01/12,EMP-884,社員007,総務部,09:23,18:59,60,0
2024/01/15,EMP-884,社員007,総務部,09:19,18:33,60,0
2024/01/16,EMP-884,社員007,総務部,09:23,18:48,60,0
2024/01/17,EMP-884,社員007,総務部,09:01,17:09,60,0
2024/01/18,EMP-884,社員007,総務部,09:08,17:45,60,0
2024/01/19,EMP-884,社員007,総務部,09:01,18:22,60,0
2024/01/22,EMP-884,社員007,総務部,09:15,17:54,60,0
2024/01/23,EMP-884,社員007,総務部,09:02,17:55,60,0
2024/01/24,EMP-884,社員007,総務部,09:18,19:37,60,0
2024/01/25,EMP-884,社員007,総務部,08:33,19:11,60,0
2024/01/26,EMP-884,社員007,総務部,09:21,17:56,60,0
2024/01/29,EMP-884,社員007,総務部,08:25,18:37,60,0
2024/01/30,EMP-884,社員007,総務部,09:04,17:05,60,0
2024/01/31,EMP-884,社員007,総務部,09:14,19:17,60,0
2024/01/02,EMP-565,社員008,総務部,09:10,19:46,60,0
2024/01/03,EMP-565,社員008,総務部,08:13,17:51,60,0
2024/01/04,EMP-565,社員008,総務部,08:47,17:35,60,0
2024/01/05,EMP-565,社員008,総務部,09:08,17:15,60,0
2024/01/08,EMP-565,社員008,総務部,08:01,17:10,60,0
2024/01/09,EMP-565,社員008,総務部,08:07,18:31,60,0
2024/01/10,EMP-565,社員008,総務部,09:28,19:38,60,0
2024/01/11,EMP-565,社員008,総務部,09:16,17:31,60,0
2024/01/12,EMP-565,社員008,総務部,09:18,19:27,60,0
2024/01/15,EMP-565,社員008,総務部,09:19,17:27,60,0
2024/01/16,EMP-565,社員008,総務部,09:14,19:14,60,0
2024/01/17,EMP-565,社員008,総務部,09:16,19:41,60,0
2024/01/18,EMP-565,社員008,総務部,09:02,18:19,60,0
2024/01/19,EMP-565,社員008,総務部,09:26,17:33,60,0
2024/01/22,EMP-565,社員008,総務部,08:58,17:32,60,0
2024/01/23,EMP-565,社員008,総務部,08:29,19:46,60,0
2024/01/24,EMP-565,社員008,総務部,09:18,17:49,60,0
2024/01/25,EMP-565,社員008,総務部,09:05,17:53,60,0
2024/01/26,EMP-565,社員008,総務部,09:10,19:46,60,0
2024/01/29,EMP-565,社員008,総務部,09:10,17:13,60,0
2024/01/30,EMP-565,社員008,総務部,09:27,19:06,60,0
2024/01/01,EMP-331,社員009,総務部,08:10,19:30,60,0
2024/01/02,EMP-331,社員009,総務部,09:09,19:52,60,0
2024/01/03,EMP-331,社員009,総務部,09:25,18:05,60,0
2024/01/05,EMP-331,社員009,総務部,09:00,17:30,60,1
2024/01/08,EMP-331,社員009,総務部,08:41,17:27,60,0
2024/01/09,EMP-331,社員009,総務部,08:05,18:49,60,0
2024/01/10,EMP-331,社員009,総務部,08:07,17:57,60,0
2024/01/11,EMP-331,社員009,総務部,09:15,17:55,60,0
2024/01/12,EMP-331,社員009,総務部,09:18,18:03,60,0
2024/01/15,EMP-331,社員009,総務部,09:13,18:47,60,0
2024/01/16,EMP-331,社員009,総務部,09:01,18:25,60,0
2024/01/17,EMP-331,社員009,総務部,09:07,19:03,60,0
2024/01/18,EMP-331,社員009,総務部,09:17,17:17,60,0
2024/01/19,EMP-331,社員009,総務部,09:03,18:39,60,0
2024/01/22,EMP-331,社員009,総務部,09:00,17:18,60,0
2024/01/23,EMP-331,社員009,総務部,09:07,19:14,60,0
2024/01/24,EMP-331,社員009,総務部,09:04,18:46,60,0
2024/01/25,EMP-331,社員009,総務部,09:25,18:51,60,0
2024/01/26,EMP-331,社員009,総務部,08:18,19:47,60,0
2024/01/29,EMP-331,社員009,総務部,08:12,17:38,60,0
2024/01/30,EMP-331,社員009,総務部,09:09,17:13,60,0
2024/01/31,EMP-331,社員009,総務部,09:28,18:22,60,0
2024/01/01,EMP-761,社員010,総務部,08:51,17:21,60,0
2024/01/02,EMP-761,社員010,総務部,08:35,17:31,60,0
2024/01/03,EMP-761,社員010,総務部,09:24,17:49,60,0
2024/01/04,EMP-761,社員010,総務部,08:54,19:55,60,0
2024/01/05,EMP-761,社員010,総務部,08:59,18:51,60,0
2024/01/08,EMP-761,社員010,総務部,08:06,19:39,60,0
2024/01/09,EMP-761,社員010,総務部,08:32,17:10,60,0
2024/01/10,EMP-761,社員010,総務部,09:05,19:18,60,0
2024/01/11,EMP-761,社員010,総務部,09:23,17:09,60,0
2024/01/12,EMP-761,社員010,総務部,08:07,17:28,60,0
2024/01/15,EMP-761,社員010,総務部,08:15,18:21,60,0
2024/01/16,EMP-761,社員010,総務部,09:11,19:48,60,0
2024/01/17,EMP-761,社員010,総務部,08:09,19:26,60,0
2024/01/18,EMP-761,社員010,総務部,09:13,18:57,60,0
2024/01/19,EMP-761,社員010,総務部,09:30,17:28,60,0
2024/01/23,EMP-761,社員010,総務部,08:05,18:20,60,0
2024/01/24,EMP-761,社員010,総務部,09:00,17:30,60,1
2024/01/25,EMP-761,社員010,総務部,08:57,19:03,60,0
2024/01/26,EMP-761,社員010,総務部,09:13,18:56,60,0
2024/01/29,EMP-761,社員010,総務部,09:23,19:20,60,0
2024/01/31,EMP-761,社員010,総務部,08:44,18:28,60,0
