日付,社員ID,氏名,部門,出勤時刻,退勤時刻,休憩(分),有給フラグ
2024/01/17,EMP-516,社員004,営業部,09:10,18:44,60,0
2024/01/18,EMP-516,社員004,営業部,09:21,18:43,60,0
2024/01/19,EMP-516,社員004,営業部,09:00,17:30,60,1
2024/01/22,EMP-516,社員004,営業部,09:25,19:38,60,0
2024/01/23,EMP-516,社員004,営業部,09:21,17:32,60,0
2024/01/24,EMP-516,社員004,営業部,08:42,17:18,60,0
2024/01/25,EMP-516,社員004,営業部,09:02,17:43,60,0
2024/01/26,EMP-516,社員004,営業部,08:01,17:15,60,0
2024/01/29,EMP-516,社員004,営業部,08:29,18:56,60,0
2024/01/30,EMP-516,社員004,営業部,09:15,18:15,60,0
2024/01/31,EMP-516,社員004,営業部,08:49,18:14,60,0
2024/01/01,EMP-173,社員005,営業部,09:01,19:15,60,0
2024/01/02,EMP-173,社員005,営業部,08:51,18:42,60,0
2024/01/03,EMP-173,社員005,営業部,09:30,18:39,60,0
2024/01/04,EMP-173,社員005,営業部,09:26,19:28,60,0
2024/01/05,EMP-173,社員005,営業部,09:14,18:48,60,0
2024/01/08,EMP-173,社員005,営業部,09:20,17:17,60,0
2024/01/09,EMP-173,社員005,営業部,08:17,18:20,60,0
2024/01/10,EMP-173,社員005,営業部,08:14,18:44,60,0
2024/01/11,EMP-173,社員005,営業部,09:13,18:34,60,0
2024/01/12,EMP-173,社員005,営業部,09:00,17:30,60,1
2024/01/15,EMP-173,社員005,営業部,09:15,17:22,60,0
2024/01/16,EMP-173,社員005,営業部,09:17,19:47,60,0
2024/01/17,EMP-173,社員005,営業部,08:31,17:17,60,0
2024/01/18,EMP-173,社員005,営業部,09:21,19:51,60,0
2024/01/19,EMP-173,社員005,営業部,09:29,17:39,60,0
2024/01/22,EMP-173,社員005,営業部,08:05,19:27,60,0
2024/01/23,EMP-173,社員005,営業部,08:16,18:20,60,0
2024/01/24,EMP-173,社員005,営業部,09:08,18:16,60,0
2024/01/25,EMP-173,社員005,営業部,08:22,17:41,60,0
2024/01/26,EMP-173,社員005,営業部,08:48,17:15,60,0
2024/01/29,EMP-173,社員005,営業部,08:15,17:30,60,0
2024/01/30,EMP-173,社員005,営業部,08:29,19:16,60,0
2024/01/31,EMP-173,社員005,営業部,08:49,17:19,60,0
2024/01/01,EMP-303,社員006,営業部,09:18,19:58,60,0
2024/01/02,EMP-303,社員006,営業部,08:04,19:44,60,0
2024/01/03,EMP-303,社員006,営業部,09:27,19:38,60,0
2024/01/04,EMP-303,社員006,営業部,08:22,19:27,60,0
2024/01/05,EMP-303,社員006,営業部,09:00,18:52,60,0
2024/01/08,EMP-303,社員006,営業部,09:20,18:45,60,0
2024/01/09,EMP-303,社員006,営業部,09:19,19:49,60,0
2024/01/10,EMP-303,社員006,営業部,09:10,17:53,60,0
2024/01/11,EMP-303,社員006,営業部,09:07,18:36,60,0
2024/01/12,EMP-303,社員006,営業部,08:31,18:11,60,0
2024/01/15,EMP-303,社員006,営業部,09:10,18:56,60,0
2024/01/16,EMP-303,社員006,営業部,08:33,17:05,60,0
2024/01/17,EMP-303,社員006,営業部,08:44,18:41,60,0
2024/01/18,EMP-303,社員006,営業部,08:05,18:14,60,0
2024/01/19,EMP-303,社員006,営業部,09:15,19:33,60,0
2024/01/22,EMP-303,社員006,営業部,09:11,19:29,60,0
2024/01/23,EMP-303,社員006,営業部,08:46,17:20,60,0
2024/01/24,EMP-303,社員006,営業部,08:12,17:47,60,0
2024/01/25,EMP-303,社員006,営業部,09:03,17:18,60,0
2024/01/26,EMP-303,社員006,営業部,08:45,19:08,60,0
2024/01/29,EMP-303,社員006,営業部,09:22,17:40,60,0
2024/01/30,EMP-303,社員006,営業部,08:36,18:30,60,0
2024/01/31,EMP-303,社員006,営業部,08:16,18:07,60,0
2024/01/01,EMP-382,社員007,営業部,08:36,19:43,60,0
2024/01/02,EMP-382,社員007,営業部,09:02,17:07,60,0
2024/01/03,EMP-382,社員007,営業部,08:49,19:24,60,0
2024/01/04,EMP-382,社員007,営業部,09:09,19:39,60,0
2024/01/05,EMP-382,社員007,営業部,08:48,17:40,60,0
2024/01/08,EMP-382,社員007,営業部,08:15,17:35,60,0
2024/01/10,EMP-382,社員007,営業部,09:09,17:14,60,0
2024/01/11,EMP-382,社員007,営業部,09:02,19:14,60,0
2024/01/12,EMP-382,社員007,営業部,08:27,17:34,60,0
2024/01/15,EMP-382,社員007,営業部,09:26,17:04,60,0
2024/01/16,EMP-382,社員007,営業部,09:14,17:29,60,0
2024/01/17,EMP-382,社員007,営業部,09:16,19:31,60,0
2024/01/18,EMP-382,社員007,営業部,09:23,18:38,60,0
2024/01/19,EMP-382,社員007,営業部,08:48,19:52,60,0
2024/01/22,EMP-382,社員007,営業部,08:30,19:41,60,0
2024/01/23,EMP-382,社員007,営業部,09:20,18:05,60,0
2024/01/24,EMP-382,社員007,営業部,09:21,17:54,60,0
2024/01/25,EMP-382,社員007,営業部,09:09,19:25,60,0
2024/01/26,EMP-382,社員007,営業部,09:02,18:16,60,0
2024/01/29,EMP-382,社員007,営業部,09:27,19:52,60,0
2024/01/30,EMP-382,社員007,営業部,09:13,17:12,60,0
2024/01/31,EMP-382,社員007,営業部,09:20,18:48,60,0
2024/01/01,EMP-846,社員008,営業部,08:59,18:28,60,0
2024/01/02,EMP-846,社員008,営業部,08:40,19:51,60,0
2024/01/03,EMP-846,社員008,営業部,08:35,18:05,60,0
2024/01/04,EMP-846,社員008,営業部,08:29,17:41,60,0
2024/01/05,EMP-846,社員008,営業部,09:16,19:17,60,0
2024/01/08,EMP-846,社員008,営業部,09:07,18:35,60,0
2024/01/09,EMP-846,社員008,営業部,08:55,17:17,60,0
2024/01/10,EMP-846,社員008,営業部,09:29,19:17,60,0
2024/01/11,EMP-846,社員008,営業部,09:26,19:37,60,0
2024/01/12,EMP-846,社員008,営業部,08:28,19:30,60,0
2024/01/15,EMP-846,社員008,営業部,09:14,18:55,60,0
2024/01/16,EMP-846,社員008,営業部,09:07,18:02,60,0
2024/01/17,EMP-846,社員008,営業部,09:12,19:50,60,0
2024/01/18,EMP-846,社員008,営業部,09:30,17:08,60,0
2024/01/19,EMP-846,社員008,営業部,08:55,18:06,60,0
2024/01/22,EMP-846,社員008,営業部,08:26,19:09,60,0
2024/01/23,EMP-846,社員008,営業部,09:10,19:44,60,0
2024/01/24,EMP-846,社員008,営業部,09:27,19:54,60,0
2024/01/25,EMP-846,社員008,営業部,09:27,19:02,60,0
2024/01/26,EMP-846,社員008,営業部,09:07,19:05,60,0
2024/01/29,EMP-846,社員008,営業部,08:28,17:44,60,0
2024/01/30,EMP-846,社員008,営業部,09:25,17:18,60,0
2024/01/31,EMP-846,社員008,営業部,08:33,18:36,60,0
2024/01/01,EMP-371,社員009,営業部,08:05,19:55,60,0
2024/01/02,EMP-371,社員009,営業部,09:29,19:09,60,0
2024/01/03,EMP-371,社員009,営業部,09:08,19:00,60,0
2024/01/04,EMP-371,社員009,営業部,09:21,19:10,60,0
2024/01/05,EMP-371,社員009,営業部,09:20,18:44,60,0
2024/01/08,EMP-371,社員009,営業部,08:24,18:06,60,0
2024/01/09,EMP-371,社員009,営業部,09:22,18:01,60,0
2024/01/10,EMP-371,社員009,営業部,09:00,19:55,60,0
2024/01/11,EMP-371,社員009,営業部,08:58,19:47,60,0
2024/01/12,EMP-371,社員009,営業部,09:24,17:38,60,0
2024/01/15,EMP-371,社員009,営業部,08:39,18:43,60,0
2024/01/16,EMP-371,社員009,営業部,08:40,17:57,60,0
2024/01/17,EMP-371,社員009,営業部,09:01,19:23,60,0
2024/01/18,EMP-371,社員009,営業部,09:10,19:26,60,0
2024/01/19,EMP-371,社員009,営業部,09:16,19:58,60,0
2024/01/22,EMP-371,社員009,営業部,09:30,18:47,60,0
2024/01/23,EMP-371,社員009,営業部,09:30,17:09,60,0
2024/01/24,EMP-371,社員009,営業部,09:30,19:23,60,0
2024/01/25,EMP-371,社員009,営業部,09:17,17:29,60,0
2024/01/26,EMP-371,社員009,営業部,09:18,18:52,60,0
2024/01/29,EMP-371,社員009,営業部,08:30,17:39,60,0
2024/01/30,EMP-371,社員009,営業部,08:41,17:40,60,0
2024/01/31,EMP-371,社員009,営業部,09:20,18:07,60,0
2024/01/01,EMP-150,社員010,営業部,09:15,17:06,60,0
2024/01/02,EMP-150,社員010,営業部,09:14,18:42,60,0
2024/01/03,EMP-150,社員010,営業部,09:18,19:46,60,0
2024/01/04,EMP-150,社員010,営業部,08:53,18:39,60,0
2024/01/05,EMP-150,社員010,営業部,08:44,18:13,60,0
2024/01/08,EMP-150,社員010,営業部,09:03,19:23,60,0
2024/01/09,EMP-150,社員010,営業部,09:01,18:17,60,0
2024/01/10,EMP-150,社員010,営業部,09:02,19:13,60,0
2024/01/11,EMP-150,社員010,営業部,08:03,18:15,60,0
2024/01/12,EMP-150,社員010,営業部,08:04,19:13,60,0
2024/01/15,EMP-150,社員010,営業部,08:21,17:50,60,0
2024/01/17,EMP-150,社員010,営業部,08:08,19:16,60,0
2024/01/18,EMP-150,社員010,営業部,08:08,17:22,60,0
2024/01/19,EMP-150,社員010,営業部,09:00,17:16,60,0
2024/01/22,EMP-150,社員010,営業部,08:47,17:30,60,0
2024/01/23,EMP-150,社員010,営業部,08:28,19:14,60,0
2024/01/24,EMP-150,社員010,営業部,09:14,19:01,60,0
2024/01/25,EMP-150,社員010,営業部,09:13,19:06,60,0
2024/01/26,EMP-150,社員010,営業部,08:57,17:20,60,0
2024/01/29,EMP-150,社員010,営業部,09:19,19:37,60,0
2024/01/30,EMP-150,社員010,営業部,09:14,19:38,60,0
2024/01/31,EMP-150,社員010,営業部,08:54,19:41,60,0
2024/01/01,EMP-921,社員011,営業部,08:27,18:56,60,0
2024/01/02,EMP-921,社員011,営業部,09:12,18:46,60,0
2024/01/03,EMP-921,社員011,営業部,09:11,17:43,60,0
2024/01/04,EMP-921,社員011,営業部,08:05,18:06,60,0
2024/01/05,EMP-921,社員011,営業部,08:35,17:37,60,0
2024/01/08,EMP-921,社員011,営業部,08:26,18:55,60,0
2024/01/09,EMP-921,社員011,営業部,08:18,19:19,60,0
2024/01/10,EMP-921,社員011,営業部,08:09,19:30,60,0
2024/01/11,EMP-921,社員011,営業部,09:03,18:36,60,0
2024/01/12,EMP-921,社員011,営業部,08:38,19:53,60,0
2024/01/15,EMP-921,社員011,営業部,09:22,18:58,60,0
2024/01/17,EMP-921,社員011,営業部,09:02,17:47,60,0
2024/01/18,EMP-921,社員011,営業部,08:24,18:29,60,0
2024/01/19,EMP-921,社員011,営業部,09:24,19:38,60,0
2024/01/22,EMP-921,社員011,営業部,08:48,19:03,60,0
2024/01/23,EMP-921,社員011,営業部,09:15,19:28,60,0
2024/01/24,EMP-921,社員011,営業部,08:22,18:07,60,0
2024/01/25,EMP-921,社員011,営業部,09:00,17:30,60,1
2024/01/26,EMP-921,社員011,営業部,08:00,17:19,60,0
2024/01/29,EMP-921,社員011,営業部,09:00,17:30,60,1
2024/01/30,EMP-921,社員011,営業部,08:08,18:34,60,0
2024/01/31,EMP-921,社員011,営業部,09:02,18:55,60,0
2024/01/01,EMP-134,社員012,営業部,09:29,17:55,60,0
2024/01/02,EMP-134,社員012,営業部,09:22,19:26,60,0
2024/01/03,EMP-134,社員012,営業部,09:05,19:29,60,0
2024/01/04,EMP-134,社員012,営業部,08:27,17:15,60,0
2024/01/05,EMP-134,社員012,営業部,08:25,18:47,60,0
2024/01/08,EMP-134,社員012,営業部,08:04,19:40,60,0
2024/01/09,EMP-134,社員012,営業部,09:11,19:52,60,0
2024/01/10,EMP-134,社員012,営業部,08:09,18:12,60,0
2024/01/11,EMP-134,社員012,営業部,08:11,19:31,60,0
2024/01/12,EMP-134,社員012,営業部,09:21,19:41,60,0
2024/01/15,EMP-134,社員012,営業部,09:04,18:04,60,0
2024/01/16,EMP-134,社員012,営業部,09:18,17:22,60,0
2024/01/17,EMP-134,社員012,営業部,09:01,17:23,60,0
2024/01/18,EMP-134,社員012,営業部,08:39,19:32,60,0
2024/01/19,EMP-134,社員012,営業部,08:28,19:41,60,0
2024/01/22,EMP-134,社員012,営業部,08:03,18:06,60,0
2024/01/23,EMP-134,社員012,営業部,09:00,17:30,60,1
2024/01/24,EMP-134,社員012,営業部,09:16,19:39,60,0
2024/01/25,EMP-134,社員012,営業部,09:12,18:49,60,0
2024/01/26,EMP-134,社員012,営業部,09:02,18:06,60,0
2024/01/29,EMP-134,社員012,営業部,09:23,19:58,60,0
2024/01/30,EMP-134,社員012,営業部,08:37,19:09,60,0
2024/01/31,EMP-134,社員012,営業部,09:04,19:45,60,0
2024/01/01,EMP-217,社員013,営業部,09:20,18:52,60,0
2024/01/02,EMP-217,社員013,営業部,08:41,19:27,60,0
2024/01/04,EMP-217,社員013,営業部,08:21,18:12,60,0
2024/01/05,EMP-217,社員013,営業部,08:18,17:32,60,0
2024/01/08,EMP-217,社員013,営業部,08:42,18:56,60,0
2024/01/09,EMP-217,社員013,営業部,09:04,17:11,60,0
2024/01/10,EMP-217,社員013,営業部,08:46,18:02,60,0
2024/01/11,EMP-217,社員013,営業部,08:28,19:18,60,0
2024/01/12,EMP-217,社員013,営業部,08:34,17:19,60,0
2024/01/15,EMP-217,社員013,営業部,08:23,19:36,60,0
2024/01/16,EMP-217,社員013,営業部,09:24,18:32,60,0
2024/01/17,EMP-217,社員013,営業部,08:51,19:08,60,0
2024/01/18,EMP-217,社員013,営業部,09:27,18:35,60,0
2024/01/19,EMP-217,社員013,営業部,08:18,17:48,60,0
2024/01/22,EMP-217,社員013,営業部,08:53,18:05,60,0
2024/01/23,EMP-217,社員013,営業部,09:00,17:30,60,1
2024/01/24,EMP-217,社員013,営業部,09:07,18:05,60,0
2024/01/25,EMP-217,社員013,営業部,08:53,19:41,60,0
2024/01/26,EMP-217,社員013,営業部,08:18,18:44,60,0
2024/01/29,EMP-217,社員013,営業部,09:14,19:00,60,0
2024/01/31,EMP-217,社員013,営業部,08:35,19:38,60,0
2024/01/01,EMP-623,社員014,営業部,09:00,17:30,60,1
2024/01/02,EMP-623,社員014,営業部,09:02,17:53,60,0
2024/01/03,EMP-623,社員014,営業部,08:40,19:36,60,0
2024/01/04,EMP-623,社員014,営業部,09:00,19:22,60,0
2024/01/05,EMP-623,社員014,営業部,08:33,18:04,60,0
2024/01/08,EMP-623,社員014,営業部,08:24,18:02,60,0
2024/01/09,EMP-623,社員014,営業部,09:23,17:22,60,0
2024/01/10,EMP-623,社員014,営業部,08:49,19:47,60,0
2024/01/11,EMP-623,社員014,営業部,09:17,18:52,60,0
2024/01/12,EMP-623,社員014,営業部,09:22,18:40,60,0
2024/01/15,EMP-623,社員014,営業部,09:00,17:30,60,1
2024/01/16,EMP-623,社員014,営業部,08:20,18:32,60,0
2024/01/17,EMP-623,社員014,営業部,09:08,17:48,60,0
2024/01/18,EMP-623,社員014,営業部,08:55,19:21,60,0
2024/01/19,EMP-623,社員014,営業部,09:28,18:47,60,0
2024/01/22,EMP-623,社員014,営業部,09:05,18:44,60,0
2024/01/23,EMP-623,社員014,営業部,09:25,17:46,60,0
2024/01/24,EMP-623,社員014,営業部,08:34,18:20,60,0
2024/01/25,EMP-623,社員014,営業部,09:09,18:38,60,0
2024/01/26,EMP-623,社員014,営業部,09:11,18:02,60,0
2024/01/29,EMP-623,社員014,営業部,09:08,19:50,60,0
2024/01/30,EMP-623,社員014,営業部,09:11,19:51,60,0
2024/01/31,EMP-623,社員014,営業部,08:09,19:43,60,0
