Date,ProductID,ProductName,Category,SalesQty,StockQty,ReorderPoint,OrderQty,LeadTimeDays
2023/12/05,P-D002,コーラ 1.5L,飲料,43,268,180,0,3
2023/12/06,P-D002,コーラ 1.5L,飲料,50,218,180,0,3
2023/12/07,P-D002,コーラ 1.5L,飲料,43,735,180,560,3
2023/12/08,P-D002,コーラ 1.5L,飲料,55,680,180,0,3
2023/12/09,P-D002,コーラ 1.5L,飲料,69,611,180,0,3
2023/12/10,P-D002,コーラ 1.5L,飲料,64,547,180,0,3
2023/12/11,P-D002,コーラ 1.5L,飲料,40,507,180,0,3
2023/12/12,P-D002,コーラ 1.5L,飲料,38,469,180,0,3
2023/12/13,P-D002,コーラ 1.5L,飲料,42,427,180,0,3
2023/12/14,P-D002,コーラ 1.5L,飲料,31,396,180,0,3
2023/12/15,P-D002,コーラ 1.5L,飲料,53,343,180,0,3
2023/12/16,P-D002,コーラ 1.5L,飲料,49,294,180,0,3
2023/12/17,P-D002,コーラ 1.5L,飲料,49,245,180,0,3
2023/12/18,P-D002,コーラ 1.5L,飲料,46,199,180,0,3
2023/12/19,P-D002,コーラ 1.5L,飲料,40,719,180,560,3
2023/12/20,P-D002,コーラ 1.5L,飲料,49,670,180,0,3
2023/12/21,P-D002,コーラ 1.5L,飲料,37,633,180,0,3
2023/12/22,P-D002,コーラ 1.5L,飲料,38,595,180,0,3
2023/12/23,P-D002,コーラ 1.5L,飲料,57,538,180,0,3
2023/12/24,P-D002,コーラ 1.5L,飲料,56,482,180,0,3
2023/12/25,P-D002,コーラ 1.5L,飲料,36,446,180,0,3
2023/12/26,P-D002,コーラ 1.5L,飲料,43,403,180,0,3
2023/12/27,P-D002,コーラ 1.5L,飲料,35,368,180,0,3
2023/12/28,P-D002,コーラ 1.5L,飲料,42,326,180,0,3
2023/12/29,P-D002,コーラ 1.5L,飲料,40,286,180,0,3
2023/12/30,P-D002,コーラ 1.5L,飲料,63,223,180,0,3
2023/12/31,P-D002,コーラ 1.5L,飲料,55,728,180,560,3
2023/10/01,P-D003,オレンジジュース,飲料,54,388,180,0,3
2023/10/02,P-D003,オレンジジュース,飲料,33,355,180,0,3
2023/10/03,P-D003,オレンジジュース,飲料,48,307,180,0,3
2023/10/04,P-D003,オレンジジュース,飲料,37,270,180,0,3
2023/10/05,P-D003,オレンジジュース,飲料,38,232,180,0,3
2023/10/06,P-D003,オレンジジュース,飲料,31,201,180,0,3
2023/10/07,P-D003,オレンジジュース,飲料,52,709,180,560,3
2023/10/08,P-D003,オレンジジュース,飲料,53,656,180,0,3
2023/10/09,P-D003,オレンジジュース,飲料,30,626,180,0,3
2023/10/10,P-D003,オレンジジュース,飲料,45,581,180,0,3
2023/10/11,P-D003,オレンジジュース,飲料,36,545,180,0,3
2023/10/12,P-D003,オレンジジュース,飲料,50,495,180,0,3
2023/10/13,P-D003,オレンジジュース,飲料,48,447,180,0,3
2023/10/14,P-D003,オレンジジュース,飲料,60,387,180,0,3
2023/10/15,P-D003,オレンジジュース,飲料,55,332,180,0,3
2023/10/16,P-D003,オレンジジュース,飲料,36,296,180,0,3
2023/10/17,P-D003,オレンジジュース,飲料,47,249,180,0,3
2023/10/18,P-D003,オレンジジュース,飲料,19,230,180,0,3
2023/10/19,P-D003,オレンジジュース,飲料,24,206,180,0,3
2023/10/20,P-D003,オレンジジュース,飲料,43,723,180,560,3
2023/10/21,P-D003,オレンジジュース,飲料,60,663,180,0,3
2023/10/22,P-D003,オレンジジュース,飲料,61,602,180,0,3
2023/10/23,P-D003,オレンジジュース,飲料,39,563,180,0,3
2023/10/24,P-D003,オレンジジュース,飲料,31,532,180,0,3
2023/10/25,P-D003,オレンジジュース,飲料,46,486,180,0,3
2023/10/26,P-D003,オレンジジュース,飲料,48,438,180,0,3
2023/10/27,P-D003,オレンジジュース,飲料,49,389,180,0,3
2023/10/28,P-D003,オレンジジュース,飲料,67,322,180,0,3
2023/10/29,P-D003,オレンジジュース,飲料,58,264,180,0,3
2023/10/30,P-D003,オレンジジュース,飲料,31,233,180,0,3
2023/10/31,P-D003,オレンジジュース,飲料,39,194,180,0,3
2023/11/01,P-D003,オレンジジュース,飲料,39,715,180,560,3
2023/11/02,P-D003,オレンジジュース,飲料,40,675,180,0,3
2023/11/03,P-D003,オレンジジュース,飲料,60,615,180,0,3
2023/11/04,P-D003,オレンジジュース,飲料,40,575,180,0,3
2023/11/05,P-D003,オレンジジュース,飲料,44,531,180,0,3
2023/11/06,P-D003,オレンジジュース,飲料,26,505,180,0,3
2023/11/07,P-D003,オレンジジュース,飲料,31,474,180,0,3
2023/11/08,P-D003,オレンジジュース,飲料,36,438,180,0,3
2023/11/09,P-D003,オレンジジュース,飲料,28,410,180,0,3
2023/11/10,P-D003,オレンジジュース,飲料,40,370,180,0,3
2023/11/11,P-D003,オレンジジュース,飲料,53,317,180,0,3
2023/11/12,P-D003,オレンジジュース,飲料,76,241,180,0,3
2023/11/13,P-D003,オレンジジュース,飲料,50,191,180,0,3
2023/11/14,P-D003,オレンジジュース,飲料,30,721,180,560,3
2023/11/15,P-D003,オレンジジュース,飲料,35,686,180,0,3
2023/11/16,P-D003,オレンジジュース,飲料,31,655,180,0,3
2023/11/17,P-D003,オレンジジュース,飲料,33,622,180,0,3
2023/11/18,P-D003,オレンジジュース,飲料,59,563,180,0,3
2023/11/19,P-D003,オレンジジュース,飲料,48,515,180,0,3
2023/11/20,P-D003,オレンジジュース,飲料,35,480,180,0,3
2023/11/21,P-D003,オレンジジュース,飲料,21,459,180,0,3
2023/11/22,P-D003,オレンジジュース,飲料,32,427,180,0,3
2023/11/23,P-D003,オレンジジュース,飲料,41,386,180,0,3
2023/11/24,P-D003,オレンジジュース,飲料,51,335,180,0,3
2023/11/25,P-D003,オレンジジュース,飲料,63,272,180,0,3
2023/11/26,P-D003,オレンジジュース,飲料,45,227,180,0,3
2023/11/27,P-D003,オレンジジュース,飲料,43,184,180,0,3
2023/11/28,P-D003,オレンジジュース,飲料,27,717,180,560,3
2023/11/29,P-D003,オレンジジュース,飲料,43,674,180,0,3
2023/11/30,P-D003,オレンジジュース,飲料,40,634,180,0,3
2023/12/01,P-D003,オレンジジュース,飲料,37,597,180,0,3
2023/12/02,P-D003,オレンジジュース,飲料,58,539,180,0,3
2023/12/03,P-D003,オレンジジュース,飲料,59,480,180,0,3
2023/12/04,P-D003,オレンジジュース,飲料,41,439,180,0,3
2023/12/05,P-D003,オレンジジュース,飲料,33,406,180,0,3
2023/12/06,P-D003,オレンジジュース,飲料,50,356,180,0,3
2023/12/07,P-D003,オレンジジュース,飲料,48,308,180,0,3
2023/12/08,P-D003,オレンジジュース,飲料,46,262,180,0,3
2023/12/09,P-D003,オレンジジュース,飲料,66,196,180,0,3
2023/12/10,P-D003,オレンジジュース,飲料,72,684,180,560,3
2023/12/11,P-D003,オレンジジュース,飲料,52,632,180,0,3
2023/12/12,P-D003,オレンジジュース,飲料,24,608,180,0,3
2023/12/13,P-D003,オレンジジュース,飲料,31,577,180,0,3
2023/12/14,P-D003,オレンジジュース,飲料,52,525,180,0,3
2023/12/15,P-D003,オレンジジュース,飲料,40,485,180,0,3
2023/12/16,P-D003,オレンジジュース,飲料,50,435,180,0,3
2023/12/17,P-D003,オレンジジュース,飲料,52,383,180,0,3
2023/12/18,P-D003,オレンジジュース,飲料,39,344,180,0,3
2023/12/19,P-D003,オレンジジュース,飲料,33,311,180,0,3
2023/12/20,P-D003,オレンジジュース,飲料,33,278,180,0,3
2023/12/21,P-D003,オレンジジュース,飲料,35,243,180,0,3
2023/12/22,P-D003,オレンジジュース,飲料,42,201,180,0,3
2023/12/23,P-D003,オレンジジュース,飲料,53,708,180,560,3
2023/12/24,P-D003,オレンジジュース,飲料,75,633,180,0,3
2023/12/25,P-D003,オレンジジュース,飲料,38,595,180,0,3
2023/12/26,P-D003,オレンジジュース,飲料,41,554,180,0,3
2023/12/27,P-D003,オレンジジュース,飲料,34,520,180,0,3
2023/12/28,P-D003,オレンジジュース,飲料,39,481,180,0,3
2023/12/29,P-D003,オレンジジュース,飲料,43,438,180,0,3
2023/12/30,P-D003,オレンジジュース,飲料,39,399,180,0,3
2023/12/31,P-D003,オレンジジュース,飲料,45,354,180,0,3
2023/10/01,P-D004,麦茶パック,飲料,38,400,180,0,3
2023/10/02,P-D004,麦茶パック,飲料,26,374,180,0,3
2023/10/03,P-D004,麦茶パック,飲料,44,330,180,0,3
2023/10/04,P-D004,麦茶パック,飲料,37,293,180,0,3
2023/10/05,P-D004,麦茶パック,飲料,50,243,180,0,3
2023/10/06,P-D004,麦茶パック,飲料,51,192,180,0,3
2023/10/07,P-D004,麦茶パック,飲料,66,686,180,560,3
2023/10/08,P-D004,麦茶パック,飲料,48,638,180,0,3
2023/10/09,P-D004,麦茶パック,飲料,40,598,180,0,3
2023/10/10,P-D004,麦茶パック,飲料,39,559,180,0,3
2023/10/11,P-D004,麦茶パック,飲料,33,526,180,0,3
2023/10/12,P-D004,麦茶パック,飲料,44,482,180,0,3
2023/10/13,P-D004,麦茶パック,飲料,52,430,180,0,3
2023/10/14,P-D004,麦茶パック,飲料,55,375,180,0,3
2023/10/15,P-D004,麦茶パック,飲料,46,329,180,0,3
2023/10/16,P-D004,麦茶パック,飲料,26,303,180,0,3
2023/10/17,P-D004,麦茶パック,飲料,34,269,180,0,3
2023/10/18,P-D004,麦茶パック,飲料,40,229,180,0,3
2023/10/19,P-D004,麦茶パック,飲料,33,196,180,0,3
2023/10/20,P-D004,麦茶パック,飲料,47,709,180,560,3
2023/10/21,P-D004,麦茶パック,飲料,64,645,180,0,3
2023/10/22,P-D004,麦茶パック,飲料,60,585,180,0,3
2023/10/23,P-D004,麦茶パック,飲料,48,537,180,0,3
2023/10/24,P-D004,麦茶パック,飲料,43,494,180,0,3
2023/10/25,P-D004,麦茶パック,飲料,29,465,180,0,3
2023/10/26,P-D004,麦茶パック,飲料,53,412,180,0,3
2023/10/27,P-D004,麦茶パック,飲料,43,369,180,0,3
2023/10/28,P-D004,麦茶パック,飲料,67,302,180,0,3
2023/10/29,P-D004,麦茶パック,飲料,55,247,180,0,3
2023/10/30,P-D004,麦茶パック,飲料,32,215,180,0,3
2023/10/31,P-D004,麦茶パック,飲料,19,196,180,0,3
2023/11/01,P-D004,麦茶パック,飲料,36,720,180,560,3
2023/11/02,P-D004,麦茶パック,飲料,27,693,180,0,3
2023/11/03,P-D004,麦茶パック,飲料,55,638,180,0,3
2023/11/04,P-D004,麦茶パック,飲料,71,567,180,0,3
2023/11/05,P-D004,麦茶パック,飲料,48,519,180,0,3
2023/11/06,P-D004,麦茶パック,飲料,37,482,180,0,3
2023/11/07,P-D004,麦茶パック,飲料,27,455,180,0,3
2023/11/08,P-D004,麦茶パック,飲料,32,423,180,0,3
2023/11/09,P-D004,麦茶パック,飲料,45,378,180,0,3
2023/11/10,P-D004,麦茶パック,飲料,47,331,180,0,3
2023/11/11,P-D004,麦茶パック,飲料,73,258,180,0,3
2023/11/12,P-D004,麦茶パック,飲料,51,207,180,0,3
2023/11/13,P-D004,麦茶パック,飲料,43,724,180,560,3
2023/11/14,P-D004,麦茶パック,飲料,34,690,180,0,3
2023/11/15,P-D004,麦茶パック,飲料,43,647,180,0,3
2023/11/16,P-D004,麦茶パック,飲料,35,612,180,0,3
2023/11/17,P-D004,麦茶パック,飲料,46,566,180,0,3
2023/11/18,P-D004,麦茶パック,飲料,58,508,180,0,3
2023/11/19,P-D004,麦茶パック,飲料,48,460,180,0,3
2023/11/20,P-D004,麦茶パック,飲料,40,420,180,0,3
2023/11/21,P-D004,麦茶パック,飲料,38,382,180,0,3
2023/11/22,P-D004,麦茶パック,飲料,42,340,180,0,3
2023/11/23,P-D004,麦茶パック,飲料,51,289,180,0,3
2023/11/24,P-D004,麦茶パック,飲料,58,231,180,0,3
2023/11/25,P-D004,麦茶パック,飲料,55,736,180,560,3
2023/11/26,P-D004,麦茶パック,飲料,57,679,180,0,3
2023/11/27,P-D004,麦茶パック,飲料,30,649,180,0,3
2023/11/28,P-D004,麦茶パック,飲料,33,616,180,0,3
2023/11/29,P-D004,麦茶パック,飲料,32,584,180,0,3
2023/11/30,P-D004,麦茶パック,飲料,52,532,180,0,3
2023/12/01,P-D004,麦茶パック,飲料,49,483,180,0,3
2023/12/02,P-D004,麦茶パック,飲料,56,427,180,0,3
2023/12/03,P-D004,麦茶パック,飲料,64,363,180,0,3
2023/12/04,P-D004,麦茶パック,飲料,17,346,180,0,3
2023/12/05,P-D004,麦茶パック,飲料,17,329,180,0,3
2023/12/06,P-D004,麦茶パック,飲料,43,286,180,0,3
2023/12/07,P-D004,麦茶パック,飲料,39,247,180,0,3
2023/12/08,P-D004,麦茶パック,飲料,48,199,180,0,3
2023/12/09,P-D004,麦茶パック,飲料,47,712,180,560,3
2023/12/10,P-D004,麦茶パック,飲料,54,658,180,0,3
2023/12/11,P-D004,麦茶パック,飲料,51,607,180,0,3
2023/12/12,P-D004,麦茶パック,飲料,39,568,180,0,3
2023/12/13,P-D004,麦茶パック,飲料,38,530,180,0,3
2023/12/14,P-D004,麦茶パック,飲料,35,495,180,0,3
2023/12/15,P-D004,麦茶パック,飲料,43,452,180,0,3
2023/12/16,P-D004,麦茶パック,飲料,41,411,180,0,3
2023/12/17,P-D004,麦茶パック,飲料,56,355,180,0,3
2023/12/18,P-D004,麦茶パック,飲料,41,314,180,0,3
2023/12/19,P-D004,麦茶パック,飲料,20,294,180,0,3
2023/12/20,P-D004,麦茶パック,飲料,31,263,180,0,3
2023/12/21,P-D004,麦茶パック,飲料,29,234,180,0,3
2023/12/22,P-D004,麦茶パック,飲料,38,196,180,0,3
2023/12/23,P-D004,麦茶パック,飲料,58,698,180,560,3
2023/12/24,P-D004,麦茶パック,飲料,37,661,180,0,3
2023/12/25,P-D004,麦茶パック,飲料,39,622,180,0,3
2023/12/26,P-D004,麦茶パック,飲料,38,584,180,0,3
2023/12/27,P-D004,麦茶パック,飲料,34,550,180,0,3
2023/12/28,P-D004,麦茶パック,飲料,18,532,180,0,3
2023/12/29,P-D004,麦茶パック,飲料,38,494,180,0,3
2023/12/30,P-D004,麦茶パック,飲料,67,427,180,0,3
2023/12/31,P-D004,麦茶パック,飲料,31,396,180,0,3
2023/10/01,P-D005,スポーツドリンク,飲料,62,344,180,0,3
2023/10/02,P-D005,スポーツドリンク,飲料,30,314,180,0,3
2023/10/03,P-D005,スポーツドリンク,飲料,37,277,180,0,3
2023/10/04,P-D005,スポーツドリンク,飲料,42,235,180,0,3
2023/10/05,P-D005,スポーツドリンク,飲料,54,181,180,0,3
2023/10/06,P-D005,スポーツドリンク,飲料,46,695,180,560,3
2023/10/07,P-D005,スポーツドリンク,飲料,63,632,180,0,3
2023/10/08,P-D005,スポーツドリンク,飲料,44,588,180,0,3
2023/10/09,P-D005,スポーツドリンク,飲料,45,543,180,0,3
2023/10/10,P-D005,スポーツドリンク,飲料,27,516,180,0,3
2023/10/11,P-D005,スポーツドリンク,飲料,33,483,180,0,3
2023/10/12,P-D005,スポーツドリンク,飲料,39,444,180,0,3
2023/10/13,P-D005,スポーツドリンク,飲料,35,409,180,0,3
2023/10/14,P-D005,スポーツドリンク,飲料,61,348,180,0,3
2023/10/15,P-D005,スポーツドリンク,飲料,63,285,180,0,3
2023/10/16,P-D005,スポーツドリンク,飲料,38,247,180,0,3
2023/10/17,P-D005,スポーツドリンク,飲料,21,226,180,0,3
2023/10/18,P-D005,スポーツドリンク,飲料,37,189,180,0,3
2023/10/19,P-D005,スポーツドリンク,飲料,46,703,180,560,3
2023/10/20,P-D005,スポーツドリンク,飲料,33,670,180,0,3
2023/10/21,P-D005,スポーツドリンク,飲料,51,619,180,0,3
2023/10/22,P-D005,スポーツドリンク,飲料,63,556,180,0,3
2023/10/23,P-D005,スポーツドリンク,飲料,38,518,180,0,3
