date,med_code,med_name,category,ward,stock_qty,min_stock,daily_usage,unit_price,source_file,days_until_stockout,stock_value,alert_level
2024-01-20,MED-009,試薬09号,検査薬,ICU,125,26,15.3,41889,medicine_stock_A_202401.csv,8.2,5236125,正常
2024-01-09,MED-010,材料10号,医療材料,外来,62,43,10.2,15779,medicine_stock_A_202401.csv,6.1,978298,正常
2024-01-26,MED-011,錠剤11号,内服薬,内科病棟,97,28,5.5,22110,medicine_stock_A_202401.csv,17.6,2144670,正常
2024-01-02,MED-012,軟膏12号,外用薬,外科病棟,24,15,3.6,15255,medicine_stock_A_202401.csv,6.7,366120,正常
2024-01-24,MED-013,注射液13号,注射薬,ICU,82,23,2.2,26812,medicine_stock_A_202401.csv,37.3,2198584,正常
2024-01-15,MED-014,試薬14号,検査薬,外来,41,36,2.2,27634,medicine_stock_A_202401.csv,18.6,1132994,正常
2024-01-18,MED-015,材料15号,医療材料,内科病棟,122,46,8.2,486,medicine_stock_A_202401.csv,14.9,59292,正常
2024-01-04,MED-016,錠剤16号,内服薬,外科病棟,90,34,17.2,27560,medicine_stock_A_202401.csv,5.2,2480400,正常
2024-01-30,MED-017,軟膏17号,外用薬,ICU,140,41,5.2,28662,medicine_stock_A_202401.csv,26.9,4012680,正常
2024-01-13,MED-018,注射液18号,注射薬,外来,138,31,13.7,26597,medicine_stock_A_202401.csv,10.1,3670386,正常
2024-01-03,MED-019,試薬19号,検査薬,内科病棟,139,39,18.5,40880,medicine_stock_A_202401.csv,7.5,5682320,正常
2024-01-18,MED-020,材料20号,医療材料,外科病棟,27,47,11.7,1876,medicine_stock_A_202401.csv,2.3,50652,欠品
2024-01-10,MED-021,錠剤21号,内服薬,ICU,12,18,17.5,12009,medicine_stock_A_202401.csv,0.7,144108,欠品
2024-01-27,MED-022,軟膏22号,外用薬,外来,142,30,5.0,21520,medicine_stock_A_202401.csv,28.4,3055840,正常
2024-01-21,MED-023,注射液23号,注射薬,内科病棟,54,34,6.3,27727,medicine_stock_A_202401.csv,8.6,1497258,正常
2024-01-20,MED-024,試薬24号,検査薬,外科病棟,22,40,1.4,35451,medicine_stock_A_202401.csv,15.7,779922,欠品
2024-01-29,MED-025,材料25号,医療材料,ICU,0,24,13.4,42813,medicine_stock_A_202401.csv,0.0,0,欠品
2024-01-28,MED-026,錠剤26号,内服薬,外来,55,25,4.8,1435,medicine_stock_A_202401.csv,11.5,78925,正常
2024-01-12,MED-027,軟膏27号,外用薬,内科病棟,45,18,10.0,7596,medicine_stock_A_202401.csv,4.5,341820,正常
2024-01-19,MED-028,注射液28号,注射薬,外科病棟,194,39,14.3,24275,medicine_stock_A_202401.csv,13.6,4709350,正常
2024-01-07,MED-029,試薬29号,検査薬,ICU,30,17,15.8,10832,medicine_stock_A_202401.csv,1.9,324960,警告
2024-01-23,MED-030,材料30号,医療材料,外来,143,47,1.5,20544,medicine_stock_A_202401.csv,95.3,2937792,正常
2024-01-03,MED-031,錠剤31号,内服薬,内科病棟,15,35,18.9,13097,medicine_stock_A_202401.csv,0.8,196455,欠品
2024-01-02,MED-032,軟膏32号,外用薬,外科病棟,31,16,14.2,19864,medicine_stock_A_202401.csv,2.2,615784,警告
2024-01-22,MED-033,注射液33号,注射薬,ICU,215,46,15.9,22854,medicine_stock_A_202401.csv,13.5,4913610,正常
2024-01-08,MED-034,試薬34号,検査薬,外来,140,33,2.3,42537,medicine_stock_A_202401.csv,60.9,5955180,正常
2024-01-25,MED-035,材料35号,医療材料,内科病棟,158,41,3.0,23836,medicine_stock_A_202401.csv,52.7,3766088,正常
2024-01-10,MED-036,錠剤36号,内服薬,外科病棟,53,19,9.3,48190,medicine_stock_A_202401.csv,5.7,2554070,正常
2024-01-03,MED-037,軟膏37号,外用薬,ICU,168,49,16.4,35369,medicine_stock_A_202401.csv,10.2,5941992,正常
2024-01-28,MED-038,注射液38号,注射薬,外来,99,37,16.7,38928,medicine_stock_A_202401.csv,5.9,3853872,正常
2024-01-08,MED-039,試薬39号,検査薬,内科病棟,44,15,6.3,29643,medicine_stock_A_202401.csv,7.0,1304292,正常
2024-01-28,MED-040,材料40号,医療材料,外科病棟,172,46,12.6,24937,medicine_stock_A_202401.csv,13.7,4289164,正常
2024-01-04,MED-041,錠剤41号,内服薬,ICU,63,30,4.5,14001,medicine_stock_A_202401.csv,14.0,882063,正常
2024-01-13,MED-042,軟膏42号,外用薬,外来,66,31,6.3,39169,medicine_stock_A_202401.csv,10.5,2585154,正常
2024-01-09,MED-043,注射液43号,注射薬,内科病棟,26,45,1.2,12621,medicine_stock_A_202401.csv,21.7,328146,欠品
2024-01-15,MED-044,試薬44号,検査薬,外科病棟,166,41,11.5,15849,medicine_stock_A_202401.csv,14.4,2630934,正常
2024-01-21,MED-045,材料45号,医療材料,ICU,141,38,16.1,6198,medicine_stock_A_202401.csv,8.8,873918,正常
2024-01-27,MED-046,錠剤46号,内服薬,外来,95,25,6.8,38212,medicine_stock_A_202401.csv,14.0,3630140,正常
2024-01-12,MED-047,軟膏47号,外用薬,内科病棟,133,43,7.5,48985,medicine_stock_A_202401.csv,17.7,6515005,正常
2024-01-06,MED-048,注射液48号,注射薬,外科病棟,88,39,6.1,16575,medicine_stock_A_202401.csv,14.4,1458600,正常
2024-01-12,MED-049,試薬49号,検査薬,ICU,118,30,3.3,35218,medicine_stock_A_202401.csv,35.8,4155724,正常
2024-01-12,MED-050,材料50号,医療材料,外来,96,21,4.6,48505,medicine_stock_A_202401.csv,20.9,4656480,正常
2024-01-07,MED-001,錠剤01号,内服薬,内科病棟,118,43,12.3,6688,medicine_stock_A_202401.csv,9.6,789184,正常
2024-01-22,MED-002,軟膏02号,外用薬,外科病棟,17,24,7.9,19909,medicine_stock_A_202401.csv,2.2,338453,欠品
2024-01-09,MED-003,注射液03号,注射薬,ICU,34,18,6.2,3673,medicine_stock_A_202401.csv,5.5,124882,正常
2024-01-23,MED-004,試薬04号,検査薬,外来,0,50,17.5,32270,medicine_stock_A_202401.csv,0.0,0,欠品
2024-01-30,MED-005,材料05号,医療材料,内科病棟,93,46,6.4,31473,medicine_stock_A_202401.csv,14.5,2926989,正常
2024-01-22,MED-006,錠剤06号,内服薬,外科病棟,1,13,5.8,31408,medicine_stock_A_202401.csv,0.2,31408,欠品
2024-01-21,MED-007,軟膏07号,外用薬,ICU,48,35,10.3,37915,medicine_stock_A_202401.csv,4.7,1819920,正常
2024-01-03,MED-008,注射液08号,注射薬,外来,29,19,3.8,36986,medicine_stock_A_202401.csv,7.6,1072594,正常
2024-01-20,MED-009,試薬09号,検査薬,内科病棟,104,25,3.3,27374,medicine_stock_A_202401.csv,31.5,2846896,正常
2024-01-21,MED-010,材料10号,医療材料,外科病棟,80,24,15.7,25028,medicine_stock_A_202401.csv,5.1,2002240,正常
2024-01-06,MED-011,錠剤11号,内服薬,ICU,108,29,17.3,28203,medicine_stock_A_202401.csv,6.2,3045924,正常
2024-01-18,MED-012,軟膏12号,外用薬,外来,12,13,12.6,48602,medicine_stock_A_202401.csv,1.0,583224,欠品
2024-01-24,MED-013,注射液13号,注射薬,内科病棟,43,23,12.9,17443,medicine_stock_A_202401.csv,3.3,750049,正常
2024-01-08,MED-014,試薬14号,検査薬,外科病棟,77,25,4.3,5019,medicine_stock_A_202401.csv,17.9,386463,正常
2024-01-06,MED-015,材料15号,医療材料,ICU,97,38,14.1,30896,medicine_stock_A_202401.csv,6.9,2996912,正常
2024-01-15,MED-016,錠剤16号,内服薬,外来,37,28,14.4,46170,medicine_stock_A_202401.csv,2.6,1708290,警告
2024-01-13,MED-017,軟膏17号,外用薬,内科病棟,49,24,18.6,41063,medicine_stock_A_202401.csv,2.6,2012087,警告
2024-01-09,MED-018,注射液18号,注射薬,外科病棟,105,37,3.2,14833,medicine_stock_A_202401.csv,32.8,1557465,正常
2024-01-30,MED-019,試薬19号,検査薬,ICU,95,19,2.4,10973,medicine_stock_A_202401.csv,39.6,1042435,正常
2024-01-21,MED-020,材料20号,医療材料,外来,44,46,18.5,28880,medicine_stock_A_202401.csv,2.4,1270720,欠品
2024-01-23,MED-021,錠剤21号,内服薬,内科病棟,92,29,14.3,17941,medicine_stock_A_202401.csv,6.4,1650572,正常
2024-01-18,MED-022,軟膏22号,外用薬,外科病棟,120,38,2.5,2712,medicine_stock_A_202401.csv,48.0,325440,正常
2024-01-08,MED-023,注射液23号,注射薬,ICU,220,48,5.8,6085,medicine_stock_A_202401.csv,37.9,1338700,正常
2024-01-22,MED-024,試薬24号,検査薬,外来,218,46,12.2,1459,medicine_stock_A_202401.csv,17.9,318062,正常
2024-01-11,MED-025,材料25号,医療材料,内科病棟,93,27,11.9,49662,medicine_stock_A_202401.csv,7.8,4618566,正常
2024-01-27,MED-026,錠剤26号,内服薬,外科病棟,149,38,18.4,11994,medicine_stock_A_202401.csv,8.1,1787106,正常
2024-01-25,MED-027,軟膏27号,外用薬,ICU,154,50,16.5,6079,medicine_stock_A_202401.csv,9.3,936166,正常
2024-01-25,MED-028,注射液28号,注射薬,外来,73,31,7.1,6955,medicine_stock_A_202401.csv,10.3,507715,正常
2024-01-02,MED-029,試薬29号,検査薬,内科病棟,138,36,14.2,18988,medicine_stock_A_202401.csv,9.7,2620344,正常
2024-01-08,MED-030,材料30号,医療材料,外科病棟,127,45,1.7,5871,medicine_stock_A_202401.csv,74.7,745617,正常
2024-01-27,MED-031,錠剤31号,内服薬,ICU,17,17,19.4,26588,medicine_stock_A_202401.csv,0.9,451996,警告
2024-01-02,MED-032,軟膏32号,外用薬,外来,136,44,9.8,3652,medicine_stock_A_202401.csv,13.9,496672,正常
2024-01-26,MED-033,注射液33号,注射薬,内科病棟,62,49,15.4,41086,medicine_stock_A_202401.csv,4.0,2547332,正常
2024-01-11,MED-034,試薬34号,検査薬,外科病棟,79,23,6.1,8686,medicine_stock_A_202401.csv,13.0,686194,正常
2024-01-13,MED-035,材料35号,医療材料,ICU,102,41,3.3,41389,medicine_stock_A_202401.csv,30.9,4221678,正常
2024-01-09,MED-036,錠剤36号,内服薬,外来,31,20,6.9,996,medicine_stock_A_202401.csv,4.5,30876,正常
2024-01-03,MED-037,軟膏37号,外用薬,内科病棟,39,24,19.9,7535,medicine_stock_A_202401.csv,2.0,293865,警告
2024-01-07,MED-038,注射液38号,注射薬,外科病棟,53,19,10.5,47063,medicine_stock_A_202401.csv,5.0,2494339,正常
2024-01-30,MED-039,試薬39号,検査薬,ICU,177,36,16.9,31047,medicine_stock_A_202401.csv,10.5,5495319,正常
2024-01-31,MED-040,材料40号,医療材料,外来,36,19,8.3,39380,medicine_stock_A_202401.csv,4.3,1417680,正常
2024-01-19,MED-041,錠剤41号,内服薬,内科病棟,64,14,6.2,27293,medicine_stock_A_202401.csv,10.3,1746752,正常
2024-01-29,MED-042,軟膏42号,外用薬,外科病棟,118,42,6.1,268,medicine_stock_A_202401.csv,19.3,31624,正常
2024-01-23,MED-043,注射液43号,注射薬,ICU,85,47,12.0,43349,medicine_stock_A_202401.csv,7.1,3684665,正常
2024-01-11,MED-044,試薬44号,検査薬,外来,177,38,11.2,22718,medicine_stock_A_202401.csv,15.8,4021086,正常
2024-01-07,MED-045,材料45号,医療材料,内科病棟,95,34,9.7,21188,medicine_stock_A_202401.csv,9.8,2012860,正常
2024-01-21,MED-046,錠剤46号,内服薬,外科病棟,30,46,8.3,27020,medicine_stock_A_202401.csv,3.6,810600,欠品
2024-01-16,MED-047,軟膏47号,外用薬,ICU,72,34,8.3,43595,medicine_stock_A_202401.csv,8.7,3138840,正常
2024-01-13,MED-048,注射液48号,注射薬,外来,192,41,19.3,8373,medicine_stock_A_202401.csv,9.9,1607616,正常
2024-01-29,MED-049,試薬49号,検査薬,内科病棟,29,31,17.5,28955,medicine_stock_A_202401.csv,1.7,839695,欠品
2024-01-30,MED-050,材料50号,医療材料,外科病棟,78,39,1.3,9547,medicine_stock_A_202401.csv,60.0,744666,正常
2024-01-21,MED-001,錠剤01号,内服薬,ICU,58,14,9.9,17468,medicine_stock_A_202401.csv,5.9,1013144,正常
2024-01-15,MED-002,軟膏02号,外用薬,外来,171,35,13.3,21632,medicine_stock_A_202401.csv,12.9,3699072,正常
2024-01-05,MED-003,注射液03号,注射薬,内科病棟,158,34,19.1,41177,medicine_stock_A_202401.csv,8.3,6505966,正常
2024-01-09,MED-004,試薬04号,検査薬,外科病棟,219,44,1.7,4584,medicine_stock_A_202401.csv,128.8,1003896,正常
2024-01-05,MED-005,材料05号,医療材料,ICU,3,28,20.0,49040,medicine_stock_A_202401.csv,0.2,147120,欠品
2024-01-08,MED-006,錠剤06号,内服薬,外来,227,50,14.4,6686,medicine_stock_A_202401.csv,15.8,1517722,正常
2024-01-24,MED-007,軟膏07号,外用薬,内科病棟,36,29,18.2,3114,medicine_stock_A_202401.csv,2.0,112104,警告
2024-01-18,MED-008,注射液08号,注射薬,外科病棟,16,28,7.8,28325,medicine_stock_A_202401.csv,2.1,453200,欠品
2024-01-18,MED-009,試薬09号,検査薬,ICU,56,36,11.8,11900,medicine_stock_A_202401.csv,4.7,666400,正常
2024-01-09,MED-010,材料10号,医療材料,外来,176,49,17.5,40713,medicine_stock_A_202401.csv,10.1,7165488,正常
2024-01-24,MED-001,錠剤01号,内服薬,外科病棟,164,47,3.7,30321,medicine_stock_B_202401.csv,44.3,4972644,正常
2024-01-19,MED-002,軟膏02号,外用薬,ICU,112,26,13.7,30590,medicine_stock_B_202401.csv,8.2,3426080,正常
2024-01-14,MED-003,注射液03号,注射薬,外来,194,44,4.0,29049,medicine_stock_B_202401.csv,48.5,5635506,正常
2024-01-29,MED-004,試薬04号,検査薬,内科病棟,87,29,13.1,27907,medicine_stock_B_202401.csv,6.6,2427909,正常
2024-01-19,MED-005,材料05号,医療材料,外科病棟,42,29,4.8,25311,medicine_stock_B_202401.csv,8.8,1063062,正常
2024-01-13,MED-006,錠剤06号,内服薬,ICU,114,25,8.2,23624,medicine_stock_B_202401.csv,13.9,2693136,正常
2024-01-12,MED-007,軟膏07号,外用薬,外来,29,28,1.4,43237,medicine_stock_B_202401.csv,20.7,1253873,正常
2024-01-08,MED-008,注射液08号,注射薬,内科病棟,201,46,17.4,48902,medicine_stock_B_202401.csv,11.6,9829302,正常
2024-01-05,MED-009,試薬09号,検査薬,外科病棟,99,41,16.8,18856,medicine_stock_B_202401.csv,5.9,1866744,正常
2024-01-17,MED-010,材料10号,医療材料,ICU,206,48,16.2,14452,medicine_stock_B_202401.csv,12.7,2977112,正常
2024-01-16,MED-011,錠剤11号,内服薬,外来,113,26,13.9,47346,medicine_stock_B_202401.csv,8.1,5350098,正常
2024-01-03,MED-012,軟膏12号,外用薬,内科病棟,57,18,12.9,41221,medicine_stock_B_202401.csv,4.4,2349597,正常
2024-01-25,MED-013,注射液13号,注射薬,外科病棟,61,38,1.6,24011,medicine_stock_B_202401.csv,38.1,1464671,正常
2024-01-02,MED-014,試薬14号,検査薬,ICU,44,28,7.2,27330,medicine_stock_B_202401.csv,6.1,1202520,正常
2024-01-28,MED-015,材料15号,医療材料,外来,113,44,17.7,24076,medicine_stock_B_202401.csv,6.4,2720588,正常
2024-01-04,MED-016,錠剤16号,内服薬,内科病棟,57,20,5.9,31678,medicine_stock_B_202401.csv,9.7,1805646,正常
2024-01-05,MED-017,軟膏17号,外用薬,外科病棟,49,31,16.3,30792,medicine_stock_B_202401.csv,3.0,1508808,正常
2024-01-21,MED-018,注射液18号,注射薬,ICU,74,24,17.3,47562,medicine_stock_B_202401.csv,4.3,3519588,正常
2024-01-06,MED-019,試薬19号,検査薬,外来,34,45,7.9,25958,medicine_stock_B_202401.csv,4.3,882572,欠品
2024-01-26,MED-020,材料20号,医療材料,内科病棟,50,17,9.6,44194,medicine_stock_B_202401.csv,5.2,2209700,正常
2024-01-22,MED-021,錠剤21号,内服薬,外科病棟,74,47,8.2,41947,medicine_stock_B_202401.csv,9.0,3104078,正常
2024-01-14,MED-022,軟膏22号,外用薬,ICU,95,24,10.0,40702,medicine_stock_B_202401.csv,9.5,3866690,正常
2024-01-20,MED-023,注射液23号,注射薬,外来,111,30,18.4,14607,medicine_stock_B_202401.csv,6.0,1621377,正常
2024-01-03,MED-024,試薬24号,検査薬,内科病棟,68,39,18.3,19904,medicine_stock_B_202401.csv,3.7,1353472,正常
2024-01-13,MED-025,材料25号,医療材料,外科病棟,81,18,1.9,2538,medicine_stock_B_202401.csv,42.6,205578,正常
2024-01-13,MED-026,錠剤26号,内服薬,ICU,14,17,2.8,35328,medicine_stock_B_202401.csv,5.0,494592,欠品
2024-01-20,MED-027,軟膏27号,外用薬,外来,140,33,13.7,48802,medicine_stock_B_202401.csv,10.2,6832280,正常
2024-01-15,MED-028,注射液28号,注射薬,内科病棟,214,47,15.1,10226,medicine_stock_B_202401.csv,14.2,2188364,正常
2024-01-17,MED-029,試薬29号,検査薬,外科病棟,51,16,16.8,40447,medicine_stock_B_202401.csv,3.0,2062797,正常
2024-01-09,MED-030,材料30号,医療材料,ICU,27,12,14.1,14338,medicine_stock_B_202401.csv,1.9,387126,警告
2024-01-18,MED-031,錠剤31号,内服薬,外来,124,33,2.9,45036,medicine_stock_B_202401.csv,42.8,5584464,正常
2024-01-28,MED-032,軟膏32号,外用薬,内科病棟,65,13,8.6,12539,medicine_stock_B_202401.csv,7.6,815035,正常
2024-01-31,MED-033,注射液33号,注射薬,外科病棟,191,39,2.7,14000,medicine_stock_B_202401.csv,70.7,2674000,正常
2024-01-01,MED-034,試薬34号,検査薬,ICU,19,11,2.0,21956,medicine_stock_B_202401.csv,9.5,417164,正常
2024-01-22,MED-035,材料35号,医療材料,外来,101,46,4.9,36420,medicine_stock_B_202401.csv,20.6,3678420,正常
2024-01-24,MED-036,錠剤36号,内服薬,内科病棟,100,24,7.2,9770,medicine_stock_B_202401.csv,13.9,977000,正常
2024-01-04,MED-037,軟膏37号,外用薬,外科病棟,44,10,6.3,9582,medicine_stock_B_202401.csv,7.0,421608,正常
2024-01-22,MED-038,注射液38号,注射薬,ICU,29,26,16.2,7304,medicine_stock_B_202401.csv,1.8,211816,警告
2024-01-29,MED-039,試薬39号,検査薬,外来,20,18,1.3,15693,medicine_stock_B_202401.csv,15.4,313860,正常
2024-01-18,MED-040,材料40号,医療材料,内科病棟,88,21,6.0,8407,medicine_stock_B_202401.csv,14.7,739816,正常
2024-01-25,MED-041,錠剤41号,内服薬,外科病棟,63,17,15.2,31311,medicine_stock_B_202401.csv,4.1,1972593,正常
2024-01-09,MED-042,軟膏42号,外用薬,ICU,199,42,12.3,29722,medicine_stock_B_202401.csv,16.2,5914678,正常
2024-01-25,MED-043,注射液43号,注射薬,外来,41,12,14.8,43281,medicine_stock_B_202401.csv,2.8,1774521,警告
2024-01-21,MED-044,試薬44号,検査薬,内科病棟,38,11,2.2,31490,medicine_stock_B_202401.csv,17.3,1196620,正常
2024-01-11,MED-045,材料45号,医療材料,外科病棟,2,16,10.3,29169,medicine_stock_B_202401.csv,0.2,58338,欠品
2024-01-04,MED-046,錠剤46号,内服薬,ICU,19,30,12.6,4404,medicine_stock_B_202401.csv,1.5,83676,欠品
2024-01-10,MED-047,軟膏47号,外用薬,外来,202,50,12.1,46771,medicine_stock_B_202401.csv,16.7,9447742,正常
2024-01-14,MED-048,注射液48号,注射薬,内科病棟,68,43,6.6,33231,medicine_stock_B_202401.csv,10.3,2259708,正常
2024-01-06,MED-049,試薬49号,検査薬,外科病棟,44,17,17.2,42758,medicine_stock_B_202401.csv,2.6,1881352,警告
2024-01-15,MED-050,材料50号,医療材料,ICU,153,37,9.6,15074,medicine_stock_B_202401.csv,15.9,2306322,正常
2024-01-01,MED-001,錠剤01号,内服薬,外来,115,35,8.9,6331,medicine_stock_B_202401.csv,12.9,728065,正常
2024-01-31,MED-002,軟膏02号,外用薬,内科病棟,86,26,8.1,10103,medicine_stock_B_202401.csv,10.6,868858,正常
2024-01-24,MED-003,注射液03号,注射薬,外科病棟,1,14,2.7,5694,medicine_stock_B_202401.csv,0.4,5694,欠品
2024-01-29,MED-004,試薬04号,検査薬,ICU,21,33,16.4,36562,medicine_stock_B_202401.csv,1.3,767802,欠品
