date,warehouse,item_code,item_name,category,stock_qty,min_stock_qty,unit_cost,received_qty,shipped_qty,stock_imputed,source_file
2024-01-10,東京第1倉庫,ITM-5767,手袋L,衣料品,203.0,65.0,320.0,7.0,15.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-08,東京第1倉庫,ITM-7688,食用油18L,食料品,21.0,4.0,3200.0,0.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-23,東京第1倉庫,ITM-2385,小麦粉20kg,食料品,2.0,6.0,4500.0,1.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-08,東京第1倉庫,ITM-7704,コネクタC,電子部品,143.0,24.0,450.0,18.0,18.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,47.0,28.0,1200.0,13.0,11.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,0.0,2.0,6800.0,0.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-24,東京第1倉庫,ITM-2526,基板A型,電子部品,4.0,1.0,15000.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-8517,作業着M,衣料品,2.0,3.0,4200.0,0.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-21,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,674.0,196.0,120.0,42.0,52.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-8517,作業着M,衣料品,6.0,3.0,4200.0,0.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,11.0,2.0,6800.0,2.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-05,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,17.0,19.0,1200.0,1.0,10.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-02,東京第1倉庫,ITM-5638,砂糖50kg,食料品,9.0,4.0,6000.0,4.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-1949,洗剤業務用,日用品,29.0,12.0,2800.0,1.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-19,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,541.0,161.0,120.0,133.0,40.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,53.0,20.0,1500.0,9.0,7.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-11,東京第1倉庫,ITM-5571,コメ25kg,食料品,74.0,14.0,8000.0,2.0,8.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-07,東京第1倉庫,ITM-4662,グリース缶,工業用品,17.0,6.0,1800.0,3.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,88.0,29.0,1200.0,20.0,16.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-01,東京第1倉庫,ITM-4662,グリース缶,工業用品,41.0,11.0,1800.0,4.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-04,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,608.0,127.0,120.0,52.0,87.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-21,東京第1倉庫,ITM-7704,コネクタC,電子部品,55.0,25.0,450.0,20.0,13.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-27,東京第1倉庫,ITM-2526,基板A型,電子部品,5.0,1.0,15000.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-24,東京第1倉庫,ITM-5767,手袋L,衣料品,122.0,68.0,320.0,60.0,9.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-18,東京第1倉庫,ITM-7688,食用油18L,食料品,12.0,6.0,3200.0,2.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-26,東京第1倉庫,ITM-7688,食用油18L,食料品,12.0,4.0,3200.0,6.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-5767,手袋L,衣料品,147.0,69.0,320.0,10.0,11.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-2385,小麦粉20kg,食料品,42.0,10.0,4500.0,3.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-06,東京第1倉庫,ITM-5638,砂糖50kg,食料品,10.0,5.0,6000.0,3.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-1949,洗剤業務用,日用品,33.0,8.0,2800.0,1.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-12,東京第1倉庫,ITM-4662,グリース缶,工業用品,24.0,10.0,1800.0,0.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,36.0,23.0,1500.0,13.0,5.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-24,東京第1倉庫,ITM-7704,コネクタC,電子部品,88.0,32.0,450.0,18.0,6.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-5638,砂糖50kg,食料品,15.0,3.0,6000.0,1.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-7688,食用油18L,食料品,12.0,6.0,3200.0,2.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,5.0,2.0,6800.0,1.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-22,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,80.0,18.0,1500.0,9.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-07,東京第1倉庫,ITM-5767,手袋L,衣料品,188.0,64.0,320.0,43.0,13.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-17,東京第1倉庫,ITM-5767,手袋L,衣料品,32.0,46.0,320.0,42.0,21.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-03,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,38.0,15.0,1500.0,1.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,537.0,145.0,120.0,98.0,63.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-13,東京第1倉庫,ITM-1949,洗剤業務用,日用品,12.0,13.0,2800.0,12.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-25,東京第1倉庫,ITM-8517,作業着M,衣料品,10.0,2.0,4200.0,0.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-08,東京第1倉庫,ITM-5638,砂糖50kg,食料品,15.0,3.0,6000.0,4.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-25,東京第1倉庫,ITM-5767,手袋L,衣料品,185.0,72.0,320.0,58.0,35.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-15,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,75.0,22.0,1500.0,8.0,12.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-25,東京第1倉庫,ITM-4662,グリース缶,工業用品,17.0,9.0,1800.0,4.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-4064,ケーブル10m,電子部品,2.0,9.0,2200.0,3.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-23,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,49.0,14.0,1500.0,14.0,6.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-02,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,115.0,22.0,1200.0,0.0,12.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-7688,食用油18L,食料品,27.0,5.0,3200.0,6.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-18,東京第1倉庫,ITM-1974,切削油5L,工業用品,15.0,7.0,2500.0,3.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-13,東京第1倉庫,ITM-7704,コネクタC,電子部品,141.0,34.0,450.0,19.0,17.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-01,東京第1倉庫,ITM-5767,手袋L,衣料品,41.0,62.0,320.0,27.0,8.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-8517,作業着M,衣料品,7.0,2.0,4200.0,2.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-25,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,6.0,2.0,6800.0,0.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-01,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,575.0,199.0,120.0,10.0,96.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-01,東京第1倉庫,ITM-1949,洗剤業務用,日用品,29.0,14.0,2800.0,7.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-19,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,53.0,27.0,1200.0,19.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-25,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,9.0,17.0,1200.0,18.0,6.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-13,東京第1倉庫,ITM-1949,洗剤業務用,日用品,29.0,12.0,2800.0,11.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,270.0,179.0,120.0,136.0,54.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-22,東京第1倉庫,ITM-2526,基板A型,電子部品,6.0,1.0,15000.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-7704,コネクタC,電子部品,123.0,34.0,450.0,30.0,20.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-1974,切削油5L,工業用品,26.0,7.0,2500.0,4.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-11,東京第1倉庫,ITM-1949,洗剤業務用,日用品,50.0,10.0,2800.0,9.0,6.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-11,東京第1倉庫,ITM-5638,砂糖50kg,食料品,10.0,5.0,6000.0,2.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-1974,切削油5L,工業用品,20.0,7.0,2500.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-08,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,7.0,2.0,6800.0,2.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-15,東京第1倉庫,ITM-5571,コメ25kg,食料品,37.0,12.0,8000.0,11.0,7.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-18,東京第1倉庫,ITM-4662,グリース缶,工業用品,24.0,8.0,1800.0,7.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-4784,センサーB型,電子部品,4.0,1.0,8500.0,2.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-07,東京第1倉庫,ITM-2536,トイレットペーパー,日用品,88.0,17.0,1500.0,16.0,9.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-2385,小麦粉20kg,食料品,24.0,7.0,4500.0,8.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-5571,コメ25kg,食料品,31.0,15.0,8000.0,15.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-7688,食用油18L,食料品,13.0,5.0,3200.0,0.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-8517,作業着M,衣料品,5.0,3.0,4200.0,0.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-05,東京第1倉庫,ITM-4662,グリース缶,工業用品,31.0,6.0,1800.0,6.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-20,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,704.0,177.0,120.0,76.0,75.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-2526,基板A型,電子部品,7.0,1.0,15000.0,0.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-2385,小麦粉20kg,食料品,19.0,7.0,4500.0,6.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-23,東京第1倉庫,ITM-4662,グリース缶,工業用品,36.0,7.0,1800.0,7.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-22,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,92.0,28.0,1200.0,6.0,13.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-04,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,663.0,164.0,120.0,18.0,7.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-06,東京第1倉庫,ITM-4064,ケーブル10m,電子部品,20.0,7.0,2200.0,6.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-17,東京第1倉庫,ITM-4662,グリース缶,工業用品,41.0,8.0,1800.0,5.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-5571,コメ25kg,食料品,68.0,12.0,8000.0,0.0,10.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-27,東京第1倉庫,ITM-2526,基板A型,電子部品,5.0,1.0,15000.0,1.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-06,東京第1倉庫,ITM-4662,グリース缶,工業用品,17.0,9.0,1800.0,5.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-11,東京第1倉庫,ITM-2526,基板A型,電子部品,5.0,1.0,15000.0,1.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-27,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,411.0,145.0,120.0,103.0,65.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-27,東京第1倉庫,ITM-5638,砂糖50kg,食料品,12.0,4.0,6000.0,3.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-25,東京第1倉庫,ITM-2385,小麦粉20kg,食料品,23.0,7.0,4500.0,7.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-01,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,256.0,170.0,120.0,104.0,11.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-08,東京第1倉庫,ITM-5638,砂糖50kg,食料品,9.0,5.0,6000.0,2.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,7.0,1.0,6800.0,2.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-7688,食用油18L,食料品,16.0,7.0,3200.0,6.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-7688,食用油18L,食料品,21.0,6.0,3200.0,5.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,84.0,24.0,1200.0,17.0,12.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-15,東京第1倉庫,ITM-4784,センサーB型,電子部品,7.0,3.0,8500.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-11,東京第1倉庫,ITM-5767,手袋L,衣料品,297.0,76.0,320.0,50.0,9.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-2385,小麦粉20kg,食料品,41.0,9.0,4500.0,7.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-17,東京第1倉庫,ITM-8517,作業着M,衣料品,11.0,3.0,4200.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-4064,ケーブル10m,電子部品,14.0,8.0,2200.0,5.0,5.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-28,東京第1倉庫,ITM-4662,グリース缶,工業用品,41.0,11.0,1800.0,7.0,6.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-18,東京第1倉庫,ITM-5571,コメ25kg,食料品,39.0,12.0,8000.0,7.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-5571,コメ25kg,食料品,70.0,14.0,8000.0,1.0,5.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-26,東京第1倉庫,ITM-7688,食用油18L,食料品,14.0,5.0,3200.0,3.0,4.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-22,東京第1倉庫,ITM-1949,洗剤業務用,日用品,35.0,9.0,2800.0,10.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,479.0,123.0,120.0,2.0,59.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-9464,ボルトM6×50,工業用品,743.0,107.0,120.0,76.0,81.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-14,東京第1倉庫,ITM-7704,コネクタC,電子部品,88.0,36.0,450.0,15.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-08,東京第1倉庫,ITM-5767,手袋L,衣料品,239.0,54.0,320.0,1.0,25.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-09,東京第1倉庫,ITM-5571,コメ25kg,食料品,66.0,19.0,8000.0,9.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-20,東京第1倉庫,ITM-4784,センサーB型,電子部品,9.0,2.0,8500.0,2.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-21,東京第1倉庫,ITM-5571,コメ25kg,食料品,53.0,13.0,8000.0,4.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-10,東京第1倉庫,ITM-7704,コネクタC,電子部品,103.0,23.0,450.0,11.0,16.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-17,東京第1倉庫,ITM-4784,センサーB型,電子部品,7.0,2.0,8500.0,1.0,1.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-26,東京第1倉庫,ITM-5638,砂糖50kg,食料品,21.0,5.0,6000.0,3.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-03,東京第1倉庫,ITM-8517,作業着M,衣料品,8.0,2.0,4200.0,2.0,2.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-13,東京第1倉庫,ITM-2526,基板A型,電子部品,5.0,1.0,15000.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-21,東京第1倉庫,ITM-5638,砂糖50kg,食料品,13.0,5.0,6000.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-02,東京第1倉庫,ITM-7704,コネクタC,電子部品,103.0,22.0,450.0,12.0,14.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-12,東京第1倉庫,ITM-4662,グリース缶,工業用品,41.0,9.0,1800.0,1.0,6.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-16,東京第1倉庫,ITM-4662,グリース缶,工業用品,35.0,11.0,1800.0,3.0,3.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-15,東京第1倉庫,ITM-4211,ティッシュ箱,日用品,83.0,17.0,1200.0,20.0,11.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-02,東京第1倉庫,ITM-5054,安全靴26cm,衣料品,10.0,1.0,6800.0,1.0,0.0,False,01_東京第1倉庫_在庫_202401.csv
2024-01-07,大阪第2倉庫,ITM-9464,ボルトM6×50,工業用品,744.0,105.0,120.0,144.0,26.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-03,大阪第2倉庫,ITM-9464,ボルトM6×50,工業用品,366.0,158.0,120.0,37.0,100.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-20,大阪第2倉庫,ITM-7688,食用油18L,食料品,12.0,7.0,3200.0,2.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-04,大阪第2倉庫,ITM-2385,小麦粉20kg,食料品,22.0,6.0,4500.0,5.0,0.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-06,大阪第2倉庫,ITM-2526,基板A型,電子部品,3.0,1.0,15000.0,0.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-15,大阪第2倉庫,ITM-2526,基板A型,電子部品,5.0,1.0,15000.0,1.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-21,大阪第2倉庫,ITM-5571,コメ25kg,食料品,46.0,19.0,8000.0,3.0,7.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-23,大阪第2倉庫,ITM-8517,作業着M,衣料品,6.0,3.0,4200.0,1.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-20,大阪第2倉庫,ITM-1974,切削油5L,工業用品,21.0,6.0,2500.0,2.0,3.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-17,大阪第2倉庫,ITM-4662,グリース缶,工業用品,40.0,6.0,1800.0,8.0,5.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-28,大阪第2倉庫,ITM-4211,ティッシュ箱,日用品,67.0,23.0,1200.0,14.0,12.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-14,大阪第2倉庫,ITM-7688,食用油18L,食料品,17.0,5.0,3200.0,1.0,3.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-03,大阪第2倉庫,ITM-5571,コメ25kg,食料品,5.0,10.0,8000.0,4.0,4.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-02,大阪第2倉庫,ITM-1974,切削油5L,工業用品,18.0,6.0,2500.0,6.0,3.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-28,大阪第2倉庫,ITM-7688,食用油18L,食料品,21.0,6.0,3200.0,1.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-22,大阪第2倉庫,ITM-8517,作業着M,衣料品,10.0,3.0,4200.0,0.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-19,大阪第2倉庫,ITM-4211,ティッシュ箱,日用品,105.0,29.0,1200.0,19.0,0.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-20,大阪第2倉庫,ITM-2526,基板A型,電子部品,4.0,1.0,15000.0,1.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-01,大阪第2倉庫,ITM-1949,洗剤業務用,日用品,25.0,12.0,2800.0,10.0,0.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-03,大阪第2倉庫,ITM-9464,ボルトM6×50,工業用品,328.0,137.0,120.0,79.0,92.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-11,大阪第2倉庫,ITM-1974,切削油5L,工業用品,1.0,4.0,2500.0,6.0,0.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-22,大阪第2倉庫,ITM-7688,食用油18L,食料品,22.0,5.0,3200.0,3.0,2.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-07,大阪第2倉庫,ITM-9464,ボルトM6×50,工業用品,589.0,134.0,120.0,124.0,67.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-22,大阪第2倉庫,ITM-2526,基板A型,電子部品,2.0,1.0,15000.0,0.0,1.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-07,大阪第2倉庫,ITM-4211,ティッシュ箱,日用品,79.0,20.0,1200.0,13.0,5.0,False,02_大阪第2倉庫_在庫_202401.csv
2024-01-05,大阪第2倉庫,ITM-5767,手袋L,衣料品,266.0,68.0,320.0,51.0,22.0,False,02_大阪第2倉庫_在庫_202401.csv
