date,line_name,category,planned_qty,actual_qty,defect_qty,work_hours,source_file,achievement_rate,defect_rate,variance_qty,achievement_flag
2024-01-05,LINE-A,電子部品,761,678,7,10.7,production_styleA_202401.csv,0.8909329829172142,0.01032448377581121,-83,未達
2024-01-05,LINE-A,機械部品,529,493,5,8.8,production_styleA_202401.csv,0.9319470699432892,0.010141987829614604,-36,未達
2024-01-05,LINE-A,樹脂成型,373,330,10,9.7,production_styleA_202401.csv,0.8847184986595175,0.030303030303030304,-43,未達
2024-01-05,LINE-A,金属加工,295,302,10,7.3,production_styleA_202401.csv,1.023728813559322,0.033112582781456956,7,達成
2024-01-05,LINE-B,電子部品,403,327,16,9.7,production_styleA_202401.csv,0.8114143920595533,0.04892966360856269,-76,未達
2024-01-05,LINE-B,機械部品,274,292,8,10.3,production_styleA_202401.csv,1.0656934306569343,0.0273972602739726,18,達成
2024-01-05,LINE-B,樹脂成型,593,517,16,6.0,production_styleA_202401.csv,0.8718381112984823,0.030947775628626693,-76,未達
2024-01-05,LINE-B,金属加工,309,267,10,10.2,production_styleA_202401.csv,0.8640776699029126,0.03745318352059925,-42,未達
2024-01-05,LINE-C,電子部品,675,436,18,8.7,production_styleA_202401.csv,0.6459259259259259,0.04128440366972477,-239,未達
2024-01-05,LINE-C,機械部品,675,740,22,11.7,production_styleA_202401.csv,1.0962962962962963,0.02972972972972973,65,達成
2024-01-05,LINE-C,樹脂成型,653,663,16,11.0,production_styleA_202401.csv,1.0153139356814702,0.024132730015082957,10,達成
2024-01-05,LINE-C,金属加工,761,645,27,8.7,production_styleA_202401.csv,0.8475689881734559,0.04186046511627907,-116,未達
2024-01-05,LINE-D,電子部品,453,400,15,8.9,production_styleA_202401.csv,0.8830022075055187,0.0375,-53,未達
2024-01-05,LINE-D,機械部品,444,365,5,7.6,production_styleA_202401.csv,0.8220720720720721,0.0136986301369863,-79,未達
2024-01-05,LINE-D,樹脂成型,527,434,3,8.3,production_styleA_202401.csv,0.8235294117647058,0.0069124423963133645,-93,未達
2024-01-05,LINE-D,金属加工,356,291,5,9.3,production_styleA_202401.csv,0.8174157303370787,0.01718213058419244,-65,未達
2024-01-05,LINE-E,電子部品,625,473,9,10.6,production_styleA_202401.csv,0.7568,0.019027484143763214,-152,未達
2024-01-05,LINE-E,機械部品,220,226,4,6.0,production_styleA_202401.csv,1.0272727272727273,0.017699115044247787,6,達成
2024-01-05,LINE-E,樹脂成型,560,513,22,11.0,production_styleA_202401.csv,0.9160714285714285,0.042884990253411304,-47,未達
2024-01-05,LINE-E,金属加工,751,723,21,7.3,production_styleA_202401.csv,0.96271637816245,0.029045643153526972,-28,未達
2024-01-06,LINE-A,電子部品,424,400,7,10.0,production_styleA_202401.csv,0.9433962264150944,0.0175,-24,未達
2024-01-06,LINE-A,機械部品,614,646,29,11.9,production_styleA_202401.csv,1.0521172638436482,0.04489164086687306,32,達成
2024-01-06,LINE-A,樹脂成型,746,503,14,6.2,production_styleA_202401.csv,0.6742627345844504,0.027833001988071572,-243,未達
2024-01-06,LINE-A,金属加工,638,598,1,8.3,production_styleA_202401.csv,0.9373040752351097,0.0016722408026755853,-40,未達
2024-01-06,LINE-B,電子部品,416,374,16,7.7,production_styleA_202401.csv,0.8990384615384616,0.0427807486631016,-42,未達
2024-01-06,LINE-B,機械部品,631,520,0,9.2,production_styleA_202401.csv,0.8240887480190174,0.0,-111,未達
2024-01-06,LINE-B,樹脂成型,558,457,21,6.2,production_styleA_202401.csv,0.8189964157706093,0.045951859956236324,-101,未達
2024-01-06,LINE-B,金属加工,231,198,0,6.9,production_styleA_202401.csv,0.8571428571428571,0.0,-33,未達
2024-01-06,LINE-C,電子部品,329,274,12,8.8,production_styleA_202401.csv,0.8328267477203647,0.043795620437956206,-55,未達
2024-01-06,LINE-C,機械部品,462,392,11,10.5,production_styleA_202401.csv,0.8484848484848485,0.02806122448979592,-70,未達
2024-01-06,LINE-C,樹脂成型,317,269,4,9.5,production_styleA_202401.csv,0.8485804416403786,0.01486988847583643,-48,未達
2024-01-06,LINE-C,金属加工,519,556,10,11.6,production_styleA_202401.csv,1.071290944123314,0.017985611510791366,37,達成
2024-01-06,LINE-D,電子部品,403,294,9,6.6,production_styleA_202401.csv,0.7295285359801489,0.030612244897959183,-109,未達
2024-01-06,LINE-D,機械部品,508,497,3,11.9,production_styleA_202401.csv,0.9783464566929134,0.006036217303822937,-11,未達
2024-01-06,LINE-D,樹脂成型,242,224,4,9.0,production_styleA_202401.csv,0.9256198347107438,0.017857142857142856,-18,未達
2024-01-06,LINE-D,金属加工,549,373,9,8.6,production_styleA_202401.csv,0.6794171220400729,0.024128686327077747,-176,未達
2024-01-06,LINE-E,電子部品,570,597,21,8.6,production_styleA_202401.csv,1.0473684210526315,0.035175879396984924,27,達成
2024-01-06,LINE-E,機械部品,734,646,26,9.2,production_styleA_202401.csv,0.8801089918256131,0.04024767801857585,-88,未達
2024-01-06,LINE-E,樹脂成型,695,728,21,7.9,production_styleA_202401.csv,1.0474820143884893,0.028846153846153848,33,達成
2024-01-06,LINE-E,金属加工,451,372,16,7.5,production_styleA_202401.csv,0.8248337028824834,0.043010752688172046,-79,未達
2024-01-07,LINE-A,電子部品,675,675,11,9.0,production_styleA_202401.csv,1.0,0.016296296296296295,0,達成
2024-01-07,LINE-A,機械部品,532,459,18,8.0,production_styleA_202401.csv,0.8627819548872181,0.0392156862745098,-73,未達
2024-01-07,LINE-A,樹脂成型,482,460,4,7.4,production_styleA_202401.csv,0.9543568464730291,0.008695652173913044,-22,未達
2024-01-07,LINE-A,金属加工,616,632,21,9.9,production_styleA_202401.csv,1.025974025974026,0.03322784810126582,16,達成
2024-01-07,LINE-B,電子部品,702,565,8,8.4,production_styleA_202401.csv,0.8048433048433048,0.01415929203539823,-137,未達
2024-01-07,LINE-B,機械部品,449,437,10,9.2,production_styleA_202401.csv,0.9732739420935412,0.02288329519450801,-12,未達
2024-01-07,LINE-B,樹脂成型,635,612,10,8.7,production_styleA_202401.csv,0.9637795275590552,0.016339869281045753,-23,未達
2024-01-07,LINE-B,金属加工,513,428,4,6.7,production_styleA_202401.csv,0.834307992202729,0.009345794392523364,-85,未達
2024-01-07,LINE-C,電子部品,748,753,7,10.4,production_styleA_202401.csv,1.0066844919786095,0.009296148738379814,5,達成
2024-01-07,LINE-C,機械部品,483,527,13,7.7,production_styleA_202401.csv,1.0910973084886129,0.024667931688804556,44,達成
2024-01-07,LINE-C,樹脂成型,302,268,4,7.8,production_styleA_202401.csv,0.8874172185430463,0.014925373134328358,-34,未達
2024-01-07,LINE-C,金属加工,746,606,1,7.8,production_styleA_202401.csv,0.8123324396782842,0.0016501650165016502,-140,未達
2024-01-07,LINE-D,電子部品,329,337,1,6.1,production_styleA_202401.csv,1.0243161094224924,0.002967359050445104,8,達成
2024-01-07,LINE-D,機械部品,491,457,4,6.3,production_styleA_202401.csv,0.9307535641547862,0.0087527352297593,-34,未達
2024-01-07,LINE-D,樹脂成型,689,564,13,9.5,production_styleA_202401.csv,0.818577648766328,0.02304964539007092,-125,未達
2024-01-07,LINE-D,金属加工,254,265,12,6.5,production_styleA_202401.csv,1.0433070866141732,0.045283018867924525,11,達成
2024-01-07,LINE-E,電子部品,454,467,14,10.7,production_styleA_202401.csv,1.02863436123348,0.029978586723768737,13,達成
2024-01-07,LINE-E,機械部品,431,393,17,7.8,production_styleA_202401.csv,0.9118329466357309,0.043256997455470736,-38,未達
2024-01-07,LINE-E,樹脂成型,639,630,19,10.4,production_styleA_202401.csv,0.9859154929577465,0.03015873015873016,-9,未達
2024-01-07,LINE-E,金属加工,412,362,1,7.4,production_styleA_202401.csv,0.8786407766990292,0.0027624309392265192,-50,未達
2024-01-01,LINE-A,電子部品,765,459,10,9.6,production_styleB_202401.csv,0.6,0.02178649237472767,-306,未達
2024-01-01,LINE-A,機械部品,498,326,4,11.2,production_styleB_202401.csv,0.6546184738955824,0.012269938650306749,-172,未達
2024-01-01,LINE-A,樹脂成型,272,292,11,9.8,production_styleB_202401.csv,1.0735294117647058,0.03767123287671233,20,達成
2024-01-01,LINE-A,金属加工,402,387,12,11.5,production_styleB_202401.csv,0.9626865671641791,0.031007751937984496,-15,未達
2024-01-01,LINE-B,電子部品,345,217,3,10.5,production_styleB_202401.csv,0.6289855072463768,0.013824884792626729,-128,未達
2024-01-01,LINE-B,機械部品,782,728,17,7.8,production_styleB_202401.csv,0.9309462915601023,0.023351648351648352,-54,未達
2024-01-01,LINE-B,樹脂成型,612,581,14,6.5,production_styleB_202401.csv,0.9493464052287581,0.024096385542168676,-31,未達
2024-01-01,LINE-B,金属加工,240,244,7,6.2,production_styleB_202401.csv,1.0166666666666666,0.028688524590163935,4,達成
2024-01-01,LINE-C,電子部品,434,456,13,11.7,production_styleB_202401.csv,1.0506912442396312,0.02850877192982456,22,達成
2024-01-01,LINE-C,機械部品,475,488,4,9.1,production_styleB_202401.csv,1.0273684210526315,0.00819672131147541,13,達成
2024-01-01,LINE-C,樹脂成型,652,557,16,9.8,production_styleB_202401.csv,0.8542944785276073,0.02872531418312388,-95,未達
2024-01-01,LINE-C,金属加工,703,661,13,7.9,production_styleB_202401.csv,0.9402560455192034,0.019667170953101363,-42,未達
2024-01-01,LINE-D,電子部品,307,275,9,7.7,production_styleB_202401.csv,0.8957654723127035,0.03272727272727273,-32,未達
2024-01-01,LINE-D,機械部品,610,588,13,7.9,production_styleB_202401.csv,0.9639344262295082,0.022108843537414966,-22,未達
2024-01-01,LINE-D,樹脂成型,531,547,23,10.9,production_styleB_202401.csv,1.0301318267419963,0.04204753199268738,16,達成
2024-01-01,LINE-D,金属加工,201,193,3,7.1,production_styleB_202401.csv,0.9601990049751243,0.015544041450777202,-8,未達
2024-01-01,LINE-E,電子部品,570,541,11,6.3,production_styleB_202401.csv,0.9491228070175438,0.02033271719038817,-29,未達
2024-01-01,LINE-E,機械部品,473,510,11,10.2,production_styleB_202401.csv,1.0782241014799154,0.021568627450980392,37,達成
2024-01-01,LINE-E,樹脂成型,324,233,9,10.3,production_styleB_202401.csv,0.7191358024691358,0.03862660944206009,-91,未達
2024-01-01,LINE-E,金属加工,518,500,2,12.0,production_styleB_202401.csv,0.9652509652509652,0.004,-18,未達
2024-01-02,LINE-A,電子部品,316,263,10,9.0,production_styleB_202401.csv,0.8322784810126582,0.03802281368821293,-53,未達
2024-01-02,LINE-A,機械部品,498,439,18,11.9,production_styleB_202401.csv,0.8815261044176707,0.04100227790432802,-59,未達
2024-01-02,LINE-A,樹脂成型,449,378,3,9.6,production_styleB_202401.csv,0.8418708240534521,0.007936507936507936,-71,未達
2024-01-02,LINE-A,金属加工,339,299,11,8.5,production_styleB_202401.csv,0.8820058997050148,0.03678929765886288,-40,未達
2024-01-02,LINE-B,電子部品,719,575,20,11.0,production_styleB_202401.csv,0.799721835883171,0.034782608695652174,-144,未達
2024-01-02,LINE-B,機械部品,793,750,5,9.2,production_styleB_202401.csv,0.9457755359394704,0.006666666666666667,-43,未達
2024-01-02,LINE-B,樹脂成型,553,568,10,11.6,production_styleB_202401.csv,1.027124773960217,0.017605633802816902,15,達成
2024-01-02,LINE-B,金属加工,393,342,6,11.1,production_styleB_202401.csv,0.8702290076335878,0.017543859649122806,-51,未達
2024-01-02,LINE-C,電子部品,620,459,16,10.9,production_styleB_202401.csv,0.7403225806451613,0.034858387799564274,-161,未達
2024-01-02,LINE-C,機械部品,595,617,20,6.9,production_styleB_202401.csv,1.0369747899159665,0.03241491085899514,22,達成
2024-01-02,LINE-C,樹脂成型,237,258,4,6.6,production_styleB_202401.csv,1.0886075949367089,0.015503875968992248,21,達成
2024-01-02,LINE-C,金属加工,650,502,0,6.9,production_styleB_202401.csv,0.7723076923076924,0.0,-148,未達
2024-01-02,LINE-D,電子部品,358,267,3,9.7,production_styleB_202401.csv,0.7458100558659218,0.011235955056179775,-91,未達
2024-01-02,LINE-D,機械部品,607,640,27,11.2,production_styleB_202401.csv,1.0543657331136738,0.0421875,33,達成
2024-01-02,LINE-D,樹脂成型,589,581,25,8.9,production_styleB_202401.csv,0.9864176570458404,0.043029259896729774,-8,未達
2024-01-02,LINE-D,金属加工,754,462,14,11.5,production_styleB_202401.csv,0.6127320954907162,0.030303030303030304,-292,未達
2024-01-02,LINE-E,電子部品,432,401,1,9.8,production_styleB_202401.csv,0.9282407407407407,0.0024937655860349127,-31,未達
2024-01-02,LINE-E,機械部品,302,304,13,6.3,production_styleB_202401.csv,1.0066225165562914,0.04276315789473684,2,達成
2024-01-02,LINE-E,樹脂成型,257,234,1,9.2,production_styleB_202401.csv,0.9105058365758755,0.004273504273504274,-23,未達
2024-01-02,LINE-E,金属加工,779,665,5,9.7,production_styleB_202401.csv,0.8536585365853658,0.007518796992481203,-114,未達
2024-01-03,LINE-A,電子部品,591,515,23,6.9,production_styleB_202401.csv,0.871404399323181,0.04466019417475728,-76,未達
2024-01-03,LINE-A,機械部品,672,630,21,11.4,production_styleB_202401.csv,0.9375,0.03333333333333333,-42,未達
2024-01-03,LINE-A,樹脂成型,676,678,5,8.7,production_styleB_202401.csv,1.0029585798816567,0.007374631268436578,2,達成
2024-01-03,LINE-A,金属加工,553,492,23,10.1,production_styleB_202401.csv,0.8896925858951176,0.046747967479674794,-61,未達
2024-01-03,LINE-B,電子部品,667,573,11,8.9,production_styleB_202401.csv,0.8590704647676162,0.019197207678883072,-94,未達
2024-01-03,LINE-B,機械部品,442,401,5,10.2,production_styleB_202401.csv,0.9072398190045249,0.012468827930174564,-41,未達
2024-01-03,LINE-B,樹脂成型,222,221,3,9.4,production_styleB_202401.csv,0.9954954954954955,0.013574660633484163,-1,未達
2024-01-03,LINE-B,金属加工,250,255,10,11.4,production_styleB_202401.csv,1.02,0.0392156862745098,5,達成
2024-01-03,LINE-C,電子部品,435,393,12,9.7,production_styleB_202401.csv,0.903448275862069,0.030534351145038167,-42,未達
2024-01-03,LINE-C,機械部品,340,364,11,7.9,production_styleB_202401.csv,1.0705882352941176,0.03021978021978022,24,達成
2024-01-03,LINE-C,樹脂成型,651,435,2,11.5,production_styleB_202401.csv,0.6682027649769585,0.004597701149425287,-216,未達
2024-01-03,LINE-C,金属加工,534,455,3,9.2,production_styleB_202401.csv,0.8520599250936329,0.006593406593406593,-79,未達
2024-01-03,LINE-D,電子部品,574,616,25,7.5,production_styleB_202401.csv,1.0731707317073171,0.040584415584415584,42,達成
2024-01-03,LINE-D,機械部品,693,615,26,10.8,production_styleB_202401.csv,0.8874458874458875,0.04227642276422764,-78,未達
2024-01-03,LINE-D,樹脂成型,679,571,27,11.2,production_styleB_202401.csv,0.8409425625920471,0.047285464098073555,-108,未達
2024-01-03,LINE-D,金属加工,606,631,11,10.7,production_styleB_202401.csv,1.0412541254125414,0.017432646592709985,25,達成
2024-01-03,LINE-E,電子部品,214,179,3,10.5,production_styleB_202401.csv,0.8364485981308412,0.01675977653631285,-35,未達
2024-01-03,LINE-E,機械部品,468,489,22,6.7,production_styleB_202401.csv,1.044871794871795,0.044989775051124746,21,達成
2024-01-03,LINE-E,樹脂成型,439,432,20,8.0,production_styleB_202401.csv,0.9840546697038725,0.046296296296296294,-7,未達
2024-01-03,LINE-E,金属加工,426,422,9,10.2,production_styleB_202401.csv,0.9906103286384976,0.02132701421800948,-4,未達
2024-01-04,LINE-A,電子部品,618,502,0,12.0,production_styleB_202401.csv,0.8122977346278317,0.0,-116,未達
2024-01-04,LINE-A,機械部品,318,244,1,8.7,production_styleB_202401.csv,0.7672955974842768,0.004098360655737705,-74,未達
2024-01-04,LINE-A,樹脂成型,753,770,5,8.5,production_styleB_202401.csv,1.0225763612217795,0.006493506493506494,17,達成
2024-01-04,LINE-A,金属加工,301,296,13,7.7,production_styleB_202401.csv,0.9833887043189369,0.04391891891891892,-5,未達
2024-01-04,LINE-B,電子部品,579,540,6,8.2,production_styleB_202401.csv,0.9326424870466321,0.011111111111111112,-39,未達
2024-01-04,LINE-B,機械部品,576,629,11,8.4,production_styleB_202401.csv,1.0920138888888888,0.017488076311605722,53,達成
2024-01-04,LINE-B,樹脂成型,394,427,17,6.6,production_styleB_202401.csv,1.083756345177665,0.03981264637002342,33,達成
2024-01-04,LINE-B,金属加工,417,408,0,10.7,production_styleB_202401.csv,0.9784172661870504,0.0,-9,未達
2024-01-04,LINE-C,電子部品,449,465,4,11.0,production_styleB_202401.csv,1.0356347438752784,0.008602150537634409,16,達成
2024-01-04,LINE-C,機械部品,767,663,28,8.0,production_styleB_202401.csv,0.864406779661017,0.042232277526395176,-104,未達
2024-01-04,LINE-C,樹脂成型,351,343,4,11.9,production_styleB_202401.csv,0.9772079772079773,0.011661807580174927,-8,未達
2024-01-04,LINE-C,金属加工,333,346,1,11.2,production_styleB_202401.csv,1.039039039039039,0.002890173410404624,13,達成
2024-01-04,LINE-D,電子部品,334,250,2,7.9,production_styleB_202401.csv,0.7485029940119761,0.008,-84,未達
2024-01-04,LINE-D,機械部品,378,316,6,6.7,production_styleB_202401.csv,0.8359788359788359,0.0189873417721519,-62,未達
2024-01-04,LINE-D,樹脂成型,265,273,7,6.7,production_styleB_202401.csv,1.030188679245283,0.02564102564102564,8,達成
2024-01-04,LINE-D,金属加工,715,703,25,11.5,production_styleB_202401.csv,0.9832167832167832,0.03556187766714083,-12,未達
2024-01-04,LINE-E,電子部品,733,727,1,12.0,production_styleB_202401.csv,0.9918144611186903,0.001375515818431912,-6,未達
2024-01-04,LINE-E,機械部品,611,508,18,8.7,production_styleB_202401.csv,0.8314238952536824,0.03543307086614173,-103,未達
