enroll_date,enroll_no,course_name,learner_type,study_hours,test_score,status,satisfaction,source_file,is_completed,score_grade,dropout_risk
2024-01-23,ENR-A-0048,プレゼン技術,管理職,21.8,72.0,修了,4.0,01_enrollment_styleA.csv,1,合格,低
2024-01-05,ENR-A-0049,リーダーシップ,中堅社員,6.7,29.0,中途離脱,4.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-03,ENR-A-0050,プレゼン技術,管理職,21.3,92.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-06,ENR-A-0051,リーダーシップ,管理職,18.6,80.0,修了,4.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-05,ENR-A-0052,Excel基礎,管理職,11.3,67.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-25,ENR-A-0053,Excel基礎,中堅社員,23.3,13.0,受講中,5.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-19,ENR-A-0054,ビジネス英語,中堅社員,19.1,85.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-10,ENR-A-0055,Pythonプログラミング,新入社員,38.7,60.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-15,ENR-A-0056,Pythonプログラミング,中堅社員,33.0,62.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-09,ENR-A-0057,Excel基礎,新入社員,23.7,79.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-30,ENR-A-0058,Pythonプログラミング,新入社員,15.1,43.0,受講中,3.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-26,ENR-A-0059,ビジネス英語,新入社員,3.6,13.0,中途離脱,3.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-17,ENR-A-0060,プレゼン技術,新入社員,22.0,71.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-12,ENR-A-0061,リーダーシップ,中堅社員,36.7,93.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-05,ENR-A-0062,プレゼン技術,管理職,25.7,72.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-21,ENR-A-0063,Pythonプログラミング,中堅社員,17.0,87.0,修了,2.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-21,ENR-A-0064,プレゼン技術,中堅社員,31.3,98.0,修了,4.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-10,ENR-A-0065,Pythonプログラミング,新入社員,23.1,8.0,受講中,5.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-08,ENR-A-0066,Pythonプログラミング,新入社員,2.9,11.0,受講中,3.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-17,ENR-A-0067,プレゼン技術,新入社員,34.6,75.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-26,ENR-A-0068,プレゼン技術,新入社員,18.1,68.0,修了,5.0,01_enrollment_styleA.csv,1,合格,低
2024-01-20,ENR-A-0069,プレゼン技術,管理職,5.4,14.0,中途離脱,5.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-08,ENR-A-0070,Pythonプログラミング,新入社員,23.5,14.0,受講中,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-17,ENR-A-0071,Pythonプログラミング,管理職,4.6,2.0,中途離脱,5.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-31,ENR-A-0072,Excel基礎,新入社員,9.0,4.0,中途離脱,4.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-27,ENR-A-0073,Excel基礎,管理職,36.6,96.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-17,ENR-A-0074,Excel基礎,新入社員,3.5,1.0,中途離脱,4.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-11,ENR-A-0075,ビジネス英語,管理職,4.0,33.0,中途離脱,5.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-03,ENR-A-0076,ビジネス英語,中堅社員,19.2,30.0,受講中,2.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-01,ENR-A-0077,リーダーシップ,中堅社員,2.8,47.0,中途離脱,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-04,ENR-A-0078,Excel基礎,新入社員,34.6,96.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-24,ENR-A-0079,リーダーシップ,中堅社員,6.2,9.0,中途離脱,4.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-28,ENR-A-0080,ビジネス英語,新入社員,14.3,71.0,修了,2.0,01_enrollment_styleA.csv,1,合格,低
2024-01-31,ENR-A-0081,リーダーシップ,管理職,39.1,91.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-16,ENR-A-0082,Pythonプログラミング,管理職,12.6,98.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-06,ENR-A-0083,Excel基礎,新入社員,12.2,69.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-22,ENR-A-0084,Excel基礎,中堅社員,11.9,72.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-29,ENR-A-0085,リーダーシップ,新入社員,6.0,35.0,中途離脱,3.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-07,ENR-A-0086,リーダーシップ,新入社員,33.7,61.0,修了,4.0,01_enrollment_styleA.csv,1,合格,低
2024-01-03,ENR-A-0087,リーダーシップ,中堅社員,5.0,59.0,受講中,3.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-04,ENR-A-0088,Excel基礎,中堅社員,9.3,4.0,中途離脱,2.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-31,ENR-A-0089,ビジネス英語,新入社員,23.6,72.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-21,ENR-A-0090,ビジネス英語,中堅社員,24.0,42.0,受講中,2.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-30,ENR-A-0091,Pythonプログラミング,新入社員,0.7,47.0,中途離脱,3.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-18,ENR-A-0092,リーダーシップ,管理職,28.3,94.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-23,ENR-A-0093,Excel基礎,中堅社員,21.4,65.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-30,ENR-A-0094,ビジネス英語,管理職,27.1,67.0,修了,5.0,01_enrollment_styleA.csv,1,合格,低
2024-01-23,ENR-A-0095,ビジネス英語,新入社員,12.7,65.0,受講中,4.0,01_enrollment_styleA.csv,0,合格,高
2024-01-25,ENR-A-0096,リーダーシップ,中堅社員,8.6,87.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-09,ENR-A-0097,リーダーシップ,新入社員,33.5,94.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-08,ENR-A-0098,ビジネス英語,管理職,14.2,61.0,受講中,4.0,01_enrollment_styleA.csv,0,合格,高
2024-01-29,ENR-A-0099,Excel基礎,新入社員,27.3,95.0,修了,2.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-13,ENR-A-0100,リーダーシップ,新入社員,10.6,75.0,受講中,3.0,01_enrollment_styleA.csv,0,合格,高
2024-01-04,ENR-A-0101,Excel基礎,中堅社員,35.8,86.0,修了,2.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-15,ENR-A-0102,ビジネス英語,中堅社員,15.9,71.0,修了,2.0,01_enrollment_styleA.csv,1,合格,低
2024-01-31,ENR-A-0103,Pythonプログラミング,新入社員,34.1,90.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-04,ENR-A-0104,ビジネス英語,新入社員,10.1,79.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-12,ENR-A-0105,Excel基礎,中堅社員,34.4,65.0,修了,2.0,01_enrollment_styleA.csv,1,合格,低
2024-01-10,ENR-A-0106,プレゼン技術,中堅社員,12.6,97.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-19,ENR-A-0107,Pythonプログラミング,新入社員,17.1,66.0,修了,3.0,01_enrollment_styleA.csv,1,合格,低
2024-01-05,ENR-A-0108,Excel基礎,中堅社員,1.6,27.0,中途離脱,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-22,ENR-A-0109,リーダーシップ,中堅社員,6.0,4.0,受講中,5.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-02,ENR-A-0110,Pythonプログラミング,新入社員,26.9,81.0,修了,4.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-25,ENR-A-0111,Pythonプログラミング,管理職,9.3,31.0,受講中,5.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-16,ENR-A-0112,Excel基礎,中堅社員,36.0,92.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-17,ENR-A-0113,リーダーシップ,管理職,13.8,61.0,修了,5.0,01_enrollment_styleA.csv,1,合格,低
2024-01-08,ENR-A-0114,リーダーシップ,中堅社員,16.0,86.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-30,ENR-A-0115,Excel基礎,管理職,1.0,21.0,中途離脱,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-12,ENR-A-0116,Excel基礎,管理職,5.5,45.0,中途離脱,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-03,ENR-A-0117,ビジネス英語,中堅社員,9.7,94.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-29,ENR-A-0118,Excel基礎,新入社員,11.2,94.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-25,ENR-A-0119,Pythonプログラミング,新入社員,24.5,73.0,受講中,2.0,01_enrollment_styleA.csv,0,合格,低
2024-01-25,ENR-A-0120,プレゼン技術,新入社員,32.9,85.0,修了,4.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-20,ENR-A-0121,プレゼン技術,新入社員,5.1,63.0,受講中,5.0,01_enrollment_styleA.csv,0,合格,高
2024-01-17,ENR-A-0122,Excel基礎,新入社員,13.8,78.0,受講中,5.0,01_enrollment_styleA.csv,0,合格,高
2024-01-26,ENR-A-0123,プレゼン技術,新入社員,10.9,37.0,受講中,4.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-20,ENR-A-0124,ビジネス英語,新入社員,8.1,4.0,受講中,1.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-14,ENR-A-0125,リーダーシップ,新入社員,21.3,79.0,修了,4.0,01_enrollment_styleA.csv,1,合格,低
2024-01-08,ENR-A-0126,ビジネス英語,新入社員,19.8,80.0,修了,2.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-23,ENR-A-0127,ビジネス英語,新入社員,4.1,16.0,中途離脱,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-22,ENR-A-0128,ビジネス英語,中堅社員,17.5,92.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-21,ENR-A-0129,リーダーシップ,管理職,23.4,97.0,修了,4.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-11,ENR-A-0130,リーダーシップ,新入社員,25.1,99.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-16,ENR-A-0131,プレゼン技術,新入社員,33.7,86.0,修了,3.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-17,ENR-A-0132,リーダーシップ,中堅社員,6.5,3.0,中途離脱,2.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-06,ENR-A-0133,Excel基礎,新入社員,2.4,37.0,中途離脱,3.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-22,ENR-A-0134,ビジネス英語,中堅社員,35.5,97.0,修了,1.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-30,ENR-A-0135,Pythonプログラミング,中堅社員,4.2,49.0,受講中,4.0,01_enrollment_styleA.csv,0,不合格,高
2024-01-23,ENR-A-0136,ビジネス英語,中堅社員,10.7,81.0,修了,5.0,01_enrollment_styleA.csv,1,優秀,低
2024-01-23,ENR-A-0137,ビジネス英語,中堅社員,38.7,65.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-25,ENR-A-0138,プレゼン技術,中堅社員,27.0,78.0,修了,4.0,01_enrollment_styleA.csv,1,合格,低
2024-01-31,ENR-A-0139,リーダーシップ,中堅社員,9.5,40.0,中途離脱,1.0,01_enrollment_styleA.csv,0,不合格,低
2024-01-08,ENR-A-0140,Pythonプログラミング,新入社員,26.9,62.0,修了,1.0,01_enrollment_styleA.csv,1,合格,低
2024-01-17,ENR-B-0001,リーダーシップ,中堅社員,13.5,85.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-18,ENR-B-0002,プレゼン技術,中堅社員,26.3,79.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-22,ENR-B-0003,プレゼン技術,中堅社員,32.4,81.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-25,ENR-B-0004,Excel基礎,中堅社員,5.2,12.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-05,ENR-B-0005,リーダーシップ,新入社員,11.8,98.0,修了,4.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-04,ENR-B-0006,Excel基礎,中堅社員,4.0,39.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-23,ENR-B-0007,Excel基礎,新入社員,32.8,77.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-21,ENR-B-0008,プレゼン技術,中堅社員,18.7,90.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-26,ENR-B-0009,プレゼン技術,中堅社員,8.2,61.0,受講中,4.0,02_enrollment_styleB.csv,0,合格,高
2024-01-12,ENR-B-0010,Excel基礎,中堅社員,18.1,72.0,修了,1.0,02_enrollment_styleB.csv,1,合格,低
2024-01-30,ENR-B-0011,プレゼン技術,新入社員,38.0,66.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-14,ENR-B-0012,Pythonプログラミング,管理職,10.8,10.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-06,ENR-B-0013,Pythonプログラミング,中堅社員,23.5,44.0,受講中,2.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-25,ENR-B-0014,リーダーシップ,中堅社員,23.3,65.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-21,ENR-B-0015,Pythonプログラミング,中堅社員,31.0,100.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-30,ENR-B-0016,リーダーシップ,管理職,4.7,21.0,受講中,5.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-28,ENR-B-0017,プレゼン技術,中堅社員,11.9,86.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-19,ENR-B-0018,リーダーシップ,中堅社員,17.8,44.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-03,ENR-B-0019,プレゼン技術,管理職,8.3,23.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-10,ENR-B-0020,プレゼン技術,中堅社員,12.5,25.0,受講中,3.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-01,ENR-B-0021,ビジネス英語,中堅社員,23.1,24.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-25,ENR-B-0022,Excel基礎,新入社員,11.5,76.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-02,ENR-B-0023,ビジネス英語,新入社員,17.1,96.0,修了,4.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-26,ENR-B-0024,リーダーシップ,新入社員,11.4,87.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-01,ENR-B-0025,プレゼン技術,中堅社員,28.8,87.0,修了,4.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-03,ENR-B-0026,Pythonプログラミング,中堅社員,22.6,69.0,受講中,1.0,02_enrollment_styleB.csv,0,合格,低
2024-01-08,ENR-B-0027,プレゼン技術,中堅社員,12.6,69.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-25,ENR-B-0028,プレゼン技術,新入社員,14.3,60.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-09,ENR-B-0029,Pythonプログラミング,管理職,2.8,53.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-01,ENR-B-0030,プレゼン技術,中堅社員,3.2,66.0,受講中,4.0,02_enrollment_styleB.csv,0,合格,高
2024-01-31,ENR-B-0031,ビジネス英語,中堅社員,2.8,40.0,中途離脱,2.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-27,ENR-B-0032,プレゼン技術,中堅社員,3.3,54.0,受講中,5.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-31,ENR-B-0033,リーダーシップ,管理職,19.8,75.0,受講中,5.0,02_enrollment_styleB.csv,0,合格,低
2024-01-22,ENR-B-0034,ビジネス英語,中堅社員,34.8,78.0,修了,1.0,02_enrollment_styleB.csv,1,合格,低
2024-01-15,ENR-B-0035,ビジネス英語,中堅社員,12.0,68.0,修了,4.0,02_enrollment_styleB.csv,1,合格,低
2024-01-16,ENR-B-0036,Excel基礎,管理職,19.1,44.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-03,ENR-B-0037,リーダーシップ,中堅社員,2.0,43.0,中途離脱,5.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-23,ENR-B-0038,リーダーシップ,中堅社員,2.3,0.0,中途離脱,2.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-04,ENR-B-0039,プレゼン技術,新入社員,39.4,89.0,修了,4.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-19,ENR-B-0040,Pythonプログラミング,新入社員,9.7,62.0,修了,4.0,02_enrollment_styleB.csv,1,合格,低
2024-01-01,ENR-B-0041,プレゼン技術,新入社員,36.3,61.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-22,ENR-B-0042,プレゼン技術,新入社員,6.0,30.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-24,ENR-B-0043,プレゼン技術,新入社員,9.8,9.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-15,ENR-B-0044,Pythonプログラミング,中堅社員,33.1,70.0,修了,4.0,02_enrollment_styleB.csv,1,合格,低
2024-01-28,ENR-B-0045,ビジネス英語,新入社員,12.6,83.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-30,ENR-B-0046,Pythonプログラミング,中堅社員,17.6,77.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-17,ENR-B-0047,Excel基礎,管理職,6.7,35.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-30,ENR-B-0048,Excel基礎,新入社員,12.8,78.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-22,ENR-B-0049,リーダーシップ,管理職,12.9,32.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-04,ENR-B-0050,ビジネス英語,中堅社員,12.3,98.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-03,ENR-B-0051,リーダーシップ,管理職,21.7,72.0,修了,4.0,02_enrollment_styleB.csv,1,合格,低
2024-01-19,ENR-B-0052,Excel基礎,管理職,16.6,78.0,受講中,3.0,02_enrollment_styleB.csv,0,合格,高
2024-01-05,ENR-B-0053,Pythonプログラミング,管理職,15.0,76.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-19,ENR-B-0054,プレゼン技術,新入社員,18.1,97.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-10,ENR-B-0055,Pythonプログラミング,中堅社員,12.9,33.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-07,ENR-B-0056,Excel基礎,新入社員,15.2,28.0,受講中,3.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-19,ENR-B-0057,リーダーシップ,管理職,16.9,56.0,受講中,3.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-21,ENR-B-0058,リーダーシップ,中堅社員,9.3,19.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-11,ENR-B-0059,プレゼン技術,中堅社員,21.8,82.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-20,ENR-B-0060,ビジネス英語,新入社員,19.5,99.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-26,ENR-B-0061,プレゼン技術,新入社員,36.4,90.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-29,ENR-B-0062,プレゼン技術,中堅社員,5.3,37.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-09,ENR-B-0063,リーダーシップ,管理職,18.1,92.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-26,ENR-B-0064,リーダーシップ,中堅社員,23.8,61.0,修了,1.0,02_enrollment_styleB.csv,1,合格,低
2024-01-02,ENR-B-0065,リーダーシップ,新入社員,34.9,62.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-02,ENR-B-0066,Pythonプログラミング,新入社員,8.5,45.0,受講中,2.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-16,ENR-B-0067,プレゼン技術,中堅社員,18.0,67.0,修了,1.0,02_enrollment_styleB.csv,1,合格,低
2024-01-24,ENR-B-0068,ビジネス英語,新入社員,2.3,35.0,受講中,5.0,02_enrollment_styleB.csv,0,不合格,高
